timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
1418.084,28.72,24.0,50.0,62.0,,28.72,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1418.084,28.72,24.0,50.0,62.0,,28.72,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1418.084,28.72,24.0,50.0,62.0,,28.72,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1418.084,28.72,24.0,50.0,62.0,,28.72,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1418.084,28.72,24.0,50.0,62.0,,28.72,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1418.084,28.72,24.0,50.0,62.0,,28.72,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1418.084,28.72,24.0,50.0,62.0,,28.72,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.234,28.72,24.0,50.0,62.0,25.74,28.72,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1418.383,28.76,24.0,50.0,62.0,,28.72,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1418.383,28.76,24.0,50.0,62.0,,28.72,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1418.383,28.76,24.0,50.0,62.0,,28.72,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1418.383,28.76,24.0,50.0,62.0,,28.72,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1418.383,28.76,24.0,50.0,62.0,,28.72,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1418.383,28.76,24.0,50.0,62.0,,28.72,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1418.383,28.76,24.0,50.0,62.0,,28.72,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1418.533,28.97,24.0,50.0,62.0,,28.71,100.0,,,,,,450.0,,,,,,,,,,,,,,,
1418.533,28.97,24.0,50.0,62.0,,28.71,100.0,,,,,,450.0,,,,,,,,,,,,,,,
1418.533,28.97,24.0,50.0,62.0,,28.71,100.0,,,,,,450.0,,,,,,,,,,,,,,,
1418.533,28.97,24.0,50.0,62.0,,28.71,100.0,,,,,,450.0,,,,,,,,,,,,,,,
1418.533,28.97,24.0,50.0,62.0,,28.71,100.0,,,,,,450.0,,,,,,,,,,,,,,,
1418.533,28.97,24.0,50.0,62.0,,28.71,100.0,,,,,,450.0,,,,,,,,,,,,,,,
1418.533,28.97,24.0,50.0,62.0,,28.71,100.0,,,,,,450.0,,,,,,,,,,,,,,,
1418.684,29.69,24.0,50.0,62.0,,28.69,100.0,,,,,,600.0,,,,,,,,,,,,,,,
1418.684,29.69,24.0,50.0,62.0,,28.69,100.0,,,,,,600.0,,,,,,,,,,,,,,,
1418.684,29.69,24.0,50.0,62.0,,28.69,100.0,,,,,,600.0,,,,,,,,,,,,,,,
1418.684,29.69,24.0,50.0,62.0,,28.69,100.0,,,,,,600.0,,,,,,,,,,,,,,,
1418.684,29.69,24.0,50.0,62.0,,28.69,100.0,,,,,,600.0,,,,,,,,,,,,,,,
1418.684,29.69,24.0,50.0,62.0,,28.69,100.0,,,,,,600.0,,,,,,,,,,,,,,,
1418.684,29.69,24.0,50.0,62.0,,28.69,100.0,,,,,,600.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.833,30.51,24.0,50.0,62.0,25.65,28.66,100.0,,,,,,750.0,,,,,,,,,,,,,,,
1418.983,31.48,24.0,50.0,62.0,,28.62,100.0,,,,,,900.0,,,,,,,,,,,,,,,
1418.983,31.48,24.0,50.0,62.0,,28.62,100.0,,,,,,900.0,,,,,,,,,,,,,,,
1418.983,31.48,24.0,50.0,62.0,,28.62,100.0,,,,,,900.0,,,,,,,,,,,,,,,
1418.983,31.48,24.0,50.0,62.0,,28.62,100.0,,,,,,900.0,,,,,,,,,,,,,,,
1418.983,31.48,24.0,50.0,62.0,,28.62,100.0,,,,,,900.0,,,,,,,,,,,,,,,
1418.983,31.48,24.0,50.0,62.0,,28.62,100.0,,,,,,900.0,,,,,,,,,,,,,,,
1418.983,31.48,24.0,50.0,62.0,,28.62,100.0,,,,,,900.0,,,,,,,,,,,,,,,
1419.105,,,,,,,,,,,,,,,,91.0,6404.0,1043.0,139.0,159.0,114.0,167.0,229.0,28.0,792.0,0.6826347305389222,30.26,30.26
1419.105,,,,,,,,,,,,,,,,91.0,6404.0,1043.0,139.0,159.0,114.0,167.0,229.0,28.0,792.0,0.6826347305389222,30.26,30.26
1419.105,,,,,,,,,,,,,,,,91.0,6404.0,1043.0,139.0,159.0,114.0,167.0,229.0,28.0,792.0,0.6826347305389222,30.26,30.26
1419.105,,,,,,,,,,,,,,,,91.0,6404.0,1043.0,139.0,159.0,114.0,167.0,229.0,28.0,792.0,0.6826347305389222,30.26,30.26
1419.105,,,,,,,,,,,,,,,,91.0,6404.0,1043.0,139.0,159.0,114.0,167.0,229.0,28.0,792.0,0.6826347305389222,30.26,30.26
1419.105,,,,,,,,,,,,,,,,91.0,6404.0,1043.0,139.0,159.0,114.0,167.0,229.0,28.0,792.0,0.6826347305389222,30.26,30.26
