timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
1653.888,28.04,24.0,50.0,62.0,,28.59,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1653.888,28.04,24.0,50.0,62.0,,28.59,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1653.888,28.04,24.0,50.0,62.0,,28.59,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1653.888,28.04,24.0,50.0,62.0,,28.59,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1653.888,28.04,24.0,50.0,62.0,,28.59,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1653.888,28.04,24.0,50.0,62.0,,28.59,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1653.888,28.04,24.0,50.0,62.0,,28.59,50.0,,,,,,0.0,,,,,,,,,,,,,,,
1654.038,28.04,24.0,50.0,62.0,,28.58,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1654.038,28.04,24.0,50.0,62.0,,28.58,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1654.038,28.04,24.0,50.0,62.0,,28.58,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1654.038,28.04,24.0,50.0,62.0,,28.58,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1654.038,28.04,24.0,50.0,62.0,,28.58,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1654.038,28.04,24.0,50.0,62.0,,28.58,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1654.038,28.04,24.0,50.0,62.0,,28.58,100.0,,,,,,150.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.188,28.07,24.0,50.0,62.0,22.21,28.58,100.0,,,,,,300.0,,,,,,,,,,,,,,,
1654.338,28.36,24.0,50.0,62.0,,28.57,100.0,,,,,,450.0,,,,,,,,,,,,,,,
