timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
7472.293,36.12,24.0,62.0,,36.42,100.0,,,,,,100.0,,,,,,,,,,,,,,,
7472.293,36.12,24.0,62.0,,36.42,100.0,,,,,,100.0,,,,,,,,,,,,,,,
7472.293,36.12,24.0,62.0,,36.42,100.0,,,,,,100.0,,,,,,,,,,,,,,,
7472.293,36.12,24.0,62.0,,36.42,100.0,,,,,,100.0,,,,,,,,,,,,,,,
7472.293,36.12,24.0,62.0,,36.42,100.0,,,,,,100.0,,,,,,,,,,,,,,,
7472.293,36.12,24.0,62.0,,36.42,100.0,,,,,,100.0,,,,,,,,,,,,,,,
7472.446,36.1,24.0,62.0,,36.42,100.0,,,,,,250.0,,,,,,,,,,,,,,,
7472.446,36.1,24.0,62.0,,36.42,100.0,,,,,,250.0,,,,,,,,,,,,,,,
7472.446,36.1,24.0,62.0,,36.42,100.0,,,,,,250.0,,,,,,,,,,,,,,,
7472.446,36.1,24.0,62.0,,36.42,100.0,,,,,,250.0,,,,,,,,,,,,,,,
7472.446,36.1,24.0,62.0,,36.42,100.0,,,,,,250.0,,,,,,,,,,,,,,,
7472.446,36.1,24.0,62.0,,36.42,100.0,,,,,,250.0,,,,,,,,,,,,,,,
7472.594,36.15,24.0,62.0,,36.41,100.0,,,,,,400.0,,,,,,,,,,,,,,,
7472.594,36.15,24.0,62.0,,36.41,100.0,,,,,,400.0,,,,,,,,,,,,,,,
7472.594,36.15,24.0,62.0,,36.41,100.0,,,,,,400.0,,,,,,,,,,,,,,,
7472.594,36.15,24.0,62.0,,36.41,100.0,,,,,,400.0,,,,,,,,,,,,,,,
7472.594,36.15,24.0,62.0,,36.41,100.0,,,,,,400.0,,,,,,,,,,,,,,,
7472.594,36.15,24.0,62.0,,36.41,100.0,,,,,,400.0,,,,,,,,,,,,,,,
7472.744,36.58,24.0,62.0,,36.38,100.0,,,,,,550.0,,,,,,,,,,,,,,,
7472.744,36.58,24.0,62.0,,36.38,100.0,,,,,,550.0,,,,,,,,,,,,,,,
7472.744,36.58,24.0,62.0,,36.38,100.0,,,,,,550.0,,,,,,,,,,,,,,,
7472.744,36.58,24.0,62.0,,36.38,100.0,,,,,,550.0,,,,,,,,,,,,,,,
7472.744,36.58,24.0,62.0,,36.38,100.0,,,,,,550.0,,,,,,,,,,,,,,,
7472.744,36.58,24.0,62.0,,36.38,100.0,,,,,,550.0,,,,,,,,,,,,,,,
7472.765,,,,22.64,,,,,,,,,,,,,,,,,,,,,,,
7472.894,37.33,24.0,62.0,,36.33,100.0,,,,,,700.0,,,,,,,,,,,,,,,
7472.894,37.33,24.0,62.0,,36.33,100.0,,,,,,700.0,,,,,,,,,,,,,,,
7472.894,37.33,24.0,62.0,,36.33,100.0,,,,,,700.0,,,,,,,,,,,,,,,
7472.894,37.33,24.0,62.0,,36.33,100.0,,,,,,700.0,,,,,,,,,,,,,,,
7472.894,37.33,24.0,62.0,,36.33,100.0,,,,,,700.0,,,,,,,,,,,,,,,
7472.894,37.33,24.0,62.0,,36.33,100.0,,,,,,700.0,,,,,,,,,,,,,,,
7473.044,38.1,24.0,62.0,,36.29,100.0,,,,,,850.0,,,,,,,,,,,,,,,
7473.044,38.1,24.0,62.0,,36.29,100.0,,,,,,850.0,,,,,,,,,,,,,,,
7473.044,38.1,24.0,62.0,,36.29,100.0,,,,,,850.0,,,,,,,,,,,,,,,
7473.044,38.1,24.0,62.0,,36.29,100.0,,,,,,850.0,,,,,,,,,,,,,,,
7473.044,38.1,24.0,62.0,,36.29,100.0,,,,,,850.0,,,,,,,,,,,,,,,
7473.044,38.1,24.0,62.0,,36.29,100.0,,,,,,850.0,,,,,,,,,,,,,,,
7473.194,39.28,24.0,62.0,,36.22,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
7473.194,39.28,24.0,62.0,,36.22,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
7473.194,39.28,24.0,62.0,,36.22,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
7473.194,39.28,24.0,62.0,,36.22,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
7473.194,39.28,24.0,62.0,,36.22,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
7473.194,39.28,24.0,62.0,,36.22,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
7473.305,,,,22.73,,,,,,,,,,,,,,,,,,,,,,,
7473.344,40.66,24.0,62.0,,36.14,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
7473.344,40.66,24.0,62.0,,36.14,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
7473.344,40.66,24.0,62.0,,36.14,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
7473.344,40.66,24.0,62.0,,36.14,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
7473.344,40.66,24.0,62.0,,36.14,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
7473.344,40.66,24.0,62.0,,36.14,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
7473.494,42.22,24.0,62.0,,36.06,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
