timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
2642.367,28.19,24.0,62.0,,28.34,100.0,,,,,,100.0,,,,,,,,,,,,,,,
2642.367,28.19,24.0,62.0,,28.34,100.0,,,,,,100.0,,,,,,,,,,,,,,,
2642.367,28.19,24.0,62.0,,28.34,100.0,,,,,,100.0,,,,,,,,,,,,,,,
2642.367,28.19,24.0,62.0,,28.34,100.0,,,,,,100.0,,,,,,,,,,,,,,,
2642.367,28.19,24.0,62.0,,28.34,100.0,,,,,,100.0,,,,,,,,,,,,,,,
2642.367,28.19,24.0,62.0,,28.34,100.0,,,,,,100.0,,,,,,,,,,,,,,,
2642.516,28.2,24.0,62.0,,28.35,100.0,,,,,,250.0,,,,,,,,,,,,,,,
2642.516,28.2,24.0,62.0,,28.35,100.0,,,,,,250.0,,,,,,,,,,,,,,,
2642.516,28.2,24.0,62.0,,28.35,100.0,,,,,,250.0,,,,,,,,,,,,,,,
2642.516,28.2,24.0,62.0,,28.35,100.0,,,,,,250.0,,,,,,,,,,,,,,,
2642.516,28.2,24.0,62.0,,28.35,100.0,,,,,,250.0,,,,,,,,,,,,,,,
2642.516,28.2,24.0,62.0,,28.35,100.0,,,,,,250.0,,,,,,,,,,,,,,,
2642.666,28.26,24.0,62.0,,28.34,100.0,,,,,,400.0,,,,,,,,,,,,,,,
2642.666,28.26,24.0,62.0,,28.34,100.0,,,,,,400.0,,,,,,,,,,,,,,,
2642.666,28.26,24.0,62.0,,28.34,100.0,,,,,,400.0,,,,,,,,,,,,,,,
2642.666,28.26,24.0,62.0,,28.34,100.0,,,,,,400.0,,,,,,,,,,,,,,,
2642.666,28.26,24.0,62.0,,28.34,100.0,,,,,,400.0,,,,,,,,,,,,,,,
2642.666,28.26,24.0,62.0,,28.34,100.0,,,,,,400.0,,,,,,,,,,,,,,,
2642.823,28.71,24.0,62.0,,28.32,100.0,,,,,,550.0,,,,,,,,,,,,,,,
2642.823,28.71,24.0,62.0,,28.32,100.0,,,,,,550.0,,,,,,,,,,,,,,,
2642.823,28.71,24.0,62.0,,28.32,100.0,,,,,,550.0,,,,,,,,,,,,,,,
2642.823,28.71,24.0,62.0,,28.32,100.0,,,,,,550.0,,,,,,,,,,,,,,,
2642.823,28.71,24.0,62.0,,28.32,100.0,,,,,,550.0,,,,,,,,,,,,,,,
2642.823,28.71,24.0,62.0,,28.32,100.0,,,,,,550.0,,,,,,,,,,,,,,,
2642.885,,,,21.54,,,,,,,,,,,,,,,,,,,,,,,
2642.967,29.4,24.0,62.0,,28.29,100.0,,,,,,700.0,,,,,,,,,,,,,,,
