timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Ramp Set TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
14608.022,31.6,24.0,62.0,,32.22,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
14608.022,31.6,24.0,62.0,,32.22,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
14608.022,31.6,24.0,62.0,,32.22,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
14608.022,31.6,24.0,62.0,,32.22,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
14608.022,31.6,24.0,62.0,,32.22,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
14608.022,31.6,24.0,62.0,,32.22,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
14608.17,31.6,24.0,62.0,,32.22,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
14608.17,31.6,24.0,62.0,,32.22,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
14608.17,31.6,24.0,62.0,,32.22,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
14608.17,31.6,24.0,62.0,,32.22,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
14608.17,31.6,24.0,62.0,,32.22,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
14608.17,31.6,24.0,62.0,,32.22,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
14608.32,31.63,24.0,62.0,,32.22,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
14608.32,31.63,24.0,62.0,,32.22,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
14608.32,31.63,24.0,62.0,,32.22,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
14608.32,31.63,24.0,62.0,,32.22,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
14608.32,31.63,24.0,62.0,,32.22,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
14608.32,31.63,24.0,62.0,,32.22,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
14608.442,,,,26.62,,,,,,,,,,,,,,,,,,,,,,,,
14608.47,31.98,24.0,62.0,,32.2,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
14608.47,31.98,24.0,62.0,,32.2,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
14608.47,31.98,24.0,62.0,,32.2,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
14608.47,31.98,24.0,62.0,,32.2,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
14608.47,31.98,24.0,62.0,,32.2,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
14608.47,31.98,24.0,62.0,,32.2,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
14608.62,32.63,24.0,62.0,,32.17,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
14608.62,32.63,24.0,62.0,,32.17,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
14608.62,32.63,24.0,62.0,,32.17,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
14608.62,32.63,24.0,62.0,,32.17,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
14608.62,32.63,24.0,62.0,,32.17,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
14608.62,32.63,24.0,62.0,,32.17,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
14608.77,33.54,24.0,62.0,,32.12,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
14608.77,33.54,24.0,62.0,,32.12,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
14608.77,33.54,24.0,62.0,,32.12,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
14608.77,33.54,24.0,62.0,,32.12,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
14608.77,33.54,24.0,62.0,,32.12,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
14608.77,33.54,24.0,62.0,,32.12,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
14608.92,35.04,24.0,62.0,26.64,32.06,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
