timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
2556.85,37.66,24.0,50.0,62.0,,37.86,100.0,,,,,,300.0,,,,,,,,,,,,,,,
2556.85,37.66,24.0,50.0,62.0,,37.86,100.0,,,,,,300.0,,,,,,,,,,,,,,,
2557.0,37.85,24.0,50.0,62.0,,37.84,100.0,,,,,,450.0,,,,,,,,,,,,,,,
2557.0,37.85,24.0,50.0,62.0,,37.84,100.0,,,,,,450.0,,,,,,,,,,,,,,,
2557.0,37.85,24.0,50.0,62.0,,37.84,100.0,,,,,,450.0,,,,,,,,,,,,,,,
2557.0,37.85,24.0,50.0,62.0,,37.84,100.0,,,,,,450.0,,,,,,,,,,,,,,,
2557.0,37.85,24.0,50.0,62.0,,37.84,100.0,,,,,,450.0,,,,,,,,,,,,,,,
2557.0,37.85,24.0,50.0,62.0,,37.84,100.0,,,,,,450.0,,,,,,,,,,,,,,,
2557.0,37.85,24.0,50.0,62.0,,37.84,100.0,,,,,,450.0,,,,,,,,,,,,,,,
2557.15,38.32,24.0,50.0,62.0,,37.82,100.0,,,,,,600.0,,,,,,,,,,,,,,,
2557.15,38.32,24.0,50.0,62.0,,37.82,100.0,,,,,,600.0,,,,,,,,,,,,,,,
2557.15,38.32,24.0,50.0,62.0,,37.82,100.0,,,,,,600.0,,,,,,,,,,,,,,,
2557.15,38.32,24.0,50.0,62.0,,37.82,100.0,,,,,,600.0,,,,,,,,,,,,,,,
2557.15,38.32,24.0,50.0,62.0,,37.82,100.0,,,,,,600.0,,,,,,,,,,,,,,,
2557.15,38.32,24.0,50.0,62.0,,37.82,100.0,,,,,,600.0,,,,,,,,,,,,,,,
2557.15,38.32,24.0,50.0,62.0,,37.82,100.0,,,,,,600.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.3,39.39,24.0,50.0,62.0,24.69,37.77,100.0,,,,,,750.0,,,,,,,,,,,,,,,
2557.45,40.41,24.0,50.0,62.0,,37.73,100.0,,,,,,900.0,,,,,,,,,,,,,,,
2557.45,40.41,24.0,50.0,62.0,,37.73,100.0,,,,,,900.0,,,,,,,,,,,,,,,
2557.45,40.41,24.0,50.0,62.0,,37.73,100.0,,,,,,900.0,,,,,,,,,,,,,,,
2557.45,40.41,24.0,50.0,62.0,,37.73,100.0,,,,,,900.0,,,,,,,,,,,,,,,
2557.45,40.41,24.0,50.0,62.0,,37.73,100.0,,,,,,900.0,,,,,,,,,,,,,,,
2557.45,40.41,24.0,50.0,62.0,,37.73,100.0,,,,,,900.0,,,,,,,,,,,,,,,
2557.45,40.41,24.0,50.0,62.0,,37.73,100.0,,,,,,900.0,,,,,,,,,,,,,,,
2557.6,41.58,24.0,50.0,62.0,,37.68,100.0,,,,,,1050.0,,,,,,,,,,,,,,,
2557.6,41.58,24.0,50.0,62.0,,37.68,100.0,,,,,,1050.0,,,,,,,,,,,,,,,
2557.6,41.58,24.0,50.0,62.0,,37.68,100.0,,,,,,1050.0,,,,,,,,,,,,,,,
2557.6,41.58,24.0,50.0,62.0,,37.68,100.0,,,,,,1050.0,,,,,,,,,,,,,,,
2557.6,41.58,24.0,50.0,62.0,,37.68,100.0,,,,,,1050.0,,,,,,,,,,,,,,,
2557.6,41.58,24.0,50.0,62.0,,37.68,100.0,,,,,,1050.0,,,,,,,,,,,,,,,
2557.6,41.58,24.0,50.0,62.0,,37.68,100.0,,,,,,1050.0,,,,,,,,,,,,,,,
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.692,,,,,,,,,,,,,,,,177.0,8109.0,1061.0,75.0,125.0,124.0,263.0,315.0,30.0,3971.0,0.4714828897338403,36.85,36.85
2557.75,43.25,24.0,50.0,62.0,,37.6,100.0,,,,,,1200.0,,,,,,,,,,,,,,,
2557.75,43.25,24.0,50.0,62.0,,37.6,100.0,,,,,,1200.0,,,,,,,,,,,,,,,
2557.75,43.25,24.0,50.0,62.0,,37.6,100.0,,,,,,1200.0,,,,,,,,,,,,,,,
2557.75,43.25,24.0,50.0,62.0,,37.6,100.0,,,,,,1200.0,,,,,,,,,,,,,,,
2557.75,43.25,24.0,50.0,62.0,,37.6,100.0,,,,,,1200.0,,,,,,,,,,,,,,,
2557.75,43.25,24.0,50.0,62.0,,37.6,100.0,,,,,,1200.0,,,,,,,,,,,,,,,
2557.75,43.25,24.0,50.0,62.0,,37.6,100.0,,,,,,1200.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2557.9,44.55,24.0,50.0,62.0,24.65,37.55,100.0,,,,,,1350.0,,,,,,,,,,,,,,,
2558.05,45.86,24.0,50.0,62.0,,37.5,100.0,,,,,,1500.0,,,,,,,,,,,,,,,
2558.05,45.86,24.0,50.0,62.0,,37.5,100.0,,,,,,1500.0,,,,,,,,,,,,,,,
2558.05,45.86,24.0,50.0,62.0,,37.5,100.0,,,,,,1500.0,,,,,,,,,,,,,,,
2558.05,45.86,24.0,50.0,62.0,,37.5,100.0,,,,,,1500.0,,,,,,,,,,,,,,,
2558.05,45.86,24.0,50.0,62.0,,37.5,100.0,,,,,,1500.0,,,,,,,,,,,,,,,
2558.05,45.86,24.0,50.0,62.0,,37.5,100.0,,,,,,1500.0,,,,,,,,,,,,,,,
2558.05,45.86,24.0,50.0,62.0,,37.5,100.0,,,,,,1500.0,,,,,,,,,,,,,,,
2558.2,47.61,24.0,50.0,62.0,,37.42,100.0,,,,,,1650.0,,,,,,,,,,,,,,,
2558.2,47.61,24.0,50.0,62.0,,37.42,100.0,,,,,,1650.0,,,,,,,,,,,,,,,
2558.2,47.61,24.0,50.0,62.0,,37.42,100.0,,,,,,1650.0,,,,,,,,,,,,,,,
2558.2,47.61,24.0,50.0,62.0,,37.42,100.0,,,,,,1650.0,,,,,,,,,,,,,,,
2558.2,47.61,24.0,50.0,62.0,,37.42,100.0,,,,,,1650.0,,,,,,,,,,,,,,,
2558.2,47.61,24.0,50.0,62.0,,37.42,100.0,,,,,,1650.0,,,,,,,,,,,,,,,
2558.2,47.61,24.0,50.0,62.0,,37.42,100.0,,,,,,1650.0,,,,,,,,,,,,,,,
2558.35,48.93,24.0,50.0,62.0,,37.36,100.0,,,,,,1800.0,,,,,,,,,,,,,,,
2558.35,48.93,24.0,50.0,62.0,,37.36,100.0,,,,,,1800.0,,,,,,,,,,,,,,,
2558.35,48.93,24.0,50.0,62.0,,37.36,100.0,,,,,,1800.0,,,,,,,,,,,,,,,
2558.35,48.93,24.0,50.0,62.0,,37.36,100.0,,,,,,1800.0,,,,,,,,,,,,,,,
2558.35,48.93,24.0,50.0,62.0,,37.36,100.0,,,,,,1800.0,,,,,,,,,,,,,,,
2558.35,48.93,24.0,50.0,62.0,,37.36,100.0,,,,,,1800.0,,,,,,,,,,,,,,,
2558.35,48.93,24.0,50.0,62.0,,37.36,100.0,,,,,,1800.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.5,50.24,24.0,50.0,62.0,24.68,37.3,100.0,,,,,,1950.0,,,,,,,,,,,,,,,
2558.65,51.52,24.0,50.0,62.0,,37.25,100.0,,,,,,2100.0,,,,,,,,,,,,,,,
2558.65,51.52,24.0,50.0,62.0,,37.25,100.0,,,,,,2100.0,,,,,,,,,,,,,,,
2558.65,51.52,24.0,50.0,62.0,,37.25,100.0,,,,,,2100.0,,,,,,,,,,,,,,,
2558.65,51.52,24.0,50.0,62.0,,37.25,100.0,,,,,,2100.0,,,,,,,,,,,,,,,
2558.65,51.52,24.0,50.0,62.0,,37.25,100.0,,,,,,2100.0,,,,,,,,,,,,,,,
2558.65,51.52,24.0,50.0,62.0,,37.25,100.0,,,,,,2100.0,,,,,,,,,,,,,,,
2558.65,51.52,24.0,50.0,62.0,,37.25,100.0,,,,,,2100.0,,,,,,,,,,,,,,,
2558.8,53.22,24.0,50.0,62.0,,37.15,100.0,,,,,,2250.0,,,,,,,,,,,,,,,
2558.8,53.22,24.0,50.0,62.0,,37.15,100.0,,,,,,2250.0,,,,,,,,,,,,,,,
2558.8,53.22,24.0,50.0,62.0,,37.15,100.0,,,,,,2250.0,,,,,,,,,,,,,,,
2558.8,53.22,24.0,50.0,62.0,,37.15,100.0,,,,,,2250.0,,,,,,,,,,,,,,,
2558.8,53.22,24.0,50.0,62.0,,37.15,100.0,,,,,,2250.0,,,,,,,,,,,,,,,
2558.8,53.22,24.0,50.0,62.0,,37.15,100.0,,,,,,2250.0,,,,,,,,,,,,,,,
2558.8,53.22,24.0,50.0,62.0,,37.15,100.0,,,,,,2250.0,,,,,,,,,,,,,,,
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.808,,,,,,,,,,,,,,,,211.0,9000.0,1179.0,97.0,152.0,147.0,330.0,363.0,40.0,5760.0,0.44545454545454544,36.82,36.82
2558.95,54.48,24.0,50.0,62.0,,37.09,100.0,,,,,,2400.0,,,,,,,,,,,,,,,
2558.95,54.48,24.0,50.0,62.0,,37.09,100.0,,,,,,2400.0,,,,,,,,,,,,,,,
2558.95,54.48,24.0,50.0,62.0,,37.09,100.0,,,,,,2400.0,,,,,,,,,,,,,,,
2558.95,54.48,24.0,50.0,62.0,,37.09,100.0,,,,,,2400.0,,,,,,,,,,,,,,,
2558.95,54.48,24.0,50.0,62.0,,37.09,100.0,,,,,,2400.0,,,,,,,,,,,,,,,
2558.95,54.48,24.0,50.0,62.0,,37.09,100.0,,,,,,2400.0,,,,,,,,,,,,,,,
2558.95,54.48,24.0,50.0,62.0,,37.09,100.0,,,,,,2400.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.1,55.7,24.0,50.0,62.0,24.79,37.03,100.0,,,,,,2550.0,,,,,,,,,,,,,,,
2559.25,57.32,24.0,50.0,62.0,,36.96,100.0,,,,,,2700.0,,,,,,,,,,,,,,,
2559.25,57.32,24.0,50.0,62.0,,36.96,100.0,,,,,,2700.0,,,,,,,,,,,,,,,
2559.25,57.32,24.0,50.0,62.0,,36.96,100.0,,,,,,2700.0,,,,,,,,,,,,,,,
2559.25,57.32,24.0,50.0,62.0,,36.96,100.0,,,,,,2700.0,,,,,,,,,,,,,,,
2559.25,57.32,24.0,50.0,62.0,,36.96,100.0,,,,,,2700.0,,,,,,,,,,,,,,,
2559.25,57.32,24.0,50.0,62.0,,36.96,100.0,,,,,,2700.0,,,,,,,,,,,,,,,
2559.25,57.32,24.0,50.0,62.0,,36.96,100.0,,,,,,2700.0,,,,,,,,,,,,,,,
2559.4,58.51,24.0,50.0,62.0,,36.88,100.0,,,,,,2850.0,,,,,,,,,,,,,,,
2559.4,58.51,24.0,50.0,62.0,,36.88,100.0,,,,,,2850.0,,,,,,,,,,,,,,,
2559.4,58.51,24.0,50.0,62.0,,36.88,100.0,,,,,,2850.0,,,,,,,,,,,,,,,
2559.4,58.51,24.0,50.0,62.0,,36.88,100.0,,,,,,2850.0,,,,,,,,,,,,,,,
2559.4,58.51,24.0,50.0,62.0,,36.88,100.0,,,,,,2850.0,,,,,,,,,,,,,,,
2559.4,58.51,24.0,50.0,62.0,,36.88,100.0,,,,,,2850.0,,,,,,,,,,,,,,,
2559.4,58.51,24.0,50.0,62.0,,36.88,100.0,,,,,,2850.0,,,,,,,,,,,,,,,
2559.55,59.69,24.0,50.0,62.0,,36.82,100.0,,,,,,3000.0,,,,,,,,,,,,,,,
2559.55,59.69,24.0,50.0,62.0,,36.82,100.0,,,,,,3000.0,,,,,,,,,,,,,,,
2559.55,59.69,24.0,50.0,62.0,,36.82,100.0,,,,,,3000.0,,,,,,,,,,,,,,,
2559.55,59.69,24.0,50.0,62.0,,36.82,100.0,,,,,,3000.0,,,,,,,,,,,,,,,
2559.55,59.69,24.0,50.0,62.0,,36.82,100.0,,,,,,3000.0,,,,,,,,,,,,,,,
2559.55,59.69,24.0,50.0,62.0,,36.82,100.0,,,,,,3000.0,,,,,,,,,,,,,,,
2559.55,59.69,24.0,50.0,62.0,,36.82,100.0,,,,,,3000.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.7,61.22,24.0,50.0,62.0,24.73,36.74,100.0,,,,,,3150.0,,,,,,,,,,,,,,,
2559.85,62.34,24.0,50.0,62.0,,36.68,100.0,,,,,,3300.0,,,,,,,,,,,,,,,
2559.85,62.34,24.0,50.0,62.0,,36.68,100.0,,,,,,3300.0,,,,,,,,,,,,,,,
2559.85,62.34,24.0,50.0,62.0,,36.68,100.0,,,,,,3300.0,,,,,,,,,,,,,,,
2559.85,62.34,24.0,50.0,62.0,,36.68,100.0,,,,,,3300.0,,,,,,,,,,,,,,,
2559.85,62.34,24.0,50.0,62.0,,36.68,100.0,,,,,,3300.0,,,,,,,,,,,,,,,
2559.85,62.34,24.0,50.0,62.0,,36.68,100.0,,,,,,3300.0,,,,,,,,,,,,,,,
2559.85,62.34,24.0,50.0,62.0,,36.68,100.0,,,,,,3300.0,,,,,,,,,,,,,,,
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2559.913,,,,,,,,,,,,,,,,328.0,9000.0,1859.0,139.0,218.0,224.0,478.0,557.0,50.0,7112.0,0.4686192468619247,36.79,36.79
2560.0,63.46,24.0,50.0,62.0,,36.62,100.0,,,,,,3450.0,,,,,,,,,,,,,,,
2560.0,63.46,24.0,50.0,62.0,,36.62,100.0,,,,,,3450.0,,,,,,,,,,,,,,,
2560.0,63.46,24.0,50.0,62.0,,36.62,100.0,,,,,,3450.0,,,,,,,,,,,,,,,
2560.0,63.46,24.0,50.0,62.0,,36.62,100.0,,,,,,3450.0,,,,,,,,,,,,,,,
2560.0,63.46,24.0,50.0,62.0,,36.62,100.0,,,,,,3450.0,,,,,,,,,,,,,,,
2560.0,63.46,24.0,50.0,62.0,,36.62,100.0,,,,,,3450.0,,,,,,,,,,,,,,,
2560.0,63.46,24.0,50.0,62.0,,36.62,100.0,,,,,,3450.0,,,,,,,,,,,,,,,
2560.15,64.91,24.0,50.0,62.0,,36.55,100.0,,,,,,3600.0,,,,,,,,,,,,,,,
2560.15,64.91,24.0,50.0,62.0,,36.55,100.0,,,,,,3600.0,,,,,,,,,,,,,,,
2560.15,64.91,24.0,50.0,62.0,,36.55,100.0,,,,,,3600.0,,,,,,,,,,,,,,,
2560.15,64.91,24.0,50.0,62.0,,36.55,100.0,,,,,,3600.0,,,,,,,,,,,,,,,
2560.15,64.91,24.0,50.0,62.0,,36.55,100.0,,,,,,3600.0,,,,,,,,,,,,,,,
2560.15,64.91,24.0,50.0,62.0,,36.55,100.0,,,,,,3600.0,,,,,,,,,,,,,,,
2560.15,64.91,24.0,50.0,62.0,,36.55,100.0,,,,,,3600.0,,,,,,,,,,,,,,,
2560.3,65.99,24.0,50.0,62.0,,36.5,100.0,,,,,,3750.0,,,,,,,,,,,,,,,
2560.3,65.99,24.0,50.0,62.0,,36.5,100.0,,,,,,3750.0,,,,,,,,,,,,,,,
2560.3,65.99,24.0,50.0,62.0,,36.5,100.0,,,,,,3750.0,,,,,,,,,,,,,,,
2560.3,65.99,24.0,50.0,62.0,,36.5,100.0,,,,,,3750.0,,,,,,,,,,,,,,,
2560.3,65.99,24.0,50.0,62.0,,36.5,100.0,,,,,,3750.0,,,,,,,,,,,,,,,
2560.3,65.99,24.0,50.0,62.0,,36.5,100.0,,,,,,3750.0,,,,,,,,,,,,,,,
