,a,b
0,51.35413612565439,51.43413612565439
1,51.35413612565439,51.43413612565439
2,51.35413612565439,51.43413612565439
3,51.35413612565439,51.43413612565439
4,51.35413612565439,51.43413612565439
5,51.35413612565439,51.287757526280735
6,51.35413612565439,51.287757526280735
7,51.35413612565439,51.287757526280735
8,51.35413612565439,51.287757526280735
9,51.35413612565439,51.287757526280735
10,51.35413612565439,51.14179551199957
11,51.35413612565439,51.14179551199957
12,51.35413612565439,51.14179551199957
13,51.35413612565439,51.14179551199957
14,51.35413612565439,51.14179551199957
15,51.35413612565439,50.990435656219184
16,51.35413612565439,50.990435656219184
17,51.35413612565439,50.990435656219184
18,51.35413612565439,50.990435656219184
19,51.35413612565439,50.990435656219184
20,51.35413612565439,50.937178482677844
21,51.35413612565439,50.937178482677844
22,51.36165460506305,50.851116499777945
23,51.36165460506305,50.851116499777945
24,51.36165460506305,50.851116499777945
25,51.36165460506305,50.851116499777945
26,51.36165460506305,50.851116499777945
27,51.374326199571996,50.70639714079738
28,51.374326199571996,50.70639714079738
29,51.374326199571996,50.70639714079738
30,51.374326199571996,50.70639714079738
31,51.374326199571996,50.70639714079738
32,51.38699779408093,50.56208964480637
33,51.38699779408093,50.56208964480637
34,51.38699779408093,50.56208964480637
35,51.38699779408093,50.56208964480637
36,51.38699779408093,50.56208964480637
37,51.39966938858988,50.41819283966648
38,51.39966938858988,50.41819283966648
39,51.39966938858988,50.41819283966648
40,51.39966938858988,50.41819283966648
41,51.39966938858988,50.41819283966648
42,51.41234098309882,50.27470555657513
43,51.41234098309882,50.27470555657513
44,51.41234098309882,50.27470555657513
45,51.41234098309882,50.27470555657513
46,51.41234098309882,50.27470555657513
47,51.425012577607916,50.13162663005432
48,51.425012577607916,50.13162663005432
49,51.425012577607916,50.13162663005432
50,51.425012577607916,50.13162663005432
51,51.425012577607916,50.13162663005432
52,51.43413612565439,50.028862004774105
53,51.43413612565439,50.028862004774105
54,51.43413612565439,49.98800511682788
55,51.43413612565439,49.98800511682788
56,51.43413612565439,49.98800511682788
57,51.43413612565439,49.98800511682788
58,51.43413612565439,49.98800511682788
59,51.43413612565439,49.84668920140303
60,51.43413612565439,49.84668920140303
61,51.43413612565439,49.84668920140303
62,51.43413612565439,49.84668920140303
63,51.43413612565439,49.84668920140303
64,51.43413612565439,49.700106650453385
65,51.43413612565439,49.700106650453385
66,51.43413612565439,49.700106650453385
67,51.43413612565439,49.700106650453385
68,51.43413612565439,49.700106650453385
69,51.43413612565439,49.55772139379038
70,51.43413612565439,49.55772139379038
71,51.43413612565439,49.55772139379038
72,51.43413612565439,49.55772139379038
73,51.43413612565439,49.55772139379038
74,51.43413612565439,49.41762188894386
75,51.43413612565439,49.41762188894386
76,51.43413612565439,49.41762188894386
77,51.43413612565439,49.41762188894386
78,51.43413612565439,49.41762188894386
79,51.43413612565439,49.27698217335093
80,51.43413612565439,49.27698217335093
81,51.43413612565439,49.27698217335093
82,51.43413612565439,49.27698217335093
83,51.43413612565439,49.27698217335093
84,51.43413612565439,49.13674271031662
85,51.43413612565439,49.13674271031662
86,51.43413612565439,49.13674271031662
87,51.43413612565439,49.13674271031662
88,51.43413612565439,49.13674271031662
89,51.43413612565439,49.03508581820919
90,51.43413612565439,49.03508581820919
91,51.42982446217436,48.99690236074342
92,51.42982446217436,48.99690236074342
93,51.42982446217436,48.99690236074342
94,51.42982446217436,48.99690236074342
95,51.42982446217436,48.99690236074342
96,51.414050083589316,48.85745998878073
97,51.414050083589316,48.85745998878073
98,51.414050083589316,48.85745998878073
99,51.414050083589316,48.85745998878073
100,51.414050083589316,48.85745998878073
101,51.39827570500427,48.718414461805416
102,51.39827570500427,48.718414461805416
103,51.39827570500427,48.718414461805416
104,51.39827570500427,48.718414461805416
105,51.39827570500427,48.718414461805416
106,51.38250132641923,48.579764650419406
107,51.38250132641923,48.579764650419406
108,51.38250132641923,48.579764650419406
109,51.38250132641923,48.579764650419406
110,51.38250132641923,48.579764650419406
111,51.36672694783418,48.44150942843886
112,51.36672694783418,48.44150942843886
113,51.36672694783418,48.44150942843886
114,51.36672694783418,48.44150942843886
115,51.36672694783418,48.44150942843886
116,51.350952569248946,48.3036476728833
117,51.350952569248946,48.3036476728833
118,51.350952569248946,48.3036476728833
119,51.350952569248946,48.3036476728833
120,51.350952569248946,48.3036476728833
121,51.33517819066391,48.16617826397321
122,51.33517819066391,48.16617826397321
123,51.33517819066391,48.16617826397321
124,51.33517819066391,48.16617826397321
125,51.33517819066391,48.16617826397321
126,51.32413612565439,48.07018252592447
127,51.32413612565439,48.07018252592447
128,51.32556469708297,48.029100085110876
129,51.32556469708297,48.029100085110876
130,51.32556469708297,48.029100085110876
131,51.32556469708297,48.029100085110876
132,51.32556469708297,48.029100085110876
133,51.33032660184486,47.89241202287804
134,51.33032660184486,47.89241202287804
135,51.33032660184486,47.89241202287804
136,51.33032660184486,47.89241202287804
137,51.33032660184486,47.89241202287804
138,51.33508850660676,47.756112967025174
139,51.33508850660676,47.756112967025174
140,51.33508850660676,47.756112967025174
141,51.33508850660676,47.756112967025174
142,51.33508850660676,47.756112967025174
143,51.339850411368715,47.620201810460784
144,51.339850411368715,47.620201810460784
145,51.339850411368715,47.620201810460784
146,51.339850411368715,47.620201810460784
147,51.339850411368715,47.620201810460784
148,51.34461231613061,47.48467744924907
149,51.34461231613061,47.48467744924907
150,51.34461231613061,47.48467744924907
151,51.34461231613061,47.48467744924907
152,51.34461231613061,47.48467744924907
153,51.3493742208925,47.349538782591
154,51.3493742208925,47.349538782591
155,51.3493742208925,47.349538782591
156,51.3493742208925,47.349538782591
157,51.3493742208925,47.349538782591
158,51.35413612565439,47.21478471282201
159,51.35413612565439,47.21478471282201
160,51.35413612565439,47.21478471282201
161,51.35413612565439,47.21478471282201
162,51.35413612565439,47.21478471282201
163,51.35413612565439,47.21478471282201
164,51.35413612565439,47.21478471282201
165,51.2941361256546,47.080414145401434
166,51.2941361256546,47.080414145401434
167,51.2941361256546,47.080414145401434
168,51.2941361256546,47.080414145401434
169,51.2941361256546,47.080414145401434
170,51.23413612565408,46.94642598890197
171,51.23413612565408,46.94642598890197
172,51.23413612565408,46.94642598890197
173,51.23413612565408,46.94642598890197
174,51.23413612565408,46.94642598890197
175,51.174136125654286,46.81281915500734
176,51.174136125654286,46.81281915500734
177,51.174136125654286,46.81281915500734
178,51.174136125654286,46.81281915500734
179,51.174136125654286,46.81281915500734
180,51.1141361256545,46.67959255849367
181,51.1141361256545,46.67959255849367
