,50,70,90,110
0,8.922884544350836,24.426848372461308,36.00691169262112,45.253413677595944
1,10.851807189806351,26.355771017916823,37.93583433807663,47.18233632305146
2,12.628403081301173,28.132366909411644,39.71243022957145,48.95893221454628
3,14.171674008298396,29.67563783640884,41.25570115656865,50.502203141543475
4,15.521196439883965,31.025160267994437,42.605223588154246,51.85172557312907
5,16.715072884874814,32.219036712985286,43.799100033145095,53.04560201811992
6,17.783169056010024,33.287132884120524,44.86719620428033,54.11369818925516
7,18.74824217292843,34.2522060010389,45.83226932119871,55.078771306173536
8,19.627713431916277,35.13167726002675,46.71174058018656,55.958242565161385
9,20.435095028392112,35.939058856502584,47.51912217666239,56.76562416163722
10,21.181025021822848,36.68498884993332,48.26505217009313,57.511554155067955
11,21.87400225330458,37.37796608141505,48.95802940157486,58.20453138654969
12,22.520909860121094,38.024873688231565,49.604937008391374,58.8514389933662
13,23.127392435622596,38.631356263733096,50.211419583892905,59.45792156886773
14,23.698131587693126,39.2020954158036,50.78215873596341,60.028660720938234
15,24.237050221469502,39.741014049579974,51.32107736973978,60.56757935471461
16,24.7474661496814,40.25142997779187,51.83149329795168,61.07799528292651
17,25.232209166111744,40.736172994222215,52.316236314382024,61.56273829935685
18,25.693711403540675,41.19767523165115,52.777738551810955,62.02424053678578
19,26.134077893389446,41.63804172149992,53.218105041659726,62.46460702663455
20,26.555142265714835,42.05910609382531,53.639169413985115,62.88567139895994
21,26.958511162538684,42.462474990649184,54.04253831080899,63.28904029578382
22,27.34559998234181,42.84956381045225,54.42962713061206,63.67612911558689
23,27.71766189680352,43.22162572491402,54.80168904507383,64.04819103004866
24,28.075811595368407,43.57977542347888,55.15983874363869,64.40634072861351
25,28.421044860756467,43.92500868886694,55.50507200902675,64.75157399400157
26,28.7542548197585,44.25821864786897,55.83828196802878,65.08478395300361
27,29.076245521630625,44.5802093497411,56.160272669900905,65.40677465487573
28,29.387743352473365,44.89170718058381,56.47177050074362,65.71827248571844
29,29.689406685074317,45.19337051318479,56.7734338333446,66.01993581831942
30,29.981834080549902,45.485797908660345,57.065861228820154,66.31236321379498
31,30.26557129410952,45.76953512221996,57.34959844237977,66.5961004273546
32,30.541117287590737,46.04508111570118,57.62514443586099,66.87164642083582
33,30.808929412573264,46.312893240683735,57.892956560843544,67.13945854581837
34,31.069427897295014,46.573391725405486,58.153455045565295,67.39995703054012
35,31.32299974634688,46.82696357445735,58.40702689461716,67.65352887959199
36,31.570002142779202,47.073965970889674,58.65402929104948,67.90053127602431
37,31.81076542672531,47.314729254835754,58.89479257499556,68.14129455997039
38,32.04559571211391,47.54955954022438,59.12962286038419,68.37612484535902
39,32.27477719286776,47.77874102097823,59.35880434113804,68.60530632611287
40,32.498574181684944,48.002538009795416,59.582601329955224,68.82910331493005
41,32.71723291769305,48.221196745803525,59.80126006596333,69.04776205093816
42,32.93098317365866,48.4349470017691,60.01501032192891,69.26151230690374
43,33.14003968879419,48.64400351690466,60.22406683706447,69.4705688220393
44,33.344603449348284,48.848567277458756,60.428630597618564,69.67513258259339
45,33.544862835945736,49.04882666405621,60.628889984216016,69.87539196919084
46,33.740994653948235,49.24495848205868,60.82502180221849,70.07152378719331
47,33.933165060837524,49.437128888947996,61.017192209107805,70.26369419408263
48,34.121530402710164,49.62549423082061,61.205557550980416,70.45205953595524
49,34.30623797034974,49.81020179846024,61.39026511862005,70.63676710359488
50,34.487426683967016,49.99139051207749,61.571453832237296,70.81795581721212
51,34.665227714521194,50.169191542631665,61.749254862791474,70.9957568477663
52,34.839765048533536,50.34372887664398,61.92379219680379,71.17029418177862
53,35.0111560024408,50.51511983055127,62.09518315071108,71.3416851356859
54,35.17951169179679,50.68347551990726,62.26353884006707,71.5100408250419
55,35.3449374599891,50.84890128809957,62.42896460825938,71.6754665932342
56,35.507533270587146,51.01149709869762,62.591560418857426,71.83806240383225
57,35.667394066956945,51.171357895067416,62.751421215227225,71.99792320020205
58,35.824610102362215,51.328573930472686,62.908637250632495,72.15513923560732
