timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
872.95,26.21,24,0,62,25.43,25.96,24.91
872.95,26.21,24,0,62,25.43,25.96,24.91
872.95,26.21,24,0,62,25.43,25.96,24.91
872.95,26.21,24,0,62,25.43,25.96,24.91
872.95,26.21,24,0,62,25.43,25.96,24.91
872.95,26.21,24,0,62,25.43,25.96,24.91
872.95,26.21,24,0,62,25.43,25.96,24.91
873.1,26.21,24,0,62,,25.96,
873.1,26.21,24,0,62,,25.96,
873.1,26.21,24,0,62,,25.96,
873.1,26.21,24,0,62,,25.96,
873.1,26.21,24,0,62,,25.96,
873.25,26.33,24,0,62,,25.95,
873.25,26.33,24,0,62,,25.95,
873.25,26.33,24,0,62,,25.95,
873.25,26.33,24,0,62,,25.95,
873.25,26.33,24,0,62,,25.95,
873.4,26.66,24,0,62,,25.94,
873.4,26.66,24,0,62,,25.94,
873.4,26.66,24,0,62,,25.94,
873.4,26.66,24,0,62,,25.94,
873.4,26.66,24,0,62,,25.94,
873.55,27.45,24,0,62,25.41,25.91,24.89
873.55,27.45,24,0,62,25.41,25.91,24.89
873.55,27.45,24,0,62,25.41,25.91,24.89
873.55,27.45,24,0,62,25.41,25.91,24.89
873.55,27.45,24,0,62,25.41,25.91,24.89
873.55,27.45,24,0,62,25.41,25.91,24.89
873.55,27.45,24,0,62,25.41,25.91,24.89
873.727,28.28,24,0,62,,25.87,
873.727,28.28,24,0,62,,25.87,
873.727,28.28,24,0,62,,25.87,
873.727,28.28,24,0,62,,25.87,
873.727,28.28,24,0,62,,25.87,
873.874,29.44,24,0,62,,25.83,
873.874,29.44,24,0,62,,25.83,
873.874,29.44,24,0,62,,25.83,
873.874,29.44,24,0,62,,25.83,
873.874,29.44,24,0,62,,25.83,
874.024,30.58,24,0,62,25.45,25.77,24.91
874.024,30.58,24,0,62,25.45,25.77,24.91
874.024,30.58,24,0,62,25.45,25.77,24.91
874.024,30.58,24,0,62,25.45,25.77,24.91
874.024,30.58,24,0,62,25.45,25.77,24.91
874.024,30.58,24,0,62,25.45,25.77,24.91
