timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
13584.666,41.2,24,40,65,27.32,41.37,100
13584.666,41.2,24,40,65,27.32,41.37,100
13584.666,41.2,24,40,65,27.32,41.37,100
13584.666,41.2,24,40,65,27.32,41.37,100
13584.666,41.2,24,40,65,27.32,41.37,100
13584.666,41.2,24,40,65,27.32,41.37,100
13584.816,41.18,24,40,65,27.32,41.36,100
13584.816,41.18,24,40,65,27.32,41.36,100
13584.816,41.18,24,40,65,27.32,41.36,100
13584.816,41.18,24,40,65,27.32,41.36,100
13584.816,41.18,24,40,65,27.32,41.36,100
13584.816,41.18,24,40,65,27.32,41.36,100
13584.966,41.47,24,40,65,27.32,41.35,100
13584.966,41.47,24,40,65,27.32,41.35,100
13584.966,41.47,24,40,65,27.32,41.35,100
13584.966,41.47,24,40,65,27.32,41.35,100
13584.966,41.47,24,40,65,27.32,41.35,100
13584.966,41.47,24,40,65,27.32,41.35,100
13584.966,41.47,24,40,65,27.32,41.35,100
13585.116,42.12,24,40,65,,41.32,100
13585.116,42.12,24,40,65,,41.32,100
13585.116,42.12,24,40,65,,41.32,100
13585.116,42.12,24,40,65,,41.32,100
13585.116,42.12,24,40,65,,41.32,100
13585.116,42.12,24,40,65,,41.32,100
13585.266,43.04,24,40,65,,41.29,100
13585.266,43.04,24,40,65,,41.29,100
13585.266,43.04,24,40,65,,41.29,100
13585.266,43.04,24,40,65,,41.29,100
13585.266,43.04,24,40,65,,41.29,100
13585.266,43.04,24,40,65,,41.29,100
13585.417,44.51,24,40,65,,41.23,100
13585.417,44.51,24,40,65,,41.23,100
13585.417,44.51,24,40,65,,41.23,100
13585.417,44.51,24,40,65,,41.23,100
13585.417,44.51,24,40,65,,41.23,100
13585.417,44.51,24,40,65,,41.23,100
13585.567,45.7,24,40,65,27.3,41.19,100
13585.567,45.7,24,40,65,27.3,41.19,100
13585.567,45.7,24,40,65,27.3,41.19,100
13585.567,45.7,24,40,65,27.3,41.19,100
13585.567,45.7,24,40,65,27.3,41.19,100
13585.567,45.7,24,40,65,27.3,41.19,100
13585.567,45.7,24,40,65,27.3,41.19,100
13585.718,46.91,24,40,65,,41.13,100
13585.718,46.91,24,40,65,,41.13,100
13585.718,46.91,24,40,65,,41.13,100
13585.718,46.91,24,40,65,,41.13,100
13585.718,46.91,24,40,65,,41.13,100
13585.718,46.91,24,40,65,,41.13,100
13585.868,48.57,24,40,65,,41.05,100
13585.868,48.57,24,40,65,,41.05,100
13585.868,48.57,24,40,65,,41.05,100
13585.868,48.57,24,40,65,,41.05,100
13585.868,48.57,24,40,65,,41.05,100
13585.868,48.57,24,40,65,,41.05,100
13586.018,49.84,24,40,65,,40.99,100
13586.018,49.84,24,40,65,,40.99,100
13586.018,49.84,24,40,65,,40.99,100
13586.018,49.84,24,40,65,,40.99,100
13586.018,49.84,24,40,65,,40.99,100
13586.018,49.84,24,40,65,,40.99,100
13586.168,51.11,24,40,65,27.33,40.92,100
13586.168,51.11,24,40,65,27.33,40.92,100
13586.168,51.11,24,40,65,27.33,40.92,100
13586.168,51.11,24,40,65,27.33,40.92,100
13586.168,51.11,24,40,65,27.33,40.92,100
13586.168,51.11,24,40,65,27.33,40.92,100
13586.168,51.11,24,40,65,27.33,40.92,100
13586.318,52.81,24,40,65,,40.83,100
13586.318,52.81,24,40,65,,40.83,100
13586.318,52.81,24,40,65,,40.83,100
13586.318,52.81,24,40,65,,40.83,100
13586.318,52.81,24,40,65,,40.83,100
13586.318,52.81,24,40,65,,40.83,100
13586.468,54.08,24,40,65,,40.75,100
13586.468,54.08,24,40,65,,40.75,100
13586.468,54.08,24,40,65,,40.75,100
13586.468,54.08,24,40,65,,40.75,100
13586.468,54.08,24,40,65,,40.75,100
13586.468,54.08,24,40,65,,40.75,100
13586.618,55.34,24,40,65,,40.68,100
13586.618,55.34,24,40,65,,40.68,100
13586.618,55.34,24,40,65,,40.68,100
13586.618,55.34,24,40,65,,40.68,100
13586.618,55.34,24,40,65,,40.68,100
13586.618,55.34,24,40,65,,40.68,100
13586.769,57.04,24,40,65,,40.59,100
13586.769,57.04,24,40,65,,40.59,100
13586.769,57.04,24,40,65,,40.59,100
13586.769,57.04,24,40,65,,40.59,100
13586.769,57.04,24,40,65,,40.59,100
13586.769,57.04,24,40,65,,40.59,100
13586.784,,,,,27.39,,
13586.919,58.28,24,40,65,,40.51,100
13586.919,58.28,24,40,65,,40.51,100
13586.919,58.28,24,40,65,,40.51,100
13586.919,58.28,24,40,65,,40.51,100
13586.919,58.28,24,40,65,,40.51,100
13586.919,58.28,24,40,65,,40.51,100
13587.069,59.53,24,40,65,,40.45,100
13587.069,59.53,24,40,65,,40.45,100
13587.069,59.53,24,40,65,,40.45,100
13587.069,59.53,24,40,65,,40.45,100
13587.069,59.53,24,40,65,,40.45,100
13587.069,59.53,24,40,65,,40.45,100
13587.219,61.16,24,40,65,,40.37,100
13587.219,61.16,24,40,65,,40.37,100
13587.219,61.16,24,40,65,,40.37,100
13587.219,61.16,24,40,65,,40.37,100
13587.219,61.16,24,40,65,,40.37,100
13587.219,61.16,24,40,65,,40.37,100
13587.369,62.36,24,40,65,27.31,40.3,100
13587.369,62.36,24,40,65,27.31,40.3,100
13587.369,62.36,24,40,65,27.31,40.3,100
13587.369,62.36,24,40,65,27.31,40.3,100
13587.369,62.36,24,40,65,27.31,40.3,100
13587.369,62.36,24,40,65,27.31,40.3,100
13587.369,62.36,24,40,65,27.31,40.3,100
13587.519,63.55,24,40,65,,40.23,100
13587.519,63.55,24,40,65,,40.23,100
13587.519,63.55,24,40,65,,40.23,100
13587.519,63.55,24,40,65,,40.23,100
13587.519,63.55,24,40,65,,40.23,100
13587.519,63.55,24,40,65,,40.23,100
13587.669,65.13,24,40,65,,40.15,100
13587.669,65.13,24,40,65,,40.15,100
13587.669,65.13,24,40,65,,40.15,100
13587.669,65.13,24,40,65,,40.15,100
13587.669,65.13,24,40,65,,40.15,100
13587.669,65.13,24,40,65,,40.15,100
13587.819,66.3,24,40,65,,40.09,100
13587.819,66.3,24,40,65,,40.09,100
13587.819,66.3,24,40,65,,40.09,100
13587.819,66.3,24,40,65,,40.09,100
13587.819,66.3,24,40,65,,40.09,100
13587.819,66.3,24,40,65,,40.09,100
13587.969,67.44,24,40,65,27.35,40.02,100
13587.969,67.44,24,40,65,27.35,40.02,100
13587.969,67.44,24,40,65,27.35,40.02,100
13587.969,67.44,24,40,65,27.35,40.02,100
13587.969,67.44,24,40,65,27.35,40.02,100
13587.969,67.44,24,40,65,27.35,40.02,100
13587.969,67.44,24,40,65,27.35,40.02,100
13588.12,68.94,24,40,65,,39.94,100
13588.12,68.94,24,40,65,,39.94,100
13588.12,68.94,24,40,65,,39.94,100
13588.12,68.94,24,40,65,,39.94,100
13588.12,68.94,24,40,65,,39.94,100
13588.12,68.94,24,40,65,,39.94,100
13588.27,70.04,24,40,65,,39.88,100
13588.27,70.04,24,40,65,,39.88,100
13588.27,70.04,24,40,65,,39.88,100
13588.27,70.04,24,40,65,,39.88,100
13588.27,70.04,24,40,65,,39.88,100
13588.27,70.04,24,40,65,,39.88,100
13588.42,71.12,24,40,65,,39.82,100
13588.42,71.12,24,40,65,,39.82,100
13588.42,71.12,24,40,65,,39.82,100
13588.42,71.12,24,40,65,,39.82,100
13588.42,71.12,24,40,65,,39.82,100
13588.42,71.12,24,40,65,,39.82,100
13588.57,72.57,24,40,65,27.48,39.74,100
13588.57,72.57,24,40,65,27.48,39.74,100
13588.57,72.57,24,40,65,27.48,39.74,100
13588.57,72.57,24,40,65,27.48,39.74,100
13588.57,72.57,24,40,65,27.48,39.74,100
13588.57,72.57,24,40,65,27.48,39.74,100
13588.57,72.57,24,40,65,27.48,39.74,100
13588.72,73.62,24,40,65,,39.68,100
13588.72,73.62,24,40,65,,39.68,100
13588.72,73.62,24,40,65,,39.68,100
13588.72,73.62,24,40,65,,39.68,100
13588.72,73.62,24,40,65,,39.68,100
13588.72,73.62,24,40,65,,39.68,100
13588.87,74.66,24,40,65,,39.62,100
13588.87,74.66,24,40,65,,39.62,100
13588.87,74.66,24,40,65,,39.62,100
13588.87,74.66,24,40,65,,39.62,100
13588.87,74.66,24,40,65,,39.62,100
13588.87,74.66,24,40,65,,39.62,100
13589.021,76.01,24,40,65,,39.54,100
13589.021,76.01,24,40,65,,39.54,100
13589.021,76.01,24,40,65,,39.54,100
13589.021,76.01,24,40,65,,39.54,100
13589.021,76.01,24,40,65,,39.54,100
13589.021,76.01,24,40,65,,39.54,100
13589.17,76.99,24,40,65,29.75,39.48,100
13589.17,76.99,24,40,65,29.75,39.48,100
13589.17,76.99,24,40,65,29.75,39.48,100
13589.17,76.99,24,40,65,29.75,39.48,100
13589.17,76.99,24,40,65,29.75,39.48,100
13589.17,76.99,24,40,65,29.75,39.48,100
13589.17,76.99,24,40,65,29.75,39.48,100
13589.32,77.97,24,40,65,,39.43,100
13589.32,77.97,24,40,65,,39.43,100
13589.32,77.97,24,40,65,,39.43,100
13589.32,77.97,24,40,65,,39.43,100
13589.32,77.97,24,40,65,,39.43,100
13589.32,77.97,24,40,65,,39.43,100
13589.47,79.25,24,40,65,,39.37,100
13589.47,79.25,24,40,65,,39.37,100
13589.47,79.25,24,40,65,,39.37,100
13589.47,79.25,24,40,65,,39.37,100
13589.47,79.25,24,40,65,,39.37,100
13589.47,79.25,24,40,65,,39.37,100
13589.62,80.2,24,40,65,,39.32,100
13589.62,80.2,24,40,65,,39.32,100
13589.62,80.2,24,40,65,,39.32,100
13589.62,80.2,24,40,65,,39.32,100
13589.62,80.2,24,40,65,,39.32,100
13589.62,80.2,24,40,65,,39.32,100
13589.77,81.15,24.15,40,65,29.93,39.27,100
13589.77,81.15,24.15,40,65,29.93,39.27,100
13589.77,81.15,24.15,40,65,29.93,39.27,100
13589.77,81.15,24.15,40,65,29.93,39.27,100
13589.77,81.15,24.15,40,65,29.93,39.27,100
13589.77,81.15,24.15,40,65,29.93,39.27,100
13589.77,81.15,24.15,40,65,29.93,39.27,100
13589.92,82.36,24.3,40,65,,39.2,100
13589.92,82.36,24.3,40,65,,39.2,100
13589.92,82.36,24.3,40,65,,39.2,100
13589.92,82.36,24.3,40,65,,39.2,100
13589.92,82.36,24.3,40,65,,39.2,100
13589.92,82.36,24.3,40,65,,39.2,100
13590.07,83.25,24.45,40,65,,39.15,100
13590.07,83.25,24.45,40,65,,39.15,100
13590.07,83.25,24.45,40,65,,39.15,100
13590.07,83.25,24.45,40,65,,39.15,100
13590.07,83.25,24.45,40,65,,39.15,100
13590.07,83.25,24.45,40,65,,39.15,100
13590.22,84.13,24.61,40,65,,39.1,100
13590.22,84.13,24.61,40,65,,39.1,100
13590.22,84.13,24.61,40,65,,39.1,100
13590.22,84.13,24.61,40,65,,39.1,100
13590.22,84.13,24.61,40,65,,39.1,100
13590.22,84.13,24.61,40,65,,39.1,100
13590.37,85.25,24.78,40,65,29.8,39.04,100
13590.37,85.25,24.78,40,65,29.8,39.04,100
13590.37,85.25,24.78,40,65,29.8,39.04,100
13590.37,85.25,24.78,40,65,29.8,39.04,100
13590.37,85.25,24.78,40,65,29.8,39.04,100
13590.37,85.25,24.78,40,65,29.8,39.04,100
13590.37,85.25,24.78,40,65,29.8,39.04,100
13590.52,86.08,24.95,40,65,,39.01,100
13590.52,86.08,24.95,40,65,,39.01,100
13590.52,86.08,24.95,40,65,,39.01,100
13590.52,86.08,24.95,40,65,,39.01,100
13590.52,86.08,24.95,40,65,,39.01,100
13590.52,86.08,24.95,40,65,,39.01,100
13590.67,86.91,25.12,40,65,,38.97,100
13590.67,86.91,25.12,40,65,,38.97,100
13590.67,86.91,25.12,40,65,,38.97,100
13590.67,86.91,25.12,40,65,,38.97,100
13590.67,86.91,25.12,40,65,,38.97,100
13590.67,86.91,25.12,40,65,,38.97,100
13590.82,87.98,25.3,40,65,,38.91,100
13590.82,87.98,25.3,40,65,,38.91,100
13590.82,87.98,25.3,40,65,,38.91,100
