Test Report 


Serial Number: A-AB2
Build Config: G.02
ESP Firmware Version: 1.3.0-d
STM Firmware Version: B0.2.4s
Technician ID: JW
Mac Address: 78:21:84:43:e4:8c
Hardware ID: 265b56b2-48cf-5e81-8c34-dd8ceaba982f
Board Version: 5.5


System Fluorimeter Test:

Lowering lifter...
Heating PCR to 30°C...
Blue LED Stabilized

Ch415,Ch445,Ch480,Ch515,Ch555,Ch590,Ch630,Ch680
21,365,228,21,30,46,64,39
21,367,229,21,30,46,64,39
21,363,227,21,30,46,63,38
20,361,226,21,30,46,63,38
20,360,225,21,30,46,63,38
21,364,227,21,30,46,63,39
21,363,227,21,30,46,63,39
20,359,225,21,30,46,63,38
20,359,225,21,30,46,63,38
20,358,224,21,30,46,63,38
20,361,226,21,30,46,63,38
20,361,226,21,30,46,63,38
20,358,224,21,30,46,63,38
20,357,223,21,30,46,63,38
20,357,223,21,30,46,63,38
20,356,223,21,30,45,63,38
20,356,222,21,30,45,62,38
20,359,224,21,30,46,63,38
20,356,223,21,30,46,63,38
20,358,224,21,30,46,63,38
20,355,222,21,30,45,62,38
20,359,224,21,30,46,63,38
20,359,224,21,30,46,63,38
20,355,222,21,30,46,63,38
20,359,224,21,30,46,63,38
Failed. Difference = 5
20,354,222,21,30,45,62,38
20,358,224,21,30,46,63,38
20,354,222,21,30,46,62,38
20,354,222,21,30,46,62,38
20,354,221,21,30,45,62,38

Failed test

Comments:
