timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
38.418,34.56,34.56,90,30.52
38.418,34.56,34.56,90,30.52
38.418,34.56,34.56,90,30.52
38.568,34.7,34.7,90,30.52
38.568,34.7,34.7,90,30.52
38.568,34.7,34.7,90,30.52
38.718,35.31,35.31,90,30.52
38.718,35.31,35.31,90,30.52
38.718,35.31,35.31,90,30.52
38.868,36.5,36.5,90,30.52
38.868,36.5,36.5,90,30.52
38.868,36.5,36.5,90,30.52
38.868,36.5,36.5,90,30.52
39.018,37.89,37.89,90,
39.018,37.89,37.89,90,
39.018,37.89,37.89,90,
39.168,39.61,39.61,90,
39.168,39.61,39.61,90,
39.168,39.61,39.61,90,
39.318,41.24,41.24,90,
39.318,41.24,41.24,90,
39.318,41.24,41.24,90,
39.468,42.9,42.9,90,30.5
39.468,42.9,42.9,90,30.5
39.468,42.9,42.9,90,30.5
39.468,42.9,42.9,90,30.5
39.619,44.75,44.75,90,
39.619,44.75,44.75,90,
39.619,44.75,44.75,90,
39.768,46.4,46.4,90,
39.768,46.4,46.4,90,
39.768,46.4,46.4,90,
39.918,48.03,48.03,90,
39.918,48.03,48.03,90,
39.918,48.03,48.03,90,
40.068,49.82,49.82,90,30.44
40.068,49.82,49.82,90,30.44
40.068,49.82,49.82,90,30.44
40.068,49.82,49.82,90,30.44
40.218,51.38,51.38,90,
40.218,51.38,51.38,90,
40.218,51.38,51.38,90,
40.368,53.11,53.11,90,
40.368,53.11,53.11,90,
40.368,53.11,53.11,90,
40.518,54.62,54.62,90,
40.518,54.62,54.62,90,
40.518,54.62,54.62,90,
40.668,56.11,56.11,90,
40.668,56.11,56.11,90,
40.668,56.11,56.11,90,
40.723,,,,30.54
40.818,57.73,57.73,90,
40.818,57.73,57.73,90,
40.818,57.73,57.73,90,
40.968,59.17,59.17,90,
40.968,59.17,59.17,90,
40.968,59.17,59.17,90,
41.118,60.57,60.57,90,
41.118,60.57,60.57,90,
41.118,60.57,60.57,90,
41.269,62.09,62.09,90,
41.269,62.09,62.09,90,
41.269,62.09,62.09,90,
41.316,,,,30.67
41.419,63.44,63.44,90,
41.419,63.44,63.44,90,
41.419,63.44,63.44,90,
41.569,64.9,64.9,90,
41.569,64.9,64.9,90,
41.569,64.9,64.9,90,
41.719,66.2,66.2,90,
41.719,66.2,66.2,90,
41.719,66.2,66.2,90,
41.869,67.46,67.46,90,30.5
41.869,67.46,67.46,90,30.5
41.869,67.46,67.46,90,30.5
41.869,67.46,67.46,90,30.5
42.02,68.83,68.83,90,
42.02,68.83,68.83,90,
42.02,68.83,68.83,90,
42.17,70.07,70.07,90,
42.17,70.07,70.07,90,
42.17,70.07,70.07,90,
42.32,71.38,71.38,90,
42.32,71.38,71.38,90,
42.32,71.38,71.38,90,
42.47,72.57,72.57,90,30.59
42.47,72.57,72.57,90,30.59
42.47,72.57,72.57,90,30.59
42.47,72.57,72.57,90,30.59
42.62,73.7,73.7,90,
42.62,73.7,73.7,90,
42.62,73.7,73.7,90,
42.77,74.97,74.97,90,
42.77,74.97,74.97,90,
42.77,74.97,74.97,90,
42.921,76.06,76.06,90,
42.921,76.06,76.06,90,
42.921,76.06,76.06,90,
43.071,77.12,77.12,90,
43.071,77.12,77.12,90,
43.071,77.12,77.12,90,
43.222,78.3,78.3,90,30.46
43.222,78.3,78.3,90,30.46
43.222,78.3,78.3,90,30.46
43.222,78.3,78.3,90,30.46
43.372,79.32,79.32,90,
43.372,79.32,79.32,90,
43.372,79.32,79.32,90,
43.522,80.44,80.44,90,
43.522,80.44,80.44,90,
43.522,80.44,80.44,90,
43.672,81.45,81.45,90,
43.672,81.45,81.45,90,
43.672,81.45,81.45,90,
43.822,82.4,82.4,90,30.46
43.822,82.4,82.4,90,30.46
43.822,82.4,82.4,90,30.46
43.822,82.4,82.4,90,30.46
43.972,83.45,83.45,90,
43.972,83.45,83.45,90,
43.972,83.45,83.45,90,
44.122,84.38,84.38,90,
44.122,84.38,84.38,90,
44.122,84.38,84.38,90,
44.273,85.35,85.35,90,
44.273,85.35,85.35,90,
44.273,85.35,85.35,90,
44.422,86.2,86.2,90,32.31
44.422,86.2,86.2,90,32.31
44.422,86.2,86.2,90,32.31
44.422,86.2,86.2,90,32.31
44.572,87.05,87.05,90,
44.572,87.05,87.05,90,
44.572,87.05,87.05,90,
44.722,88,88,90,
44.722,88,88,90,
44.722,88,88,90,
44.872,88.81,88.81,90,
44.872,88.81,88.81,90,
44.872,88.81,88.81,90,
45.024,89.64,89.64,90,34.79
45.024,89.64,89.64,90,34.79
45.024,89.64,89.64,90,34.79
45.024,89.64,89.64,90,34.79
45.173,90.34,90.34,90,
45.173,90.34,90.34,90,
45.173,90.34,90.34,90,
45.323,90.49,90.49,90,
45.323,90.49,90.49,90,
45.323,90.49,90.49,90,
45.473,90.3,90.3,90,
45.473,90.3,90.3,90,
45.473,90.3,90.3,90,
45.623,90.01,90.01,90,39.5
45.623,90.01,90.01,90,39.5
45.623,90.01,90.01,90,39.5
45.623,90.01,90.01,90,39.5
45.772,89.76,89.76,90,
45.772,89.76,89.76,90,
45.772,89.76,89.76,90,
45.923,89.51,89.51,90,
45.923,89.51,89.51,90,
45.923,89.51,89.51,90,
46.072,89.3,89.3,90,
46.072,89.3,89.3,90,
46.072,89.3,89.3,90,
46.222,89.09,89.09,90,37.94
46.222,89.09,89.09,90,37.94
46.222,89.09,89.09,90,37.94
46.222,89.09,89.09,90,37.94
46.372,88.9,88.9,90,
46.372,88.9,88.9,90,
46.372,88.9,88.9,90,
46.522,88.71,88.71,90,
46.522,88.71,88.71,90,
46.522,88.71,88.71,90,
46.672,88.53,88.53,90,
46.672,88.53,88.53,90,
46.672,88.53,88.53,90,
46.823,88.33,88.33,90,38.06
46.823,88.33,88.33,90,38.06
46.823,88.33,88.33,90,38.06
46.823,88.33,88.33,90,38.06
46.973,88.13,88.13,90,
46.973,88.13,88.13,90,
46.973,88.13,88.13,90,
47.125,87.9,87.9,90,
47.125,87.9,87.9,90,
47.125,87.9,87.9,90,
47.274,87.73,87.73,90,
47.274,87.73,87.73,90,
47.274,87.73,87.73,90,
47.425,87.58,87.58,90,39.81
47.425,87.58,87.58,90,39.81
47.425,87.58,87.58,90,39.81
47.425,87.58,87.58,90,39.81
47.575,87.39,87.39,90,
47.575,87.39,87.39,90,
47.575,87.39,87.39,90,
47.724,87.2,87.2,90,
47.724,87.2,87.2,90,
47.724,87.2,87.2,90,
47.875,87.02,87.02,90,
47.875,87.02,87.02,90,
47.875,87.02,87.02,90,
48.024,86.86,86.86,90,41.75
48.024,86.86,86.86,90,41.75
48.024,86.86,86.86,90,41.75
48.024,86.86,86.86,90,41.75
48.175,86.69,86.69,90,
48.175,86.69,86.69,90,
48.175,86.69,86.69,90,
48.324,86.5,86.5,90,
48.324,86.5,86.5,90,
48.324,86.5,86.5,90,
48.475,86.32,86.32,90,
48.475,86.32,86.32,90,
48.475,86.32,86.32,90,
48.624,86.17,86.17,90,42.48
48.624,86.17,86.17,90,42.48
48.624,86.17,86.17,90,42.48
48.624,86.17,86.17,90,42.48
48.774,85.98,85.98,90,
48.774,85.98,85.98,90,
48.774,85.98,85.98,90,
48.924,85.83,85.83,90,
48.924,85.83,85.83,90,
48.924,85.83,85.83,90,
49.074,85.64,85.64,90,
49.074,85.64,85.64,90,
49.074,85.64,85.64,90,
49.224,85.49,85.49,90,43.64
49.224,85.49,85.49,90,43.64
49.224,85.49,85.49,90,43.64
49.224,85.49,85.49,90,43.64
