timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
391.349,30.12,30.12,50,30
391.349,30.12,30.12,50,30
391.349,30.12,30.12,50,30
391.499,30.11,30.11,50,30
391.499,30.11,30.11,50,30
391.499,30.11,30.11,50,30
391.499,30.11,30.11,50,30
391.649,30.23,30.23,50,
391.649,30.23,30.23,50,
391.649,30.23,30.23,50,
391.799,30.96,30.96,50,
391.799,30.96,30.96,50,
391.799,30.96,30.96,50,
391.949,32.09,32.09,50,
391.949,32.09,32.09,50,
391.949,32.09,32.09,50,
392.099,33.49,33.49,50,29.96
392.099,33.49,33.49,50,29.96
392.099,33.49,33.49,50,29.96
392.099,33.49,33.49,50,29.96
392.25,35.23,35.23,50,
392.25,35.23,35.23,50,
392.25,35.23,35.23,50,
392.4,36.87,36.87,50,
392.4,36.87,36.87,50,
392.4,36.87,36.87,50,
392.551,38.75,38.75,50,30.07
392.551,38.75,38.75,50,30.07
392.551,38.75,38.75,50,30.07
392.551,38.75,38.75,50,30.07
392.701,40.43,40.43,50,
392.701,40.43,40.43,50,
392.701,40.43,40.43,50,
392.851,42.11,42.11,50,
392.851,42.11,42.11,50,
392.851,42.11,42.11,50,
393.002,43.95,43.95,50,
393.002,43.95,43.95,50,
393.002,43.95,43.95,50,
393.152,45.59,45.59,50,29.96
393.152,45.59,45.59,50,29.96
393.152,45.59,45.59,50,29.96
393.152,45.59,45.59,50,29.96
393.304,47.36,47.36,50,
393.304,47.36,47.36,50,
393.304,47.36,47.36,50,
393.454,48.93,48.93,50,
393.454,48.93,48.93,50,
393.454,48.93,48.93,50,
393.604,50.15,50.15,50,
393.604,50.15,50.15,50,
393.604,50.15,50.15,50,
393.752,50.56,50.56,50,30.02
393.752,50.56,50.56,50,30.02
393.752,50.56,50.56,50,30.02
393.752,50.56,50.56,50,30.02
393.902,50.32,50.32,50,
393.902,50.32,50.32,50,
393.902,50.32,50.32,50,
394.053,49.95,49.95,50,
394.053,49.95,49.95,50,
394.053,49.95,49.95,50,
394.203,49.76,49.76,50,
394.203,49.76,49.76,50,
394.203,49.76,49.76,50,
394.353,49.62,49.62,50,29.83
394.353,49.62,49.62,50,29.83
394.353,49.62,49.62,50,29.83
394.353,49.62,49.62,50,29.83
394.503,49.49,49.49,50,
394.503,49.49,49.49,50,
394.503,49.49,49.49,50,
394.653,49.38,49.38,50,
394.653,49.38,49.38,50,
394.653,49.38,49.38,50,
394.803,49.27,49.27,50,
394.803,49.27,49.27,50,
394.803,49.27,49.27,50,
394.953,49.13,49.13,50,29.86
394.953,49.13,49.13,50,29.86
394.953,49.13,49.13,50,29.86
394.953,49.13,49.13,50,29.86
395.103,49.02,49.02,50,
395.103,49.02,49.02,50,
395.103,49.02,49.02,50,
395.253,48.89,48.89,50,
395.253,48.89,48.89,50,
395.253,48.89,48.89,50,
395.404,48.76,48.76,50,
395.404,48.76,48.76,50,
395.404,48.76,48.76,50,
395.554,48.66,48.66,50,29.97
395.554,48.66,48.66,50,29.97
395.554,48.66,48.66,50,29.97
395.554,48.66,48.66,50,29.97
395.704,48.53,48.53,50,
395.704,48.53,48.53,50,
395.704,48.53,48.53,50,
395.854,48.41,48.41,50,
395.854,48.41,48.41,50,
395.854,48.41,48.41,50,
396.004,48.3,48.3,50,
396.004,48.3,48.3,50,
396.004,48.3,48.3,50,
396.154,48.19,48.19,50,29.97
396.154,48.19,48.19,50,29.97
396.154,48.19,48.19,50,29.97
396.154,48.19,48.19,50,29.97
396.304,48.08,48.08,50,
396.304,48.08,48.08,50,
396.304,48.08,48.08,50,
396.454,47.96,47.96,50,
396.454,47.96,47.96,50,
396.454,47.96,47.96,50,
396.604,47.86,47.86,50,
396.604,47.86,47.86,50,
396.604,47.86,47.86,50,
396.754,47.76,47.76,50,
396.754,47.76,47.76,50,
396.754,47.76,47.76,50,
396.904,47.63,47.63,50,29.82
396.904,47.63,47.63,50,29.82
396.904,47.63,47.63,50,29.82
396.904,47.63,47.63,50,29.82
397.054,47.53,47.53,50,
397.054,47.53,47.53,50,
397.054,47.53,47.53,50,
397.204,47.41,47.41,50,
397.204,47.41,47.41,50,
397.204,47.41,47.41,50,
397.355,47.31,47.31,50,30
397.355,47.31,47.31,50,30
397.355,47.31,47.31,50,30
397.355,47.31,47.31,50,30
397.505,47.22,47.22,50,
397.505,47.22,47.22,50,
397.505,47.22,47.22,50,
397.655,47.11,47.11,50,
397.655,47.11,47.11,50,
397.655,47.11,47.11,50,
397.805,47.03,47.03,50,
397.805,47.03,47.03,50,
397.805,47.03,47.03,50,
397.955,46.94,46.94,50,
397.955,46.94,46.94,50,
397.955,46.94,46.94,50,
398.105,46.81,46.81,50,29.95
398.105,46.81,46.81,50,29.95
398.105,46.81,46.81,50,29.95
398.105,46.81,46.81,50,29.95
398.255,46.71,46.71,50,
398.255,46.71,46.71,50,
398.255,46.71,46.71,50,
398.405,46.58,46.58,50,
398.405,46.58,46.58,50,
398.405,46.58,46.58,50,
398.556,46.51,46.51,50,29.81
398.556,46.51,46.51,50,29.81
398.556,46.51,46.51,50,29.81
398.556,46.51,46.51,50,29.81
398.706,46.43,46.43,50,
398.706,46.43,46.43,50,
398.706,46.43,46.43,50,
398.856,46.33,46.33,50,
398.856,46.33,46.33,50,
398.856,46.33,46.33,50,
399.006,46.24,46.24,50,
399.006,46.24,46.24,50,
399.006,46.24,46.24,50,
399.156,46.14,46.14,50,
399.156,46.14,46.14,50,
399.156,46.14,46.14,50,
399.306,46.04,46.04,50,29.92
399.306,46.04,46.04,50,29.92
399.306,46.04,46.04,50,29.92
399.306,46.04,46.04,50,29.92
399.456,45.95,45.95,50,
399.456,45.95,45.95,50,
399.456,45.95,45.95,50,
399.606,45.85,45.85,50,
399.606,45.85,45.85,50,
399.606,45.85,45.85,50,
399.756,45.77,45.77,50,29.87
399.756,45.77,45.77,50,29.87
399.756,45.77,45.77,50,29.87
399.756,45.77,45.77,50,29.87
399.906,45.67,45.67,50,
399.906,45.67,45.67,50,
399.906,45.67,45.67,50,
400.057,45.58,45.58,50,
400.057,45.58,45.58,50,
400.057,45.58,45.58,50,
400.207,45.5,45.5,50,
400.207,45.5,45.5,50,
400.207,45.5,45.5,50,
400.358,45.42,45.42,50,29.73
400.358,45.42,45.42,50,29.73
400.358,45.42,45.42,50,29.73
400.358,45.42,45.42,50,29.73
400.507,45.33,45.33,50,
400.507,45.33,45.33,50,
400.507,45.33,45.33,50,
400.657,45.24,45.24,50,
400.657,45.24,45.24,50,
400.657,45.24,45.24,50,
400.808,45.14,45.14,50,
400.808,45.14,45.14,50,
400.808,45.14,45.14,50,
400.958,45.06,45.06,50,
400.958,45.06,45.06,50,
400.958,45.06,45.06,50,
401.108,44.97,44.97,50,29.84
401.108,44.97,44.97,50,29.84
401.108,44.97,44.97,50,29.84
401.108,44.97,44.97,50,29.84
401.258,44.89,44.89,50,
401.258,44.89,44.89,50,
401.258,44.89,44.89,50,
401.408,44.81,44.81,50,
401.408,44.81,44.81,50,
401.408,44.81,44.81,50,
401.558,44.72,44.72,50,
401.558,44.72,44.72,50,
401.558,44.72,44.72,50,
401.708,44.64,44.64,50,29.83
401.708,44.64,44.64,50,29.83
401.708,44.64,44.64,50,29.83
401.708,44.64,44.64,50,29.83
401.858,44.56,44.56,50,
401.858,44.56,44.56,50,
401.858,44.56,44.56,50,
402.009,44.47,44.47,50,
402.009,44.47,44.47,50,
402.009,44.47,44.47,50,
402.159,44.39,44.39,50,
402.159,44.39,44.39,50,
402.159,44.39,44.39,50,
402.309,44.3,44.3,50,29.86
402.309,44.3,44.3,50,29.86
402.309,44.3,44.3,50,29.86
402.309,44.3,44.3,50,29.86
402.459,44.23,44.23,50,
402.459,44.23,44.23,50,
402.459,44.23,44.23,50,
402.609,44.16,44.16,50,
402.609,44.16,44.16,50,
402.609,44.16,44.16,50,
402.759,44.09,44.09,50,
402.759,44.09,44.09,50,
402.759,44.09,44.09,50,
402.909,44.02,44.02,50,30.03
402.909,44.02,44.02,50,30.03
402.909,44.02,44.02,50,30.03
402.909,44.02,44.02,50,30.03
403.059,43.95,43.95,50,
403.059,43.95,43.95,50,
403.059,43.95,43.95,50,
403.21,43.86,43.86,50,
403.21,43.86,43.86,50,
403.21,43.86,43.86,50,
403.36,43.78,43.78,50,
403.36,43.78,43.78,50,
403.36,43.78,43.78,50,
403.51,43.69,43.69,50,30.44
403.51,43.69,43.69,50,30.44
403.51,43.69,43.69,50,30.44
403.51,43.69,43.69,50,30.44
403.661,43.62,43.62,50,
403.661,43.62,43.62,50,
403.661,43.62,43.62,50,
403.811,43.54,43.54,50,
403.811,43.54,43.54,50,
403.811,43.54,43.54,50,
403.962,43.46,43.46,50,
403.962,43.46,43.46,50,
403.962,43.46,43.46,50,
404.112,43.38,43.38,50,31.1
404.112,43.38,43.38,50,31.1
404.112,43.38,43.38,50,31.1
404.112,43.38,43.38,50,31.1
404.262,43.31,43.31,50,
404.262,43.31,43.31,50,
404.262,43.31,43.31,50,
404.412,43.23,43.23,50,
404.412,43.23,43.23,50,
404.412,43.23,43.23,50,
404.562,43.15,43.15,50,
404.562,43.15,43.15,50,
404.562,43.15,43.15,50,
404.713,43.05,43.05,50,31.46
404.713,43.05,43.05,50,31.46
404.713,43.05,43.05,50,31.46
404.713,43.05,43.05,50,31.46
404.863,42.96,42.96,50,
404.863,42.96,42.96,50,
404.863,42.96,42.96,50,
405.013,42.9,42.9,50,
