timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,dataQLiquidStg1
1076.309,26.26,24.42,0,60,27.93
1076.309,26.26,24.42,0,60,27.93
1076.309,26.26,24.42,0,60,27.93
1076.309,26.26,24.42,0,60,27.93
1076.459,26.25,24.42,0,60,27.93
1076.459,26.25,24.42,0,60,27.93
1076.459,26.25,24.42,0,60,27.93
1076.459,26.25,24.42,0,60,27.93
1076.609,26.49,24.42,0,60,27.93
1076.609,26.49,24.42,0,60,27.93
1076.609,26.49,24.42,0,60,27.93
1076.609,26.49,24.42,0,60,27.93
1076.62,,,,,27.93
1076.759,27.35,24.43,0,60,
1076.759,27.35,24.43,0,60,
1076.759,27.35,24.43,0,60,
1076.759,27.35,24.43,0,60,
1076.909,28.67,24.44,0,60,
1076.909,28.67,24.44,0,60,
1076.909,28.67,24.44,0,60,
1076.909,28.67,24.44,0,60,
1077.062,30.11,24.46,0,60,
1077.062,30.11,24.46,0,60,
1077.062,30.11,24.46,0,60,
1077.062,30.11,24.46,0,60,
1077.209,31.73,24.49,0,60,
1077.209,31.73,24.49,0,60,
1077.209,31.73,24.49,0,60,
1077.209,31.73,24.49,0,60,
1077.359,33.46,24.53,0,60,
1077.359,33.46,24.53,0,60,
1077.359,33.46,24.53,0,60,
1077.359,33.46,24.53,0,60,
1077.509,34.93,24.58,0,60,
1077.509,34.93,24.58,0,60,
1077.509,34.93,24.58,0,60,
1077.509,34.93,24.58,0,60,
1077.607,,,,,27.88
1077.659,36.79,24.64,0,60,
1077.659,36.79,24.64,0,60,
1077.659,36.79,24.64,0,60,
1077.659,36.79,24.64,0,60,
1077.809,38.49,24.72,0,60,
1077.809,38.49,24.72,0,60,
1077.809,38.49,24.72,0,60,
1077.809,38.49,24.72,0,60,
1077.959,40.18,24.8,0,60,
1077.959,40.18,24.8,0,60,
1077.959,40.18,24.8,0,60,
1077.959,40.18,24.8,0,60,
1078.109,41.85,24.89,0,60,
1078.109,41.85,24.89,0,60,
1078.109,41.85,24.89,0,60,
1078.109,41.85,24.89,0,60,
1078.259,43.32,24.99,0,60,
1078.259,43.32,24.99,0,60,
1078.259,43.32,24.99,0,60,
1078.259,43.32,24.99,0,60,
1078.409,44.95,25.1,0,60,
1078.409,44.95,25.1,0,60,
1078.409,44.95,25.1,0,60,
1078.409,44.95,25.1,0,60,
1078.563,46.59,25.22,0,60,
1078.563,46.59,25.22,0,60,
1078.563,46.59,25.22,0,60,
1078.563,46.59,25.22,0,60,
1078.667,,,,,27.88
1078.709,48.19,25.35,0,60,
1078.709,48.19,25.35,0,60,
1078.709,48.19,25.35,0,60,
1078.709,48.19,25.35,0,60,
1078.859,49.58,25.48,0,60,
1078.859,49.58,25.48,0,60,
1078.859,49.58,25.48,0,60,
1078.859,49.58,25.48,0,60,
1079.009,51.08,25.63,0,60,
1079.009,51.08,25.63,0,60,
1079.009,51.08,25.63,0,60,
1079.009,51.08,25.63,0,60,
1079.159,52.53,25.78,0,60,
1079.159,52.53,25.78,0,60,
