timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
335.619,30.22,30.22,50,29.89
335.619,30.22,30.22,50,29.89
335.619,30.22,30.22,50,29.89
335.769,30.2,30.2,50,29.89
335.769,30.2,30.2,50,29.89
335.769,30.2,30.2,50,29.89
335.919,30.34,30.34,50,29.89
335.919,30.34,30.34,50,29.89
335.919,30.34,30.34,50,29.89
336.069,30.96,30.96,50,29.89
336.069,30.96,30.96,50,29.89
336.069,30.96,30.96,50,29.89
336.219,32.06,32.06,50,29.89
336.219,32.06,32.06,50,29.89
336.219,32.06,32.06,50,29.89
336.369,33.62,33.62,50,29.89
336.369,33.62,33.62,50,29.89
336.369,33.62,33.62,50,29.89
336.369,33.62,33.62,50,29.89
336.519,34.47,34.47,50,
336.519,34.47,34.47,50,
336.519,34.47,34.47,50,
336.669,36.73,36.73,50,
336.669,36.73,36.73,50,
336.669,36.73,36.73,50,
336.82,38.6,38.6,50,
336.82,38.6,38.6,50,
336.82,38.6,38.6,50,
336.97,40.24,40.24,50,
336.97,40.24,40.24,50,
336.97,40.24,40.24,50,
337.12,41.89,41.89,50,
337.12,41.89,41.89,50,
337.12,41.89,41.89,50,
337.27,43.71,43.71,50,
337.27,43.71,43.71,50,
337.27,43.71,43.71,50,
337.42,45.33,45.33,50,29.95
337.42,45.33,45.33,50,29.95
337.42,45.33,45.33,50,29.95
337.42,45.33,45.33,50,29.95
337.57,46.89,46.89,50,
337.57,46.89,46.89,50,
337.57,46.89,46.89,50,
337.722,48.63,48.63,50,
337.722,48.63,48.63,50,
337.722,48.63,48.63,50,
337.872,50,50,50,
337.872,50,50,50,
337.872,50,50,50,
338.02,50.65,50.65,50,
338.02,50.65,50.65,50,
338.02,50.65,50.65,50,
338.171,50.52,50.52,50,
338.171,50.52,50.52,50,
338.171,50.52,50.52,50,
338.321,50.09,50.09,50,
338.321,50.09,50.09,50,
338.321,50.09,50.09,50,
338.471,49.81,49.81,50,29.93
338.471,49.81,49.81,50,29.93
338.471,49.81,49.81,50,29.93
338.471,49.81,49.81,50,29.93
338.621,49.62,49.62,50,
338.621,49.62,49.62,50,
338.621,49.62,49.62,50,
338.772,49.43,49.43,50,
338.772,49.43,49.43,50,
338.772,49.43,49.43,50,
338.922,49.29,49.29,50,
338.922,49.29,49.29,50,
338.922,49.29,49.29,50,
339.072,49.15,49.15,50,
339.072,49.15,49.15,50,
339.072,49.15,49.15,50,
339.222,49,49,50,
339.222,49,49,50,
339.222,49,49,50,
339.373,48.85,48.85,50,29.99
339.373,48.85,48.85,50,29.99
339.373,48.85,48.85,50,29.99
339.373,48.85,48.85,50,29.99
339.522,48.71,48.71,50,
339.522,48.71,48.71,50,
339.522,48.71,48.71,50,
339.672,48.55,48.55,50,
339.672,48.55,48.55,50,
339.672,48.55,48.55,50,
339.822,48.42,48.42,50,
339.822,48.42,48.42,50,
339.822,48.42,48.42,50,
339.972,48.29,48.29,50,
339.972,48.29,48.29,50,
339.972,48.29,48.29,50,
340.122,48.15,48.15,50,
340.122,48.15,48.15,50,
340.122,48.15,48.15,50,
340.272,48,48,50,
340.272,48,48,50,
340.272,48,48,50,
340.423,47.86,47.86,50,29.97
340.423,47.86,47.86,50,29.97
340.423,47.86,47.86,50,29.97
340.423,47.86,47.86,50,29.97
340.573,47.73,47.73,50,
340.573,47.73,47.73,50,
340.573,47.73,47.73,50,
340.723,47.59,47.59,50,
340.723,47.59,47.59,50,
340.723,47.59,47.59,50,
340.873,47.45,47.45,50,
340.873,47.45,47.45,50,
340.873,47.45,47.45,50,
341.023,47.34,47.34,50,
341.023,47.34,47.34,50,
341.023,47.34,47.34,50,
341.173,47.19,47.19,50,
341.173,47.19,47.19,50,
341.173,47.19,47.19,50,
341.323,47.08,47.08,50,
341.323,47.08,47.08,50,
341.323,47.08,47.08,50,
341.473,46.97,46.97,50,29.9
341.473,46.97,46.97,50,29.9
341.473,46.97,46.97,50,29.9
341.473,46.97,46.97,50,29.9
341.623,46.84,46.84,50,
341.623,46.84,46.84,50,
341.623,46.84,46.84,50,
341.773,46.69,46.69,50,
341.773,46.69,46.69,50,
341.773,46.69,46.69,50,
341.924,46.56,46.56,50,
341.924,46.56,46.56,50,
341.924,46.56,46.56,50,
342.074,46.47,46.47,50,
342.074,46.47,46.47,50,
342.074,46.47,46.47,50,
342.224,46.35,46.35,50,
342.224,46.35,46.35,50,
