timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,dataQLiquidStg1
2702.137,28.92,32.23,50,60,25.6
2702.137,28.92,32.23,50,60,25.6
2702.137,28.92,32.23,50,60,25.6
2702.137,28.92,32.23,50,60,25.6
2702.287,28.94,32.21,50,60,25.6
2702.287,28.94,32.21,50,60,25.6
2702.287,28.94,32.21,50,60,25.6
2702.287,28.94,32.21,50,60,25.6
2702.438,29.29,32.2,50,60,25.6
2702.438,29.29,32.2,50,60,25.6
2702.438,29.29,32.2,50,60,25.6
2702.438,29.29,32.2,50,60,25.6
2702.587,30.18,32.2,50,60,25.6
2702.587,30.18,32.2,50,60,25.6
2702.587,30.18,32.2,50,60,25.6
2702.587,30.18,32.2,50,60,25.6
2702.737,31.44,32.2,50,60,25.6
2702.737,31.44,32.2,50,60,25.6
2702.737,31.44,32.2,50,60,25.6
2702.737,31.44,32.2,50,60,25.6
2702.887,33.08,32.22,50,60,25.6
2702.887,33.08,32.22,50,60,25.6
2702.887,33.08,32.22,50,60,25.6
2702.887,33.08,32.22,50,60,25.6
2702.944,,,,,25.6
2703.037,34.71,32.24,50,60,
2703.037,34.71,32.24,50,60,
2703.037,34.71,32.24,50,60,
2703.037,34.71,32.24,50,60,
2703.187,36.54,32.28,50,60,
2703.187,36.54,32.28,50,60,
2703.187,36.54,32.28,50,60,
2703.187,36.54,32.28,50,60,
2703.337,38.27,32.32,50,60,
2703.337,38.27,32.32,50,60,
2703.337,38.27,32.32,50,60,
2703.337,38.27,32.32,50,60,
2703.487,39.95,32.38,50,60,
2703.487,39.95,32.38,50,60,
2703.487,39.95,32.38,50,60,
2703.487,39.95,32.38,50,60,
2703.637,41.68,32.44,50,60,
2703.637,41.68,32.44,50,60,
2703.637,41.68,32.44,50,60,
2703.637,41.68,32.44,50,60,
2703.796,43.38,32.51,50,60,
2703.796,43.38,32.51,50,60,
2703.796,43.38,32.51,50,60,
2703.796,43.38,32.51,50,60,
2703.945,45.22,32.6,50,60,
2703.945,45.22,32.6,50,60,
2703.945,45.22,32.6,50,60,
2703.945,45.22,32.6,50,60,
2703.965,,,,,25.62
2704.095,46.8,32.68,50,60,
2704.095,46.8,32.68,50,60,
2704.095,46.8,32.68,50,60,
2704.095,46.8,32.68,50,60,
2704.25,48.46,32.78,50,60,
2704.25,48.46,32.78,50,60,
2704.25,48.46,32.78,50,60,
2704.25,48.46,32.78,50,60,
2704.398,50,32.88,50,60,
2704.398,50,32.88,50,60,
2704.398,50,32.88,50,60,
2704.398,50,32.88,50,60,
2704.548,51.52,32.99,50,60,
2704.548,51.52,32.99,50,60,
2704.548,51.52,32.99,50,60,
2704.548,51.52,32.99,50,60,
2704.698,53.16,33.11,50,60,
2704.698,53.16,33.11,50,60,
2704.698,53.16,33.11,50,60,
2704.698,53.16,33.11,50,60,
2704.855,54.73,33.23,50,60,
2704.855,54.73,33.23,50,60,
2704.855,54.73,33.23,50,60,
2704.855,54.73,33.23,50,60,
2704.957,,,,,25.54
2705.005,56.21,33.36,50,60,
2705.005,56.21,33.36,50,60,
2705.005,56.21,33.36,50,60,
2705.005,56.21,33.36,50,60,
2705.155,57.54,33.49,50,60,
2705.155,57.54,33.49,50,60,
2705.155,57.54,33.49,50,60,
2705.155,57.54,33.49,50,60,
2705.305,59.16,33.64,50,60,
2705.305,59.16,33.64,50,60,
2705.305,59.16,33.64,50,60,
2705.305,59.16,33.64,50,60,
2705.455,60.41,33.77,50,60,
2705.455,60.41,33.77,50,60,
2705.455,60.41,33.77,50,60,
2705.455,60.41,33.77,50,60,
2705.605,61.69,33.92,50,60,
2705.605,61.69,33.92,50,60,
2705.605,61.69,33.92,50,60,
2705.605,61.69,33.92,50,60,
2705.755,63.12,34.07,50,60,
2705.755,63.12,34.07,50,60,
2705.755,63.12,34.07,50,60,
2705.755,63.12,34.07,50,60,
2705.905,64.29,34.22,50,60,
2705.905,64.29,34.22,50,60,
2705.905,64.29,34.22,50,60,
2705.905,64.29,34.22,50,60,
2705.957,,,,,25.69
2706.055,65.82,34.4,50,60,
2706.055,65.82,34.4,50,60,
2706.055,65.82,34.4,50,60,
2706.055,65.82,34.4,50,60,
2706.205,66.9,34.55,50,60,
2706.205,66.9,34.55,50,60,
2706.205,66.9,34.55,50,60,
2706.205,66.9,34.55,50,60,
2706.355,68.26,34.73,50,60,
2706.355,68.26,34.73,50,60,
2706.355,68.26,34.73,50,60,
2706.355,68.26,34.73,50,60,
2706.507,69.43,34.9,50,60,
2706.507,69.43,34.9,50,60,
2706.507,69.43,34.9,50,60,
2706.507,69.43,34.9,50,60,
2706.657,70.53,35.08,50,60,
2706.657,70.53,35.08,50,60,
2706.657,70.53,35.08,50,60,
2706.657,70.53,35.08,50,60,
2706.807,71.63,35.25,50,60,
2706.807,71.63,35.25,50,60,
2706.807,71.63,35.25,50,60,
2706.807,71.63,35.25,50,60,
2706.957,72.91,35.45,50,60,
2706.957,72.91,35.45,50,60,
2706.957,72.91,35.45,50,60,
2706.957,72.91,35.45,50,60,
2706.995,,,,,31.76
2707.111,74.04,35.64,50,60,
2707.111,74.04,35.64,50,60,
2707.111,74.04,35.64,50,60,
2707.111,74.04,35.64,50,60,
2707.261,75.13,35.82,50,60,
2707.261,75.13,35.82,50,60,
2707.261,75.13,35.82,50,60,
2707.261,75.13,35.82,50,60,
2707.418,76.2,36.02,50,60,
2707.418,76.2,36.02,50,60,
2707.418,76.2,36.02,50,60,
2707.418,76.2,36.02,50,60,
2707.561,77.28,36.22,50,60,
2707.561,77.28,36.22,50,60,
2707.561,77.28,36.22,50,60,
2707.561,77.28,36.22,50,60,
2707.712,78.27,36.41,50,60,
2707.712,78.27,36.41,50,60,
2707.712,78.27,36.41,50,60,
2707.712,78.27,36.41,50,60,
2707.861,79.35,36.62,50,60,
2707.861,79.35,36.62,50,60,
2707.861,79.35,36.62,50,60,
2707.861,79.35,36.62,50,60,
2708.011,80.37,36.82,50,60,30.17
2708.011,80.37,36.82,50,60,30.17
2708.011,80.37,36.82,50,60,30.17
2708.011,80.37,36.82,50,60,30.17
2708.011,80.37,36.82,50,60,30.17
2708.161,81.31,37.02,50,60,
2708.161,81.31,37.02,50,60,
2708.161,81.31,37.02,50,60,
2708.161,81.31,37.02,50,60,
2708.312,82.27,37.23,50,60,
2708.312,82.27,37.23,50,60,
2708.312,82.27,37.23,50,60,
2708.312,82.27,37.23,50,60,
2708.462,83.22,37.44,50,60,
2708.462,83.22,37.44,50,60,
2708.462,83.22,37.44,50,60,
2708.462,83.22,37.44,50,60,
2708.612,84.13,37.65,50,60,
2708.612,84.13,37.65,50,60,
2708.612,84.13,37.65,50,60,
2708.612,84.13,37.65,50,60,
2708.762,85,37.86,50,60,
2708.762,85,37.86,50,60,
2708.762,85,37.86,50,60,
2708.762,85,37.86,50,60,
2708.912,85.85,38.07,50,60,31.39
2708.912,85.85,38.07,50,60,31.39
2708.912,85.85,38.07,50,60,31.39
2708.912,85.85,38.07,50,60,31.39
2708.912,85.85,38.07,50,60,31.39
2709.062,86.73,38.29,50,60,
2709.062,86.73,38.29,50,60,
2709.062,86.73,38.29,50,60,
2709.062,86.73,38.29,50,60,
2709.212,87.55,38.5,50,60,
2709.212,87.55,38.5,50,60,
2709.212,87.55,38.5,50,60,
2709.212,87.55,38.5,50,60,
2709.362,88.39,38.72,50,60,
2709.362,88.39,38.72,50,60,
2709.362,88.39,38.72,50,60,
