timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
226.978,29.6,29.6,90,29.2
226.978,29.6,29.6,90,29.2
226.978,29.6,29.6,90,29.2
227.128,29.6,29.6,90,29.2
227.128,29.6,29.6,90,29.2
227.128,29.6,29.6,90,29.2
227.128,29.6,29.6,90,29.2
227.278,29.86,29.86,90,
227.278,29.86,29.86,90,
227.278,29.86,29.86,90,
227.429,30.75,30.75,90,
227.429,30.75,30.75,90,
227.429,30.75,30.75,90,
227.579,31.94,31.94,90,
227.579,31.94,31.94,90,
227.579,31.94,31.94,90,
227.729,33.53,33.53,90,29.28
227.729,33.53,33.53,90,29.28
227.729,33.53,33.53,90,29.28
227.729,33.53,33.53,90,29.28
227.879,35.1,35.1,90,
227.879,35.1,35.1,90,
227.879,35.1,35.1,90,
228.029,36.71,36.71,90,
228.029,36.71,36.71,90,
228.029,36.71,36.71,90,
228.179,38.54,38.54,90,
228.179,38.54,38.54,90,
228.179,38.54,38.54,90,
228.329,40.18,40.18,90,29
228.329,40.18,40.18,90,29
228.329,40.18,40.18,90,29
228.329,40.18,40.18,90,29
228.48,41.99,41.99,90,
228.48,41.99,41.99,90,
228.48,41.99,41.99,90,
228.63,43.59,43.59,90,
228.63,43.59,43.59,90,
228.63,43.59,43.59,90,
228.78,45.19,45.19,90,
228.78,45.19,45.19,90,
228.78,45.19,45.19,90,
228.931,46.91,46.91,90,29.19
228.931,46.91,46.91,90,29.19
228.931,46.91,46.91,90,29.19
228.931,46.91,46.91,90,29.19
229.081,48.44,48.44,90,
229.081,48.44,48.44,90,
229.081,48.44,48.44,90,
229.231,50.09,50.09,90,
229.231,50.09,50.09,90,
229.231,50.09,50.09,90,
229.381,51.56,51.56,90,
229.381,51.56,51.56,90,
229.381,51.56,51.56,90,
229.531,53,53,90,29.13
229.531,53,53,90,29.13
229.531,53,53,90,29.13
229.531,53,53,90,29.13
229.681,54.58,54.58,90,
229.681,54.58,54.58,90,
229.681,54.58,54.58,90,
229.831,55.95,55.95,90,
229.831,55.95,55.95,90,
229.831,55.95,55.95,90,
229.981,57.32,57.32,90,
229.981,57.32,57.32,90,
229.981,57.32,57.32,90,
230.131,58.8,58.8,90,29.13
230.131,58.8,58.8,90,29.13
230.131,58.8,58.8,90,29.13
230.131,58.8,58.8,90,29.13
230.281,60.11,60.11,90,
230.281,60.11,60.11,90,
230.281,60.11,60.11,90,
230.431,61.54,61.54,90,
230.431,61.54,61.54,90,
230.431,61.54,61.54,90,
230.581,62.79,62.79,90,
230.581,62.79,62.79,90,
230.581,62.79,62.79,90,
230.731,64.01,64.01,90,29.13
230.731,64.01,64.01,90,29.13
230.731,64.01,64.01,90,29.13
230.731,64.01,64.01,90,29.13
230.881,65.38,65.38,90,
230.881,65.38,65.38,90,
230.881,65.38,65.38,90,
231.031,66.59,66.59,90,
231.031,66.59,66.59,90,
231.031,66.59,66.59,90,
231.181,67.74,67.74,90,
231.181,67.74,67.74,90,
231.181,67.74,67.74,90,
231.331,68.98,68.98,90,29.11
231.331,68.98,68.98,90,29.11
231.331,68.98,68.98,90,29.11
231.331,68.98,68.98,90,29.11
231.481,70.09,70.09,90,
231.481,70.09,70.09,90,
231.481,70.09,70.09,90,
231.631,71.32,71.32,90,
231.631,71.32,71.32,90,
231.631,71.32,71.32,90,
231.781,72.41,72.41,90,
231.781,72.41,72.41,90,
231.781,72.41,72.41,90,
231.931,73.47,73.47,90,29.09
231.931,73.47,73.47,90,29.09
231.931,73.47,73.47,90,29.09
231.931,73.47,73.47,90,29.09
232.081,74.61,74.61,90,
232.081,74.61,74.61,90,
232.081,74.61,74.61,90,
232.231,75.62,75.62,90,
232.231,75.62,75.62,90,
232.231,75.62,75.62,90,
232.381,76.6,76.6,90,
232.381,76.6,76.6,90,
232.381,76.6,76.6,90,
232.531,77.66,77.66,90,29.09
232.531,77.66,77.66,90,29.09
232.531,77.66,77.66,90,29.09
232.531,77.66,77.66,90,29.09
232.681,78.62,78.62,90,
232.681,78.62,78.62,90,
232.681,78.62,78.62,90,
232.831,79.65,79.65,90,
232.831,79.65,79.65,90,
232.831,79.65,79.65,90,
232.982,80.56,80.56,90,
232.982,80.56,80.56,90,
232.982,80.56,80.56,90,
233.132,81.44,81.44,90,29.09
233.132,81.44,81.44,90,29.09
233.132,81.44,81.44,90,29.09
233.132,81.44,81.44,90,29.09
233.282,82.4,82.4,90,
233.282,82.4,82.4,90,
233.282,82.4,82.4,90,
233.432,83.26,83.26,90,
233.432,83.26,83.26,90,
233.432,83.26,83.26,90,
233.582,84.11,84.11,90,
233.582,84.11,84.11,90,
233.582,84.11,84.11,90,
233.732,84.96,84.96,90,29
233.732,84.96,84.96,90,29
