timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,dataQLiquidStg1
4723.955,28.64,31.29,50,60,29.82
4723.955,28.64,31.29,50,60,29.82
4723.955,28.64,31.29,50,60,29.82
4723.955,28.64,31.29,50,60,29.82
4724.103,28.64,31.28,50,60,29.82
4724.103,28.64,31.28,50,60,29.82
4724.103,28.64,31.28,50,60,29.82
4724.103,28.64,31.28,50,60,29.82
4724.253,28.95,31.27,50,60,29.82
4724.253,28.95,31.27,50,60,29.82
4724.253,28.95,31.27,50,60,29.82
4724.253,28.95,31.27,50,60,29.82
4724.318,,,,,29.82
4724.403,29.74,31.26,50,60,
4724.403,29.74,31.26,50,60,
4724.403,29.74,31.26,50,60,
4724.403,29.74,31.26,50,60,
4724.553,30.94,31.27,50,60,
4724.553,30.94,31.27,50,60,
4724.553,30.94,31.27,50,60,
4724.553,30.94,31.27,50,60,
4724.712,32.48,31.28,50,60,
4724.712,32.48,31.28,50,60,
4724.712,32.48,31.28,50,60,
4724.712,32.48,31.28,50,60,
4724.863,33.98,31.31,50,60,
4724.863,33.98,31.31,50,60,
4724.863,33.98,31.31,50,60,
4724.863,33.98,31.31,50,60,
4725.012,35.88,31.35,50,60,
4725.012,35.88,31.35,50,60,
4725.012,35.88,31.35,50,60,
4725.012,35.88,31.35,50,60,
4725.171,37.7,31.4,50,60,
4725.171,37.7,31.4,50,60,
4725.171,37.7,31.4,50,60,
4725.171,37.7,31.4,50,60,
4725.274,,,,,29.78
4725.318,39.37,31.45,50,60,
4725.318,39.37,31.45,50,60,
4725.318,39.37,31.45,50,60,
4725.318,39.37,31.45,50,60,
4725.477,40.99,31.51,50,60,
4725.477,40.99,31.51,50,60,
4725.477,40.99,31.51,50,60,
4725.477,40.99,31.51,50,60,
4725.634,42.47,31.58,50,60,
4725.634,42.47,31.58,50,60,
4725.634,42.47,31.58,50,60,
4725.634,42.47,31.58,50,60,
4725.784,44.59,31.68,50,60,
4725.784,44.59,31.68,50,60,
4725.784,44.59,31.68,50,60,
4725.784,44.59,31.68,50,60,
4725.946,46.23,31.77,50,60,
4725.946,46.23,31.77,50,60,
4725.946,46.23,31.77,50,60,
4725.946,46.23,31.77,50,60,
4726.092,47.91,31.86,50,60,
4726.092,47.91,31.86,50,60,
4726.092,47.91,31.86,50,60,
4726.092,47.91,31.86,50,60,
4726.242,49.46,31.97,50,60,
4726.242,49.46,31.97,50,60,
4726.242,49.46,31.97,50,60,
4726.242,49.46,31.97,50,60,
4726.32,,,,,29.75
4726.392,50.85,32.07,50,60,
4726.392,50.85,32.07,50,60,
4726.392,50.85,32.07,50,60,
4726.392,50.85,32.07,50,60,
4726.544,52.48,32.19,50,60,
4726.544,52.48,32.19,50,60,
4726.544,52.48,32.19,50,60,
4726.544,52.48,32.19,50,60,
4726.692,53.89,32.31,50,60,
4726.692,53.89,32.31,50,60,
4726.692,53.89,32.31,50,60,
4726.692,53.89,32.31,50,60,
4726.843,55.19,32.43,50,60,
4726.843,55.19,32.43,50,60,
4726.843,55.19,32.43,50,60,
4726.843,55.19,32.43,50,60,
4726.992,56.81,32.57,50,60,
4726.992,56.81,32.57,50,60,
4726.992,56.81,32.57,50,60,
4726.992,56.81,32.57,50,60,
4727.142,58.03,32.7,50,60,
4727.142,58.03,32.7,50,60,
4727.142,58.03,32.7,50,60,
4727.142,58.03,32.7,50,60,
4727.267,,,,,29.8
4727.292,59.46,32.84,50,60,
4727.292,59.46,32.84,50,60,
4727.292,59.46,32.84,50,60,
4727.292,59.46,32.84,50,60,
4727.442,60.76,32.99,50,60,
4727.442,60.76,32.99,50,60,
4727.442,60.76,32.99,50,60,
4727.442,60.76,32.99,50,60,
4727.592,62.16,33.15,50,60,
4727.592,62.16,33.15,50,60,
4727.592,62.16,33.15,50,60,
4727.592,62.16,33.15,50,60,
4727.742,63.3,33.29,50,60,
4727.742,63.3,33.29,50,60,
4727.742,63.3,33.29,50,60,
4727.742,63.3,33.29,50,60,
4727.893,64.56,33.45,50,60,
4727.893,64.56,33.45,50,60,
4727.893,64.56,33.45,50,60,
4727.893,64.56,33.45,50,60,
4728.042,65.88,33.62,50,60,
4728.042,65.88,33.62,50,60,
4728.042,65.88,33.62,50,60,
4728.042,65.88,33.62,50,60,
4728.193,67.07,33.79,50,60,
4728.193,67.07,33.79,50,60,
4728.193,67.07,33.79,50,60,
4728.193,67.07,33.79,50,60,
4728.342,68.31,33.97,50,60,29.5
4728.342,68.31,33.97,50,60,29.5
4728.342,68.31,33.97,50,60,29.5
4728.342,68.31,33.97,50,60,29.5
4728.342,68.31,33.97,50,60,29.5
4728.493,69.38,34.14,50,60,
4728.493,69.38,34.14,50,60,
4728.493,69.38,34.14,50,60,
4728.493,69.38,34.14,50,60,
4728.642,70.49,34.31,50,60,
4728.642,70.49,34.31,50,60,
4728.642,70.49,34.31,50,60,
4728.642,70.49,34.31,50,60,
4728.799,71.64,34.5,50,60,
4728.799,71.64,34.5,50,60,
4728.799,71.64,34.5,50,60,
4728.799,71.64,34.5,50,60,
4728.945,72.68,34.68,50,60,
4728.945,72.68,34.68,50,60,
4728.945,72.68,34.68,50,60,
4728.945,72.68,34.68,50,60,
4729.096,73.78,34.87,50,60,
4729.096,73.78,34.87,50,60,
4729.096,73.78,34.87,50,60,
4729.096,73.78,34.87,50,60,
