timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
124.349,30.09,30.09,70,30.37
124.349,30.09,30.09,70,30.37
124.349,30.09,30.09,70,30.37
124.499,30.23,30.23,70,30.37
124.499,30.23,30.23,70,30.37
124.499,30.23,30.23,70,30.37
124.649,30.87,30.87,70,30.37
124.649,30.87,30.87,70,30.37
124.649,30.87,30.87,70,30.37
124.799,31.96,31.96,70,30.37
124.799,31.96,31.96,70,30.37
124.799,31.96,31.96,70,30.37
124.799,31.96,31.96,70,30.37
124.949,33.46,33.46,70,
124.949,33.46,33.46,70,
124.949,33.46,33.46,70,
125.099,34.99,34.99,70,
125.099,34.99,34.99,70,
125.099,34.99,34.99,70,
125.249,36.77,36.77,70,
125.249,36.77,36.77,70,
125.249,36.77,36.77,70,
125.399,38.4,38.4,70,30.29
125.399,38.4,38.4,70,30.29
125.399,38.4,38.4,70,30.29
125.399,38.4,38.4,70,30.29
125.549,40.04,40.04,70,
125.549,40.04,40.04,70,
125.549,40.04,40.04,70,
125.7,41.84,41.84,70,
125.7,41.84,41.84,70,
125.7,41.84,41.84,70,
125.85,43.46,43.46,70,
125.85,43.46,43.46,70,
125.85,43.46,43.46,70,
126.001,45.23,45.23,70,30.44
126.001,45.23,45.23,70,30.44
126.001,45.23,45.23,70,30.44
126.001,45.23,45.23,70,30.44
126.151,46.79,46.79,70,
126.151,46.79,46.79,70,
126.151,46.79,46.79,70,
126.301,48.33,48.33,70,
126.301,48.33,48.33,70,
126.301,48.33,48.33,70,
126.452,50,50,70,
126.452,50,50,70,
126.452,50,50,70,
126.602,51.46,51.46,70,30.31
126.602,51.46,51.46,70,30.31
126.602,51.46,51.46,70,30.31
126.602,51.46,51.46,70,30.31
126.752,53.07,53.07,70,
126.752,53.07,53.07,70,
126.752,53.07,53.07,70,
126.902,54.49,54.49,70,
126.902,54.49,54.49,70,
126.902,54.49,54.49,70,
127.052,55.87,55.87,70,
127.052,55.87,55.87,70,
127.052,55.87,55.87,70,
127.203,57.39,57.39,70,30.47
127.203,57.39,57.39,70,30.47
127.203,57.39,57.39,70,30.47
127.203,57.39,57.39,70,30.47
127.353,58.72,58.72,70,
127.353,58.72,58.72,70,
127.353,58.72,58.72,70,
127.503,60.04,60.04,70,
127.503,60.04,60.04,70,
127.503,60.04,60.04,70,
127.654,61.46,61.46,70,
127.654,61.46,61.46,70,
127.654,61.46,61.46,70,
127.804,62.73,62.73,70,30.28
127.804,62.73,62.73,70,30.28
127.804,62.73,62.73,70,30.28
127.804,62.73,62.73,70,30.28
127.954,64.09,64.09,70,
127.954,64.09,64.09,70,
127.954,64.09,64.09,70,
