timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
498.927,32.08,32.08,50,26.95
498.927,32.08,32.08,50,26.95
498.927,32.08,32.08,50,26.95
499.074,32.08,32.08,50,26.95
499.074,32.08,32.08,50,26.95
499.074,32.08,32.08,50,26.95
499.227,32.29,32.29,50,26.95
499.227,32.29,32.29,50,26.95
499.227,32.29,32.29,50,26.95
499.408,33.29,33.29,50,26.95
499.408,33.29,33.29,50,26.95
499.408,33.29,33.29,50,26.95
499.546,34.45,34.45,50,26.95
499.546,34.45,34.45,50,26.95
499.546,34.45,34.45,50,26.95
499.707,36.11,36.11,50,26.95
499.707,36.11,36.11,50,26.95
499.707,36.11,36.11,50,26.95
499.857,37.69,37.69,50,26.95
499.857,37.69,37.69,50,26.95
499.857,37.69,37.69,50,26.95
499.931,,,,26.95
500.007,39.35,39.35,50,
500.007,39.35,39.35,50,
500.007,39.35,39.35,50,
500.158,41.2,41.2,50,
500.158,41.2,41.2,50,
500.158,41.2,41.2,50,
500.309,42.87,42.87,50,
500.309,42.87,42.87,50,
500.309,42.87,42.87,50,
500.459,44.65,44.65,50,
500.459,44.65,44.65,50,
500.459,44.65,44.65,50,
500.609,46.36,46.36,50,
500.609,46.36,46.36,50,
500.609,46.36,46.36,50,
500.771,48.01,48.01,50,
500.771,48.01,48.01,50,
500.771,48.01,48.01,50,
500.901,,,,26.77
500.923,49.61,49.61,50,
500.923,49.61,49.61,50,
500.923,49.61,49.61,50,
501.073,50.65,50.65,50,
501.073,50.65,50.65,50,
501.073,50.65,50.65,50,
501.22,50.87,50.87,50,
501.22,50.87,50.87,50,
501.22,50.87,50.87,50,
501.372,50.5,50.5,50,
501.372,50.5,50.5,50,
501.372,50.5,50.5,50,
501.529,50.1,50.1,50,
501.529,50.1,50.1,50,
501.529,50.1,50.1,50,
501.675,49.88,49.88,50,
501.675,49.88,49.88,50,
501.675,49.88,49.88,50,
501.825,49.81,49.81,50,
501.825,49.81,49.81,50,
501.825,49.81,49.81,50,
501.909,,,,26.76
501.975,49.76,49.76,50,
501.975,49.76,49.76,50,
501.975,49.76,49.76,50,
502.125,49.68,49.68,50,
502.125,49.68,49.68,50,
502.125,49.68,49.68,50,
502.275,49.58,49.58,50,
502.275,49.58,49.58,50,
502.275,49.58,49.58,50,
502.425,49.47,49.47,50,
502.425,49.47,49.47,50,
502.425,49.47,49.47,50,
502.575,49.37,49.37,50,
502.575,49.37,49.37,50,
502.575,49.37,49.37,50,
502.725,49.27,49.27,50,
502.725,49.27,49.27,50,
502.725,49.27,49.27,50,
502.875,49.15,49.15,50,
502.875,49.15,49.15,50,
502.875,49.15,49.15,50,
502.943,,,,26.81
503.026,49.03,49.03,50,
503.026,49.03,49.03,50,
503.026,49.03,49.03,50,
503.196,48.9,48.9,50,
503.196,48.9,48.9,50,
503.196,48.9,48.9,50,
503.343,48.78,48.78,50,
503.343,48.78,48.78,50,
503.343,48.78,48.78,50,
503.492,48.7,48.7,50,
503.492,48.7,48.7,50,
503.492,48.7,48.7,50,
503.642,48.58,48.58,50,
503.642,48.58,48.58,50,
503.642,48.58,48.58,50,
503.804,48.48,48.48,50,
503.804,48.48,48.48,50,
503.804,48.48,48.48,50,
503.968,,,,28.84
503.969,48.35,48.35,50,
503.969,48.35,48.35,50,
503.969,48.35,48.35,50,
504.12,48.24,48.24,50,
