,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,1261474.0,37.95,37.87,55.0,,37.9
1,1261623.0,37.95,37.86,55.0,,37.9
2,1261.658,,,,35.03,
3,1261772.0,37.96,37.86,55.0,,37.89
4,1261925.0,38.09,37.87,55.0,,37.86
5,1262075.0,38.61,37.92,55.0,,37.77
6,1262244.0,39.51,38.07,55.0,,37.67
7,1262.244,,,,35.05,
8,1262392.0,40.77,38.32,55.0,,37.56
9,1262567.0,42.23,38.69,55.0,,37.45
10,1262716.0,43.85,39.17,55.0,,37.34
11,1262.798,,,,35.97,
12,1262869.0,45.64,39.77,55.0,,37.23
13,1263033.0,47.35,40.49,55.0,,37.13
14,1263183.0,49.35,41.27,55.0,,37.01
15,1263356.0,51.24,42.15,55.0,,36.92
16,1263.456,,,,37.6,
17,1263507.0,53.11,43.06,55.0,,36.82
18,1263676.0,55.46,44.07,55.0,,36.71
19,1263823.0,57.27,45.08,55.0,,36.62
20,1263992.0,58.9,46.14,55.0,,36.56
21,1264.025,,,,39.5,
22,1264140.0,60.61,47.21,55.0,,36.49
23,1264309.0,62.21,48.29,55.0,,36.42
24,1264458.0,63.85,49.36,55.0,,36.36
25,1264643.0,65.93,50.47,55.0,,36.28
26,1264.643,,,,45.53,
27,1264792.0,67.5,51.59,55.0,,36.23
28,1264942.0,68.95,52.7,55.0,,36.18
29,1265092.0,70.1,53.76,55.0,,36.19
30,1265242.0,71.02,54.76,55.0,,36.33
31,1265.242,,,,60.79,
32,1265392.0,71.13,55.63,55.0,,36.53
33,1265543.0,70.83,56.34,55.0,,36.79
34,1265685.0,69.99,56.86,55.0,,37.18
35,1265835.0,69.13,57.21,55.0,,37.48
36,1265.835,,,,63.3,
37,1265985.0,68.18,57.42,55.0,,37.79
38,1266177.0,66.88,57.49,55.0,,38.13
39,1266305.0,66.14,57.47,55.0,,38.3
40,1266456.0,64.87,57.33,55.0,,38.55
41,1266.456,,,,60.78,
42,1266606.0,64.1,57.15,55.0,,38.67
43,1266755.0,63.39,56.95,55.0,,38.76
44,1266904.0,62.59,56.71,55.0,,38.85
45,1267054.0,62.09,56.49,55.0,,38.88
46,1267.054,,,,58.77,
47,1267204.0,61.66,56.27,55.0,,38.91
48,1267354.0,61.18,56.06,55.0,,38.92
49,1267504.0,60.85,55.87,55.0,,38.93
50,1267655.0,60.56,55.7,55.0,,38.92
51,1267.655,,,,58.42,
52,1267804.0,60.2,55.54,55.0,,38.9
53,1267954.0,59.98,55.4,55.0,,38.89
54,1268104.0,59.77,55.27,55.0,,38.87
55,1268254.0,59.51,55.16,55.0,,38.85
56,1268.254,,,,56.83,
57,1268404.0,59.34,55.06,55.0,,38.83
58,1268554.0,59.19,54.98,55.0,,38.81
59,1268705.0,59.0,54.9,55.0,,38.78
60,1268855.0,58.87,54.83,55.0,,38.77
61,1268.855,,,,56.55,
62,1269004.0,58.75,54.78,55.0,,38.74
63,1269155.0,58.6,54.73,55.0,,38.71
64,1269304.0,58.49,54.69,55.0,,38.69
65,1269454.0,58.39,54.66,55.0,,38.67
66,1269.454,,,,55.86,
67,1269604.0,58.26,54.62,55.0,,38.64
68,1269755.0,58.17,54.6,55.0,,38.63
69,1269905.0,58.07,54.58,55.0,,38.61
70,1270054.0,57.96,54.55,55.0,,38.6
71,1270.054,,,,55.66,
72,1270204.0,57.88,54.54,55.0,,38.58
73,1270354.0,57.82,54.53,55.0,,38.57
74,1270504.0,57.71,54.51,55.0,,38.54
75,1270655.0,57.64,54.5,55.0,,38.53
76,1270.655,,,,55.25,
77,1270805.0,57.58,54.49,55.0,,38.51
78,1270955.0,57.49,54.49,55.0,,38.5
79,1271104.0,57.42,54.48,55.0,,38.48
80,1271254.0,57.36,54.48,55.0,,38.46
81,1271.254,,,,55.04,
82,1271404.0,57.29,54.47,55.0,,38.45
83,1271554.0,57.23,54.47,55.0,,38.44
84,1271704.0,57.18,54.47,55.0,,38.42
85,1271854.0,57.12,54.46,55.0,,38.41
86,1271.854,,,,54.78,
