,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,6154.105,32.89,24.0,62.0,,33.24
1,6154.248,32.89,24.0,62.0,,33.24
2,6154.398,32.91,24.0,62.0,,33.23
3,6154.548,33.02,24.0,62.0,,33.22
4,6154.698,33.33,24.0,62.0,,33.19
5,6154.848,34.09,24.0,62.0,,33.14
6,6154.998,34.87,24.0,62.0,,33.09
7,6154.998,,,,27.99,
8,6155.148,35.8,24.0,62.0,,33.03
9,6155.298,37.18,24.0,62.0,,32.94
10,6155.448,38.31,24.0,62.0,,32.88
11,6155.598,39.48,24.0,62.0,,32.81
12,6155.598,,,,28.07,
13,6155.748,41.07,24.0,62.0,,32.73
14,6155.898,42.29,24.0,62.0,,32.66
15,6156.048,43.49,24.0,62.0,,32.6
16,6156.198,45.1,24.0,62.0,,32.51
17,6156.198,,,,28.14,
18,6156.349,46.3,24.0,62.0,,32.44
19,6156.498,47.49,24.0,62.0,,32.38
20,6156.648,49.05,24.0,62.0,,32.29
21,6156.798,50.22,24.0,62.0,,32.22
22,6156.798,,,,28.15,
23,6156.948,51.36,24.0,62.0,,32.17
24,6157.098,52.88,24.0,62.0,,32.1
25,6157.248,54.0,24.0,62.0,,32.04
26,6157.398,55.11,24.0,62.0,,31.99
27,6157.398,,,,28.23,
28,6157.548,56.55,24.0,62.0,,31.93
29,6157.698,57.63,24.0,62.0,,31.87
30,6157.848,58.67,24.0,62.0,,31.82
31,6157.998,60.05,24.0,62.0,,31.74
32,6157.998,,,,28.22,
33,6158.148,61.06,24.0,62.0,,31.69
34,6158.298,62.06,24.0,62.0,,31.64
35,6158.448,63.35,24.0,62.0,,31.57
36,6158.599,64.33,24.0,62.0,,31.53
37,6158.599,,,,28.26,
38,6158.748,65.28,24.0,62.0,,31.48
39,6158.898,66.54,24.0,62.0,,31.42
40,6159.048,67.46,24.0,62.0,,31.39
41,6159.048,,,,28.25,
42,6159.198,68.36,24.09,62.0,,31.34
43,6159.348,69.54,24.24,62.0,,31.29
44,6159.498,70.42,24.39,62.0,,31.25
45,6159.648,71.26,24.55,62.0,,31.22
46,6159.799,72.43,24.72,62.0,,31.17
47,6159.799,,,,28.33,
48,6159.949,73.26,24.89,62.0,,31.13
49,6160.099,74.09,25.07,62.0,,31.09
50,6160.249,75.18,25.26,62.0,,31.05
51,6160.399,75.98,25.44,62.0,,31.02
52,6160.399,,,,28.41,
53,6160.549,76.75,25.63,62.0,,30.99
54,6160.699,77.78,25.84,62.0,,30.94
55,6160.849,78.56,26.04,62.0,,30.91
56,6160.849,,,,28.57,
57,6160.999,79.31,26.24,62.0,,30.88
58,6161.149,80.31,26.46,62.0,,30.84
59,6161.299,81.04,26.68,62.0,,30.81
60,6161.449,81.75,26.89,62.0,,30.79
61,6161.449,,,,30.06,
62,6161.599,82.7,27.13,62.0,,30.76
63,6161.749,83.4,27.36,62.0,,30.74
64,6161.899,84.08,27.59,62.0,,30.71
65,6162.05,84.98,27.83,62.0,,30.68
66,6162.05,,,,31.96,
67,6162.2,85.63,28.07,62.0,,30.66
68,6162.35,86.27,28.31,62.0,,30.63
69,6162.5,87.15,28.57,62.0,,30.6
70,6162.65,87.76,28.82,62.0,,30.58
71,6162.65,,,,32.9,
72,6162.8,88.37,29.07,62.0,,30.57
73,6162.95,89.18,29.34,62.0,,30.54
74,6163.1,89.8,29.59,62.0,,30.52
75,6163.25,90.41,29.85,62.0,,30.5
76,6163.25,,,,33.42,
77,6163.4,91.21,30.14,62.0,,30.49
78,6163.55,91.78,30.4,62.0,,30.47
79,6163.7,92.36,30.67,62.0,,30.45
80,6163.85,93.13,30.96,62.0,,30.43
81,6163.85,,,,33.77,
82,6164.0,93.68,31.23,62.0,,30.43
83,6164.15,94.22,31.5,62.0,,30.41
84,6164.3,94.92,31.8,62.0,,30.4
85,6164.45,95.47,32.08,62.0,,30.38
86,6164.45,,,,33.99,
87,6164.6,95.97,32.36,62.0,,30.37
88,6164.75,96.68,32.66,62.0,,30.36
89,6164.9,97.19,32.95,62.0,,30.35
90,6165.05,97.69,33.23,62.0,,30.35
91,6165.05,,,,34.08,
92,6165.201,98.34,33.55,62.0,,30.34
93,6165.35,98.82,33.83,62.0,,30.33
94,6165.5,99.29,34.12,62.0,,30.32
95,6165.65,99.95,34.44,62.0,,30.31
96,6165.65,,,,34.08,
97,6165.8,100.4,34.73,62.0,,30.32
98,6165.95,100.84,35.03,62.0,,30.31
99,6166.1,101.49,35.35,62.0,,30.3
100,6166.25,101.94,35.65,62.0,,30.3
101,6166.322,,,,35.55,
102,6166.4,102.38,35.95,62.0,,30.3
103,6166.55,102.92,36.27,62.0,,30.29
104,6166.7,103.33,36.57,62.0,,30.29
105,6166.85,103.82,36.88,62.0,,30.29
106,6166.85,,,,35.45,
107,6167.0,104.4,37.22,62.0,,30.28
108,6167.15,104.78,37.52,62.0,,30.29
109,6167.298,105.19,37.82,62.0,,30.29
110,6167.449,105.61,38.13,62.0,,30.3
111,6167.449,,,,36.19,
112,6167.6,105.84,38.41,62.0,,30.3
113,6167.75,105.96,38.66,62.0,,30.32
114,6167.898,105.97,38.89,62.0,,30.35
115,6168.048,105.84,39.08,62.0,,30.38
116,6168.048,,,,37.8,
117,6168.198,105.64,39.27,62.0,,30.4
118,6168.356,105.38,39.44,62.0,,30.43
119,6168.508,105.13,39.61,62.0,,30.47
120,6168.656,104.82,39.76,62.0,,30.5
121,6168.656,,,,38.12,
122,6168.807,104.57,39.92,62.0,,30.53
123,6168.956,104.33,40.08,62.0,,30.55
124,6169.107,104.02,40.22,62.0,,30.59
125,6169.256,103.78,40.42,62.0,,30.61
126,6169.256,,,,38.06,
127,6169.406,103.52,40.62,62.0,,30.64
128,6169.556,103.25,40.81,62.0,,30.68
129,6169.707,103.06,41.0,62.0,,30.71
130,6169.858,102.87,41.19,62.0,,30.73
131,6169.858,,,,41.22,
132,6170.006,102.63,41.38,62.0,,30.76
133,6170.156,102.5,41.57,62.0,,30.78
134,6170.308,102.34,41.75,62.0,,30.8
135,6170.456,102.17,41.94,62.0,,30.82
136,6170.456,,,,40.46,
137,6170.606,102.04,42.12,62.0,,30.85
138,6170.756,101.92,42.31,62.0,,30.86
139,6170.907,101.76,42.49,62.0,,30.89
140,6171.056,101.69,42.67,62.0,,30.91
141,6171.056,,,,40.54,
142,6171.207,101.59,42.85,62.0,,30.92
143,6171.358,101.45,43.03,62.0,,30.95
144,6171.506,101.44,43.2,62.0,,30.96
145,6171.656,101.4,43.38,62.0,,30.98
146,6171.656,,,,41.25,
147,6171.806,101.3,43.56,62.0,,31.0
148,6171.957,101.27,43.73,62.0,,31.02
149,6172.106,101.22,43.91,62.0,,31.04
150,6172.256,101.16,44.08,62.0,,31.05
151,6172.256,,,,41.47,
152,6172.406,101.12,44.25,62.0,,31.08
153,6172.556,101.11,44.42,62.0,,31.1
154,6172.706,101.07,44.6,62.0,,31.12
155,6172.856,101.03,44.77,62.0,,31.13
156,6172.856,,,,42.22,
157,6173.007,100.99,44.94,62.0,,31.15
158,6173.156,100.96,45.11,62.0,,31.16
159,6173.306,100.93,45.27,62.0,,31.18
160,6173.456,100.93,45.44,62.0,,31.19
161,6173.456,,,,42.79,
162,6173.607,100.92,45.61,62.0,,31.22
163,6173.756,100.9,45.78,62.0,,31.22
164,6173.906,100.89,45.94,62.0,,31.23
165,6174.056,100.89,46.11,62.0,,31.26
166,6174.15,,,,43.21,
167,6174.209,100.86,46.27,62.0,,31.27
168,6174.356,100.87,46.43,62.0,,31.29
169,6174.507,100.87,46.6,62.0,,31.31
170,6174.656,100.83,46.76,62.0,,31.33
171,6174.656,,,,43.52,
172,6174.806,100.84,46.92,62.0,,31.34
173,6174.956,100.83,47.08,62.0,,31.36
174,6175.106,100.81,47.24,62.0,,31.38
175,6175.256,100.79,47.41,62.0,,31.39
176,6175.265,,,,43.91,
177,6175.406,100.79,47.56,62.0,,31.39
178,6175.556,100.78,47.72,62.0,,31.41
179,6175.706,100.76,47.88,62.0,,31.43
180,6175.856,100.76,48.04,62.0,,31.45
181,6175.856,,,,44.42,
182,6176.006,100.76,48.2,62.0,,31.46
183,6176.156,100.77,48.35,62.0,,31.47
184,6176.307,100.79,48.51,62.0,,31.49
185,6176.456,100.78,48.67,62.0,,31.5
186,6176.456,,,,44.92,
187,6176.606,100.8,48.82,62.0,,31.52
188,6176.756,100.8,48.97,62.0,,31.54
189,6176.908,100.81,49.13,62.0,,31.56
190,6177.056,100.82,49.28,62.0,,31.58
191,6177.056,,,,45.37,
192,6177.207,100.83,49.43,62.0,,31.6
193,6177.388,100.86,49.59,62.0,,31.61
194,6177.537,100.85,49.74,62.0,,31.62
195,6177.686,100.88,49.89,62.0,,31.64
196,6177.686,,,,45.86,
197,6177.837,100.84,50.04,62.0,,31.65
198,6177.986,100.86,50.19,62.0,,31.67
199,6178.138,100.87,50.34,62.0,,31.69
200,6178.286,100.89,50.49,62.0,,31.71
201,6178.286,,,,46.22,
202,6178.437,100.9,50.64,62.0,,31.72
203,6178.587,100.89,50.79,62.0,,31.73
204,6178.737,100.95,50.94,62.0,,31.76
205,6178.886,100.97,51.08,62.0,,31.77
206,6178.886,,,,46.81,
207,6179.036,100.97,51.23,62.0,,31.79
208,6179.186,100.94,51.38,62.0,,31.8
209,6179.337,100.95,51.52,62.0,,31.82
210,6179.486,100.97,51.67,62.0,,31.84
211,6179.486,,,,47.21,
212,6179.637,100.99,51.81,62.0,,31.86
213,6179.787,100.96,51.96,62.0,,31.87
