,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,49218916.0,27.16,24.0,62.0,,28.09
1,49218.938,,,,17.07,
2,49219048.0,27.2,24.0,62.0,,28.09
3,49219192.0,27.49,24.0,62.0,,28.09
4,49219343.0,28.16,24.0,62.0,,28.06
5,49219492.0,29.17,24.0,62.0,,28.04
6,49219642.0,30.79,24.0,62.0,,27.99
7,49219792.0,32.13,24.0,62.0,,27.94
8,49219942.0,33.48,24.0,62.0,,27.89
9,49220095.0,35.31,24.0,62.0,,27.81
10,49220.193,,,,17.08,
11,49220244.0,36.76,24.0,62.0,,27.75
12,49220399.0,38.13,24.0,62.0,,27.69
13,49220544.0,39.55,24.0,62.0,,27.62
14,49220699.0,40.95,24.0,62.0,,27.55
15,49220.742,,,,17.1,
16,49220877.0,42.29,24.0,62.0,,27.49
17,49221025.0,44.12,24.0,62.0,,27.39
18,49221175.0,45.55,24.0,62.0,,27.33
19,49221326.0,47.22,24.0,62.0,,27.23
20,49221.393,,,,17.11,
21,49221476.0,48.43,24.0,62.0,,27.17
22,49221626.0,49.63,24.0,62.0,,27.11
23,49221776.0,51.16,24.0,62.0,,27.03
24,49221926.0,52.31,24.0,62.0,,26.98
25,49221.991,,,,17.19,
26,49222076.0,53.42,24.0,62.0,,26.91
27,49222229.0,54.93,24.0,62.0,,26.83
28,49222378.0,56.01,24.0,62.0,,26.77
29,49222528.0,57.07,24.0,62.0,,26.71
30,49222.591,,,,17.36,
31,49222681.0,58.46,24.0,62.0,,26.64
32,49222830.0,59.5,24.0,62.0,,26.59
33,49222980.0,60.52,24.0,62.0,,26.54
34,49223131.0,61.84,24.0,62.0,,26.46
35,49223.131,,,,17.47,
36,49223280.0,62.8,24.0,62.0,,26.41
37,49223430.0,63.78,24.0,62.0,,26.36
38,49223581.0,65.05,24.0,62.0,,26.3
39,49223730.0,65.99,24.0,62.0,,26.25
40,49223.73,,,,17.82,
41,49223880.0,66.91,24.11,62.0,,26.21
42,49224033.0,68.11,24.26,62.0,,26.15
43,49224182.0,68.98,24.41,62.0,,26.11
44,49224332.0,69.85,24.56,62.0,,26.07
45,49224.332,,,,18.48,
46,49224483.0,70.97,24.73,62.0,,26.02
47,49224632.0,71.81,24.89,62.0,,25.97
48,49224782.0,72.64,25.06,62.0,,25.93
49,49224933.0,73.71,25.25,62.0,,25.88
50,49224.933,,,,19.75,
51,49225082.0,74.5,25.42,62.0,,25.84
52,49225232.0,75.27,25.61,62.0,,25.8
53,49225383.0,76.27,25.81,62.0,,25.76
54,49225532.0,77.01,26.0,62.0,,25.73
55,49225.532,,,,21.03,
56,49225682.0,77.75,26.2,62.0,,25.69
57,49225834.0,78.71,26.42,62.0,,25.65
58,49225983.0,79.43,26.63,62.0,,25.62
59,49226133.0,80.13,26.84,62.0,,25.59
60,49226.133,,,,21.5,
61,49226285.0,81.07,27.07,62.0,,25.54
62,49226434.0,81.76,27.29,62.0,,25.52
63,49226584.0,82.41,27.51,62.0,,25.49
64,49226735.0,83.29,27.75,62.0,,25.46
65,49226.735,,,,23.4,
66,49226884.0,83.94,27.98,62.0,,25.43
67,49227034.0,84.6,28.22,62.0,,25.41
68,49227185.0,85.19,28.45,62.0,,25.39
69,49227334.0,86.05,28.71,62.0,,25.36
70,49227.334,,,,24.83,
71,49227484.0,86.66,28.95,62.0,,25.34
72,49227634.0,87.26,29.2,62.0,,25.33
73,49227784.0,88.06,29.46,62.0,,25.3
74,49227934.0,88.62,29.71,62.0,,25.29
75,49227.934,,,,25.36,
76,49228084.0,89.18,29.96,62.0,,25.27
77,49228234.0,89.94,30.24,62.0,,25.24
78,49228384.0,90.49,30.5,62.0,,25.22
79,49228534.0,91.04,30.76,62.0,,25.18
80,49228.534,,,,25.77,
81,49228684.0,91.75,31.04,62.0,,25.16
82,49228834.0,92.28,31.31,62.0,,25.14
83,49228984.0,92.8,31.57,62.0,,25.13
84,49229134.0,93.48,31.86,62.0,,25.11
85,49229.134,,,,26.27,
86,49229284.0,93.96,32.13,62.0,,25.09
87,49229434.0,94.49,32.41,62.0,,25.07
88,49229584.0,95.15,32.7,62.0,,25.05
89,49229734.0,95.61,32.98,62.0,,25.04
90,49229.734,,,,26.89,
91,49229884.0,96.07,33.25,62.0,,25.03
92,49230036.0,96.69,33.56,62.0,,25.01
93,49230185.0,97.13,33.83,62.0,,24.99
94,49230335.0,97.59,34.12,62.0,,24.98
95,49230.335,,,,28.04,
96,49230487.0,98.17,34.42,62.0,,24.96
97,49230636.0,98.6,34.7,62.0,,24.95
98,49230786.0,99.02,34.99,62.0,,24.94
99,49230937.0,99.6,35.3,62.0,,24.94
100,49230.937,,,,29.3,
101,49231086.0,100.02,35.59,62.0,,24.92
