,timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,482.106,38.3,38.13,55.0,,38.4
1,482.256,38.31,38.13,55.0,,38.39
2,482.406,38.45,38.14,55.0,,38.38
3,482.406,,,,28.72,
4,482.556,38.9,38.19,55.0,,38.33
5,482.706,39.72,38.32,55.0,,38.27
6,482.857,40.88,38.54,55.0,,38.18
7,483.006,42.17,38.87,55.0,,38.09
8,483.006,,,,28.86,
9,483.156,43.6,39.3,55.0,,37.98
10,483.306,45.08,39.82,55.0,,37.89
11,483.456,46.66,40.43,55.0,,37.79
12,483.606,48.52,41.14,55.0,,37.67
13,483.606,,,,29.18,
14,483.756,50.08,41.89,55.0,,37.59
15,483.906,51.7,42.7,55.0,,37.5
16,484.056,53.29,43.55,55.0,,37.41
17,484.206,54.87,44.43,55.0,,37.33
18,484.206,,,,29.41,
19,484.356,56.45,45.36,55.0,,37.26
20,484.506,58.28,46.31,55.0,,37.16
21,484.656,59.84,47.28,55.0,,37.09
22,484.809,61.36,48.26,55.0,,37.02
23,484.809,,,,29.7,
24,484.956,62.85,49.25,55.0,,36.95
25,485.106,64.37,50.25,55.0,,36.89
26,485.261,65.81,51.26,55.0,,36.83
27,485.261,,,,30.0,
28,485.411,67.57,52.28,55.0,,36.76
29,485.561,68.86,53.28,55.0,,36.71
30,485.713,69.88,54.25,55.0,,36.7
31,485.861,70.36,55.13,55.0,,36.77
32,485.861,,,,30.29,
33,486.012,70.38,55.89,55.0,,36.92
34,486.164,69.92,56.48,55.0,,37.17
35,486.305,69.28,56.93,55.0,,37.42
36,486.456,68.49,57.23,55.0,,37.68
37,486.456,,,,30.57,
38,486.605,67.62,57.4,55.0,,37.96
39,486.755,66.75,57.46,55.0,,38.21
40,486.905,65.89,57.44,55.0,,38.43
41,487.055,64.91,57.34,55.0,,38.64
42,487.055,,,,30.82,
43,487.207,64.12,57.2,55.0,,38.83
44,487.356,63.42,57.02,55.0,,38.96
45,487.504,62.76,56.82,55.0,,39.05
46,487.656,62.19,56.61,55.0,,39.12
47,487.717,,,,31.13,
48,487.805,61.6,56.4,55.0,,39.18
49,487.955,61.18,56.2,55.0,,39.22
50,488.105,60.79,56.01,55.0,,39.24
51,488.254,60.46,55.83,55.0,,39.25
52,488.406,60.15,55.66,55.0,,39.25
53,488.406,,,,31.71,
54,488.556,59.88,55.51,55.0,,39.25
55,488.704,59.58,55.37,55.0,,39.24
56,488.856,59.36,55.25,55.0,,39.23
57,489.004,59.16,55.14,55.0,,39.21
58,489.004,,,,32.56,
59,489.155,58.97,55.04,55.0,,39.2
60,489.304,58.8,54.95,55.0,,39.18
61,489.455,58.66,54.88,55.0,,39.15
62,489.606,58.49,54.81,55.0,,39.14
63,489.606,,,,33.66,
64,489.755,58.35,54.75,55.0,,39.11
65,489.906,58.23,54.69,55.0,,39.08
66,490.055,58.12,54.65,55.0,,39.06
67,490.205,58.0,54.61,55.0,,39.05
68,490.22,,,,35.75,
69,490.355,57.89,54.57,55.0,,39.04
70,490.504,57.77,54.54,55.0,,39.01
71,490.654,57.68,54.51,55.0,,39.01
72,490.805,57.57,54.48,55.0,,38.98
73,490.805,,,,36.82,
74,490.955,57.48,54.46,55.0,,38.97
75,491.106,57.4,54.44,55.0,,38.94
76,491.255,57.3,54.42,55.0,,38.91
77,491.404,57.26,54.41,55.0,,38.9
78,491.404,,,,38.11,
79,491.554,57.18,54.39,55.0,,38.88
