DATAQ:  | liquid = 20.95 | stg1htsnk = 21.69 |
DATAQ:  | liquid = 20.78 | stg1htsnk = 21.61 |
DATAQ:  | liquid = 20.72 | stg1htsnk = 21.62 |
DATAQ:  | liquid = 22.74 | stg1htsnk = 24.36 |
DATAQ:  | liquid = 27.75 | stg1htsnk = 28.65 |
DATAQ:  | liquid = 24.66 | stg1htsnk = 26.14 |
DATAQ:  | liquid = 23.36 | stg1htsnk = 24.5 |
DATAQ:  | liquid = 34.25 | stg1htsnk = 35.02 |
DATAQ:  | liquid = 29.07 | stg1htsnk = 31.88 |
DATAQ:  | liquid = 34.24 | stg1htsnk = 35.69 |
DATAQ:  | liquid = -9.74 | stg1htsnk = 36.66 |
DATAQ:  | liquid = 35.6 | stg1htsnk = 36.33 |
DATAQ:  | liquid = 35.56 | stg1htsnk = 36.52 |
DATAQ:  | liquid = 36.1 | stg1htsnk = 36.33 |
DATAQ:  | liquid = 35.95 | stg1htsnk = 36.24 |
DATAQ:  | liquid = 35.89 | stg1htsnk = 35.9 |
DATAQ:  | liquid = 35.89 | stg1htsnk = 35.84 |
DATAQ:  | liquid = 35.28 | stg1htsnk = 35.37 |
DATAQ:  | liquid = 35.55 | stg1htsnk = 35.66 |
DATAQ:  | liquid = -110.37 | stg1htsnk = 35.37 |
DATAQ:  | liquid = 34.54 | stg1htsnk = 35.7 |
DATAQ:  | liquid = 34.61 | stg1htsnk = 35.65 |
DATAQ:  | liquid = 34.71 | stg1htsnk = 35.56 |
DATAQ:  | liquid = 34.85 | stg1htsnk = 35.48 |
DATAQ:  | liquid = 34.99 | stg1htsnk = 35.45 |
DATAQ:  | liquid = 34.9 | stg1htsnk = 35.36 |
DATAQ:  | liquid = 34.89 | stg1htsnk = 35.26 |
DATAQ:  | liquid = 34.88 | stg1htsnk = 35.27 |
DATAQ:  | liquid = 34.78 | stg1htsnk = 35.3 |
DATAQ:  | liquid = 34.74 | stg1htsnk = 35.18 |
DATAQ:  | liquid = 34.72 | stg1htsnk = 35.21 |
DATAQ:  | liquid = 34.58 | stg1htsnk = 35.12 |
DATAQ:  | liquid = 34.51 | stg1htsnk = 35.05 |
DATAQ:  | liquid = 34.43 | stg1htsnk = 34.95 |
DATAQ:  | liquid = 34.58 | stg1htsnk = 34.9 |
DATAQ:  | liquid = 34.49 | stg1htsnk = 34.84 |
