timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
3698.941,33.19,24.0,62.0,,32.93,100.0,,,,,,50.0,,,,,,,,,,,,,,,
3698.941,33.19,24.0,62.0,,32.93,100.0,,,,,,50.0,,,,,,,,,,,,,,,
3698.941,33.19,24.0,62.0,,32.93,100.0,,,,,,50.0,,,,,,,,,,,,,,,
3698.941,33.19,24.0,62.0,,32.93,100.0,,,,,,50.0,,,,,,,,,,,,,,,
3698.941,33.19,24.0,62.0,,32.93,100.0,,,,,,50.0,,,,,,,,,,,,,,,
3698.941,33.19,24.0,62.0,,32.93,100.0,,,,,,50.0,,,,,,,,,,,,,,,
3699.087,33.19,24.0,62.0,,32.94,100.0,,,,,,200.0,,,,,,,,,,,,,,,
3699.087,33.19,24.0,62.0,,32.94,100.0,,,,,,200.0,,,,,,,,,,,,,,,
3699.087,33.19,24.0,62.0,,32.94,100.0,,,,,,200.0,,,,,,,,,,,,,,,
3699.087,33.19,24.0,62.0,,32.94,100.0,,,,,,200.0,,,,,,,,,,,,,,,
3699.087,33.19,24.0,62.0,,32.94,100.0,,,,,,200.0,,,,,,,,,,,,,,,
3699.087,33.19,24.0,62.0,,32.94,100.0,,,,,,200.0,,,,,,,,,,,,,,,
3699.152,,,,27.27,,,,,,,,,,,,,,,,,,,,,,,
3699.237,33.23,24.0,62.0,,32.92,100.0,,,,,,350.0,,,,,,,,,,,,,,,
3699.237,33.23,24.0,62.0,,32.92,100.0,,,,,,350.0,,,,,,,,,,,,,,,
3699.237,33.23,24.0,62.0,,32.92,100.0,,,,,,350.0,,,,,,,,,,,,,,,
3699.237,33.23,24.0,62.0,,32.92,100.0,,,,,,350.0,,,,,,,,,,,,,,,
3699.237,33.23,24.0,62.0,,32.92,100.0,,,,,,350.0,,,,,,,,,,,,,,,
3699.237,33.23,24.0,62.0,,32.92,100.0,,,,,,350.0,,,,,,,,,,,,,,,
3699.388,33.42,24.0,62.0,,32.91,100.0,,,,,,500.0,,,,,,,,,,,,,,,
3699.388,33.42,24.0,62.0,,32.91,100.0,,,,,,500.0,,,,,,,,,,,,,,,
3699.388,33.42,24.0,62.0,,32.91,100.0,,,,,,500.0,,,,,,,,,,,,,,,
3699.388,33.42,24.0,62.0,,32.91,100.0,,,,,,500.0,,,,,,,,,,,,,,,
3699.388,33.42,24.0,62.0,,32.91,100.0,,,,,,500.0,,,,,,,,,,,,,,,
3699.388,33.42,24.0,62.0,,32.91,100.0,,,,,,500.0,,,,,,,,,,,,,,,
3699.542,33.92,24.0,62.0,,32.88,100.0,,,,,,650.0,,,,,,,,,,,,,,,
3699.542,33.92,24.0,62.0,,32.88,100.0,,,,,,650.0,,,,,,,,,,,,,,,
3699.542,33.92,24.0,62.0,,32.88,100.0,,,,,,650.0,,,,,,,,,,,,,,,
3699.542,33.92,24.0,62.0,,32.88,100.0,,,,,,650.0,,,,,,,,,,,,,,,
3699.542,33.92,24.0,62.0,,32.88,100.0,,,,,,650.0,,,,,,,,,,,,,,,
