timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
73.148,28.87,24.0,0.0,62.0,,29.49,100.0,,,,,,100.0,,,,,,,,,,,,,,,
73.148,28.87,24.0,0.0,62.0,,29.49,100.0,,,,,,100.0,,,,,,,,,,,,,,,
73.148,28.87,24.0,0.0,62.0,,29.49,100.0,,,,,,100.0,,,,,,,,,,,,,,,
73.148,28.87,24.0,0.0,62.0,,29.49,100.0,,,,,,100.0,,,,,,,,,,,,,,,
73.148,28.87,24.0,0.0,62.0,,29.49,100.0,,,,,,100.0,,,,,,,,,,,,,,,
73.148,28.87,24.0,0.0,62.0,,29.49,100.0,,,,,,100.0,,,,,,,,,,,,,,,
73.148,28.87,24.0,0.0,62.0,,29.49,100.0,,,,,,100.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
73.298,28.87,24.0,0.0,62.0,23.35,29.49,100.0,,,,,,250.0,,,,,,,,,,,,,,,
