timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
49218.916,27.16,24.0,62.0,,28.09,100.0,,,,,,100.0,,,,,,,,,,,,,,,
49218.916,27.16,24.0,62.0,,28.09,100.0,,,,,,100.0,,,,,,,,,,,,,,,
49218.916,27.16,24.0,62.0,,28.09,100.0,,,,,,100.0,,,,,,,,,,,,,,,
49218.916,27.16,24.0,62.0,,28.09,100.0,,,,,,100.0,,,,,,,,,,,,,,,
49218.916,27.16,24.0,62.0,,28.09,100.0,,,,,,100.0,,,,,,,,,,,,,,,
49218.916,27.16,24.0,62.0,,28.09,100.0,,,,,,100.0,,,,,,,,,,,,,,,
49218.938,,,,17.07,,,,,,,,,,,,,,,,,,,,,,,
49219.048,27.2,24.0,62.0,,28.09,100.0,,,,,,250.0,,,,,,,,,,,,,,,
49219.048,27.2,24.0,62.0,,28.09,100.0,,,,,,250.0,,,,,,,,,,,,,,,
49219.048,27.2,24.0,62.0,,28.09,100.0,,,,,,250.0,,,,,,,,,,,,,,,
49219.048,27.2,24.0,62.0,,28.09,100.0,,,,,,250.0,,,,,,,,,,,,,,,
49219.048,27.2,24.0,62.0,,28.09,100.0,,,,,,250.0,,,,,,,,,,,,,,,
49219.048,27.2,24.0,62.0,,28.09,100.0,,,,,,250.0,,,,,,,,,,,,,,,
49219.192,27.49,24.0,62.0,,28.09,100.0,,,,,,400.0,,,,,,,,,,,,,,,
49219.192,27.49,24.0,62.0,,28.09,100.0,,,,,,400.0,,,,,,,,,,,,,,,
49219.192,27.49,24.0,62.0,,28.09,100.0,,,,,,400.0,,,,,,,,,,,,,,,
49219.192,27.49,24.0,62.0,,28.09,100.0,,,,,,400.0,,,,,,,,,,,,,,,
49219.192,27.49,24.0,62.0,,28.09,100.0,,,,,,400.0,,,,,,,,,,,,,,,
49219.192,27.49,24.0,62.0,,28.09,100.0,,,,,,400.0,,,,,,,,,,,,,,,
49219.343,28.16,24.0,62.0,,28.06,100.0,,,,,,550.0,,,,,,,,,,,,,,,
49219.343,28.16,24.0,62.0,,28.06,100.0,,,,,,550.0,,,,,,,,,,,,,,,
49219.343,28.16,24.0,62.0,,28.06,100.0,,,,,,550.0,,,,,,,,,,,,,,,
49219.343,28.16,24.0,62.0,,28.06,100.0,,,,,,550.0,,,,,,,,,,,,,,,
49219.343,28.16,24.0,62.0,,28.06,100.0,,,,,,550.0,,,,,,,,,,,,,,,
49219.343,28.16,24.0,62.0,,28.06,100.0,,,,,,550.0,,,,,,,,,,,,,,,
49219.492,29.17,24.0,62.0,,28.04,100.0,,,,,,700.0,,,,,,,,,,,,,,,
49219.492,29.17,24.0,62.0,,28.04,100.0,,,,,,700.0,,,,,,,,,,,,,,,
49219.492,29.17,24.0,62.0,,28.04,100.0,,,,,,700.0,,,,,,,,,,,,,,,
49219.492,29.17,24.0,62.0,,28.04,100.0,,,,,,700.0,,,,,,,,,,,,,,,
49219.492,29.17,24.0,62.0,,28.04,100.0,,,,,,700.0,,,,,,,,,,,,,,,
49219.492,29.17,24.0,62.0,,28.04,100.0,,,,,,700.0,,,,,,,,,,,,,,,
49219.593,,,,17.09,,,,,,,,,,,,,,,,,,,,,,,
49219.642,30.79,24.0,62.0,,27.99,100.0,,,,,,850.0,,,,,,,,,,,,,,,
49219.642,30.79,24.0,62.0,,27.99,100.0,,,,,,850.0,,,,,,,,,,,,,,,
49219.642,30.79,24.0,62.0,,27.99,100.0,,,,,,850.0,,,,,,,,,,,,,,,
49219.642,30.79,24.0,62.0,,27.99,100.0,,,,,,850.0,,,,,,,,,,,,,,,
49219.642,30.79,24.0,62.0,,27.99,100.0,,,,,,850.0,,,,,,,,,,,,,,,
49219.642,30.79,24.0,62.0,,27.99,100.0,,,,,,850.0,,,,,,,,,,,,,,,
49219.792,32.13,24.0,62.0,,27.94,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
49219.792,32.13,24.0,62.0,,27.94,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
49219.792,32.13,24.0,62.0,,27.94,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
49219.792,32.13,24.0,62.0,,27.94,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
49219.792,32.13,24.0,62.0,,27.94,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
49219.792,32.13,24.0,62.0,,27.94,100.0,,,,,,1000.0,,,,,,,,,,,,,,,
49219.942,33.48,24.0,62.0,,27.89,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
49219.942,33.48,24.0,62.0,,27.89,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
49219.942,33.48,24.0,62.0,,27.89,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
49219.942,33.48,24.0,62.0,,27.89,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
49219.942,33.48,24.0,62.0,,27.89,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
49219.942,33.48,24.0,62.0,,27.89,100.0,,,,,,1150.0,,,,,,,,,,,,,,,
49220.095,35.31,24.0,62.0,,27.81,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
49220.095,35.31,24.0,62.0,,27.81,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
49220.095,35.31,24.0,62.0,,27.81,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
49220.095,35.31,24.0,62.0,,27.81,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
49220.095,35.31,24.0,62.0,,27.81,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
49220.095,35.31,24.0,62.0,,27.81,100.0,,,,,,1300.0,,,,,,,,,,,,,,,
49220.193,,,,17.08,,,,,,,,,,,,,,,,,,,,,,,
49220.244,36.76,24.0,62.0,,27.75,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
49220.244,36.76,24.0,62.0,,27.75,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
49220.244,36.76,24.0,62.0,,27.75,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
49220.244,36.76,24.0,62.0,,27.75,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
49220.244,36.76,24.0,62.0,,27.75,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
49220.244,36.76,24.0,62.0,,27.75,100.0,,,,,,1450.0,,,,,,,,,,,,,,,
49220.399,38.13,24.0,62.0,,27.69,100.0,,,,,,1600.0,,,,,,,,,,,,,,,
