timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output
1460.577,29.01,24,50,62,,29.65,100
1460.577,29.01,24,50,62,,29.65,100
1460.577,29.01,24,50,62,,29.65,100
1460.577,29.01,24,50,62,,29.65,100
1460.577,29.01,24,50,62,,29.65,100
1460.577,29.01,24,50,62,,29.65,100
1460.577,29.01,24,50,62,,29.65,100
1460.707,29.03,24,50,62,,29.64,100
1460.707,29.03,24,50,62,,29.64,100
1460.707,29.03,24,50,62,,29.64,100
1460.707,29.03,24,50,62,,29.64,100
1460.707,29.03,24,50,62,,29.64,100
1460.707,29.03,24,50,62,,29.64,100
1460.707,29.03,24,50,62,,29.64,100
1460.853,29.17,24,50,62,,29.63,100
1460.853,29.17,24,50,62,,29.63,100
1460.853,29.17,24,50,62,,29.63,100
1460.853,29.17,24,50,62,,29.63,100
1460.853,29.17,24,50,62,,29.63,100
1460.853,29.17,24,50,62,,29.63,100
1460.853,29.17,24,50,62,,29.63,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.003,29.52,24,50,62,24.66,29.61,100
1461.157,30.32,24,50,62,,29.56,100
1461.157,30.32,24,50,62,,29.56,100
1461.157,30.32,24,50,62,,29.56,100
1461.157,30.32,24,50,62,,29.56,100
1461.157,30.32,24,50,62,,29.56,100
1461.157,30.32,24,50,62,,29.56,100
1461.157,30.32,24,50,62,,29.56,100
1461.303,31.12,24,50,62,,29.51,100
1461.303,31.12,24,50,62,,29.51,100
1461.303,31.12,24,50,62,,29.51,100
1461.303,31.12,24,50,62,,29.51,100
1461.303,31.12,24,50,62,,29.51,100
1461.303,31.12,24,50,62,,29.51,100
1461.303,31.12,24,50,62,,29.51,100
1461.452,32.04,24,50,62,,29.46,100
1461.452,32.04,24,50,62,,29.46,100
1461.452,32.04,24,50,62,,29.46,100
1461.452,32.04,24,50,62,,29.46,100
1461.452,32.04,24,50,62,,29.46,100
1461.452,32.04,24,50,62,,29.46,100
1461.452,32.04,24,50,62,,29.46,100
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.559,,,,,,,
1461.605,33.04,24,50,62,24.61,29.4,100
1461.605,33.04,24,50,62,24.61,29.4,100
1461.605,33.04,24,50,62,24.61,29.4,100
1461.605,33.04,24,50,62,24.61,29.4,100
1461.605,33.04,24,50,62,24.61,29.4,100
