timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Ramp Set TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
12451.873,31.76,24.0,62.0,19.11,31.88,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
12451.873,31.76,24.0,62.0,19.11,31.88,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
12451.873,31.76,24.0,62.0,19.11,31.88,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
12451.873,31.76,24.0,62.0,19.11,31.88,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
12451.873,31.76,24.0,62.0,19.11,31.88,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
12451.873,31.76,24.0,62.0,19.11,31.88,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
12451.873,31.76,24.0,62.0,19.11,31.88,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
12451.998,31.75,24.0,62.0,,31.88,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
12451.998,31.75,24.0,62.0,,31.88,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
12451.998,31.75,24.0,62.0,,31.88,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
12451.998,31.75,24.0,62.0,,31.88,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
12451.998,31.75,24.0,62.0,,31.88,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
12451.998,31.75,24.0,62.0,,31.88,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
12452.148,31.75,24.0,62.0,,31.87,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
12452.148,31.75,24.0,62.0,,31.87,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
12452.148,31.75,24.0,62.0,,31.87,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
12452.148,31.75,24.0,62.0,,31.87,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
12452.148,31.75,24.0,62.0,,31.87,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
12452.148,31.75,24.0,62.0,,31.87,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
12452.298,31.96,24.0,62.0,,31.86,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
12452.298,31.96,24.0,62.0,,31.86,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
12452.298,31.96,24.0,62.0,,31.86,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
12452.298,31.96,24.0,62.0,,31.86,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
12452.298,31.96,24.0,62.0,,31.86,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
12452.298,31.96,24.0,62.0,,31.86,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
12452.448,32.41,24.0,62.0,19.34,31.84,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
12452.448,32.41,24.0,62.0,19.34,31.84,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
12452.448,32.41,24.0,62.0,19.34,31.84,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
