timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
1515.767,30.25,24.0,62.0,,31.03,100.0,,,,,,100.0,,,,,,,,,,,,,,,
1515.767,30.25,24.0,62.0,,31.03,100.0,,,,,,100.0,,,,,,,,,,,,,,,
1515.767,30.25,24.0,62.0,,31.03,100.0,,,,,,100.0,,,,,,,,,,,,,,,
1515.767,30.25,24.0,62.0,,31.03,100.0,,,,,,100.0,,,,,,,,,,,,,,,
1515.767,30.25,24.0,62.0,,31.03,100.0,,,,,,100.0,,,,,,,,,,,,,,,
1515.767,30.25,24.0,62.0,,31.03,100.0,,,,,,100.0,,,,,,,,,,,,,,,
1515.915,30.23,24.0,62.0,,31.03,100.0,,,,,,250.0,,,,,,,,,,,,,,,
1515.915,30.23,24.0,62.0,,31.03,100.0,,,,,,250.0,,,,,,,,,,,,,,,
1515.915,30.23,24.0,62.0,,31.03,100.0,,,,,,250.0,,,,,,,,,,,,,,,
1515.915,30.23,24.0,62.0,,31.03,100.0,,,,,,250.0,,,,,,,,,,,,,,,
1515.915,30.23,24.0,62.0,,31.03,100.0,,,,,,250.0,,,,,,,,,,,,,,,
1515.915,30.23,24.0,62.0,,31.03,100.0,,,,,,250.0,,,,,,,,,,,,,,,
1516.065,30.38,24.0,62.0,,31.03,100.0,,,,,,400.0,,,,,,,,,,,,,,,
1516.065,30.38,24.0,62.0,,31.03,100.0,,,,,,400.0,,,,,,,,,,,,,,,
1516.065,30.38,24.0,62.0,,31.03,100.0,,,,,,400.0,,,,,,,,,,,,,,,
1516.065,30.38,24.0,62.0,,31.03,100.0,,,,,,400.0,,,,,,,,,,,,,,,
