timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Ramp Set TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
6154.105,32.89,24.0,62.0,,33.24,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
6154.105,32.89,24.0,62.0,,33.24,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
6154.105,32.89,24.0,62.0,,33.24,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
6154.105,32.89,24.0,62.0,,33.24,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
6154.105,32.89,24.0,62.0,,33.24,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
6154.105,32.89,24.0,62.0,,33.24,50.0,,,,,,,0.0,,,,,,,,,,,,,,,
6154.248,32.89,24.0,62.0,,33.24,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
6154.248,32.89,24.0,62.0,,33.24,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
6154.248,32.89,24.0,62.0,,33.24,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
6154.248,32.89,24.0,62.0,,33.24,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
6154.248,32.89,24.0,62.0,,33.24,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
6154.248,32.89,24.0,62.0,,33.24,100.0,,,,,,,150.0,,,,,,,,,,,,,,,
6154.398,32.91,24.0,62.0,28.01,33.23,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
6154.398,32.91,24.0,62.0,28.01,33.23,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
6154.398,32.91,24.0,62.0,28.01,33.23,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
6154.398,32.91,24.0,62.0,28.01,33.23,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
6154.398,32.91,24.0,62.0,28.01,33.23,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
6154.398,32.91,24.0,62.0,28.01,33.23,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
6154.398,32.91,24.0,62.0,28.01,33.23,100.0,,,,,,,300.0,,,,,,,,,,,,,,,
6154.548,33.02,24.0,62.0,,33.22,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
6154.548,33.02,24.0,62.0,,33.22,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
6154.548,33.02,24.0,62.0,,33.22,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
6154.548,33.02,24.0,62.0,,33.22,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
6154.548,33.02,24.0,62.0,,33.22,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
6154.548,33.02,24.0,62.0,,33.22,100.0,,,,,,,450.0,,,,,,,,,,,,,,,
6154.698,33.33,24.0,62.0,,33.19,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
6154.698,33.33,24.0,62.0,,33.19,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
6154.698,33.33,24.0,62.0,,33.19,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
6154.698,33.33,24.0,62.0,,33.19,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
6154.698,33.33,24.0,62.0,,33.19,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
6154.698,33.33,24.0,62.0,,33.19,100.0,,,,,,,600.0,,,,,,,,,,,,,,,
6154.848,34.09,24.0,62.0,,33.14,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
6154.848,34.09,24.0,62.0,,33.14,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
6154.848,34.09,24.0,62.0,,33.14,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
6154.848,34.09,24.0,62.0,,33.14,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
6154.848,34.09,24.0,62.0,,33.14,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
6154.848,34.09,24.0,62.0,,33.14,100.0,,,,,,,750.0,,,,,,,,,,,,,,,
6154.998,34.87,24.0,62.0,27.99,33.09,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
6154.998,34.87,24.0,62.0,27.99,33.09,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
6154.998,34.87,24.0,62.0,27.99,33.09,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
6154.998,34.87,24.0,62.0,27.99,33.09,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
6154.998,34.87,24.0,62.0,27.99,33.09,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
6154.998,34.87,24.0,62.0,27.99,33.09,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
6154.998,34.87,24.0,62.0,27.99,33.09,100.0,,,,,,,900.0,,,,,,,,,,,,,,,
6155.148,35.8,24.0,62.0,,33.03,100.0,,,,,,,1050.0,,,,,,,,,,,,,,,
6155.148,35.8,24.0,62.0,,33.03,100.0,,,,,,,1050.0,,,,,,,,,,,,,,,
6155.148,35.8,24.0,62.0,,33.03,100.0,,,,,,,1050.0,,,,,,,,,,,,,,,
6155.148,35.8,24.0,62.0,,33.03,100.0,,,,,,,1050.0,,,,,,,,,,,,,,,
6155.148,35.8,24.0,62.0,,33.03,100.0,,,,,,,1050.0,,,,,,,,,,,,,,,
6155.148,35.8,24.0,62.0,,33.03,100.0,,,,,,,1050.0,,,,,,,,,,,,,,,
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.221,,,,,,,,,,,,,,,,194.0,9000.0,1990.0,64.0,133.0,130.0,394.0,461.0,36.0,9000.0,0.3299492385786802,39.22,39.22
6155.298,37.18,24.0,62.0,,32.94,100.0,,,,,,,1200.0,,,,,,,,,,,,,,,
6155.298,37.18,24.0,62.0,,32.94,100.0,,,,,,,1200.0,,,,,,,,,,,,,,,
6155.298,37.18,24.0,62.0,,32.94,100.0,,,,,,,1200.0,,,,,,,,,,,,,,,
6155.298,37.18,24.0,62.0,,32.94,100.0,,,,,,,1200.0,,,,,,,,,,,,,,,
6155.298,37.18,24.0,62.0,,32.94,100.0,,,,,,,1200.0,,,,,,,,,,,,,,,
6155.298,37.18,24.0,62.0,,32.94,100.0,,,,,,,1200.0,,,,,,,,,,,,,,,
6155.448,38.31,24.0,62.0,,32.88,100.0,,,,,,,1350.0,,,,,,,,,,,,,,,
6155.448,38.31,24.0,62.0,,32.88,100.0,,,,,,,1350.0,,,,,,,,,,,,,,,
6155.448,38.31,24.0,62.0,,32.88,100.0,,,,,,,1350.0,,,,,,,,,,,,,,,
6155.448,38.31,24.0,62.0,,32.88,100.0,,,,,,,1350.0,,,,,,,,,,,,,,,
6155.448,38.31,24.0,62.0,,32.88,100.0,,,,,,,1350.0,,,,,,,,,,,,,,,
6155.448,38.31,24.0,62.0,,32.88,100.0,,,,,,,1350.0,,,,,,,,,,,,,,,
6155.598,39.48,24.0,62.0,28.07,32.81,100.0,,,,,,,1500.0,,,,,,,,,,,,,,,
6155.598,39.48,24.0,62.0,28.07,32.81,100.0,,,,,,,1500.0,,,,,,,,,,,,,,,
6155.598,39.48,24.0,62.0,28.07,32.81,100.0,,,,,,,1500.0,,,,,,,,,,,,,,,
6155.598,39.48,24.0,62.0,28.07,32.81,100.0,,,,,,,1500.0,,,,,,,,,,,,,,,
6155.598,39.48,24.0,62.0,28.07,32.81,100.0,,,,,,,1500.0,,,,,,,,,,,,,,,
6155.598,39.48,24.0,62.0,28.07,32.81,100.0,,,,,,,1500.0,,,,,,,,,,,,,,,
6155.598,39.48,24.0,62.0,28.07,32.81,100.0,,,,,,,1500.0,,,,,,,,,,,,,,,
6155.748,41.07,24.0,62.0,,32.73,100.0,,,,,,,1650.0,,,,,,,,,,,,,,,
6155.748,41.07,24.0,62.0,,32.73,100.0,,,,,,,1650.0,,,,,,,,,,,,,,,
6155.748,41.07,24.0,62.0,,32.73,100.0,,,,,,,1650.0,,,,,,,,,,,,,,,
6155.748,41.07,24.0,62.0,,32.73,100.0,,,,,,,1650.0,,,,,,,,,,,,,,,
6155.748,41.07,24.0,62.0,,32.73,100.0,,,,,,,1650.0,,,,,,,,,,,,,,,
6155.748,41.07,24.0,62.0,,32.73,100.0,,,,,,,1650.0,,,,,,,,,,,,,,,
6155.898,42.29,24.0,62.0,,32.66,100.0,,,,,,,1800.0,,,,,,,,,,,,,,,
6155.898,42.29,24.0,62.0,,32.66,100.0,,,,,,,1800.0,,,,,,,,,,,,,,,
6155.898,42.29,24.0,62.0,,32.66,100.0,,,,,,,1800.0,,,,,,,,,,,,,,,
6155.898,42.29,24.0,62.0,,32.66,100.0,,,,,,,1800.0,,,,,,,,,,,,,,,
6155.898,42.29,24.0,62.0,,32.66,100.0,,,,,,,1800.0,,,,,,,,,,,,,,,
6155.898,42.29,24.0,62.0,,32.66,100.0,,,,,,,1800.0,,,,,,,,,,,,,,,
6156.048,43.49,24.0,62.0,,32.6,100.0,,,,,,,1950.0,,,,,,,,,,,,,,,
6156.048,43.49,24.0,62.0,,32.6,100.0,,,,,,,1950.0,,,,,,,,,,,,,,,
6156.048,43.49,24.0,62.0,,32.6,100.0,,,,,,,1950.0,,,,,,,,,,,,,,,
6156.048,43.49,24.0,62.0,,32.6,100.0,,,,,,,1950.0,,,,,,,,,,,,,,,
6156.048,43.49,24.0,62.0,,32.6,100.0,,,,,,,1950.0,,,,,,,,,,,,,,,
6156.048,43.49,24.0,62.0,,32.6,100.0,,,,,,,1950.0,,,,,,,,,,,,,,,
6156.198,45.1,24.0,62.0,28.14,32.51,100.0,,,,,,,2100.0,,,,,,,,,,,,,,,
6156.198,45.1,24.0,62.0,28.14,32.51,100.0,,,,,,,2100.0,,,,,,,,,,,,,,,
6156.198,45.1,24.0,62.0,28.14,32.51,100.0,,,,,,,2100.0,,,,,,,,,,,,,,,
6156.198,45.1,24.0,62.0,28.14,32.51,100.0,,,,,,,2100.0,,,,,,,,,,,,,,,
6156.198,45.1,24.0,62.0,28.14,32.51,100.0,,,,,,,2100.0,,,,,,,,,,,,,,,
6156.198,45.1,24.0,62.0,28.14,32.51,100.0,,,,,,,2100.0,,,,,,,,,,,,,,,
6156.198,45.1,24.0,62.0,28.14,32.51,100.0,,,,,,,2100.0,,,,,,,,,,,,,,,
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.341,,,,,,,,,,,,,,,,268.0,9000.0,2416.0,85.0,183.0,148.0,443.0,510.0,53.0,9000.0,0.3340857787810384,39.18,39.18
6156.349,46.3,24.0,62.0,,32.44,100.0,,,,,,,2250.0,,,,,,,,,,,,,,,
6156.349,46.3,24.0,62.0,,32.44,100.0,,,,,,,2250.0,,,,,,,,,,,,,,,
6156.349,46.3,24.0,62.0,,32.44,100.0,,,,,,,2250.0,,,,,,,,,,,,,,,
6156.349,46.3,24.0,62.0,,32.44,100.0,,,,,,,2250.0,,,,,,,,,,,,,,,
6156.349,46.3,24.0,62.0,,32.44,100.0,,,,,,,2250.0,,,,,,,,,,,,,,,
6156.349,46.3,24.0,62.0,,32.44,100.0,,,,,,,2250.0,,,,,,,,,,,,,,,
6156.498,47.49,24.0,62.0,,32.38,100.0,,,,,,,2400.0,,,,,,,,,,,,,,,
6156.498,47.49,24.0,62.0,,32.38,100.0,,,,,,,2400.0,,,,,,,,,,,,,,,
6156.498,47.49,24.0,62.0,,32.38,100.0,,,,,,,2400.0,,,,,,,,,,,,,,,
6156.498,47.49,24.0,62.0,,32.38,100.0,,,,,,,2400.0,,,,,,,,,,,,,,,
6156.498,47.49,24.0,62.0,,32.38,100.0,,,,,,,2400.0,,,,,,,,,,,,,,,
6156.498,47.49,24.0,62.0,,32.38,100.0,,,,,,,2400.0,,,,,,,,,,,,,,,
