timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.534,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,389,524,56,4937,0.699228792,36.81,36.81
3098.542,113.5,85.3,90,,38.59,67.1,,,,,,,35300,,,,,,,,,,,,,,,
3098.542,113.5,85.3,90,,38.59,67.1,,,,,,,35300,,,,,,,,,,,,,,,
3098.542,113.5,85.3,90,,38.59,67.1,,,,,,,35300,,,,,,,,,,,,,,,
3098.542,113.5,85.3,90,,38.59,67.1,,,,,,,35300,,,,,,,,,,,,,,,
3098.542,113.5,85.3,90,,38.59,67.1,,,,,,,35300,,,,,,,,,,,,,,,
3098.542,113.5,85.3,90,,38.59,67.1,,,,,,,35300,,,,,,,,,,,,,,,
3098.691,113.5,85.38,90,84.71,38.61,67.5,,,,,,,35450,,,,,,,,,,,,,,,
3098.691,113.5,85.38,90,84.71,38.61,67.5,,,,,,,35450,,,,,,,,,,,,,,,
3098.691,113.5,85.38,90,84.71,38.61,67.5,,,,,,,35450,,,,,,,,,,,,,,,
3098.691,113.5,85.38,90,84.71,38.61,67.5,,,,,,,35450,,,,,,,,,,,,,,,
3098.691,113.5,85.38,90,84.71,38.61,67.5,,,,,,,35450,,,,,,,,,,,,,,,
3098.691,113.5,85.38,90,84.71,38.61,67.5,,,,,,,35450,,,,,,,,,,,,,,,
3098.691,113.5,85.38,90,84.71,38.61,67.5,,,,,,,35450,,,,,,,,,,,,,,,
3098.841,113.48,85.44,90,,38.62,67.8,,,,,,,35600,,,,,,,,,,,,,,,
3098.841,113.48,85.44,90,,38.62,67.8,,,,,,,35600,,,,,,,,,,,,,,,
3098.841,113.48,85.44,90,,38.62,67.8,,,,,,,35600,,,,,,,,,,,,,,,
3098.841,113.48,85.44,90,,38.62,67.8,,,,,,,35600,,,,,,,,,,,,,,,
3098.841,113.48,85.44,90,,38.62,67.8,,,,,,,35600,,,,,,,,,,,,,,,
3098.841,113.48,85.44,90,,38.62,67.8,,,,,,,35600,,,,,,,,,,,,,,,
3098.991,113.48,85.51,90,,38.62,67.8,,,,,,,35750,,,,,,,,,,,,,,,
3098.991,113.48,85.51,90,,38.62,67.8,,,,,,,35750,,,,,,,,,,,,,,,
3098.991,113.48,85.51,90,,38.62,67.8,,,,,,,35750,,,,,,,,,,,,,,,
3098.991,113.48,85.51,90,,38.62,67.8,,,,,,,35750,,,,,,,,,,,,,,,
3098.991,113.48,85.51,90,,38.62,67.8,,,,,,,35750,,,,,,,,,,,,,,,
3098.991,113.48,85.51,90,,38.62,67.8,,,,,,,35750,,,,,,,,,,,,,,,
3099.141,113.49,85.59,90,,38.64,67.5,,,,,,,35900,,,,,,,,,,,,,,,
3099.141,113.49,85.59,90,,38.64,67.5,,,,,,,35900,,,,,,,,,,,,,,,
3099.141,113.49,85.59,90,,38.64,67.5,,,,,,,35900,,,,,,,,,,,,,,,
3099.141,113.49,85.59,90,,38.64,67.5,,,,,,,35900,,,,,,,,,,,,,,,
3099.141,113.49,85.59,90,,38.64,67.5,,,,,,,35900,,,,,,,,,,,,,,,
3099.141,113.49,85.59,90,,38.64,67.5,,,,,,,35900,,,,,,,,,,,,,,,
3099.291,113.5,85.67,90,84.81,38.64,67.2,,,,,,,36050,,,,,,,,,,,,,,,
3099.291,113.5,85.67,90,84.81,38.64,67.2,,,,,,,36050,,,,,,,,,,,,,,,
3099.291,113.5,85.67,90,84.81,38.64,67.2,,,,,,,36050,,,,,,,,,,,,,,,
3099.291,113.5,85.67,90,84.81,38.64,67.2,,,,,,,36050,,,,,,,,,,,,,,,
3099.291,113.5,85.67,90,84.81,38.64,67.2,,,,,,,36050,,,,,,,,,,,,,,,
3099.291,113.5,85.67,90,84.81,38.64,67.2,,,,,,,36050,,,,,,,,,,,,,,,
3099.291,113.5,85.67,90,84.81,38.64,67.2,,,,,,,36050,,,,,,,,,,,,,,,
3099.442,113.52,85.76,90,,38.65,67.1,,,,,,,36200,,,,,,,,,,,,,,,
3099.442,113.52,85.76,90,,38.65,67.1,,,,,,,36200,,,,,,,,,,,,,,,
3099.442,113.52,85.76,90,,38.65,67.1,,,,,,,36200,,,,,,,,,,,,,,,
3099.442,113.52,85.76,90,,38.65,67.1,,,,,,,36200,,,,,,,,,,,,,,,
3099.442,113.52,85.76,90,,38.65,67.1,,,,,,,36200,,,,,,,,,,,,,,,
3099.442,113.52,85.76,90,,38.65,67.1,,,,,,,36200,,,,,,,,,,,,,,,
3099.592,113.49,85.82,90,,38.67,67.4,,,,,,,36350,,,,,,,,,,,,,,,
3099.592,113.49,85.82,90,,38.67,67.4,,,,,,,36350,,,,,,,,,,,,,,,
3099.592,113.49,85.82,90,,38.67,67.4,,,,,,,36350,,,,,,,,,,,,,,,
3099.592,113.49,85.82,90,,38.67,67.4,,,,,,,36350,,,,,,,,,,,,,,,
3099.592,113.49,85.82,90,,38.67,67.4,,,,,,,36350,,,,,,,,,,,,,,,
3099.592,113.49,85.82,90,,38.67,67.4,,,,,,,36350,,,,,,,,,,,,,,,
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.645,,,,,,,,,,,,,,,,227,9000,3143,212,258,272,390,524,56,4938,0.697435897,36.81,36.81
3099.741,113.51,85.9,90,,38.68,67.1,,,,,,,36500,,,,,,,,,,,,,,,
3099.741,113.51,85.9,90,,38.68,67.1,,,,,,,36500,,,,,,,,,,,,,,,
3099.741,113.51,85.9,90,,38.68,67.1,,,,,,,36500,,,,,,,,,,,,,,,
3099.741,113.51,85.9,90,,38.68,67.1,,,,,,,36500,,,,,,,,,,,,,,,
3099.741,113.51,85.9,90,,38.68,67.1,,,,,,,36500,,,,,,,,,,,,,,,
3099.741,113.51,85.9,90,,38.68,67.1,,,,,,,36500,,,,,,,,,,,,,,,
3099.891,113.52,85.98,90,85.13,38.69,67.1,,,,,,,36650,,,,,,,,,,,,,,,
3099.891,113.52,85.98,90,85.13,38.69,67.1,,,,,,,36650,,,,,,,,,,,,,,,
3099.891,113.52,85.98,90,85.13,38.69,67.1,,,,,,,36650,,,,,,,,,,,,,,,
3099.891,113.52,85.98,90,85.13,38.69,67.1,,,,,,,36650,,,,,,,,,,,,,,,
3099.891,113.52,85.98,90,85.13,38.69,67.1,,,,,,,36650,,,,,,,,,,,,,,,
3099.891,113.52,85.98,90,85.13,38.69,67.1,,,,,,,36650,,,,,,,,,,,,,,,
3099.891,113.52,85.98,90,85.13,38.69,67.1,,,,,,,36650,,,,,,,,,,,,,,,
3100.041,113.53,86.06,90,,38.71,66.9,,,,,,,36800,,,,,,,,,,,,,,,
3100.041,113.53,86.06,90,,38.71,66.9,,,,,,,36800,,,,,,,,,,,,,,,
3100.041,113.53,86.06,90,,38.71,66.9,,,,,,,36800,,,,,,,,,,,,,,,
3100.041,113.53,86.06,90,,38.71,66.9,,,,,,,36800,,,,,,,,,,,,,,,
3100.041,113.53,86.06,90,,38.71,66.9,,,,,,,36800,,,,,,,,,,,,,,,
3100.041,113.53,86.06,90,,38.71,66.9,,,,,,,36800,,,,,,,,,,,,,,,
3100.191,113.53,86.13,90,,38.72,67.1,,,,,,,36950,,,,,,,,,,,,,,,
3100.191,113.53,86.13,90,,38.72,67.1,,,,,,,36950,,,,,,,,,,,,,,,
3100.191,113.53,86.13,90,,38.72,67.1,,,,,,,36950,,,,,,,,,,,,,,,
3100.191,113.53,86.13,90,,38.72,67.1,,,,,,,36950,,,,,,,,,,,,,,,
3100.191,113.53,86.13,90,,38.72,67.1,,,,,,,36950,,,,,,,,,,,,,,,
3100.191,113.53,86.13,90,,38.72,67.1,,,,,,,36950,,,,,,,,,,,,,,,
3100.341,113.53,86.2,90,,38.74,67.2,,,,,,,37100,,,,,,,,,,,,,,,
3100.341,113.53,86.2,90,,38.74,67.2,,,,,,,37100,,,,,,,,,,,,,,,
3100.341,113.53,86.2,90,,38.74,67.2,,,,,,,37100,,,,,,,,,,,,,,,
3100.341,113.53,86.2,90,,38.74,67.2,,,,,,,37100,,,,,,,,,,,,,,,
3100.341,113.53,86.2,90,,38.74,67.2,,,,,,,37100,,,,,,,,,,,,,,,
3100.341,113.53,86.2,90,,38.74,67.2,,,,,,,37100,,,,,,,,,,,,,,,
3100.492,113.53,86.28,90,85.37,38.76,67.2,,,,,,,37250,,,,,,,,,,,,,,,
3100.492,113.53,86.28,90,85.37,38.76,67.2,,,,,,,37250,,,,,,,,,,,,,,,
3100.492,113.53,86.28,90,85.37,38.76,67.2,,,,,,,37250,,,,,,,,,,,,,,,
3100.492,113.53,86.28,90,85.37,38.76,67.2,,,,,,,37250,,,,,,,,,,,,,,,
3100.492,113.53,86.28,90,85.37,38.76,67.2,,,,,,,37250,,,,,,,,,,,,,,,
3100.492,113.53,86.28,90,85.37,38.76,67.2,,,,,,,37250,,,,,,,,,,,,,,,
3100.492,113.53,86.28,90,85.37,38.76,67.2,,,,,,,37250,,,,,,,,,,,,,,,
3100.641,113.54,86.36,90,,38.76,67.3,,,,,,,37400,,,,,,,,,,,,,,,
3100.641,113.54,86.36,90,,38.76,67.3,,,,,,,37400,,,,,,,,,,,,,,,
3100.641,113.54,86.36,90,,38.76,67.3,,,,,,,37400,,,,,,,,,,,,,,,
3100.641,113.54,86.36,90,,38.76,67.3,,,,,,,37400,,,,,,,,,,,,,,,
3100.641,113.54,86.36,90,,38.76,67.3,,,,,,,37400,,,,,,,,,,,,,,,
3100.641,113.54,86.36,90,,38.76,67.3,,,,,,,37400,,,,,,,,,,,,,,,
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.752,,,,,,,,,,,,,,,,227,9000,3144,212,258,272,390,524,56,4938,0.697435897,36.8,36.8
3100.792,113.53,86.42,90,,38.77,67.3,,,,,,,37550,,,,,,,,,,,,,,,
3100.792,113.53,86.42,90,,38.77,67.3,,,,,,,37550,,,,,,,,,,,,,,,
3100.792,113.53,86.42,90,,38.77,67.3,,,,,,,37550,,,,,,,,,,,,,,,
3100.792,113.53,86.42,90,,38.77,67.3,,,,,,,37550,,,,,,,,,,,,,,,
3100.792,113.53,86.42,90,,38.77,67.3,,,,,,,37550,,,,,,,,,,,,,,,
3100.792,113.53,86.42,90,,38.77,67.3,,,,,,,37550,,,,,,,,,,,,,,,
3100.941,113.53,86.49,90,,38.79,67.3,,,,,,,37700,,,,,,,,,,,,,,,
3100.941,113.53,86.49,90,,38.79,67.3,,,,,,,37700,,,,,,,,,,,,,,,
3100.941,113.53,86.49,90,,38.79,67.3,,,,,,,37700,,,,,,,,,,,,,,,
3100.941,113.53,86.49,90,,38.79,67.3,,,,,,,37700,,,,,,,,,,,,,,,
3100.941,113.53,86.49,90,,38.79,67.3,,,,,,,37700,,,,,,,,,,,,,,,
3100.941,113.53,86.49,90,,38.79,67.3,,,,,,,37700,,,,,,,,,,,,,,,
3101.091,113.55,86.55,90,85.6,38.8,66.9,,,,,,,37850,,,,,,,,,,,,,,,
3101.091,113.55,86.55,90,85.6,38.8,66.9,,,,,,,37850,,,,,,,,,,,,,,,
3101.091,113.55,86.55,90,85.6,38.8,66.9,,,,,,,37850,,,,,,,,,,,,,,,
3101.091,113.55,86.55,90,85.6,38.8,66.9,,,,,,,37850,,,,,,,,,,,,,,,
3101.091,113.55,86.55,90,85.6,38.8,66.9,,,,,,,37850,,,,,,,,,,,,,,,
3101.091,113.55,86.55,90,85.6,38.8,66.9,,,,,,,37850,,,,,,,,,,,,,,,
3101.091,113.55,86.55,90,85.6,38.8,66.9,,,,,,,37850,,,,,,,,,,,,,,,
3101.241,113.53,86.62,90,,38.81,67.4,,,,,,,38000,,,,,,,,,,,,,,,
3101.241,113.53,86.62,90,,38.81,67.4,,,,,,,38000,,,,,,,,,,,,,,,
3101.241,113.53,86.62,90,,38.81,67.4,,,,,,,38000,,,,,,,,,,,,,,,
3101.241,113.53,86.62,90,,38.81,67.4,,,,,,,38000,,,,,,,,,,,,,,,
3101.241,113.53,86.62,90,,38.81,67.4,,,,,,,38000,,,,,,,,,,,,,,,
3101.241,113.53,86.62,90,,38.81,67.4,,,,,,,38000,,,,,,,,,,,,,,,
3101.391,113.53,86.69,90,,38.82,67.3,,,,,,,38150,,,,,,,,,,,,,,,
3101.391,113.53,86.69,90,,38.82,67.3,,,,,,,38150,,,,,,,,,,,,,,,
3101.391,113.53,86.69,90,,38.82,67.3,,,,,,,38150,,,,,,,,,,,,,,,
3101.391,113.53,86.69,90,,38.82,67.3,,,,,,,38150,,,,,,,,,,,,,,,
3101.391,113.53,86.69,90,,38.82,67.3,,,,,,,38150,,,,,,,,,,,,,,,
3101.391,113.53,86.69,90,,38.82,67.3,,,,,,,38150,,,,,,,,,,,,,,,
3101.541,113.54,86.75,90,,38.83,67.2,,,,,,,38300,,,,,,,,,,,,,,,
3101.541,113.54,86.75,90,,38.83,67.2,,,,,,,38300,,,,,,,,,,,,,,,
3101.541,113.54,86.75,90,,38.83,67.2,,,,,,,38300,,,,,,,,,,,,,,,
3101.541,113.54,86.75,90,,38.83,67.2,,,,,,,38300,,,,,,,,,,,,,,,
3101.541,113.54,86.75,90,,38.83,67.2,,,,,,,38300,,,,,,,,,,,,,,,
3101.541,113.54,86.75,90,,38.83,67.2,,,,,,,38300,,,,,,,,,,,,,,,
3101.691,113.55,86.82,90,85.94,38.84,66.9,,,,,,,38450,,,,,,,,,,,,,,,
3101.691,113.55,86.82,90,85.94,38.84,66.9,,,,,,,38450,,,,,,,,,,,,,,,
3101.691,113.55,86.82,90,85.94,38.84,66.9,,,,,,,38450,,,,,,,,,,,,,,,
3101.691,113.55,86.82,90,85.94,38.84,66.9,,,,,,,38450,,,,,,,,,,,,,,,
3101.691,113.55,86.82,90,85.94,38.84,66.9,,,,,,,38450,,,,,,,,,,,,,,,
3101.691,113.55,86.82,90,85.94,38.84,66.9,,,,,,,38450,,,,,,,,,,,,,,,
3101.691,113.55,86.82,90,85.94,38.84,66.9,,,,,,,38450,,,,,,,,,,,,,,,
3101.841,113.55,86.88,90,,38.86,67.3,,,,,,,38600,,,,,,,,,,,,,,,
3101.841,113.55,86.88,90,,38.86,67.3,,,,,,,38600,,,,,,,,,,,,,,,
3101.841,113.55,86.88,90,,38.86,67.3,,,,,,,38600,,,,,,,,,,,,,,,
3101.841,113.55,86.88,90,,38.86,67.3,,,,,,,38600,,,,,,,,,,,,,,,
3101.841,113.55,86.88,90,,38.86,67.3,,,,,,,38600,,,,,,,,,,,,,,,
3101.841,113.55,86.88,90,,38.86,67.3,,,,,,,38600,,,,,,,,,,,,,,,
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.857,,,,,,,,,,,,,,,,227,9000,3145,212,258,272,390,525,56,4940,0.697435897,36.8,36.8
3101.991,113.53,86.95,90,,38.87,67.5,,,,,,,38750,,,,,,,,,,,,,,,
3101.991,113.53,86.95,90,,38.87,67.5,,,,,,,38750,,,,,,,,,,,,,,,
3101.991,113.53,86.95,90,,38.87,67.5,,,,,,,38750,,,,,,,,,,,,,,,
3101.991,113.53,86.95,90,,38.87,67.5,,,,,,,38750,,,,,,,,,,,,,,,
3101.991,113.53,86.95,90,,38.87,67.5,,,,,,,38750,,,,,,,,,,,,,,,
3101.991,113.53,86.95,90,,38.87,67.5,,,,,,,38750,,,,,,,,,,,,,,,
3102.141,113.56,87.01,90,,38.88,66.7,,,,,,,38900,,,,,,,,,,,,,,,
3102.141,113.56,87.01,90,,38.88,66.7,,,,,,,38900,,,,,,,,,,,,,,,
3102.141,113.56,87.01,90,,38.88,66.7,,,,,,,38900,,,,,,,,,,,,,,,
3102.141,113.56,87.01,90,,38.88,66.7,,,,,,,38900,,,,,,,,,,,,,,,
3102.141,113.56,87.01,90,,38.88,66.7,,,,,,,38900,,,,,,,,,,,,,,,
3102.141,113.56,87.01,90,,38.88,66.7,,,,,,,38900,,,,,,,,,,,,,,,
3102.291,113.54,87.07,90,86.19,38.9,67,,,,,,,39050,,,,,,,,,,,,,,,
3102.291,113.54,87.07,90,86.19,38.9,67,,,,,,,39050,,,,,,,,,,,,,,,
3102.291,113.54,87.07,90,86.19,38.9,67,,,,,,,39050,,,,,,,,,,,,,,,
3102.291,113.54,87.07,90,86.19,38.9,67,,,,,,,39050,,,,,,,,,,,,,,,
3102.291,113.54,87.07,90,86.19,38.9,67,,,,,,,39050,,,,,,,,,,,,,,,
3102.291,113.54,87.07,90,86.19,38.9,67,,,,,,,39050,,,,,,,,,,,,,,,
3102.291,113.54,87.07,90,86.19,38.9,67,,,,,,,39050,,,,,,,,,,,,,,,
3102.441,113.57,87.14,90,,38.91,66.6,,,,,,,39200,,,,,,,,,,,,,,,
3102.441,113.57,87.14,90,,38.91,66.6,,,,,,,39200,,,,,,,,,,,,,,,
3102.441,113.57,87.14,90,,38.91,66.6,,,,,,,39200,,,,,,,,,,,,,,,
3102.441,113.57,87.14,90,,38.91,66.6,,,,,,,39200,,,,,,,,,,,,,,,
3102.441,113.57,87.14,90,,38.91,66.6,,,,,,,39200,,,,,,,,,,,,,,,
3102.441,113.57,87.14,90,,38.91,66.6,,,,,,,39200,,,,,,,,,,,,,,,
3102.591,113.57,87.2,90,,38.93,66.8,,,,,,,39350,,,,,,,,,,,,,,,
3102.591,113.57,87.2,90,,38.93,66.8,,,,,,,39350,,,,,,,,,,,,,,,
3102.591,113.57,87.2,90,,38.93,66.8,,,,,,,39350,,,,,,,,,,,,,,,
3102.591,113.57,87.2,90,,38.93,66.8,,,,,,,39350,,,,,,,,,,,,,,,
3102.591,113.57,87.2,90,,38.93,66.8,,,,,,,39350,,,,,,,,,,,,,,,
3102.591,113.57,87.2,90,,38.93,66.8,,,,,,,39350,,,,,,,,,,,,,,,
3102.741,113.58,87.27,90,,38.94,66.8,,,,,,,39500,,,,,,,,,,,,,,,
3102.741,113.58,87.27,90,,38.94,66.8,,,,,,,39500,,,,,,,,,,,,,,,
3102.741,113.58,87.27,90,,38.94,66.8,,,,,,,39500,,,,,,,,,,,,,,,
3102.741,113.58,87.27,90,,38.94,66.8,,,,,,,39500,,,,,,,,,,,,,,,
3102.741,113.58,87.27,90,,38.94,66.8,,,,,,,39500,,,,,,,,,,,,,,,
3102.741,113.58,87.27,90,,38.94,66.8,,,,,,,39500,,,,,,,,,,,,,,,
3102.891,113.56,87.33,90,,38.96,67.3,,,,,,,39650,,,,,,,,,,,,,,,
3102.891,113.56,87.33,90,,38.96,67.3,,,,,,,39650,,,,,,,,,,,,,,,
3102.891,113.56,87.33,90,,38.96,67.3,,,,,,,39650,,,,,,,,,,,,,,,
3102.891,113.56,87.33,90,,38.96,67.3,,,,,,,39650,,,,,,,,,,,,,,,
3102.891,113.56,87.33,90,,38.96,67.3,,,,,,,39650,,,,,,,,,,,,,,,
3102.891,113.56,87.33,90,,38.96,67.3,,,,,,,39650,,,,,,,,,,,,,,,
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3102.962,,,,86.61,,,,,,,,,,,,226,9000,3140,212,258,272,390,524,56,4932,0.697435897,36.79,36.79
3103.041,113.56,87.39,90,,38.97,67.3,,,,,,,39800,,,,,,,,,,,,,,,
3103.041,113.56,87.39,90,,38.97,67.3,,,,,,,39800,,,,,,,,,,,,,,,
3103.041,113.56,87.39,90,,38.97,67.3,,,,,,,39800,,,,,,,,,,,,,,,
3103.041,113.56,87.39,90,,38.97,67.3,,,,,,,39800,,,,,,,,,,,,,,,
3103.041,113.56,87.39,90,,38.97,67.3,,,,,,,39800,,,,,,,,,,,,,,,
3103.041,113.56,87.39,90,,38.97,67.3,,,,,,,39800,,,,,,,,,,,,,,,
3103.191,113.57,87.46,90,,38.98,66.7,,,,,,,39950,,,,,,,,,,,,,,,
3103.191,113.57,87.46,90,,38.98,66.7,,,,,,,39950,,,,,,,,,,,,,,,
3103.191,113.57,87.46,90,,38.98,66.7,,,,,,,39950,,,,,,,,,,,,,,,
3103.191,113.57,87.46,90,,38.98,66.7,,,,,,,39950,,,,,,,,,,,,,,,
3103.191,113.57,87.46,90,,38.98,66.7,,,,,,,39950,,,,,,,,,,,,,,,
3103.191,113.57,87.46,90,,38.98,66.7,,,,,,,39950,,,,,,,,,,,,,,,
3103.341,113.56,87.52,90,,38.99,67.1,,,,,,,40100,,,,,,,,,,,,,,,
3103.341,113.56,87.52,90,,38.99,67.1,,,,,,,40100,,,,,,,,,,,,,,,
3103.341,113.56,87.52,90,,38.99,67.1,,,,,,,40100,,,,,,,,,,,,,,,
3103.341,113.56,87.52,90,,38.99,67.1,,,,,,,40100,,,,,,,,,,,,,,,
3103.341,113.56,87.52,90,,38.99,67.1,,,,,,,40100,,,,,,,,,,,,,,,
3103.341,113.56,87.52,90,,38.99,67.1,,,,,,,40100,,,,,,,,,,,,,,,
3103.491,113.57,87.58,90,86.53,39,66.4,,,,,,,40250,,,,,,,,,,,,,,,
3103.491,113.57,87.58,90,86.53,39,66.4,,,,,,,40250,,,,,,,,,,,,,,,
3103.491,113.57,87.58,90,86.53,39,66.4,,,,,,,40250,,,,,,,,,,,,,,,
3103.491,113.57,87.58,90,86.53,39,66.4,,,,,,,40250,,,,,,,,,,,,,,,
