timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
556.045,70.02,61.99,62,62,60.79,27.54
556.045,70.02,61.99,62,62,60.79,27.54
556.199,70.04,61.99,62,62,,27.54
556.199,70.04,61.99,62,62,,27.54
556.199,70.04,61.99,62,62,,27.54
556.199,70.04,61.99,62,62,,27.54
556.199,70.04,61.99,62,62,,27.54
556.199,70.04,61.99,62,62,,27.54
556.199,70.04,61.99,62,62,,27.54
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.258,,,,,,
556.345,70.04,61.99,62,62,,27.55
556.345,70.04,61.99,62,62,,27.55
556.345,70.04,61.99,62,62,,27.55
556.345,70.04,61.99,62,62,,27.55
556.345,70.04,61.99,62,62,,27.55
556.345,70.04,61.99,62,62,,27.55
556.345,70.04,61.99,62,62,,27.55
556.496,70.04,61.99,62,62,,27.54
556.496,70.04,61.99,62,62,,27.54
556.496,70.04,61.99,62,62,,27.54
556.496,70.04,61.99,62,62,,27.54
556.496,70.04,61.99,62,62,,27.54
556.496,70.04,61.99,62,62,,27.54
556.496,70.04,61.99,62,62,,27.54
556.649,70.03,61.99,62,62,60.83,27.53
556.649,70.03,61.99,62,62,60.83,27.53
556.649,70.03,61.99,62,62,60.83,27.53
556.649,70.03,61.99,62,62,60.83,27.53
556.649,70.03,61.99,62,62,60.83,27.53
556.649,70.03,61.99,62,62,60.83,27.53
556.649,70.03,61.99,62,62,60.83,27.53
556.649,70.03,61.99,62,62,60.83,27.53
556.795,70.03,61.99,62,62,,27.54
556.795,70.03,61.99,62,62,,27.54
556.795,70.03,61.99,62,62,,27.54
556.795,70.03,61.99,62,62,,27.54
556.795,70.03,61.99,62,62,,27.54
556.795,70.03,61.99,62,62,,27.54
556.795,70.03,61.99,62,62,,27.54
556.945,70.03,61.99,62,62,,27.54
556.945,70.03,61.99,62,62,,27.54
556.945,70.03,61.99,62,62,,27.54
556.945,70.03,61.99,62,62,,27.54
556.945,70.03,61.99,62,62,,27.54
556.945,70.03,61.99,62,62,,27.54
556.945,70.03,61.99,62,62,,27.54
557.099,70.05,61.99,62,62,,27.54
557.099,70.05,61.99,62,62,,27.54
557.099,70.05,61.99,62,62,,27.54
557.099,70.05,61.99,62,62,,27.54
557.099,70.05,61.99,62,62,,27.54
557.099,70.05,61.99,62,62,,27.54
557.099,70.05,61.99,62,62,,27.54
557.245,70.04,61.99,62,62,60.84,27.53
557.245,70.04,61.99,62,62,60.84,27.53
557.245,70.04,61.99,62,62,60.84,27.53
557.245,70.04,61.99,62,62,60.84,27.53
557.245,70.04,61.99,62,62,60.84,27.53
557.245,70.04,61.99,62,62,60.84,27.53
557.245,70.04,61.99,62,62,60.84,27.53
557.245,70.04,61.99,62,62,60.84,27.53
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.363,,,,,,
557.395,70.03,61.99,62,62,,27.53
557.395,70.03,61.99,62,62,,27.53
557.395,70.03,61.99,62,62,,27.53
557.395,70.03,61.99,62,62,,27.53
557.395,70.03,61.99,62,62,,27.53
557.395,70.03,61.99,62,62,,27.53
557.395,70.03,61.99,62,62,,27.53
557.549,70.03,61.99,62,62,,27.53
557.549,70.03,61.99,62,62,,27.53
557.549,70.03,61.99,62,62,,27.53
557.549,70.03,61.99,62,62,,27.53
557.549,70.03,61.99,62,62,,27.53
557.549,70.03,61.99,62,62,,27.53
557.549,70.03,61.99,62,62,,27.53
557.695,70.02,61.99,62,62,,27.52
557.695,70.02,61.99,62,62,,27.52
557.695,70.02,61.99,62,62,,27.52
557.695,70.02,61.99,62,62,,27.52
557.695,70.02,61.99,62,62,,27.52
557.695,70.02,61.99,62,62,,27.52
557.695,70.02,61.99,62,62,,27.52
557.846,70.02,61.99,62,62,60.88,27.51
557.846,70.02,61.99,62,62,60.88,27.51
557.846,70.02,61.99,62,62,60.88,27.51
557.846,70.02,61.99,62,62,60.88,27.51
557.846,70.02,61.99,62,62,60.88,27.51
557.846,70.02,61.99,62,62,60.88,27.51
557.846,70.02,61.99,62,62,60.88,27.51
557.846,70.02,61.99,62,62,60.88,27.51
558,70.03,61.99,62,62,,27.52
558,70.03,61.99,62,62,,27.52
558,70.03,61.99,62,62,,27.52
558,70.03,61.99,62,62,,27.52
558,70.03,61.99,62,62,,27.52
558,70.03,61.99,62,62,,27.52
558,70.03,61.99,62,62,,27.52
558.145,70.02,61.99,62,62,,27.51
558.145,70.02,61.99,62,62,,27.51
558.145,70.02,61.99,62,62,,27.51
558.145,70.02,61.99,62,62,,27.51
558.145,70.02,61.99,62,62,,27.51
558.145,70.02,61.99,62,62,,27.51
558.145,70.02,61.99,62,62,,27.51
558.296,70.02,61.99,62,62,,27.51
558.296,70.02,61.99,62,62,,27.51
558.296,70.02,61.99,62,62,,27.51
558.296,70.02,61.99,62,62,,27.51
558.296,70.02,61.99,62,62,,27.51
558.296,70.02,61.99,62,62,,27.51
558.296,70.02,61.99,62,62,,27.51
558.446,70.02,61.99,62,62,,27.51
558.446,70.02,61.99,62,62,,27.51
558.446,70.02,61.99,62,62,,27.51
558.446,70.02,61.99,62,62,,27.51
558.446,70.02,61.99,62,62,,27.51
558.446,70.02,61.99,62,62,,27.51
558.446,70.02,61.99,62,62,,27.51
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.469,,,,,60.83,
558.595,70.03,61.99,62,62,,27.51
558.595,70.03,61.99,62,62,,27.51
558.595,70.03,61.99,62,62,,27.51
558.595,70.03,61.99,62,62,,27.51
558.595,70.03,61.99,62,62,,27.51
558.595,70.03,61.99,62,62,,27.51
558.595,70.03,61.99,62,62,,27.51
558.745,70.02,61.99,62,62,,27.51
558.745,70.02,61.99,62,62,,27.51
558.745,70.02,61.99,62,62,,27.51
558.745,70.02,61.99,62,62,,27.51
558.745,70.02,61.99,62,62,,27.51
558.745,70.02,61.99,62,62,,27.51
558.745,70.02,61.99,62,62,,27.51
558.895,70.01,61.99,62,62,,27.5
558.895,70.01,61.99,62,62,,27.5
558.895,70.01,61.99,62,62,,27.5
558.895,70.01,61.99,62,62,,27.5
558.895,70.01,61.99,62,62,,27.5
558.895,70.01,61.99,62,62,,27.5
558.895,70.01,61.99,62,62,,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.045,70.02,61.99,62,62,60.92,27.5
559.195,70.03,61.99,62,62,,27.5
559.195,70.03,61.99,62,62,,27.5
559.195,70.03,61.99,62,62,,27.5
559.195,70.03,61.99,62,62,,27.5
559.195,70.03,61.99,62,62,,27.5
559.195,70.03,61.99,62,62,,27.5
559.195,70.03,61.99,62,62,,27.5
559.345,70.03,61.99,62,62,,27.5
559.345,70.03,61.99,62,62,,27.5
559.345,70.03,61.99,62,62,,27.5
559.345,70.03,61.99,62,62,,27.5
559.345,70.03,61.99,62,62,,27.5
559.345,70.03,61.99,62,62,,27.5
559.345,70.03,61.99,62,62,,27.5
559.496,70.04,61.99,62,62,,27.5
559.496,70.04,61.99,62,62,,27.5
559.496,70.04,61.99,62,62,,27.5
559.496,70.04,61.99,62,62,,27.5
559.496,70.04,61.99,62,62,,27.5
559.496,70.04,61.99,62,62,,27.5
559.496,70.04,61.99,62,62,,27.5
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.574,,,,,,
559.645,70.04,61.99,62,62,61.01,27.49
559.645,70.04,61.99,62,62,61.01,27.49
559.645,70.04,61.99,62,62,61.01,27.49
559.645,70.04,61.99,62,62,61.01,27.49
559.645,70.04,61.99,62,62,61.01,27.49
559.645,70.04,61.99,62,62,61.01,27.49
559.645,70.04,61.99,62,62,61.01,27.49
559.645,70.04,61.99,62,62,61.01,27.49
559.796,70.03,61.99,62,62,,27.49
559.796,70.03,61.99,62,62,,27.49
559.796,70.03,61.99,62,62,,27.49
559.796,70.03,61.99,62,62,,27.49
559.796,70.03,61.99,62,62,,27.49
559.796,70.03,61.99,62,62,,27.49
559.796,70.03,61.99,62,62,,27.49
559.947,70.03,61.99,62,62,,27.48
559.947,70.03,61.99,62,62,,27.48
559.947,70.03,61.99,62,62,,27.48
559.947,70.03,61.99,62,62,,27.48
559.947,70.03,61.99,62,62,,27.48
559.947,70.03,61.99,62,62,,27.48
559.947,70.03,61.99,62,62,,27.48
560.096,70.04,61.99,62,62,,27.49
560.096,70.04,61.99,62,62,,27.49
560.096,70.04,61.99,62,62,,27.49
560.096,70.04,61.99,62,62,,27.49
560.096,70.04,61.99,62,62,,27.49
560.096,70.04,61.99,62,62,,27.49
560.096,70.04,61.99,62,62,,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.246,70.04,61.99,62,62,60.98,27.49
560.397,70.03,61.99,62,62,,27.48
560.397,70.03,61.99,62,62,,27.48
560.397,70.03,61.99,62,62,,27.48
560.397,70.03,61.99,62,62,,27.48
560.397,70.03,61.99,62,62,,27.48
560.397,70.03,61.99,62,62,,27.48
560.397,70.03,61.99,62,62,,27.48
560.546,70.03,61.99,62,62,,27.48
560.546,70.03,61.99,62,62,,27.48
560.546,70.03,61.99,62,62,,27.48
560.546,70.03,61.99,62,62,,27.48
560.546,70.03,61.99,62,62,,27.48
560.546,70.03,61.99,62,62,,27.48
560.546,70.03,61.99,62,62,,27.48
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.678,,,,,,
560.696,70.03,61.99,62,62,,27.48
560.696,70.03,61.99,62,62,,27.48
560.696,70.03,61.99,62,62,,27.48
560.696,70.03,61.99,62,62,,27.48
560.696,70.03,61.99,62,62,,27.48
560.696,70.03,61.99,62,62,,27.48
560.696,70.03,61.99,62,62,,27.48
560.847,70.03,61.99,62,62,60.96,27.47
560.847,70.03,61.99,62,62,60.96,27.47
560.847,70.03,61.99,62,62,60.96,27.47
560.847,70.03,61.99,62,62,60.96,27.47
560.847,70.03,61.99,62,62,60.96,27.47
560.847,70.03,61.99,62,62,60.96,27.47
560.847,70.03,61.99,62,62,60.96,27.47
560.847,70.03,61.99,62,62,60.96,27.47
560.996,70.04,61.99,62,62,,27.47
560.996,70.04,61.99,62,62,,27.47
560.996,70.04,61.99,62,62,,27.47
560.996,70.04,61.99,62,62,,27.47
560.996,70.04,61.99,62,62,,27.47
560.996,70.04,61.99,62,62,,27.47
560.996,70.04,61.99,62,62,,27.47
561.146,70.03,61.99,62,62,,27.46
561.146,70.03,61.99,62,62,,27.46
561.146,70.03,61.99,62,62,,27.46
561.146,70.03,61.99,62,62,,27.46
561.146,70.03,61.99,62,62,,27.46
561.146,70.03,61.99,62,62,,27.46
561.146,70.03,61.99,62,62,,27.46
561.297,70.03,61.99,62,62,,27.46
561.297,70.03,61.99,62,62,,27.46
561.297,70.03,61.99,62,62,,27.46
561.297,70.03,61.99,62,62,,27.46
561.297,70.03,61.99,62,62,,27.46
561.297,70.03,61.99,62,62,,27.46
561.297,70.03,61.99,62,62,,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.446,70.03,61.99,62,62,61.03,27.46
561.596,70.04,61.99,62,62,,27.46
561.596,70.04,61.99,62,62,,27.46
561.596,70.04,61.99,62,62,,27.46
561.596,70.04,61.99,62,62,,27.46
561.596,70.04,61.99,62,62,,27.46
561.596,70.04,61.99,62,62,,27.46
561.596,70.04,61.99,62,62,,27.46
561.747,70.06,61.99,62,62,,27.46
561.747,70.06,61.99,62,62,,27.46
561.747,70.06,61.99,62,62,,27.46
561.747,70.06,61.99,62,62,,27.46
561.747,70.06,61.99,62,62,,27.46
561.747,70.06,61.99,62,62,,27.46
561.747,70.06,61.99,62,62,,27.46
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.784,,,,,,
561.896,70.03,61.99,62,62,,27.45
561.896,70.03,61.99,62,62,,27.45
561.896,70.03,61.99,62,62,,27.45
561.896,70.03,61.99,62,62,,27.45
561.896,70.03,61.99,62,62,,27.45
561.896,70.03,61.99,62,62,,27.45
561.896,70.03,61.99,62,62,,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.046,70.03,61.99,62,62,61.09,27.45
562.198,70.04,61.99,62,62,,27.45
562.198,70.04,61.99,62,62,,27.45
562.198,70.04,61.99,62,62,,27.45
562.198,70.04,61.99,62,62,,27.45
562.198,70.04,61.99,62,62,,27.45
562.198,70.04,61.99,62,62,,27.45
562.198,70.04,61.99,62,62,,27.45
562.347,70.03,61.99,62,62,,27.45
562.347,70.03,61.99,62,62,,27.45
562.347,70.03,61.99,62,62,,27.45
562.347,70.03,61.99,62,62,,27.45
562.347,70.03,61.99,62,62,,27.45
562.347,70.03,61.99,62,62,,27.45
562.347,70.03,61.99,62,62,,27.45
562.498,70.03,61.99,62,62,,27.44
562.498,70.03,61.99,62,62,,27.44
562.498,70.03,61.99,62,62,,27.44
562.498,70.03,61.99,62,62,,27.44
562.498,70.03,61.99,62,62,,27.44
562.498,70.03,61.99,62,62,,27.44
562.498,70.03,61.99,62,62,,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.648,70.03,61.99,62,62,61.1,27.44
562.797,70.03,61.99,62,62,,27.44
562.797,70.03,61.99,62,62,,27.44
562.797,70.03,61.99,62,62,,27.44
562.797,70.03,61.99,62,62,,27.44
562.797,70.03,61.99,62,62,,27.44
562.797,70.03,61.99,62,62,,27.44
562.797,70.03,61.99,62,62,,27.44
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.888,,,,,,
562.947,70.03,61.99,62,62,,27.45
562.947,70.03,61.99,62,62,,27.45
562.947,70.03,61.99,62,62,,27.45
562.947,70.03,61.99,62,62,,27.45
562.947,70.03,61.99,62,62,,27.45
562.947,70.03,61.99,62,62,,27.45
562.947,70.03,61.99,62,62,,27.45
563.098,70.03,61.99,62,62,,27.44
563.098,70.03,61.99,62,62,,27.44
563.098,70.03,61.99,62,62,,27.44
563.098,70.03,61.99,62,62,,27.44
563.098,70.03,61.99,62,62,,27.44
563.098,70.03,61.99,62,62,,27.44
563.098,70.03,61.99,62,62,,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.247,70.02,61.99,62,62,61.11,27.44
563.397,70.02,61.99,62,62,,27.44
563.397,70.02,61.99,62,62,,27.44
563.397,70.02,61.99,62,62,,27.44
563.397,70.02,61.99,62,62,,27.44
563.397,70.02,61.99,62,62,,27.44
563.397,70.02,61.99,62,62,,27.44
563.397,70.02,61.99,62,62,,27.44
563.548,70.04,61.99,62,62,,27.44
563.548,70.04,61.99,62,62,,27.44
563.548,70.04,61.99,62,62,,27.44
563.548,70.04,61.99,62,62,,27.44
563.548,70.04,61.99,62,62,,27.44
563.548,70.04,61.99,62,62,,27.44
563.548,70.04,61.99,62,62,,27.44
563.697,70.01,61.99,62,62,,27.43
563.697,70.01,61.99,62,62,,27.43
563.697,70.01,61.99,62,62,,27.43
563.697,70.01,61.99,62,62,,27.43
563.697,70.01,61.99,62,62,,27.43
563.697,70.01,61.99,62,62,,27.43
563.697,70.01,61.99,62,62,,27.43
563.847,70.03,61.99,62,62,61.15,27.44
563.847,70.03,61.99,62,62,61.15,27.44
563.847,70.03,61.99,62,62,61.15,27.44
563.847,70.03,61.99,62,62,61.15,27.44
563.847,70.03,61.99,62,62,61.15,27.44
563.847,70.03,61.99,62,62,61.15,27.44
563.847,70.03,61.99,62,62,61.15,27.44
563.847,70.03,61.99,62,62,61.15,27.44
564.019,70.03,61.99,62,62,,27.43
564.019,70.03,61.99,62,62,,27.43
564.019,70.03,61.99,62,62,,27.43
564.019,70.03,61.99,62,62,,27.43
564.019,70.03,61.99,62,62,,27.43
564.019,70.03,61.99,62,62,,27.43
564.019,70.03,61.99,62,62,,27.43
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.026,,,,,,
564.166,70.03,61.99,62,62,,27.43
564.166,70.03,61.99,62,62,,27.43
564.166,70.03,61.99,62,62,,27.43
564.166,70.03,61.99,62,62,,27.43
564.166,70.03,61.99,62,62,,27.43
564.166,70.03,61.99,62,62,,27.43
564.166,70.03,61.99,62,62,,27.43
564.316,70.03,61.99,62,62,,27.43
564.316,70.03,61.99,62,62,,27.43
564.316,70.03,61.99,62,62,,27.43
564.316,70.03,61.99,62,62,,27.43
564.316,70.03,61.99,62,62,,27.43
564.316,70.03,61.99,62,62,,27.43
564.316,70.03,61.99,62,62,,27.43
564.467,70.04,61.99,62,62,61.18,27.42
564.467,70.04,61.99,62,62,61.18,27.42
564.467,70.04,61.99,62,62,61.18,27.42
564.467,70.04,61.99,62,62,61.18,27.42
564.467,70.04,61.99,62,62,61.18,27.42
564.467,70.04,61.99,62,62,61.18,27.42
564.467,70.04,61.99,62,62,61.18,27.42
564.467,70.04,61.99,62,62,61.18,27.42
564.617,70.04,61.99,62,62,,27.42
564.617,70.04,61.99,62,62,,27.42
564.617,70.04,61.99,62,62,,27.42
564.617,70.04,61.99,62,62,,27.42
564.617,70.04,61.99,62,62,,27.42
564.617,70.04,61.99,62,62,,27.42
564.617,70.04,61.99,62,62,,27.42
564.766,70.02,61.99,62,62,,27.42
564.766,70.02,61.99,62,62,,27.42
564.766,70.02,61.99,62,62,,27.42
564.766,70.02,61.99,62,62,,27.42
564.766,70.02,61.99,62,62,,27.42
564.766,70.02,61.99,62,62,,27.42
564.766,70.02,61.99,62,62,,27.42
564.917,70.01,61.99,62,62,,27.41
564.917,70.01,61.99,62,62,,27.41
564.917,70.01,61.99,62,62,,27.41
564.917,70.01,61.99,62,62,,27.41
564.917,70.01,61.99,62,62,,27.41
564.917,70.01,61.99,62,62,,27.41
564.917,70.01,61.99,62,62,,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.067,70.03,61.99,62,62,61.18,27.41
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.118,,,,,,
565.216,70.03,61.99,62,62,,27.41
565.216,70.03,61.99,62,62,,27.41
565.216,70.03,61.99,62,62,,27.41
565.216,70.03,61.99,62,62,,27.41
565.216,70.03,61.99,62,62,,27.41
565.216,70.03,61.99,62,62,,27.41
565.216,70.03,61.99,62,62,,27.41
565.368,70.04,61.99,62,62,,27.41
565.368,70.04,61.99,62,62,,27.41
565.368,70.04,61.99,62,62,,27.41
565.368,70.04,61.99,62,62,,27.41
565.368,70.04,61.99,62,62,,27.41
565.368,70.04,61.99,62,62,,27.41
565.368,70.04,61.99,62,62,,27.41
565.517,70.04,61.99,62,62,,27.4
565.517,70.04,61.99,62,62,,27.4
565.517,70.04,61.99,62,62,,27.4
565.517,70.04,61.99,62,62,,27.4
565.517,70.04,61.99,62,62,,27.4
565.517,70.04,61.99,62,62,,27.4
565.517,70.04,61.99,62,62,,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.667,70.02,61.99,62,62,61.26,27.4
565.818,70.03,61.99,62,62,,27.4
565.818,70.03,61.99,62,62,,27.4
565.818,70.03,61.99,62,62,,27.4
565.818,70.03,61.99,62,62,,27.4
565.818,70.03,61.99,62,62,,27.4
565.818,70.03,61.99,62,62,,27.4
565.818,70.03,61.99,62,62,,27.4
565.967,70.03,61.99,62,62,,27.4
565.967,70.03,61.99,62,62,,27.4
565.967,70.03,61.99,62,62,,27.4
565.967,70.03,61.99,62,62,,27.4
565.967,70.03,61.99,62,62,,27.4
565.967,70.03,61.99,62,62,,27.4
565.967,70.03,61.99,62,62,,27.4
566.117,70.03,61.99,62,62,,27.39
566.117,70.03,61.99,62,62,,27.39
566.117,70.03,61.99,62,62,,27.39
566.117,70.03,61.99,62,62,,27.39
566.117,70.03,61.99,62,62,,27.39
566.117,70.03,61.99,62,62,,27.39
566.117,70.03,61.99,62,62,,27.39
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.224,,,,,,
566.268,70.03,61.99,62,62,61.27,27.4
566.268,70.03,61.99,62,62,61.27,27.4
566.268,70.03,61.99,62,62,61.27,27.4
566.268,70.03,61.99,62,62,61.27,27.4
566.268,70.03,61.99,62,62,61.27,27.4
566.268,70.03,61.99,62,62,61.27,27.4
566.268,70.03,61.99,62,62,61.27,27.4
566.268,70.03,61.99,62,62,61.27,27.4
566.417,70.03,61.99,62,62,,27.4
566.417,70.03,61.99,62,62,,27.4
566.417,70.03,61.99,62,62,,27.4
566.417,70.03,61.99,62,62,,27.4
566.417,70.03,61.99,62,62,,27.4
566.417,70.03,61.99,62,62,,27.4
566.417,70.03,61.99,62,62,,27.4
566.567,70.03,61.99,62,62,,27.4
566.567,70.03,61.99,62,62,,27.4
566.567,70.03,61.99,62,62,,27.4
566.567,70.03,61.99,62,62,,27.4
566.567,70.03,61.99,62,62,,27.4
566.567,70.03,61.99,62,62,,27.4
566.567,70.03,61.99,62,62,,27.4
566.718,70.03,61.99,62,62,,27.39
566.718,70.03,61.99,62,62,,27.39
566.718,70.03,61.99,62,62,,27.39
566.718,70.03,61.99,62,62,,27.39
566.718,70.03,61.99,62,62,,27.39
566.718,70.03,61.99,62,62,,27.39
566.718,70.03,61.99,62,62,,27.39
566.867,70.02,61.99,62,62,61.37,27.39
566.867,70.02,61.99,62,62,61.37,27.39
566.867,70.02,61.99,62,62,61.37,27.39
566.867,70.02,61.99,62,62,61.37,27.39
566.867,70.02,61.99,62,62,61.37,27.39
566.867,70.02,61.99,62,62,61.37,27.39
566.867,70.02,61.99,62,62,61.37,27.39
566.867,70.02,61.99,62,62,61.37,27.39
567.017,70.03,61.99,62,62,,27.39
567.017,70.03,61.99,62,62,,27.39
567.017,70.03,61.99,62,62,,27.39
567.017,70.03,61.99,62,62,,27.39
567.017,70.03,61.99,62,62,,27.39
567.017,70.03,61.99,62,62,,27.39
567.017,70.03,61.99,62,62,,27.39
567.169,70.03,61.99,62,62,,27.39
567.169,70.03,61.99,62,62,,27.39
567.169,70.03,61.99,62,62,,27.39
567.169,70.03,61.99,62,62,,27.39
567.169,70.03,61.99,62,62,,27.39
567.169,70.03,61.99,62,62,,27.39
567.169,70.03,61.99,62,62,,27.39
567.318,70.04,61.99,62,62,,27.39
567.318,70.04,61.99,62,62,,27.39
567.318,70.04,61.99,62,62,,27.39
567.318,70.04,61.99,62,62,,27.39
567.318,70.04,61.99,62,62,,27.39
567.318,70.04,61.99,62,62,,27.39
567.318,70.04,61.99,62,62,,27.39
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.329,,,,,,
567.468,70.03,61.99,62,62,61.37,27.39
567.468,70.03,61.99,62,62,61.37,27.39
567.468,70.03,61.99,62,62,61.37,27.39
567.468,70.03,61.99,62,62,61.37,27.39
567.468,70.03,61.99,62,62,61.37,27.39
567.468,70.03,61.99,62,62,61.37,27.39
567.468,70.03,61.99,62,62,61.37,27.39
567.468,70.03,61.99,62,62,61.37,27.39
567.62,70.01,61.99,62,62,,27.38
567.62,70.01,61.99,62,62,,27.38
567.62,70.01,61.99,62,62,,27.38
567.62,70.01,61.99,62,62,,27.38
567.62,70.01,61.99,62,62,,27.38
567.62,70.01,61.99,62,62,,27.38
567.62,70.01,61.99,62,62,,27.38
567.769,70.03,61.99,62,62,,27.38
567.769,70.03,61.99,62,62,,27.38
567.769,70.03,61.99,62,62,,27.38
567.769,70.03,61.99,62,62,,27.38
567.769,70.03,61.99,62,62,,27.38
567.769,70.03,61.99,62,62,,27.38
567.769,70.03,61.99,62,62,,27.38
567.919,70.03,61.99,62,62,,27.38
567.919,70.03,61.99,62,62,,27.38
567.919,70.03,61.99,62,62,,27.38
567.919,70.03,61.99,62,62,,27.38
567.919,70.03,61.99,62,62,,27.38
567.919,70.03,61.99,62,62,,27.38
