timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
444.401,,,,,19.99,
444.401,,,,,19.99,
444.401,,,,,19.99,
444.401,,,,,19.99,
444.401,,,,,19.99,
444.401,,,,,19.99,
444.401,,,,,19.99,
444.401,,,,,19.99,
444.498,50.74,24,0,62,,18.38
444.498,50.74,24,0,62,,18.38
444.498,50.74,24,0,62,,18.38
444.498,50.74,24,0,62,,18.38
444.498,50.74,24,0,62,,18.38
444.498,50.74,24,0,62,,18.38
444.498,50.74,24,0,62,,18.38
444.648,51.7,24,0,62,,18.35
444.648,51.7,24,0,62,,18.35
444.648,51.7,24,0,62,,18.35
444.648,51.7,24,0,62,,18.35
444.648,51.7,24,0,62,,18.35
444.648,51.7,24,0,62,,18.35
444.648,51.7,24,0,62,,18.35
444.802,52.63,24,0,62,,18.32
444.802,52.63,24,0,62,,18.32
444.802,52.63,24,0,62,,18.32
444.802,52.63,24,0,62,,18.32
444.802,52.63,24,0,62,,18.32
444.802,52.63,24,0,62,,18.32
444.802,52.63,24,0,62,,18.32
444.949,53.89,24,0,62,19.94,18.26
444.949,53.89,24,0,62,19.94,18.26
444.949,53.89,24,0,62,19.94,18.26
444.949,53.89,24,0,62,19.94,18.26
444.949,53.89,24,0,62,19.94,18.26
444.949,53.89,24,0,62,19.94,18.26
444.949,53.89,24,0,62,19.94,18.26
444.949,53.89,24,0,62,19.94,18.26
445.099,54.81,24.05,0,62,,18.23
445.099,54.81,24.05,0,62,,18.23
445.099,54.81,24.05,0,62,,18.23
445.099,54.81,24.05,0,62,,18.23
445.099,54.81,24.05,0,62,,18.23
445.099,54.81,24.05,0,62,,18.23
445.099,54.81,24.05,0,62,,18.23
445.253,55.69,24.15,0,62,,18.2
445.253,55.69,24.15,0,62,,18.2
445.253,55.69,24.15,0,62,,18.2
445.253,55.69,24.15,0,62,,18.2
445.253,55.69,24.15,0,62,,18.2
445.253,55.69,24.15,0,62,,18.2
445.253,55.69,24.15,0,62,,18.2
445.399,56.86,24.26,0,62,,18.15
445.399,56.86,24.26,0,62,,18.15
445.399,56.86,24.26,0,62,,18.15
445.399,56.86,24.26,0,62,,18.15
445.399,56.86,24.26,0,62,,18.15
445.399,56.86,24.26,0,62,,18.15
445.399,56.86,24.26,0,62,,18.15
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.5,,,,,,
445.549,57.74,24.37,0,62,19.97,18.11
445.549,57.74,24.37,0,62,19.97,18.11
445.549,57.74,24.37,0,62,19.97,18.11
445.549,57.74,24.37,0,62,19.97,18.11
445.549,57.74,24.37,0,62,19.97,18.11
445.549,57.74,24.37,0,62,19.97,18.11
445.549,57.74,24.37,0,62,19.97,18.11
445.549,57.74,24.37,0,62,19.97,18.11
445.703,58.59,24.49,0,62,,18.08
445.703,58.59,24.49,0,62,,18.08
445.703,58.59,24.49,0,62,,18.08
445.703,58.59,24.49,0,62,,18.08
445.703,58.59,24.49,0,62,,18.08
445.703,58.59,24.49,0,62,,18.08
445.703,58.59,24.49,0,62,,18.08
445.85,59.71,24.61,0,62,,18.04
445.85,59.71,24.61,0,62,,18.04
445.85,59.71,24.61,0,62,,18.04
445.85,59.71,24.61,0,62,,18.04
445.85,59.71,24.61,0,62,,18.04
445.85,59.71,24.61,0,62,,18.04
445.85,59.71,24.61,0,62,,18.04
446,60.52,24.74,0,62,,18.01
446,60.52,24.74,0,62,,18.01
446,60.52,24.74,0,62,,18.01
446,60.52,24.74,0,62,,18.01
446,60.52,24.74,0,62,,18.01
446,60.52,24.74,0,62,,18.01
446,60.52,24.74,0,62,,18.01
446.154,61.32,24.87,0,62,19.93,17.98
446.154,61.32,24.87,0,62,19.93,17.98
446.154,61.32,24.87,0,62,19.93,17.98
446.154,61.32,24.87,0,62,19.93,17.98
446.154,61.32,24.87,0,62,19.93,17.98
446.154,61.32,24.87,0,62,19.93,17.98
446.154,61.32,24.87,0,62,19.93,17.98
446.154,61.32,24.87,0,62,19.93,17.98
446.3,62.37,25.02,0,62,,17.95
446.3,62.37,25.02,0,62,,17.95
446.3,62.37,25.02,0,62,,17.95
446.3,62.37,25.02,0,62,,17.95
446.3,62.37,25.02,0,62,,17.95
446.3,62.37,25.02,0,62,,17.95
446.3,62.37,25.02,0,62,,17.95
446.45,63.15,25.16,0,62,,17.92
446.45,63.15,25.16,0,62,,17.92
446.45,63.15,25.16,0,62,,17.92
446.45,63.15,25.16,0,62,,17.92
446.45,63.15,25.16,0,62,,17.92
446.45,63.15,25.16,0,62,,17.92
446.45,63.15,25.16,0,62,,17.92
446.604,63.9,25.3,0,62,,17.88
446.604,63.9,25.3,0,62,,17.88
446.604,63.9,25.3,0,62,,17.88
446.604,63.9,25.3,0,62,,17.88
446.604,63.9,25.3,0,62,,17.88
446.604,63.9,25.3,0,62,,17.88
446.604,63.9,25.3,0,62,,17.88
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.611,,,,,,
446.751,64.92,25.47,0,62,22.9,17.85
446.751,64.92,25.47,0,62,22.9,17.85
446.751,64.92,25.47,0,62,22.9,17.85
446.751,64.92,25.47,0,62,22.9,17.85
446.751,64.92,25.47,0,62,22.9,17.85
446.751,64.92,25.47,0,62,22.9,17.85
446.751,64.92,25.47,0,62,22.9,17.85
446.751,64.92,25.47,0,62,22.9,17.85
446.901,65.65,25.62,0,62,,17.82
446.901,65.65,25.62,0,62,,17.82
446.901,65.65,25.62,0,62,,17.82
446.901,65.65,25.62,0,62,,17.82
446.901,65.65,25.62,0,62,,17.82
446.901,65.65,25.62,0,62,,17.82
446.901,65.65,25.62,0,62,,17.82
447.055,66.37,25.78,0,62,,17.79
447.055,66.37,25.78,0,62,,17.79
447.055,66.37,25.78,0,62,,17.79
447.055,66.37,25.78,0,62,,17.79
447.055,66.37,25.78,0,62,,17.79
447.055,66.37,25.78,0,62,,17.79
447.055,66.37,25.78,0,62,,17.79
447.202,67.33,25.96,0,62,,17.76
447.202,67.33,25.96,0,62,,17.76
447.202,67.33,25.96,0,62,,17.76
447.202,67.33,25.96,0,62,,17.76
447.202,67.33,25.96,0,62,,17.76
447.202,67.33,25.96,0,62,,17.76
447.202,67.33,25.96,0,62,,17.76
447.352,68.03,26.12,0,62,25.42,17.75
447.352,68.03,26.12,0,62,25.42,17.75
447.352,68.03,26.12,0,62,25.42,17.75
447.352,68.03,26.12,0,62,25.42,17.75
447.352,68.03,26.12,0,62,25.42,17.75
447.352,68.03,26.12,0,62,25.42,17.75
447.352,68.03,26.12,0,62,25.42,17.75
447.352,68.03,26.12,0,62,25.42,17.75
447.506,68.7,26.3,0,62,,17.72
447.506,68.7,26.3,0,62,,17.72
447.506,68.7,26.3,0,62,,17.72
447.506,68.7,26.3,0,62,,17.72
447.506,68.7,26.3,0,62,,17.72
447.506,68.7,26.3,0,62,,17.72
447.506,68.7,26.3,0,62,,17.72
447.653,69.61,26.48,0,62,,17.69
447.653,69.61,26.48,0,62,,17.69
447.653,69.61,26.48,0,62,,17.69
447.653,69.61,26.48,0,62,,17.69
447.653,69.61,26.48,0,62,,17.69
447.653,69.61,26.48,0,62,,17.69
447.653,69.61,26.48,0,62,,17.69
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.71,,,,,,
447.803,70.27,26.66,0,62,,17.66
447.803,70.27,26.66,0,62,,17.66
447.803,70.27,26.66,0,62,,17.66
447.803,70.27,26.66,0,62,,17.66
447.803,70.27,26.66,0,62,,17.66
447.803,70.27,26.66,0,62,,17.66
447.803,70.27,26.66,0,62,,17.66
447.958,70.92,26.85,0,62,25.41,17.65
447.958,70.92,26.85,0,62,25.41,17.65
447.958,70.92,26.85,0,62,25.41,17.65
447.958,70.92,26.85,0,62,25.41,17.65
447.958,70.92,26.85,0,62,25.41,17.65
447.958,70.92,26.85,0,62,25.41,17.65
447.958,70.92,26.85,0,62,25.41,17.65
447.958,70.92,26.85,0,62,25.41,17.65
448.103,71.79,27.05,0,62,,17.62
448.103,71.79,27.05,0,62,,17.62
448.103,71.79,27.05,0,62,,17.62
448.103,71.79,27.05,0,62,,17.62
448.103,71.79,27.05,0,62,,17.62
448.103,71.79,27.05,0,62,,17.62
448.103,71.79,27.05,0,62,,17.62
448.253,72.43,27.24,0,62,,17.6
448.253,72.43,27.24,0,62,,17.6
448.253,72.43,27.24,0,62,,17.6
448.253,72.43,27.24,0,62,,17.6
448.253,72.43,27.24,0,62,,17.6
448.253,72.43,27.24,0,62,,17.6
448.253,72.43,27.24,0,62,,17.6
448.407,73.04,27.43,0,62,,17.59
448.407,73.04,27.43,0,62,,17.59
448.407,73.04,27.43,0,62,,17.59
448.407,73.04,27.43,0,62,,17.59
448.407,73.04,27.43,0,62,,17.59
448.407,73.04,27.43,0,62,,17.59
448.407,73.04,27.43,0,62,,17.59
448.554,73.88,27.64,0,62,25.51,17.57
448.554,73.88,27.64,0,62,25.51,17.57
448.554,73.88,27.64,0,62,25.51,17.57
448.554,73.88,27.64,0,62,25.51,17.57
448.554,73.88,27.64,0,62,25.51,17.57
448.554,73.88,27.64,0,62,25.51,17.57
448.554,73.88,27.64,0,62,25.51,17.57
448.554,73.88,27.64,0,62,25.51,17.57
448.704,74.5,27.84,0,62,,17.56
448.704,74.5,27.84,0,62,,17.56
448.704,74.5,27.84,0,62,,17.56
448.704,74.5,27.84,0,62,,17.56
448.704,74.5,27.84,0,62,,17.56
448.704,74.5,27.84,0,62,,17.56
448.704,74.5,27.84,0,62,,17.56
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.815,,,,,,
448.858,75.09,28.04,0,62,,17.54
448.858,75.09,28.04,0,62,,17.54
448.858,75.09,28.04,0,62,,17.54
448.858,75.09,28.04,0,62,,17.54
448.858,75.09,28.04,0,62,,17.54
448.858,75.09,28.04,0,62,,17.54
448.858,75.09,28.04,0,62,,17.54
449.004,75.83,28.26,0,62,,17.52
449.004,75.83,28.26,0,62,,17.52
449.004,75.83,28.26,0,62,,17.52
449.004,75.83,28.26,0,62,,17.52
449.004,75.83,28.26,0,62,,17.52
449.004,75.83,28.26,0,62,,17.52
449.004,75.83,28.26,0,62,,17.52
449.154,76.4,28.47,0,62,25.7,17.5
449.154,76.4,28.47,0,62,25.7,17.5
449.154,76.4,28.47,0,62,25.7,17.5
449.154,76.4,28.47,0,62,25.7,17.5
449.154,76.4,28.47,0,62,25.7,17.5
449.154,76.4,28.47,0,62,25.7,17.5
449.154,76.4,28.47,0,62,25.7,17.5
449.154,76.4,28.47,0,62,25.7,17.5
449.308,76.96,28.68,0,62,,17.48
449.308,76.96,28.68,0,62,,17.48
449.308,76.96,28.68,0,62,,17.48
449.308,76.96,28.68,0,62,,17.48
449.308,76.96,28.68,0,62,,17.48
449.308,76.96,28.68,0,62,,17.48
449.308,76.96,28.68,0,62,,17.48
449.455,77.7,28.91,0,62,,17.46
449.455,77.7,28.91,0,62,,17.46
449.455,77.7,28.91,0,62,,17.46
449.455,77.7,28.91,0,62,,17.46
449.455,77.7,28.91,0,62,,17.46
449.455,77.7,28.91,0,62,,17.46
449.455,77.7,28.91,0,62,,17.46
449.605,78.27,29.13,0,62,,17.45
449.605,78.27,29.13,0,62,,17.45
449.605,78.27,29.13,0,62,,17.45
449.605,78.27,29.13,0,62,,17.45
449.605,78.27,29.13,0,62,,17.45
449.605,78.27,29.13,0,62,,17.45
449.605,78.27,29.13,0,62,,17.45
449.759,78.8,29.34,0,62,25.75,17.43
449.759,78.8,29.34,0,62,25.75,17.43
449.759,78.8,29.34,0,62,25.75,17.43
449.759,78.8,29.34,0,62,25.75,17.43
449.759,78.8,29.34,0,62,25.75,17.43
449.759,78.8,29.34,0,62,25.75,17.43
449.759,78.8,29.34,0,62,25.75,17.43
449.759,78.8,29.34,0,62,25.75,17.43
449.905,79.52,29.58,0,62,,17.43
449.905,79.52,29.58,0,62,,17.43
449.905,79.52,29.58,0,62,,17.43
449.905,79.52,29.58,0,62,,17.43
449.905,79.52,29.58,0,62,,17.43
449.905,79.52,29.58,0,62,,17.43
449.905,79.52,29.58,0,62,,17.43
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
449.92,,,,,,
450.055,80.04,29.8,0,62,,17.41
450.055,80.04,29.8,0,62,,17.41
450.055,80.04,29.8,0,62,,17.41
450.055,80.04,29.8,0,62,,17.41
450.055,80.04,29.8,0,62,,17.41
450.055,80.04,29.8,0,62,,17.41
450.055,80.04,29.8,0,62,,17.41
450.209,80.58,30.03,0,62,,17.4
450.209,80.58,30.03,0,62,,17.4
450.209,80.58,30.03,0,62,,17.4
450.209,80.58,30.03,0,62,,17.4
450.209,80.58,30.03,0,62,,17.4
450.209,80.58,30.03,0,62,,17.4
450.209,80.58,30.03,0,62,,17.4
450.357,81.25,30.28,0,62,25.83,17.39
450.357,81.25,30.28,0,62,25.83,17.39
450.357,81.25,30.28,0,62,25.83,17.39
450.357,81.25,30.28,0,62,25.83,17.39
450.357,81.25,30.28,0,62,25.83,17.39
450.357,81.25,30.28,0,62,25.83,17.39
450.357,81.25,30.28,0,62,25.83,17.39
450.357,81.25,30.28,0,62,25.83,17.39
450.507,81.77,30.51,0,62,,17.38
450.507,81.77,30.51,0,62,,17.38
450.507,81.77,30.51,0,62,,17.38
450.507,81.77,30.51,0,62,,17.38
450.507,81.77,30.51,0,62,,17.38
450.507,81.77,30.51,0,62,,17.38
450.507,81.77,30.51,0,62,,17.38
450.661,82.28,30.74,0,62,,17.38
450.661,82.28,30.74,0,62,,17.38
450.661,82.28,30.74,0,62,,17.38
450.661,82.28,30.74,0,62,,17.38
450.661,82.28,30.74,0,62,,17.38
450.661,82.28,30.74,0,62,,17.38
450.661,82.28,30.74,0,62,,17.38
450.808,82.91,30.99,0,62,,17.36
450.808,82.91,30.99,0,62,,17.36
450.808,82.91,30.99,0,62,,17.36
450.808,82.91,30.99,0,62,,17.36
450.808,82.91,30.99,0,62,,17.36
450.808,82.91,30.99,0,62,,17.36
450.808,82.91,30.99,0,62,,17.36
450.958,83.38,31.22,0,62,26.1,17.36
450.958,83.38,31.22,0,62,26.1,17.36
450.958,83.38,31.22,0,62,26.1,17.36
450.958,83.38,31.22,0,62,26.1,17.36
450.958,83.38,31.22,0,62,26.1,17.36
450.958,83.38,31.22,0,62,26.1,17.36
450.958,83.38,31.22,0,62,26.1,17.36
450.958,83.38,31.22,0,62,26.1,17.36
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.025,,,,,,
451.112,83.88,31.46,0,62,,17.35
451.112,83.88,31.46,0,62,,17.35
451.112,83.88,31.46,0,62,,17.35
451.112,83.88,31.46,0,62,,17.35
451.112,83.88,31.46,0,62,,17.35
451.112,83.88,31.46,0,62,,17.35
451.112,83.88,31.46,0,62,,17.35
451.259,84.49,31.72,0,62,,17.34
451.259,84.49,31.72,0,62,,17.34
451.259,84.49,31.72,0,62,,17.34
451.259,84.49,31.72,0,62,,17.34
451.259,84.49,31.72,0,62,,17.34
451.259,84.49,31.72,0,62,,17.34
451.259,84.49,31.72,0,62,,17.34
451.409,84.91,31.95,0,62,,17.34
451.409,84.91,31.95,0,62,,17.34
451.409,84.91,31.95,0,62,,17.34
451.409,84.91,31.95,0,62,,17.34
451.409,84.91,31.95,0,62,,17.34
451.409,84.91,31.95,0,62,,17.34
451.409,84.91,31.95,0,62,,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.563,85.39,32.19,0,62,27.09,17.34
451.71,86,32.46,0,62,,17.33
451.71,86,32.46,0,62,,17.33
451.71,86,32.46,0,62,,17.33
451.71,86,32.46,0,62,,17.33
451.71,86,32.46,0,62,,17.33
451.71,86,32.46,0,62,,17.33
451.71,86,32.46,0,62,,17.33
451.86,86.42,32.7,0,62,,17.32
451.86,86.42,32.7,0,62,,17.32
451.86,86.42,32.7,0,62,,17.32
451.86,86.42,32.7,0,62,,17.32
451.86,86.42,32.7,0,62,,17.32
451.86,86.42,32.7,0,62,,17.32
451.86,86.42,32.7,0,62,,17.32
452.015,86.84,32.94,0,62,,17.31
452.015,86.84,32.94,0,62,,17.31
452.015,86.84,32.94,0,62,,17.31
452.015,86.84,32.94,0,62,,17.31
452.015,86.84,32.94,0,62,,17.31
452.015,86.84,32.94,0,62,,17.31
452.015,86.84,32.94,0,62,,17.31
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.129,,,,,,
452.161,87.43,33.21,0,62,28.24,17.31
452.161,87.43,33.21,0,62,28.24,17.31
452.161,87.43,33.21,0,62,28.24,17.31
452.161,87.43,33.21,0,62,28.24,17.31
452.161,87.43,33.21,0,62,28.24,17.31
452.161,87.43,33.21,0,62,28.24,17.31
452.161,87.43,33.21,0,62,28.24,17.31
452.161,87.43,33.21,0,62,28.24,17.31
452.311,87.84,33.46,0,62,,17.31
452.311,87.84,33.46,0,62,,17.31
452.311,87.84,33.46,0,62,,17.31
452.311,87.84,33.46,0,62,,17.31
