timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Ramp Set TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
880.944,22.91,24.0,62.0,,22.86,100.0,,,,,,,100.0,,,,,,,,,,,,,,,
880.944,22.91,24.0,62.0,,22.86,100.0,,,,,,,100.0,,,,,,,,,,,,,,,
880.944,22.91,24.0,62.0,,22.86,100.0,,,,,,,100.0,,,,,,,,,,,,,,,
880.944,22.91,24.0,62.0,,22.86,100.0,,,,,,,100.0,,,,,,,,,,,,,,,
880.944,22.91,24.0,62.0,,22.86,100.0,,,,,,,100.0,,,,,,,,,,,,,,,
880.944,22.91,24.0,62.0,,22.86,100.0,,,,,,,100.0,,,,,,,,,,,,,,,
881.094,22.93,24.0,62.0,20.64,22.87,100.0,,,,,,,250.0,,,,,,,,,,,,,,,
881.094,22.93,24.0,62.0,20.64,22.87,100.0,,,,,,,250.0,,,,,,,,,,,,,,,
881.094,22.93,24.0,62.0,20.64,22.87,100.0,,,,,,,250.0,,,,,,,,,,,,,,,
881.094,22.93,24.0,62.0,20.64,22.87,100.0,,,,,,,250.0,,,,,,,,,,,,,,,
881.094,22.93,24.0,62.0,20.64,22.87,100.0,,,,,,,250.0,,,,,,,,,,,,,,,
881.094,22.93,24.0,62.0,20.64,22.87,100.0,,,,,,,250.0,,,,,,,,,,,,,,,
881.094,22.93,24.0,62.0,20.64,22.87,100.0,,,,,,,250.0,,,,,,,,,,,,,,,
881.244,23.1,24.0,62.0,,22.86,100.0,,,,,,,400.0,,,,,,,,,,,,,,,
881.244,23.1,24.0,62.0,,22.86,100.0,,,,,,,400.0,,,,,,,,,,,,,,,
881.244,23.1,24.0,62.0,,22.86,100.0,,,,,,,400.0,,,,,,,,,,,,,,,
881.244,23.1,24.0,62.0,,22.86,100.0,,,,,,,400.0,,,,,,,,,,,,,,,
881.244,23.1,24.0,62.0,,22.86,100.0,,,,,,,400.0,,,,,,,,,,,,,,,
881.244,23.1,24.0,62.0,,22.86,100.0,,,,,,,400.0,,,,,,,,,,,,,,,
881.394,23.62,24.0,62.0,,22.86,100.0,,,,,,,550.0,,,,,,,,,,,,,,,
881.394,23.62,24.0,62.0,,22.86,100.0,,,,,,,550.0,,,,,,,,,,,,,,,
881.394,23.62,24.0,62.0,,22.86,100.0,,,,,,,550.0,,,,,,,,,,,,,,,
881.394,23.62,24.0,62.0,,22.86,100.0,,,,,,,550.0,,,,,,,,,,,,,,,
881.394,23.62,24.0,62.0,,22.86,100.0,,,,,,,550.0,,,,,,,,,,,,,,,
881.394,23.62,24.0,62.0,,22.86,100.0,,,,,,,550.0,,,,,,,,,,,,,,,
881.544,24.78,24.0,62.0,,22.8,100.0,,,,,,,700.0,,,,,,,,,,,,,,,
881.544,24.78,24.0,62.0,,22.8,100.0,,,,,,,700.0,,,,,,,,,,,,,,,
881.544,24.78,24.0,62.0,,22.8,100.0,,,,,,,700.0,,,,,,,,,,,,,,,
881.544,24.78,24.0,62.0,,22.8,100.0,,,,,,,700.0,,,,,,,,,,,,,,,
881.544,24.78,24.0,62.0,,22.8,100.0,,,,,,,700.0,,,,,,,,,,,,,,,
881.544,24.78,24.0,62.0,,22.8,100.0,,,,,,,700.0,,,,,,,,,,,,,,,
881.694,25.89,24.0,62.0,20.63,22.75,100.0,,,,,,,850.0,,,,,,,,,,,,,,,
881.694,25.89,24.0,62.0,20.63,22.75,100.0,,,,,,,850.0,,,,,,,,,,,,,,,
881.694,25.89,24.0,62.0,20.63,22.75,100.0,,,,,,,850.0,,,,,,,,,,,,,,,
881.694,25.89,24.0,62.0,20.63,22.75,100.0,,,,,,,850.0,,,,,,,,,,,,,,,
881.694,25.89,24.0,62.0,20.63,22.75,100.0,,,,,,,850.0,,,,,,,,,,,,,,,
881.694,25.89,24.0,62.0,20.63,22.75,100.0,,,,,,,850.0,,,,,,,,,,,,,,,
881.694,25.89,24.0,62.0,20.63,22.75,100.0,,,,,,,850.0,,,,,,,,,,,,,,,
881.844,27.12,24.0,62.0,,22.69,100.0,,,,,,,1000.0,,,,,,,,,,,,,,,
881.844,27.12,24.0,62.0,,22.69,100.0,,,,,,,1000.0,,,,,,,,,,,,,,,
881.844,27.12,24.0,62.0,,22.69,100.0,,,,,,,1000.0,,,,,,,,,,,,,,,
881.844,27.12,24.0,62.0,,22.69,100.0,,,,,,,1000.0,,,,,,,,,,,,,,,
881.844,27.12,24.0,62.0,,22.69,100.0,,,,,,,1000.0,,,,,,,,,,,,,,,
881.844,27.12,24.0,62.0,,22.69,100.0,,,,,,,1000.0,,,,,,,,,,,,,,,
881.946,,,,,,,,,,,,,,,,2655.0,9000.0,9000.0,9000.0,9000.0,7177.0,5147.0,4028.0,4153.0,9000.0,1.3944045074800855,23.57,23.57
881.946,,,,,,,,,,,,,,,,2655.0,9000.0,9000.0,9000.0,9000.0,7177.0,5147.0,4028.0,4153.0,9000.0,1.3944045074800855,23.57,23.57
881.946,,,,,,,,,,,,,,,,2655.0,9000.0,9000.0,9000.0,9000.0,7177.0,5147.0,4028.0,4153.0,9000.0,1.3944045074800855,23.57,23.57
881.946,,,,,,,,,,,,,,,,2655.0,9000.0,9000.0,9000.0,9000.0,7177.0,5147.0,4028.0,4153.0,9000.0,1.3944045074800855,23.57,23.57
881.946,,,,,,,,,,,,,,,,2655.0,9000.0,9000.0,9000.0,9000.0,7177.0,5147.0,4028.0,4153.0,9000.0,1.3944045074800855,23.57,23.57
881.946,,,,,,,,,,,,,,,,2655.0,9000.0,9000.0,9000.0,9000.0,7177.0,5147.0,4028.0,4153.0,9000.0,1.3944045074800855,23.57,23.57
881.946,,,,,,,,,,,,,,,,2655.0,9000.0,9000.0,9000.0,9000.0,7177.0,5147.0,4028.0,4153.0,9000.0,1.3944045074800855,23.57,23.57
