timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Output,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR HeatSink TempC,PCR Output,Stage1 Error Time Ms,PCR Error Time Ms,PCR Target Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
5475.912,33.52,24.0,62.0,,35.07,100.0,,,,,,100.0,,,,,,,,,,,,,,,
5475.912,33.52,24.0,62.0,,35.07,100.0,,,,,,100.0,,,,,,,,,,,,,,,
5475.912,33.52,24.0,62.0,,35.07,100.0,,,,,,100.0,,,,,,,,,,,,,,,
5475.912,33.52,24.0,62.0,,35.07,100.0,,,,,,100.0,,,,,,,,,,,,,,,
5475.912,33.52,24.0,62.0,,35.07,100.0,,,,,,100.0,,,,,,,,,,,,,,,
5475.912,33.52,24.0,62.0,,35.07,100.0,,,,,,100.0,,,,,,,,,,,,,,,
5476.077,33.53,24.0,62.0,,35.06,100.0,,,,,,250.0,,,,,,,,,,,,,,,
5476.077,33.53,24.0,62.0,,35.06,100.0,,,,,,250.0,,,,,,,,,,,,,,,
5476.077,33.53,24.0,62.0,,35.06,100.0,,,,,,250.0,,,,,,,,,,,,,,,
5476.077,33.53,24.0,62.0,,35.06,100.0,,,,,,250.0,,,,,,,,,,,,,,,
5476.077,33.53,24.0,62.0,,35.06,100.0,,,,,,250.0,,,,,,,,,,,,,,,
5476.077,33.53,24.0,62.0,,35.06,100.0,,,,,,250.0,,,,,,,,,,,,,,,
5476.206,,,,22.91,,,,,,,,,,,,,,,,,,,,,,,
5476.226,33.62,24.0,62.0,,35.05,100.0,,,,,,400.0,,,,,,,,,,,,,,,
5476.226,33.62,24.0,62.0,,35.05,100.0,,,,,,400.0,,,,,,,,,,,,,,,
5476.226,33.62,24.0,62.0,,35.05,100.0,,,,,,400.0,,,,,,,,,,,,,,,
5476.226,33.62,24.0,62.0,,35.05,100.0,,,,,,400.0,,,,,,,,,,,,,,,
5476.226,33.62,24.0,62.0,,35.05,100.0,,,,,,400.0,,,,,,,,,,,,,,,
5476.226,33.62,24.0,62.0,,35.05,100.0,,,,,,400.0,,,,,,,,,,,,,,,
5476.395,34.07,24.0,62.0,,35.03,100.0,,,,,,550.0,,,,,,,,,,,,,,,
5476.395,34.07,24.0,62.0,,35.03,100.0,,,,,,550.0,,,,,,,,,,,,,,,
5476.395,34.07,24.0,62.0,,35.03,100.0,,,,,,550.0,,,,,,,,,,,,,,,
5476.395,34.07,24.0,62.0,,35.03,100.0,,,,,,550.0,,,,,,,,,,,,,,,
5476.395,34.07,24.0,62.0,,35.03,100.0,,,,,,550.0,,,,,,,,,,,,,,,
5476.395,34.07,24.0,62.0,,35.03,100.0,,,,,,550.0,,,,,,,,,,,,,,,
5476.543,34.52,24.0,62.0,,35.01,100.0,,,,,,700.0,,,,,,,,,,,,,,,
5476.543,34.52,24.0,62.0,,35.01,100.0,,,,,,700.0,,,,,,,,,,,,,,,
5476.543,34.52,24.0,62.0,,35.01,100.0,,,,,,700.0,,,,,,,,,,,,,,,
5476.543,34.52,24.0,62.0,,35.01,100.0,,,,,,700.0,,,,,,,,,,,,,,,
5476.543,34.52,24.0,62.0,,35.01,100.0,,,,,,700.0,,,,,,,,,,,,,,,
5476.543,34.52,24.0,62.0,,35.01,100.0,,,,,,700.0,,,,,,,,,,,,,,,
