timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,dataQLiquidStg1
368.169,85.73,85.73,50,92.6
368.169,85.73,85.73,50,92.6
368.169,85.73,85.73,50,92.6
368.32,85.38,85.38,50,92.6
368.32,85.38,85.38,50,92.6
368.32,85.38,85.38,50,92.6
368.32,85.38,85.38,50,92.6
368.47,84.71,84.71,50,
368.47,84.71,84.71,50,
368.47,84.71,84.71,50,
368.62,83.64,83.64,50,
368.62,83.64,83.64,50,
368.62,83.64,83.64,50,
368.77,82.56,82.56,50,
368.77,82.56,82.56,50,
368.77,82.56,82.56,50,
368.92,81.28,81.28,50,92.48
368.92,81.28,81.28,50,92.48
368.92,81.28,81.28,50,92.48
368.92,81.28,81.28,50,92.48
369.07,80.14,80.14,50,
369.07,80.14,80.14,50,
369.07,80.14,80.14,50,
369.22,79.01,79.01,50,
369.22,79.01,79.01,50,
369.22,79.01,79.01,50,
369.37,77.77,77.77,50,
369.37,77.77,77.77,50,
369.37,77.77,77.77,50,
369.52,76.68,76.68,50,92.35
369.52,76.68,76.68,50,92.35
369.52,76.68,76.68,50,92.35
369.52,76.68,76.68,50,92.35
369.67,75.63,75.63,50,
369.67,75.63,75.63,50,
369.67,75.63,75.63,50,
369.821,74.49,74.49,50,
369.821,74.49,74.49,50,
369.821,74.49,74.49,50,
369.971,73.48,73.48,50,
369.971,73.48,73.48,50,
369.971,73.48,73.48,50,
370.121,72.36,72.36,50,92.23
370.121,72.36,72.36,50,92.23
370.121,72.36,72.36,50,92.23
370.121,72.36,72.36,50,92.23
370.272,71.38,71.38,50,
370.272,71.38,71.38,50,
370.272,71.38,71.38,50,
370.422,70.43,70.43,50,
370.422,70.43,70.43,50,
370.422,70.43,70.43,50,
370.572,69.39,69.39,50,
370.572,69.39,69.39,50,
370.572,69.39,69.39,50,
370.722,68.49,68.49,50,92.19
370.722,68.49,68.49,50,92.19
370.722,68.49,68.49,50,92.19
370.722,68.49,68.49,50,92.19
370.872,67.6,67.6,50,
370.872,67.6,67.6,50,
370.872,67.6,67.6,50,
371.022,66.6,66.6,50,
371.022,66.6,66.6,50,
371.022,66.6,66.6,50,
371.172,65.74,65.74,50,
371.172,65.74,65.74,50,
371.172,65.74,65.74,50,
371.322,64.79,64.79,50,91.97
371.322,64.79,64.79,50,91.97
371.322,64.79,64.79,50,91.97
371.322,64.79,64.79,50,91.97
371.473,63.97,63.97,50,
371.473,63.97,63.97,50,
371.473,63.97,63.97,50,
371.623,63.14,63.14,50,
371.623,63.14,63.14,50,
371.623,63.14,63.14,50,
371.774,62.27,62.27,50,
371.774,62.27,62.27,50,
371.774,62.27,62.27,50,
371.924,61.5,61.5,50,91.92
371.924,61.5,61.5,50,91.92
371.924,61.5,61.5,50,91.92
371.924,61.5,61.5,50,91.92
372.075,60.65,60.65,50,
372.075,60.65,60.65,50,
372.075,60.65,60.65,50,
372.224,59.89,59.89,50,
372.224,59.89,59.89,50,
372.224,59.89,59.89,50,
372.374,59.15,59.15,50,
372.374,59.15,59.15,50,
372.374,59.15,59.15,50,
372.525,58.34,58.34,50,91.75
372.525,58.34,58.34,50,91.75
372.525,58.34,58.34,50,91.75
372.525,58.34,58.34,50,91.75
372.675,57.62,57.62,50,
372.675,57.62,57.62,50,
372.675,57.62,57.62,50,
372.825,56.85,56.85,50,
372.825,56.85,56.85,50,
372.825,56.85,56.85,50,
372.976,56.15,56.15,50,
372.976,56.15,56.15,50,
372.976,56.15,56.15,50,
373.126,55.5,55.5,50,91.61
373.126,55.5,55.5,50,91.61
373.126,55.5,55.5,50,91.61
373.126,55.5,55.5,50,91.61
373.276,54.77,54.77,50,
373.276,54.77,54.77,50,
373.276,54.77,54.77,50,
373.426,54.12,54.12,50,
373.426,54.12,54.12,50,
373.426,54.12,54.12,50,
373.576,53.47,53.47,50,
373.576,53.47,53.47,50,
373.576,53.47,53.47,50,
373.726,52.77,52.77,50,91.53
373.726,52.77,52.77,50,91.53
373.726,52.77,52.77,50,91.53
373.726,52.77,52.77,50,91.53
373.876,52.15,52.15,50,
373.876,52.15,52.15,50,
373.876,52.15,52.15,50,
374.026,51.5,51.5,50,
374.026,51.5,51.5,50,
374.026,51.5,51.5,50,
374.178,50.91,50.91,50,
374.178,50.91,50.91,50,
374.178,50.91,50.91,50,
374.328,50.35,50.35,50,91.35
374.328,50.35,50.35,50,91.35
374.328,50.35,50.35,50,91.35
374.328,50.35,50.35,50,91.35
374.478,49.94,49.94,50,
374.478,49.94,49.94,50,
374.478,49.94,49.94,50,
374.628,49.95,49.95,50,
374.628,49.95,49.95,50,
374.628,49.95,49.95,50,
374.778,50.17,50.17,50,
374.778,50.17,50.17,50,
374.778,50.17,50.17,50,
374.928,50.43,50.43,50,91.1
374.928,50.43,50.43,50,91.1
374.928,50.43,50.43,50,91.1
374.928,50.43,50.43,50,91.1
375.078,50.66,50.66,50,
375.078,50.66,50.66,50,
375.078,50.66,50.66,50,
375.229,50.86,50.86,50,
375.229,50.86,50.86,50,
375.229,50.86,50.86,50,
375.379,51,51,50,
375.379,51,51,50,
375.379,51,51,50,
375.529,51.12,51.12,50,91.05
375.529,51.12,51.12,50,91.05
375.529,51.12,51.12,50,91.05
375.529,51.12,51.12,50,91.05
375.68,51.26,51.26,50,
375.68,51.26,51.26,50,
375.68,51.26,51.26,50,
375.83,51.4,51.4,50,
375.83,51.4,51.4,50,
375.83,51.4,51.4,50,
375.98,51.55,51.55,50,
375.98,51.55,51.55,50,
375.98,51.55,51.55,50,
376.13,51.67,51.67,50,90.79
376.13,51.67,51.67,50,90.79
376.13,51.67,51.67,50,90.79
376.13,51.67,51.67,50,90.79
376.28,51.81,51.81,50,
376.28,51.81,51.81,50,
376.28,51.81,51.81,50,
376.43,51.97,51.97,50,
376.43,51.97,51.97,50,
376.43,51.97,51.97,50,
376.58,52.1,52.1,50,
376.58,52.1,52.1,50,
376.58,52.1,52.1,50,
376.73,52.2,52.2,50,90.69
376.73,52.2,52.2,50,90.69
376.73,52.2,52.2,50,90.69
376.73,52.2,52.2,50,90.69
376.88,52.35,52.35,50,
376.88,52.35,52.35,50,
376.88,52.35,52.35,50,
377.03,52.46,52.46,50,
377.03,52.46,52.46,50,
377.03,52.46,52.46,50,
377.18,52.59,52.59,50,
377.18,52.59,52.59,50,
377.18,52.59,52.59,50,
377.33,52.71,52.71,50,90.58
377.33,52.71,52.71,50,90.58
377.33,52.71,52.71,50,90.58
377.33,52.71,52.71,50,90.58
377.48,52.8,52.8,50,
377.48,52.8,52.8,50,
377.48,52.8,52.8,50,
377.63,52.91,52.91,50,
377.63,52.91,52.91,50,
377.63,52.91,52.91,50,
377.78,53.01,53.01,50,
377.78,53.01,53.01,50,
377.78,53.01,53.01,50,
377.93,53.1,53.1,50,90.36
377.93,53.1,53.1,50,90.36
377.93,53.1,53.1,50,90.36
377.93,53.1,53.1,50,90.36
378.08,53.21,53.21,50,
378.08,53.21,53.21,50,
378.08,53.21,53.21,50,
378.23,53.3,53.3,50,
378.23,53.3,53.3,50,
378.23,53.3,53.3,50,
378.38,53.39,53.39,50,
378.38,53.39,53.39,50,
378.38,53.39,53.39,50,
378.53,53.47,53.47,50,90.11
378.53,53.47,53.47,50,90.11
378.53,53.47,53.47,50,90.11
378.53,53.47,53.47,50,90.11
378.68,53.55,53.55,50,
378.68,53.55,53.55,50,
378.68,53.55,53.55,50,
378.831,53.64,53.64,50,
378.831,53.64,53.64,50,
378.831,53.64,53.64,50,
378.981,53.72,53.72,50,
378.981,53.72,53.72,50,
378.981,53.72,53.72,50,
379.131,53.81,53.81,50,90.05
379.131,53.81,53.81,50,90.05
379.131,53.81,53.81,50,90.05
379.131,53.81,53.81,50,90.05
379.281,53.89,53.89,50,
379.281,53.89,53.89,50,
379.281,53.89,53.89,50,
379.431,53.96,53.96,50,
379.431,53.96,53.96,50,
379.431,53.96,53.96,50,
379.581,54.01,54.01,50,
379.581,54.01,54.01,50,
379.581,54.01,54.01,50,
379.731,54.06,54.06,50,89.82
379.731,54.06,54.06,50,89.82
379.731,54.06,54.06,50,89.82
379.731,54.06,54.06,50,89.82
379.881,54.13,54.13,50,
379.881,54.13,54.13,50,
379.881,54.13,54.13,50,
380.031,54.2,54.2,50,
380.031,54.2,54.2,50,
380.031,54.2,54.2,50,
380.181,54.26,54.26,50,
380.181,54.26,54.26,50,
380.181,54.26,54.26,50,
380.331,54.32,54.32,50,89.57
380.331,54.32,54.32,50,89.57
380.331,54.32,54.32,50,89.57
380.331,54.32,54.32,50,89.57
380.481,54.37,54.37,50,
380.481,54.37,54.37,50,
380.481,54.37,54.37,50,
380.631,54.42,54.42,50,
380.631,54.42,54.42,50,
380.631,54.42,54.42,50,
380.781,54.48,54.48,50,
380.781,54.48,54.48,50,
380.781,54.48,54.48,50,
380.931,54.53,54.53,50,89.42
380.931,54.53,54.53,50,89.42
380.931,54.53,54.53,50,89.42
380.931,54.53,54.53,50,89.42
381.081,54.59,54.59,50,
381.081,54.59,54.59,50,
381.081,54.59,54.59,50,
381.231,54.65,54.65,50,
381.231,54.65,54.65,50,
381.231,54.65,54.65,50,
381.381,54.68,54.68,50,
381.381,54.68,54.68,50,
381.381,54.68,54.68,50,
381.531,54.73,54.73,50,89.36
381.531,54.73,54.73,50,89.36
381.531,54.73,54.73,50,89.36
381.531,54.73,54.73,50,89.36
381.681,54.77,54.77,50,
381.681,54.77,54.77,50,
381.681,54.77,54.77,50,
381.831,54.81,54.81,50,
381.831,54.81,54.81,50,
381.831,54.81,54.81,50,
381.981,54.86,54.86,50,
381.981,54.86,54.86,50,
381.981,54.86,54.86,50,
382.131,54.91,54.91,50,89.09
382.131,54.91,54.91,50,89.09
382.131,54.91,54.91,50,89.09
382.131,54.91,54.91,50,89.09
382.281,54.95,54.95,50,
382.281,54.95,54.95,50,
382.281,54.95,54.95,50,
382.432,54.99,54.99,50,
382.432,54.99,54.99,50,
382.432,54.99,54.99,50,
382.582,55.01,55.01,50,
382.582,55.01,55.01,50,
382.582,55.01,55.01,50,
382.732,55.06,55.06,50,88.96
382.732,55.06,55.06,50,88.96
382.732,55.06,55.06,50,88.96
382.732,55.06,55.06,50,88.96
382.882,55.1,55.1,50,
382.882,55.1,55.1,50,
382.882,55.1,55.1,50,
383.032,55.13,55.13,50,
383.032,55.13,55.13,50,
383.032,55.13,55.13,50,
383.182,55.16,55.16,50,
383.182,55.16,55.16,50,
383.182,55.16,55.16,50,
383.332,55.19,55.19,50,88.78
383.332,55.19,55.19,50,88.78
383.332,55.19,55.19,50,88.78
383.332,55.19,55.19,50,88.78
383.482,55.23,55.23,50,
383.482,55.23,55.23,50,
383.482,55.23,55.23,50,
