timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,Stage1 P Term,Stage1 I Term,Stage1 D Term,Stage1 FF Term,Stage1 Output,Stage1 Actual TEC Temp Rate,Stage1 Prior Target TEC Ramp Rate,PCR Temp,PCR Modeled TempC,PCR Expected TempC,PCR Target TempC,PCR Controlled Ramp Target,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,dataQPcrSlug,pcrModeledTempC,rawTECModel,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,Stage1 Error Time Ms,PCR Error Time Ms,Stage1 Target Rate,Stage1 TEC Rate,Stage1 Heatsink Rate,PCR Target Rate,PCR TEC Rate,PCR Heatsink Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
8858.682,42.32,42.32,115.0,115.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,0.0,,-0.14328,,,,,,,,,,,,,,,,,,
8858.682,42.32,42.32,115.0,115.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,0.0,,-0.14328,,,,,,,,,,,,,,,,,,
8858.682,42.32,42.32,115.0,115.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,0.0,,-0.14328,,,,,,,,,,,,,,,,,,
8858.682,42.32,42.32,115.0,115.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,0.0,,-0.14328,,,,,,,,,,,,,,,,,,
8858.682,42.32,42.32,115.0,115.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,0.0,,-0.14328,,,,,,,,,,,,,,,,,,
8858.682,42.32,42.32,115.0,115.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,0.0,,-0.14328,,,,,,,,,,,,,,,,,,
8858.682,42.32,42.32,115.0,115.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,0.0,,-0.14328,,,,,,,,,,,,,,,,,,
8858.831,42.31,42.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,150.0,,-0.142746,,,,,,,,,,,,,,,,,,
8858.831,42.31,42.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,150.0,,-0.142746,,,,,,,,,,,,,,,,,,
8858.831,42.31,42.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,150.0,,-0.142746,,,,,,,,,,,,,,,,,,
8858.831,42.31,42.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,150.0,,-0.142746,,,,,,,,,,,,,,,,,,
8858.831,42.31,42.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,150.0,,-0.142746,,,,,,,,,,,,,,,,,,
8858.831,42.31,42.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,150.0,,-0.142746,,,,,,,,,,,,,,,,,,
8858.831,42.31,42.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,150.0,,-0.142746,,,,,,,,,,,,,,,,,,
8858.981,42.49,42.49,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,300.0,,-0.134811,,,,,,,,,,,,,,,,,,
8858.981,42.49,42.49,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,300.0,,-0.134811,,,,,,,,,,,,,,,,,,
8858.981,42.49,42.49,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,300.0,,-0.134811,,,,,,,,,,,,,,,,,,
8858.981,42.49,42.49,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,300.0,,-0.134811,,,,,,,,,,,,,,,,,,
8858.981,42.49,42.49,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,300.0,,-0.134811,,,,,,,,,,,,,,,,,,
8858.981,42.49,42.49,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,300.0,,-0.134811,,,,,,,,,,,,,,,,,,
8858.981,42.49,42.49,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,300.0,,-0.134811,,,,,,,,,,,,,,,,,,
8859.131,43.31,43.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,450.0,,-0.101624,,,,,,,,,,,,,,,,,,
8859.131,43.31,43.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,450.0,,-0.101624,,,,,,,,,,,,,,,,,,
8859.131,43.31,43.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,450.0,,-0.101624,,,,,,,,,,,,,,,,,,
8859.131,43.31,43.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,450.0,,-0.101624,,,,,,,,,,,,,,,,,,
8859.131,43.31,43.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,450.0,,-0.101624,,,,,,,,,,,,,,,,,,
8859.131,43.31,43.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,450.0,,-0.101624,,,,,,,,,,,,,,,,,,
8859.131,43.31,43.31,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,450.0,,-0.101624,,,,,,,,,,,,,,,,,,
8859.281,44.43,44.43,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,600.0,,-0.056839,,,,,,,,,,,,,,,,,,
8859.281,44.43,44.43,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,600.0,,-0.056839,,,,,,,,,,,,,,,,,,
8859.281,44.43,44.43,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,600.0,,-0.056839,,,,,,,,,,,,,,,,,,
8859.281,44.43,44.43,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,600.0,,-0.056839,,,,,,,,,,,,,,,,,,
8859.281,44.43,44.43,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,600.0,,-0.056839,,,,,,,,,,,,,,,,,,
8859.281,44.43,44.43,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,600.0,,-0.056839,,,,,,,,,,,,,,,,,,
8859.281,44.43,44.43,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,600.0,,-0.056839,,,,,,,,,,,,,,,,,,
8859.431,45.87,45.87,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,750.0,,0.000458,,,,,,,,,,,,,,,,,,
8859.431,45.87,45.87,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,750.0,,0.000458,,,,,,,,,,,,,,,,,,
8859.431,45.87,45.87,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,750.0,,0.000458,,,,,,,,,,,,,,,,,,
8859.431,45.87,45.87,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,750.0,,0.000458,,,,,,,,,,,,,,,,,,
8859.431,45.87,45.87,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,750.0,,0.000458,,,,,,,,,,,,,,,,,,
8859.431,45.87,45.87,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,750.0,,0.000458,,,,,,,,,,,,,,,,,,
