timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,Stage1 P Term,Stage1 I Term,Stage1 D Term,Stage1 FF Term,Stage1 Output,Stage1 Actual TEC Temp Rate,Stage1 Prior Target TEC Ramp Rate,PCR Temp,PCR Modeled TempC,PCR Expected TempC,PCR Target TempC,PCR Controlled Ramp Target,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,dataQPcrSlug,pcrModeledTempC,rawTECModel,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,Stage1 Error Time Ms,PCR Error Time Ms,Stage1 Target Rate,Stage1 TEC Rate,Stage1 Heatsink Rate,PCR Target Rate,PCR TEC Rate,PCR Heatsink Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
11201.063,36.65,36.65,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,50.0,,-0.074005,,,,,,,,,,,,,,,,,,
11201.063,36.65,36.65,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,50.0,,-0.074005,,,,,,,,,,,,,,,,,,
11201.063,36.65,36.65,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,50.0,,-0.074005,,,,,,,,,,,,,,,,,,
11201.063,36.65,36.65,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,50.0,,-0.074005,,,,,,,,,,,,,,,,,,
11201.063,36.65,36.65,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,50.0,,-0.074005,,,,,,,,,,,,,,,,,,
11201.063,36.65,36.65,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,50.0,,-0.074005,,,,,,,,,,,,,,,,,,
11201.063,36.65,36.65,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,50.0,,-0.074005,,,,,,,,,,,,,,,,,,
11201.212,36.63,36.63,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,200.0,,-0.074463,,,,,,,,,,,,,,,,,,
11201.212,36.63,36.63,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,200.0,,-0.074463,,,,,,,,,,,,,,,,,,
11201.212,36.63,36.63,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,200.0,,-0.074463,,,,,,,,,,,,,,,,,,
