,timeSinceBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,2092.106,30.46,30.45,55.0,,30.59
1,2092.241,30.46,30.45,55.0,,30.59
2,2092.391,30.5,30.45,55.0,,30.59
3,2092.541,30.76,30.47,55.0,,30.56
4,2092.691,31.39,30.56,55.0,,30.49
5,2092.757,,,,26.55,
6,2092.841,32.36,30.73,55.0,,30.41
7,2092.991,33.32,30.97,55.0,,30.33
8,2093.142,35.3,31.4,55.0,,30.21
9,2093.291,36.35,31.88,55.0,,30.14
10,2093.387,,,,27.09,
11,2093.441,38.35,32.47,55.0,,30.02
12,2093.591,40.14,33.18,55.0,,29.92
13,2093.741,41.25,33.91,55.0,,29.86
14,2093.891,43.36,34.71,55.0,,29.76
15,2093.928,,,,28.44,
16,2094.041,45.75,35.62,55.0,,29.64
17,2094.191,46.8,36.55,55.0,,29.6
18,2094.341,48.57,37.49,55.0,,29.51
19,2094.491,50.37,38.47,55.0,,29.44
20,2094.556,,,,29.77,
21,2094.641,52.39,39.52,55.0,,29.36
22,2094.791,53.64,40.52,55.0,,29.31
23,2094.941,55.41,41.56,55.0,,29.24
24,2095.091,56.9,42.59,55.0,,29.18
25,2095.139,,,,31.93,
26,2095.241,57.88,43.58,55.0,,29.14
27,2095.391,60.2,44.64,55.0,,29.07
28,2095.541,61.59,45.7,55.0,,29.03
29,2095.691,62.9,46.74,55.0,,28.98
30,2095.691,,,,35.01,
31,2095.841,64.62,47.78,55.0,,28.93
32,2095.997,65.88,48.83,55.0,,28.89
33,2096.147,67.15,49.85,55.0,,28.86
34,2096.297,68.76,50.87,55.0,,28.83
35,2096.297,,,,39.8,
36,2096.447,69.78,51.88,55.0,,28.83
37,2096.597,70.4,52.81,55.0,,28.9
38,2096.747,70.49,53.62,55.0,,29.11
39,2096.898,70.12,54.28,55.0,,29.34
40,2096.898,,,,44.91,
41,2097.048,69.46,54.78,55.0,,29.59
42,2097.194,68.32,55.11,55.0,,29.97
43,2097.344,67.32,55.28,55.0,,30.27
44,2097.493,66.24,55.33,55.0,,30.56
45,2097.546,,,,50.23,
46,2097.64,64.9,55.27,55.0,,30.9
47,2097.79,64.2,55.15,55.0,,31.07
48,2097.94,63.82,55.03,55.0,,31.17
49,2098.091,63.61,54.93,55.0,,31.25
50,2098.091,,,,57.5,
51,2098.24,63.56,54.87,55.0,,31.27
52,2098.39,63.53,54.85,55.0,,31.28
53,2098.54,63.46,54.85,55.0,,31.3
54,2098.69,63.38,54.87,55.0,,31.29
55,2098.69,,,,59.49,
56,2098.84,63.27,54.89,55.0,,31.3
57,2098.99,63.08,54.92,55.0,,31.3
58,2099.14,62.94,54.94,55.0,,31.29
59,2099.29,62.77,54.97,55.0,,31.29
60,2099.29,,,,59.22,
61,2099.44,62.53,54.99,55.0,,31.28
62,2099.59,62.35,55.0,55.0,,31.28
63,2099.74,62.18,55.01,55.0,,31.28
64,2099.89,62.01,55.03,55.0,,31.27
65,2099.89,,,,58.59,
66,2100.039,61.77,55.03,55.0,,31.26
67,2100.19,61.59,55.03,55.0,,31.25
68,2100.34,61.42,55.03,55.0,,31.25
69,2100.49,61.2,55.02,55.0,,31.23
70,2100.5,,,,57.98,
