,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,8372893.0,28.37,24.0,62.0,,28.59
1,8373043.0,28.37,24.0,62.0,,28.57
2,8373193.0,28.59,24.0,62.0,,28.56
3,8373.193,,,,24.73,
4,8373343.0,29.07,24.0,62.0,,28.54
5,8373493.0,29.88,24.0,62.0,,28.51
6,8373643.0,31.29,24.0,62.0,,28.44
7,8373793.0,32.49,24.0,62.0,,28.37
8,8373.793,,,,24.73,
9,8373943.0,33.79,24.0,62.0,,28.31
10,8374094.0,35.57,24.0,62.0,,28.21
11,8374243.0,36.93,24.0,62.0,,28.15
12,8374393.0,38.3,24.0,62.0,,28.07
13,8374543.0,40.1,24.0,62.0,,27.98
14,8374693.0,41.43,24.0,62.0,,27.91
15,8374843.0,42.75,24.0,62.0,,27.85
16,8374993.0,44.49,24.0,62.0,,27.77
17,8375144.0,45.77,24.0,62.0,,27.68
18,8375293.0,47.01,24.0,62.0,,27.62
19,8375443.0,48.66,24.0,62.0,,27.53
20,8375593.0,49.87,24.0,62.0,,27.47
21,8375.593,,,,24.72,
22,8375743.0,51.07,24.0,62.0,,27.41
23,8375893.0,52.63,24.0,62.0,,27.33
24,8376043.0,53.78,24.0,62.0,,27.27
25,8376193.0,54.92,24.0,62.0,,27.22
26,8376343.0,56.39,24.0,62.0,,27.15
27,8376493.0,57.49,24.0,62.0,,27.09
28,8376643.0,58.56,24.0,62.0,,27.06
29,8376793.0,59.97,24.0,62.0,,26.98
30,8376.793,,,,24.68,
31,8376943.0,60.99,24.0,62.0,,26.94
32,8377094.0,62.02,24.0,62.0,,26.9
33,8377243.0,63.33,24.0,62.0,,26.82
34,8377393.0,64.31,24.0,62.0,,26.78
35,8377543.0,65.29,24.0,62.0,,26.74
36,8377693.0,66.56,24.0,62.0,,26.69
37,8377843.0,67.49,24.05,62.0,,26.65
38,8377993.0,68.4,24.19,62.0,,26.61
39,8377.993,,,,24.83,
40,8378143.0,69.58,24.34,62.0,,26.56
41,8378293.0,70.47,24.49,62.0,,26.52
42,8378444.0,71.33,24.65,62.0,,26.49
43,8378593.0,72.49,24.83,62.0,,26.45
44,8378.593,,,,24.67,
45,8378743.0,73.33,25.0,62.0,,26.42
46,8378893.0,74.13,25.17,62.0,,26.38
47,8379043.0,75.19,25.36,62.0,,26.33
48,8379193.0,75.99,25.55,62.0,,26.3
49,8379343.0,76.76,25.74,62.0,,26.27
50,8379493.0,77.78,25.95,62.0,,26.23
51,8379644.0,78.5,26.15,62.0,,26.2
52,8379794.0,79.25,26.35,62.0,,26.17
53,8379.794,,,,24.68,
54,8379944.0,80.22,26.58,62.0,,26.14
55,8380095.0,80.96,26.79,62.0,,26.13
56,8380269.0,81.79,27.05,62.0,,26.09
57,8380419.0,82.61,27.28,62.0,,26.07
58,8380.419,,,,24.98,
59,8380569.0,83.29,27.5,62.0,,26.04
60,8380720.0,84.17,27.75,62.0,,26.01
61,8380869.0,84.8,27.98,62.0,,26.0
62,8381019.0,85.46,28.21,62.0,,25.98
63,8381.019,,,,26.42,
64,8381169.0,86.28,28.47,62.0,,25.96
65,8381319.0,86.89,28.71,62.0,,25.93
66,8381470.0,87.5,28.96,62.0,,25.92
67,8381619.0,88.29,29.22,62.0,,25.9
68,8381.619,,,,27.81,
69,8381770.0,88.83,29.47,62.0,,25.89
70,8381919.0,89.46,29.72,62.0,,25.88
71,8382069.0,90.19,30.0,62.0,,25.85
