,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,6405731.0,33.23,24.0,62.0,,34.31
1,6405872.0,33.21,24.0,62.0,,34.3
2,6405.872,,,,21.89,
3,6406021.0,33.22,24.0,62.0,,34.3
4,6406171.0,33.47,24.0,62.0,,34.3
5,6406321.0,34.05,24.0,62.0,,34.26
6,6406471.0,35.03,24.0,62.0,,34.21
7,6406.485,,,,21.95,
8,6406621.0,36.27,24.0,62.0,,34.15
9,6406771.0,37.06,24.0,62.0,,34.1
10,6406921.0,38.56,24.0,62.0,,34.02
11,6407071.0,40.07,24.0,62.0,,33.94
12,6407.086,,,,22.04,
13,6407221.0,41.56,24.0,62.0,,33.87
14,6407371.0,43.25,24.0,62.0,,33.79
15,6407521.0,44.24,24.0,62.0,,33.74
16,6407672.0,45.91,24.0,62.0,,33.67
17,6407.684,,,,22.09,
18,6407824.0,47.42,24.0,62.0,,33.58
19,6407971.0,48.54,24.0,62.0,,33.51
20,6408121.0,50.16,24.0,62.0,,33.43
21,6408271.0,51.49,24.0,62.0,,33.36
22,6408.283,,,,22.18,
23,6408421.0,52.98,24.0,62.0,,33.29
24,6408571.0,54.3,24.0,62.0,,33.24
25,6408721.0,55.89,24.0,62.0,,33.15
26,6408871.0,57.04,24.0,62.0,,33.09
27,6408.871,,,,22.26,
28,6409021.0,58.16,24.0,62.0,,33.04
29,6409171.0,59.65,24.0,62.0,,32.97
30,6409321.0,60.72,24.0,62.0,,32.92
31,6409471.0,61.8,24.0,62.0,,32.87
32,6409.471,,,,22.31,
33,6409621.0,63.2,24.0,62.0,,32.81
34,6409771.0,64.22,24.0,62.0,,32.75
35,6409921.0,65.24,24.0,62.0,,32.71
36,6410071.0,66.56,24.0,62.0,,32.63
37,6410.071,,,,22.39,
38,6410221.0,67.53,24.0,62.0,,32.59
39,6410371.0,68.49,24.0,62.0,,32.55
40,6410521.0,69.73,24.0,62.0,,32.49
41,6410671.0,70.65,24.0,62.0,,32.45
42,6410.671,,,,22.58,
43,6410821.0,71.55,24.14,62.0,,32.41
44,6410984.0,72.77,24.3,62.0,,32.36
45,6411148.0,73.73,24.49,62.0,,32.3
46,6411298.0,74.68,24.66,62.0,,32.27
47,6411.298,,,,22.86,
48,6411448.0,75.51,24.84,62.0,,32.23
49,6411598.0,76.58,25.03,62.0,,32.18
50,6411748.0,77.39,25.22,62.0,,32.14
51,6411898.0,78.19,25.41,62.0,,32.11
52,6411.898,,,,24.31,
53,6412048.0,79.21,25.61,62.0,,32.07
54,6412198.0,79.98,25.82,62.0,,32.03
55,6412348.0,80.74,26.02,62.0,,32.0
56,6412498.0,81.75,26.25,62.0,,31.97
57,6412.498,,,,26.81,
