,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,1643.103,,,,30.26,
1,1643.388,,,,30.32,
2,1644.226,,,,30.28,
3,1644.903,,,,30.28,
4,1645.175,,,,30.25,
5,1646.073,,,,30.15,
6,1646.703,,,,30.22,
7,1647.198,,,,30.2,
8,1647.918,,,,30.19,
9,1648.505,,,,30.43,
10,1649.07,,,,31.13,
11,1649.656,,,,32.89,
12,1650.303,,,,35.11,
13,1650.843,,,,42.05,
14,1651.428,,,,61.88,
15,1652.101,,,,72.32,
16,1652.643,,,,77.63,
17,1647.797,32.66,32.75,90.0,,31.79
18,1647.942,32.66,32.75,90.0,,31.79
19,1648.097,32.67,32.75,90.0,,31.79
20,1648.243,32.93,32.79,90.0,,31.77
21,1648.393,33.48,32.93,90.0,,31.75
22,1648.548,34.7,33.22,90.0,,31.7
23,1648.695,35.91,33.68,90.0,,31.66
24,1648.844,37.3,34.25,90.0,,31.6
25,1648.999,39.32,34.97,90.0,,31.52
26,1649.144,40.94,35.79,90.0,,31.45
27,1649.294,42.61,36.65,90.0,,31.4
28,1649.45,44.28,37.53,90.0,,31.34
29,1649.596,46.54,38.57,90.0,,31.25
30,1649.746,48.26,39.55,90.0,,31.2
31,1649.901,50.0,40.54,90.0,,31.13
32,1650.046,52.23,41.62,90.0,,31.06
33,1662.824,,,,82.42,
34,1650.196,53.87,42.66,90.0,,31.0
35,1650.351,55.49,43.67,90.0,,30.95
36,1650.501,57.09,44.65,90.0,,30.89
37,1650.646,59.31,45.77,90.0,,30.82
38,1650.796,60.85,46.81,90.0,,30.76
39,1650.951,62.35,47.8,90.0,,30.71
40,1651.096,64.32,48.89,90.0,,30.65
41,1651.246,65.79,49.9,90.0,,30.6
42,1651.401,67.2,50.88,90.0,,30.56
43,1651.55,69.09,51.88,90.0,,30.5
44,1651.697,70.49,52.9,90.0,,30.47
45,1651.846,71.87,53.88,90.0,,30.43
46,1652.001,73.2,54.84,90.0,,30.39
47,1652.15,74.97,55.82,90.0,,30.35
48,1671.83,,,,86.82,
49,1652.296,76.27,56.82,90.0,,30.32
50,1652.447,77.51,57.76,90.0,,30.29
51,1652.598,78.78,58.69,90.0,,30.26
52,1652.748,80.48,59.66,90.0,,30.23
53,1652.897,81.65,60.63,90.0,,30.21
54,1653.047,82.82,61.56,90.0,,30.18
55,1653.199,84.34,62.5,90.0,90.84,30.16
56,1653.348,85.44,63.44,90.0,,30.14
57,1653.498,86.56,64.34,90.0,,30.12
58,1653.649,87.98,65.28,90.0,,30.1
59,1678.468,,,,94.75,
60,1653.798,89.05,66.19,90.0,98.01,30.09
61,1679.636,,,,101.14,
62,1653.948,90.11,67.07,90.0,,30.08
63,1654.101,91.5,67.97,90.0,,30.06
64,1654.25,92.51,68.88,90.0,,30.05
65,1654.4,93.49,69.74,90.0,104.28,30.03
66,1654.553,94.79,70.62,90.0,,30.02
67,1654.702,95.75,71.5,90.0,,30.02
68,1654.852,96.66,72.35,90.0,,30.01
69,1655.005,97.89,73.2,90.0,106.77,30.0
70,1655.154,98.78,74.06,90.0,,29.99
71,1655.304,99.68,74.88,90.0,,29.99
72,1655.459,100.55,75.69,90.0,,29.99
73,1655.604,101.72,76.55,90.0,107.87,29.98
74,1655.755,102.56,77.36,90.0,,29.99
75,1655.91,103.39,78.15,90.0,,29.99
76,1656.055,104.47,78.99,90.0,,29.99
77,1656.205,105.26,79.79,90.0,102.5,29.99
78,1656.36,106.08,80.56,90.0,,29.99
79,1656.505,107.12,81.39,90.0,,29.99
80,1656.654,107.88,82.17,90.0,,29.99
81,1656.809,108.64,82.92,90.0,99.89,30.0
82,1656.954,109.59,83.72,90.0,,30.01
83,1657.105,110.3,84.47,90.0,,30.02
84,1657.259,111.01,85.21,90.0,,30.02
85,1657.404,111.87,85.97,90.0,100.21,30.03
86,1657.561,112.47,86.68,90.0,,30.04
87,1657.716,112.99,87.35,90.0,,30.06
88,1657.861,113.53,88.01,90.0,,30.08
89,1658.011,113.74,88.58,90.0,100.55,30.09
90,1658.166,113.61,89.05,90.0,,30.13
91,1697.668,,,,100.22,
92,1658.307,112.83,89.3,90.0,,30.24
93,1658.457,111.92,89.4,90.0,,30.37
94,1658.613,110.75,89.35,90.0,99.27,30.52
95,1658.758,109.14,89.09,90.0,,30.76
96,1658.908,108.12,88.85,90.0,,30.92
97,1659.063,107.36,88.65,90.0,,31.06
98,1659.208,106.57,88.47,90.0,97.89,31.2
99,1659.358,106.24,88.4,90.0,,31.29
100,1659.513,106.0,88.42,90.0,,31.36
101,1659.661,105.8,88.49,90.0,,31.44
102,1659.81,105.72,88.61,90.0,96.49,31.48
103,1659.966,105.73,88.78,90.0,,31.52
104,1660.115,105.76,88.99,90.0,,31.56
105,1660.263,105.81,89.21,90.0,,31.61
106,1706.745,,,,94.98,
107,1660.412,105.85,89.45,90.0,93.8,31.63
108,1660.567,105.87,89.69,90.0,,31.65
109,1660.713,105.82,89.91,90.0,,31.68
110,1660.863,105.76,90.11,90.0,,31.7
111,1661.018,105.62,90.3,90.0,92.74,31.72
112,1661.163,105.49,90.46,90.0,,31.74
113,1661.313,105.33,90.61,90.0,,31.75
114,1661.467,105.12,90.74,90.0,,31.76
115,1661.617,104.8,90.84,90.0,91.82,31.79
116,1661.763,104.49,90.9,90.0,,31.8
117,1661.913,104.21,90.96,90.0,,31.82
118,1662.067,103.78,90.99,90.0,,31.85
119,1714.568,,,,91.07,
120,1662.213,103.43,91.0,90.0,90.53,31.86
121,1715.705,,,,89.95,
122,1662.363,103.09,91.0,90.0,,31.88
123,1662.517,102.63,90.99,90.0,,31.91
124,1662.664,102.26,90.96,90.0,,31.93
125,1662.813,101.9,90.93,90.0,,31.95
126,1662.967,101.54,90.9,90.0,,31.96
127,1663.117,101.04,90.85,90.0,,32.0
128,1663.263,100.68,90.8,90.0,,32.02
129,1663.413,100.34,90.75,90.0,85.89,32.04
130,1721.273,,,,80.55,
131,1663.561,99.87,90.69,90.0,,32.06
132,1663.707,99.56,90.63,90.0,,32.07
133,1663.857,99.25,90.58,90.0,,32.09
134,1664.011,98.94,90.53,90.0,74.61,32.12
135,1664.162,98.62,90.49,90.0,,32.14
136,1664.308,98.21,90.42,90.0,,32.15
137,1664.459,97.94,90.37,90.0,,32.16
138,1664.611,97.68,90.33,90.0,71.52,32.18
139,1664.763,97.42,90.29,90.0,,32.19
140,1664.909,97.06,90.23,90.0,,32.2
141,1727.965,,,,72.53,
142,1665.06,96.83,90.19,90.0,,32.22
143,1729.078,,,,73.87,
144,1665.213,96.62,90.16,90.0,74.43,32.24
145,1665.364,96.38,90.12,90.0,,32.25
146,1665.51,96.08,90.07,90.0,,32.27
147,1665.661,95.9,90.04,90.0,,32.28
148,1665.813,95.69,90.01,90.0,74.91,32.28
149,1665.965,95.49,89.98,90.0,,32.29
150,1666.112,95.28,89.95,90.0,,32.31
151,1666.262,95.11,89.93,90.0,,32.31
152,1666.414,94.95,89.91,90.0,75.03,32.31
153,1666.566,94.81,89.89,90.0,,32.32
154,1735.784,,,,75.22,
155,1666.708,94.63,89.87,80.0,,32.33
156,1666.858,94.5,89.86,80.0,,32.33
157,1667.009,94.35,89.85,80.0,75.33,32.34
158,1667.159,93.95,89.79,80.0,,32.36
159,1667.31,93.36,89.66,80.0,,32.41
160,1667.459,92.53,89.44,80.0,,32.5
161,1667.611,91.15,89.05,80.0,75.44,32.66
162,1667.761,89.98,88.58,80.0,,32.81
163,1667.911,88.76,88.06,80.0,,32.97
164,1668.061,87.05,87.39,80.0,,33.22
165,1742.455,,,,75.6,
166,1668.211,85.74,86.74,80.0,75.7,33.42
167,1668.361,84.42,86.07,80.0,,33.63
168,1668.514,82.63,85.35,80.0,,33.91
169,1668.663,81.3,84.59,80.0,,34.13
170,1668.829,79.98,83.85,80.0,75.9,34.35
171,1668.979,78.69,83.13,80.0,,34.56
172,1669.126,77.01,82.34,80.0,,34.87
173,1669.276,76.11,81.64,80.0,,35.05
174,1669.433,75.5,81.07,80.0,75.99,35.19
175,1669.578,75.08,80.61,80.0,,35.33
176,1669.73,74.98,80.29,80.0,,35.39
177,1669.884,75.01,80.07,80.0,,35.44
178,1750.261,,,,76.19,
179,1670.029,75.16,79.95,80.0,76.3,35.48
180,1670.174,75.35,79.89,80.0,,35.5
181,1670.324,75.58,79.87,80.0,,35.5
182,1670.47,75.91,79.9,80.0,,35.48
183,1670.62,76.16,79.95,80.0,76.38,35.46
184,1670.775,76.38,79.99,80.0,,35.44
185,1670.919,76.65,80.06,80.0,,35.4
186,1671.07,76.82,80.1,80.0,,35.37
187,1671.224,76.98,80.14,80.0,74.85,35.35
188,1671.372,77.16,80.18,80.0,,35.31
189,1671.521,77.27,80.21,80.0,,35.28
190,1671.672,77.39,80.23,80.0,,35.25
191,1758.073,,,,70.34,
192,1671.823,77.51,80.24,80.0,,35.2
193,1671.973,77.57,80.25,80.0,,35.16
194,1672.123,77.64,80.25,80.0,,35.13
195,1672.274,77.73,80.25,80.0,,35.08
196,1672.422,77.78,80.24,80.0,65.48,35.04
197,1672.573,77.82,80.23,80.0,,35.02
198,1672.727,77.88,80.22,80.0,,34.99
199,1672.873,77.92,80.2,80.0,,34.95
200,1673.023,77.97,80.19,80.0,61.15,34.92
201,1673.178,78.01,80.17,80.0,,34.89
202,1764.787,,,,59.27,
203,1673.324,78.05,80.16,80.0,,34.86
204,1673.474,78.1,80.14,80.0,,34.83
205,1673.628,78.11,80.12,80.0,60.72,34.8
206,1673.774,78.15,80.11,80.0,,34.77
207,1673.924,78.18,80.09,80.0,,34.75
208,1674.074,78.22,80.07,80.0,,34.73
209,1674.223,78.26,80.06,80.0,62.35,34.7
210,1674.373,78.3,80.04,80.0,,34.68
211,1674.523,78.32,80.03,80.0,,34.66
212,1674.673,78.36,80.01,80.0,,34.63
213,1771.472,,,,63.28,
214,1674.823,78.39,80.0,80.0,63.76,34.61
215,1674.973,78.44,79.99,80.0,,34.58
216,1675.124,78.47,79.98,80.0,,34.55
217,1675.273,78.51,79.97,80.0,,34.54
218,1675.424,78.55,79.96,80.0,64.09,34.52
219,1675.578,78.6,79.96,80.0,,34.51
220,1675.724,78.64,79.95,80.0,,34.48
221,1675.875,78.67,79.95,80.0,,34.47
222,1676.027,78.71,79.94,80.0,64.41,34.45
223,1676.179,78.75,79.93,80.0,,34.44
224,1676.326,78.8,79.93,80.0,,34.41
225,1676.475,78.84,79.93,80.0,,34.39
226,1779.284,,,,64.75,
