,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,3973.247,nan,nan,nan,33.05,nan
1,3973.438,nan,nan,nan,33.0,nan
2,3974.089,nan,nan,nan,33.13,nan
3,3974.63,nan,nan,nan,33.09,nan
4,3975.197,nan,nan,nan,33.08,nan
5,3975.557,nan,nan,nan,33.13,nan
6,3976.458,nan,nan,nan,33.22,nan
7,3977.087,nan,nan,nan,33.19,nan
8,3977.693,nan,nan,nan,33.87,nan
9,3978.266,nan,nan,nan,35.34,nan
10,3978.889,nan,nan,nan,36.82,nan
11,3979.488,nan,nan,nan,40.64,nan
12,3979.997,nan,nan,nan,54.49,nan
13,3976.584,36.15,36.08,55.0,nan,36.11
14,3976.742,36.15,36.08,55.0,nan,36.1
15,3981.859,nan,nan,nan,61.73,nan
16,3976.891,36.16,36.07,55.0,nan,36.09
17,3977.042,36.29,36.08,55.0,nan,36.06
18,3977.191,36.77,36.14,55.0,nan,35.99
19,3977.341,37.66,36.27,55.0,nan,35.89
20,3977.493,38.89,36.52,55.0,nan,35.78
21,3977.642,40.42,36.89,55.0,nan,35.67
22,3977.819,42.07,37.38,55.0,nan,35.55
23,3977.958,43.82,37.98,55.0,nan,35.45
24,3978.11,45.59,38.67,55.0,nan,35.35
25,3978.26,47.51,39.45,55.0,nan,35.24
26,3978.41,49.34,40.31,55.0,nan,35.15
27,3978.562,50.54,41.15,55.0,nan,35.09
28,3978.71,53.06,42.09,55.0,nan,34.97
29,3990.371,nan,nan,nan,59.09,nan
30,3978.877,54.8,43.1,55.0,nan,34.9
31,3979.027,56.57,44.14,55.0,nan,34.82
32,3979.198,58.19,45.18,55.0,nan,34.76
33,3979.344,59.85,46.24,55.0,nan,34.69
34,3979.513,61.41,47.29,55.0,nan,34.63
35,3979.667,62.99,48.34,55.0,nan,34.58
36,3979.836,65.14,49.44,55.0,nan,34.5
37,3979.985,66.19,50.49,55.0,nan,34.47
38,3980.135,67.93,51.56,55.0,nan,34.49
39,3980.285,68.57,52.57,55.0,nan,34.6
40,3997.045,nan,nan,nan,59.05,nan
41,3980.435,68.72,53.44,55.0,nan,34.8
42,3980.586,68.29,54.14,55.0,58.96,35.14
43,3980.738,67.65,54.66,55.0,nan,35.43
44,3980.882,66.82,55.03,55.0,nan,35.74
45,3981.032,65.53,55.22,55.0,nan,36.16
46,3981.181,64.5,55.28,55.0,nan,36.46
47,3981.328,63.53,55.23,55.0,58.46,36.7
48,3981.479,62.62,55.12,55.0,nan,36.89
49,3981.668,62.3,55.01,55.0,nan,36.95
50,3981.815,62.18,54.92,55.0,nan,36.97
51,3981.966,62.18,54.87,55.0,nan,36.97
52,3982.116,62.2,54.85,55.0,nan,36.96
53,4004.795,nan,nan,nan,57.82,nan
54,3982.266,62.19,54.86,55.0,nan,36.95
55,3982.416,62.13,54.88,55.0,57.21,36.94
56,3982.566,62.05,54.91,55.0,nan,36.93
57,3982.715,61.93,54.94,55.0,nan,36.91
58,3982.866,61.75,54.97,55.0,nan,36.9
59,3983.015,61.6,54.99,55.0,nan,36.89
60,3983.166,61.44,55.01,55.0,57.14,36.88
61,3983.316,61.22,55.02,55.0,nan,36.86
62,3983.466,61.06,55.02,55.0,nan,36.85
63,3983.616,60.9,55.03,55.0,nan,36.83
64,3983.766,60.69,55.02,55.0,56.35,36.81
65,3983.916,60.55,55.02,55.0,nan,36.8
66,3984.066,60.39,55.01,55.0,nan,36.79
67,3984.216,60.2,55.0,55.0,nan,36.78
68,3984.366,60.06,54.99,55.0,56.18,36.77
69,3984.516,59.94,54.99,55.0,nan,36.76
70,3984.666,59.75,54.97,55.0,nan,36.75
71,3984.816,59.63,54.96,55.0,nan,36.73
72,3984.966,59.51,54.95,55.0,55.7,36.73
73,3985.116,59.36,54.94,55.0,nan,36.71
74,3985.265,59.26,54.93,55.0,nan,36.7
75,3985.416,59.16,54.92,55.0,nan,36.7
76,3985.566,59.02,54.91,55.0,55.62,36.68
77,3985.716,58.92,54.9,55.0,nan,36.67
78,3985.866,58.82,54.9,55.0,nan,36.67
79,3986.016,58.7,54.89,55.0,nan,36.66
80,3986.166,58.61,54.88,55.0,55.26,36.65
81,3986.315,58.53,54.87,55.0,nan,36.64
82,3986.466,58.43,54.87,55.0,nan,36.62
83,3986.616,58.35,54.87,55.0,nan,36.62
84,3986.766,58.28,54.86,55.0,55.06,36.61
85,3986.916,58.19,54.86,55.0,nan,36.6
86,4024.822,nan,nan,nan,54.85,nan
87,3987.066,58.12,54.86,55.0,nan,36.59
88,3987.216,58.06,54.86,55.0,nan,36.58
89,3987.366,57.98,54.86,55.0,54.83,36.58
90,3987.516,57.93,54.86,55.0,nan,36.57
91,3987.665,57.88,54.86,55.0,nan,36.56
92,3987.816,57.82,54.86,55.0,nan,36.55
93,3987.965,57.76,54.87,55.0,55.37,36.54
94,3988.118,57.71,54.87,55.0,nan,36.53
95,3988.266,57.67,54.88,55.0,nan,36.53
96,3988.415,57.61,54.88,55.0,nan,36.52
97,4031.544,nan,nan,nan,54.51,nan
98,3988.565,57.57,54.89,55.0,54.86,36.52
99,4032.649,nan,nan,nan,54.28,nan
100,3988.716,57.54,54.89,55.0,nan,36.51
101,3988.866,57.48,54.9,55.0,nan,36.5
102,3989.016,57.43,54.9,55.0,nan,36.5
103,3989.166,57.39,54.91,55.0,54.51,36.49
104,3989.316,57.34,54.91,55.0,nan,36.48
105,3989.466,57.3,54.92,55.0,nan,36.48
106,3989.616,57.26,54.92,55.0,nan,36.47
107,3989.765,57.22,54.93,55.0,54.13,36.46
108,3989.916,57.19,54.93,55.0,nan,36.46
109,3990.066,57.15,54.94,55.0,nan,36.45
110,4039.351,nan,nan,nan,54.26,nan
111,3990.216,57.1,54.94,55.0,nan,36.45
112,4040.465,nan,nan,nan,54.04,nan
113,3990.366,57.07,54.95,55.0,nan,36.44
114,3990.516,57.03,54.95,55.0,nan,36.44
115,3990.665,57.0,54.95,55.0,nan,36.43
116,3990.815,56.97,54.96,55.0,nan,36.43
