,timeSineBoot,PCR Temp,PCR Modeled TempC,PCR Target TempC,PCR Thermocouple TempC,PCR HeatSink TempC
0,3600.374,,,,27.88,
1,3600.376,,,,27.95,
2,3600.956,,,,27.92,
3,3601.325,,,,27.93,
4,3602.206,,,,27.86,
5,3602.814,,,,27.9,
6,3603.314,,,,27.96,
7,3603.973,,,,27.91,
8,3604.424,,,,27.9,
9,3605.091,,,,27.89,
10,3605.837,,,,27.96,
11,3606.466,,,,27.98,
12,3607.036,,,,28.15,
13,3607.649,,,,28.22,
14,3605.419,29.87,29.86,90.0,,30.06
15,3605.569,29.88,29.86,90.0,,30.06
16,3605.718,29.9,29.87,90.0,,30.06
17,3605.868,30.07,29.88,90.0,,30.05
18,3606.018,30.58,29.95,90.0,,30.03
19,3606.168,31.51,30.1,90.0,,29.99
20,3606.342,32.78,30.37,90.0,,29.91
21,3606.492,34.43,30.76,90.0,,29.84
22,3606.654,36.11,31.3,90.0,,29.77
23,3613.67,,,,28.36,
24,3606.804,37.87,31.91,90.0,,29.68
25,3606.954,39.56,32.61,90.0,,29.61
26,3607.103,41.46,33.39,90.0,,29.54
27,3607.253,43.26,34.25,90.0,,29.46
28,3616.797,,,,28.55,
29,3607.403,45.01,35.15,90.0,,29.39
30,3618.042,,,,28.82,
31,3607.553,46.85,36.1,90.0,,29.32
32,3619.203,,,,29.1,
33,3607.718,48.55,37.08,90.0,,29.25
34,3607.868,50.39,38.09,90.0,,29.19
35,3608.018,52.1,39.14,90.0,,29.12
36,3608.168,54.12,40.24,90.0,29.49,29.04
37,3608.318,55.6,41.32,90.0,,29.0
38,3608.468,57.07,42.38,90.0,,28.94
39,3608.618,58.99,43.49,90.0,,28.88
40,3608.768,60.4,44.57,90.0,29.9,28.83
41,3608.918,61.79,45.63,90.0,,28.79
42,3609.068,63.6,46.74,90.0,,28.74
43,3609.218,64.96,47.81,90.0,,28.7
44,3609.368,66.28,48.86,90.0,30.39,28.66
45,3609.518,68.01,49.95,90.0,,28.62
46,3609.668,69.27,51.0,90.0,,28.59
47,3609.818,70.53,52.03,90.0,,28.56
48,3610.004,72.16,53.1,90.0,30.86,28.52
49,3610.153,73.69,54.16,90.0,,28.49
50,3610.303,74.97,55.21,90.0,,28.45
51,3610.453,76.49,56.26,90.0,,28.42
52,3610.603,77.64,57.3,90.0,31.59,28.4
53,3610.753,78.76,58.31,90.0,,28.37
54,3610.903,80.23,59.32,90.0,,28.35
55,3611.053,81.34,60.33,90.0,,28.33
56,3611.203,82.41,61.31,90.0,32.81,28.31
57,3611.353,83.79,62.29,90.0,,28.29
58,3611.503,84.81,63.27,90.0,,28.28
59,3611.653,85.81,64.22,90.0,,28.26
60,3611.803,87.14,65.17,90.0,33.86,28.24
61,3611.953,88.1,66.11,90.0,,28.23
62,3612.103,89.06,67.04,90.0,,28.22
63,3612.253,90.31,67.96,90.0,,28.21
64,3612.403,91.25,68.88,90.0,35.6,28.2
65,3639.115,,,,38.43,
66,3612.553,92.17,69.78,90.0,,28.19
67,3612.703,93.33,70.68,90.0,,28.18
68,3612.853,94.22,71.57,90.0,,28.18
