,timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink
0,1418.084,28.72,24.0,62.0,,28.72
1,1418.234,28.72,24.0,62.0,,28.72
2,1418.234,,,,25.74,
3,1418.383,28.76,24.0,62.0,,28.72
4,1418.533,28.97,24.0,62.0,,28.71
5,1418.684,29.69,24.0,62.0,,28.69
6,1418.833,30.51,24.0,62.0,,28.66
7,1418.833,,,,25.65,
8,1418.983,31.48,24.0,62.0,,28.62
9,1419.137,32.57,24.0,62.0,,28.58
10,1419.285,34.24,24.0,62.0,,28.49
11,1419.434,35.5,24.0,62.0,,28.42
12,1419.434,,,,25.74,
13,1419.584,36.76,24.0,62.0,,28.35
14,1419.736,38.48,24.0,62.0,,28.27
15,1419.885,39.77,24.0,62.0,,28.19
16,1420.035,41.07,24.0,62.0,,28.11
17,1420.035,,,,25.7,
18,1420.187,42.77,24.0,62.0,,28.02
19,1420.336,44.03,24.0,62.0,,27.96
20,1420.486,45.29,24.0,62.0,,27.89
21,1420.639,46.95,24.0,62.0,,27.79
22,1420.639,,,,25.74,
23,1420.788,48.17,24.0,62.0,,27.73
24,1420.938,49.38,24.0,62.0,,27.66
25,1421.09,50.96,24.0,62.0,,27.57
26,1421.239,52.12,24.0,62.0,,27.52
27,1421.358,,,,25.7,
28,1421.389,53.28,24.0,62.0,,27.46
29,1421.542,54.8,24.0,62.0,,27.37
30,1421.691,55.9,24.0,62.0,,27.31
31,1421.841,57.0,24.0,62.0,,27.26
32,1421.841,,,,25.73,
33,1421.993,58.43,24.0,62.0,,27.19
34,1422.142,59.49,24.0,62.0,,27.14
35,1422.292,60.52,24.0,62.0,,27.08
36,1422.446,61.88,24.0,62.0,,27.02
37,1422.462,,,,25.83,
38,1422.592,62.89,24.0,62.0,,26.97
39,1422.742,63.88,24.0,62.0,,26.93
40,1422.896,65.18,24.0,62.0,,26.86
41,1423.042,66.13,24.0,62.0,,26.82
42,1423.042,,,,25.81,
43,1423.192,67.07,24.1,62.0,,26.77
44,1423.346,68.29,24.25,62.0,,26.72
45,1423.492,69.19,24.39,62.0,,26.67
46,1423.642,70.09,24.55,62.0,,26.64
47,1423.642,,,,25.85,
48,1423.796,70.97,24.71,62.0,,26.6
49,1423.943,72.13,24.88,62.0,,26.55
50,1424.093,72.99,25.05,62.0,,26.51
51,1424.247,73.82,25.23,62.0,,26.47
52,1424.247,,,,26.03,
53,1424.394,74.92,25.42,62.0,,26.43
54,1424.544,75.71,25.61,62.0,,26.39
55,1424.699,76.5,25.8,62.0,,26.36
56,1424.846,77.55,26.01,62.0,,26.32
57,1424.846,,,,27.82,
58,1424.996,78.31,26.21,62.0,,26.29
59,1425.15,79.06,26.42,62.0,,26.26
60,1425.297,80.05,26.64,62.0,,26.23
