timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
9567.566,35.58,24,62,20.89,36.02,24.51
9567.566,35.58,24,62,20.89,36.02,24.51
9567.566,35.58,24,62,20.89,36.02,24.51
9567.566,35.58,24,62,20.89,36.02,24.51
9567.716,35.57,24,62,20.89,36.01,24.51
9567.716,35.57,24,62,20.89,36.01,24.51
9567.716,35.57,24,62,20.89,36.01,24.51
9567.716,35.57,24,62,20.89,36.01,24.51
9567.866,35.69,24,62,20.89,36.01,24.51
9567.866,35.69,24,62,20.89,36.01,24.51
9567.866,35.69,24,62,20.89,36.01,24.51
9567.866,35.69,24,62,20.89,36.01,24.51
9567.866,35.69,24,62,20.89,36.01,24.51
9567.866,35.69,24,62,20.89,36.01,24.51
9568.016,36.05,24,62,,35.98,
9568.016,36.05,24,62,,35.98,
9568.016,36.05,24,62,,35.98,
9568.016,36.05,24,62,,35.98,
9568.166,36.95,24,62,,35.94,
9568.166,36.95,24,62,,35.94,
9568.166,36.95,24,62,,35.94,
9568.166,36.95,24,62,,35.94,
9568.316,37.84,24,62,,35.9,
9568.316,37.84,24,62,,35.9,
9568.316,37.84,24,62,,35.9,
9568.316,37.84,24,62,,35.9,
9568.466,38.86,24,62,,35.85,
9568.466,38.86,24,62,,35.85,
9568.466,38.86,24,62,,35.85,
9568.466,38.86,24,62,,35.85,
9568.616,40.37,24,62,20.95,35.77,24.56
9568.616,40.37,24,62,20.95,35.77,24.56
9568.616,40.37,24,62,20.95,35.77,24.56
9568.616,40.37,24,62,20.95,35.77,24.56
9568.616,40.37,24,62,20.95,35.77,24.56
9568.616,40.37,24,62,20.95,35.77,24.56
9568.766,41.57,24,62,,35.7,
9568.766,41.57,24,62,,35.7,
9568.766,41.57,24,62,,35.7,
9568.766,41.57,24,62,,35.7,
9568.916,42.79,24,62,,35.63,
9568.916,42.79,24,62,,35.63,
9568.916,42.79,24,62,,35.63,
9568.916,42.79,24,62,,35.63,
9569.066,44.47,24,62,,35.53,
9569.066,44.47,24,62,,35.53,
9569.066,44.47,24,62,,35.53,
9569.066,44.47,24,62,,35.53,
9569.216,45.75,24,62,20.99,35.46,24.71
9569.216,45.75,24,62,20.99,35.46,24.71
9569.216,45.75,24,62,20.99,35.46,24.71
9569.216,45.75,24,62,20.99,35.46,24.71
