timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
7125.728,25.41,24,60,62,21.88,26,21.18
7125.728,25.41,24,60,62,21.88,26,21.18
7125.728,25.41,24,60,62,21.88,26,21.18
7125.728,25.41,24,60,62,21.88,26,21.18
7125.728,25.41,24,60,62,21.88,26,21.18
7125.728,25.41,24,60,62,21.88,26,21.18
7125.728,25.41,24,60,62,21.88,26,21.18
7125.876,25.41,24,60,62,,26,
7125.876,25.41,24,60,62,,26,
7125.876,25.41,24,60,62,,26,
7125.876,25.41,24,60,62,,26,
7125.876,25.41,24,60,62,,26,
7126.03,25.42,24,60,62,,25.99,
7126.03,25.42,24,60,62,,25.99,
7126.03,25.42,24,60,62,,25.99,
7126.03,25.42,24,60,62,,25.99,
7126.03,25.42,24,60,62,,25.99,
7126.177,25.74,24,60,62,,25.98,
7126.177,25.74,24,60,62,,25.98,
7126.177,25.74,24,60,62,,25.98,
7126.177,25.74,24,60,62,,25.98,
7126.177,25.74,24,60,62,,25.98,
7126.327,26.28,24,60,62,21.94,25.96,21.11
7126.327,26.28,24,60,62,21.94,25.96,21.11
7126.327,26.28,24,60,62,21.94,25.96,21.11
7126.327,26.28,24,60,62,21.94,25.96,21.11
7126.327,26.28,24,60,62,21.94,25.96,21.11
7126.327,26.28,24,60,62,21.94,25.96,21.11
7126.327,26.28,24,60,62,21.94,25.96,21.11
7126.481,27.06,24,60,62,,25.93,
7126.481,27.06,24,60,62,,25.93,
7126.481,27.06,24,60,62,,25.93,
7126.481,27.06,24,60,62,,25.93,
7126.481,27.06,24,60,62,,25.93,
7126.628,28.36,24,60,62,,25.88,
7126.628,28.36,24,60,62,,25.88,
7126.628,28.36,24,60,62,,25.88,
7126.628,28.36,24,60,62,,25.88,
7126.628,28.36,24,60,62,,25.88,
7126.778,29.46,24,60,62,,25.83,
7126.778,29.46,24,60,62,,25.83,
7126.778,29.46,24,60,62,,25.83,
7126.778,29.46,24,60,62,,25.83,
7126.778,29.46,24,60,62,,25.83,
7126.932,30.65,24,60,62,21.97,25.77,21.21
7126.932,30.65,24,60,62,21.97,25.77,21.21
7126.932,30.65,24,60,62,21.97,25.77,21.21
7126.932,30.65,24,60,62,21.97,25.77,21.21
7126.932,30.65,24,60,62,21.97,25.77,21.21
7126.932,30.65,24,60,62,21.97,25.77,21.21
7126.932,30.65,24,60,62,21.97,25.77,21.21
7127.08,32.29,24,60,62,,25.69,
7127.08,32.29,24,60,62,,25.69,
7127.08,32.29,24,60,62,,25.69,
7127.08,32.29,24,60,62,,25.69,
7127.08,32.29,24,60,62,,25.69,
7127.23,33.56,24,60,62,,25.62,
7127.23,33.56,24,60,62,,25.62,
7127.23,33.56,24,60,62,,25.62,
7127.23,33.56,24,60,62,,25.62,
7127.23,33.56,24,60,62,,25.62,
7127.384,34.85,24,60,62,,25.55,
7127.384,34.85,24,60,62,,25.55,
7127.384,34.85,24,60,62,,25.55,
7127.384,34.85,24,60,62,,25.55,
7127.384,34.85,24,60,62,,25.55,
7127.531,36.57,24,60,62,,25.46,
7127.531,36.57,24,60,62,,25.46,
7127.531,36.57,24,60,62,,25.46,
7127.531,36.57,24,60,62,,25.46,
7127.531,36.57,24,60,62,,25.46,
7127.562,,,,,21.93,,21.12
7127.562,,,,,21.93,,21.12
7127.681,37.86,24,60,62,,25.4,
7127.681,37.86,24,60,62,,25.4,
7127.681,37.86,24,60,62,,25.4,
7127.681,37.86,24,60,62,,25.4,
7127.681,37.86,24,60,62,,25.4,
7127.835,39.14,24,60,62,,25.34,
7127.835,39.14,24,60,62,,25.34,
7127.835,39.14,24,60,62,,25.34,
7127.835,39.14,24,60,62,,25.34,
7127.835,39.14,24,60,62,,25.34,
7127.981,40.85,24,60,62,,25.25,
7127.981,40.85,24,60,62,,25.25,
7127.981,40.85,24,60,62,,25.25,
7127.981,40.85,24,60,62,,25.25,
7127.981,40.85,24,60,62,,25.25,
7128.131,42.13,24,60,62,21.94,25.17,21.19
7128.131,42.13,24,60,62,21.94,25.17,21.19
7128.131,42.13,24,60,62,21.94,25.17,21.19
7128.131,42.13,24,60,62,21.94,25.17,21.19
7128.131,42.13,24,60,62,21.94,25.17,21.19
7128.131,42.13,24,60,62,21.94,25.17,21.19
7128.131,42.13,24,60,62,21.94,25.17,21.19
7128.286,43.37,24,60,62,,25.1,
7128.286,43.37,24,60,62,,25.1,
7128.286,43.37,24,60,62,,25.1,
7128.286,43.37,24,60,62,,25.1,
7128.286,43.37,24,60,62,,25.1,
7128.433,45.03,24,60,62,,24.98,
7128.433,45.03,24,60,62,,24.98,
7128.433,45.03,24,60,62,,24.98,
7128.433,45.03,24,60,62,,24.98,
7128.433,45.03,24,60,62,,24.98,
7128.582,46.27,24,60,62,,24.9,
7128.582,46.27,24,60,62,,24.9,
7128.582,46.27,24,60,62,,24.9,
7128.582,46.27,24,60,62,,24.9,
7128.582,46.27,24,60,62,,24.9,
7128.732,47.46,24,60,62,21.92,24.83,21.18
7128.732,47.46,24,60,62,21.92,24.83,21.18
7128.732,47.46,24,60,62,21.92,24.83,21.18
7128.732,47.46,24,60,62,21.92,24.83,21.18
7128.732,47.46,24,60,62,21.92,24.83,21.18
7128.732,47.46,24,60,62,21.92,24.83,21.18
7128.732,47.46,24,60,62,21.92,24.83,21.18
7128.884,49.03,24,60,62,,24.74,
7128.884,49.03,24,60,62,,24.74,
7128.884,49.03,24,60,62,,24.74,
7128.884,49.03,24,60,62,,24.74,
7128.884,49.03,24,60,62,,24.74,
7129.033,50.2,24,60,62,,24.7,
7129.033,50.2,24,60,62,,24.7,
7129.033,50.2,24,60,62,,24.7,
7129.033,50.2,24,60,62,,24.7,
7129.033,50.2,24,60,62,,24.7,
7129.183,51.35,24,60,62,,24.64,
7129.183,51.35,24,60,62,,24.64,
7129.183,51.35,24,60,62,,24.64,
7129.183,51.35,24,60,62,,24.64,
7129.183,51.35,24,60,62,,24.64,
7129.335,52.46,24,60,62,22.05,24.6,21.29
7129.335,52.46,24,60,62,22.05,24.6,21.29
7129.335,52.46,24,60,62,22.05,24.6,21.29
7129.335,52.46,24,60,62,22.05,24.6,21.29
7129.335,52.46,24,60,62,22.05,24.6,21.29
