timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
8903.76,26.98,24,60,62,24.35,26.74,26.24
8903.76,26.98,24,60,62,24.35,26.74,26.24
8903.76,26.98,24,60,62,24.35,26.74,26.24
8903.76,26.98,24,60,62,24.35,26.74,26.24
8903.76,26.98,24,60,62,24.35,26.74,26.24
8903.76,26.98,24,60,62,24.35,26.74,26.24
8903.76,26.98,24,60,62,24.35,26.74,26.24
8903.91,26.98,24,60,62,,26.74,
8903.91,26.98,24,60,62,,26.74,
8903.91,26.98,24,60,62,,26.74,
8903.91,26.98,24,60,62,,26.74,
8903.91,26.98,24,60,62,,26.74,
8904.062,27.15,24,60,62,,26.74,
8904.062,27.15,24,60,62,,26.74,
8904.062,27.15,24,60,62,,26.74,
8904.062,27.15,24,60,62,,26.74,
8904.062,27.15,24,60,62,,26.74,
8904.212,27.59,24,60,62,,26.72,
8904.212,27.59,24,60,62,,26.72,
8904.212,27.59,24,60,62,,26.72,
8904.212,27.59,24,60,62,,26.72,
8904.212,27.59,24,60,62,,26.72,
8904.362,28.28,24,60,62,24.33,26.71,26.23
8904.362,28.28,24,60,62,24.33,26.71,26.23
8904.362,28.28,24,60,62,24.33,26.71,26.23
8904.362,28.28,24,60,62,24.33,26.71,26.23
8904.362,28.28,24,60,62,24.33,26.71,26.23
8904.362,28.28,24,60,62,24.33,26.71,26.23
8904.362,28.28,24,60,62,24.33,26.71,26.23
8904.512,29.5,24,60,62,,26.65,
8904.512,29.5,24,60,62,,26.65,
8904.512,29.5,24,60,62,,26.65,
8904.512,29.5,24,60,62,,26.65,
8904.512,29.5,24,60,62,,26.65,
8904.662,30.56,24,60,62,,26.6,
8904.662,30.56,24,60,62,,26.6,
8904.662,30.56,24,60,62,,26.6,
8904.662,30.56,24,60,62,,26.6,
8904.662,30.56,24,60,62,,26.6,
8904.812,31.71,24,60,62,,26.55,
8904.812,31.71,24,60,62,,26.55,
8904.812,31.71,24,60,62,,26.55,
8904.812,31.71,24,60,62,,26.55,
8904.812,31.71,24,60,62,,26.55,
8904.963,33.34,24,60,62,24.27,26.47,26.19
8904.963,33.34,24,60,62,24.27,26.47,26.19
8904.963,33.34,24,60,62,24.27,26.47,26.19
8904.963,33.34,24,60,62,24.27,26.47,26.19
8904.963,33.34,24,60,62,24.27,26.47,26.19
8904.963,33.34,24,60,62,24.27,26.47,26.19
8904.963,33.34,24,60,62,24.27,26.47,26.19
8905.114,34.59,24,60,62,,26.4,
8905.114,34.59,24,60,62,,26.4,
8905.114,34.59,24,60,62,,26.4,
8905.114,34.59,24,60,62,,26.4,
8905.114,34.59,24,60,62,,26.4,
8905.264,35.86,24,60,62,,26.33,
8905.264,35.86,24,60,62,,26.33,
8905.264,35.86,24,60,62,,26.33,
8905.264,35.86,24,60,62,,26.33,
8905.264,35.86,24,60,62,,26.33,
8905.414,37.57,24,60,62,,26.24,
8905.414,37.57,24,60,62,,26.24,
8905.414,37.57,24,60,62,,26.24,
8905.414,37.57,24,60,62,,26.24,
8905.414,37.57,24,60,62,,26.24,
8905.564,38.84,24,60,62,24.29,26.18,26.23
8905.564,38.84,24,60,62,24.29,26.18,26.23
8905.564,38.84,24,60,62,24.29,26.18,26.23
8905.564,38.84,24,60,62,24.29,26.18,26.23
8905.564,38.84,24,60,62,24.29,26.18,26.23
8905.564,38.84,24,60,62,24.29,26.18,26.23
8905.564,38.84,24,60,62,24.29,26.18,26.23
8905.714,40.11,24,60,62,,26.11,
8905.714,40.11,24,60,62,,26.11,
8905.714,40.11,24,60,62,,26.11,
8905.714,40.11,24,60,62,,26.11,
8905.714,40.11,24,60,62,,26.11,
8905.864,41.8,24,60,62,,26.01,
8905.864,41.8,24,60,62,,26.01,
8905.864,41.8,24,60,62,,26.01,
8905.864,41.8,24,60,62,,26.01,
8905.864,41.8,24,60,62,,26.01,
8906.014,43.04,24,60,62,,25.94,
8906.014,43.04,24,60,62,,25.94,
8906.014,43.04,24,60,62,,25.94,
8906.014,43.04,24,60,62,,25.94,
8906.014,43.04,24,60,62,,25.94,
8906.164,44.27,24,60,62,24.32,25.87,26.21
8906.164,44.27,24,60,62,24.32,25.87,26.21
8906.164,44.27,24,60,62,24.32,25.87,26.21
8906.164,44.27,24,60,62,24.32,25.87,26.21
8906.164,44.27,24,60,62,24.32,25.87,26.21
8906.164,44.27,24,60,62,24.32,25.87,26.21
8906.164,44.27,24,60,62,24.32,25.87,26.21
8906.314,45.9,24,60,62,,25.79,
8906.314,45.9,24,60,62,,25.79,
8906.314,45.9,24,60,62,,25.79,
8906.314,45.9,24,60,62,,25.79,
8906.314,45.9,24,60,62,,25.79,
8906.464,47.1,24,60,62,,25.72,
8906.464,47.1,24,60,62,,25.72,
8906.464,47.1,24,60,62,,25.72,
8906.464,47.1,24,60,62,,25.72,
8906.464,47.1,24,60,62,,25.72,
8906.614,48.28,24,60,62,,25.66,
8906.614,48.28,24,60,62,,25.66,
8906.614,48.28,24,60,62,,25.66,
8906.614,48.28,24,60,62,,25.66,
