timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Heatsink,Stage1 Alternate1 Thermocouple TempC
1253.182,28.21,24,62,20.16,29.01,22.05
1253.182,28.21,24,62,20.16,29.01,22.05
1253.182,28.21,24,62,20.16,29.01,22.05
1253.182,28.21,24,62,20.16,29.01,22.05
1253.332,28.21,24,62,20.16,29.01,22.05
1253.332,28.21,24,62,20.16,29.01,22.05
1253.332,28.21,24,62,20.16,29.01,22.05
1253.332,28.21,24,62,20.16,29.01,22.05
1253.482,28.4,24,62,20.16,28.99,22.05
1253.482,28.4,24,62,20.16,28.99,22.05
1253.482,28.4,24,62,20.16,28.99,22.05
1253.482,28.4,24,62,20.16,28.99,22.05
1253.632,28.84,24,62,20.16,28.97,22.05
1253.632,28.84,24,62,20.16,28.97,22.05
1253.632,28.84,24,62,20.16,28.97,22.05
1253.632,28.84,24,62,20.16,28.97,22.05
1253.632,28.84,24,62,20.16,28.97,22.05
1253.632,28.84,24,62,20.16,28.97,22.05
1253.782,29.54,24,62,,28.94,
1253.782,29.54,24,62,,28.94,
1253.782,29.54,24,62,,28.94,
1253.782,29.54,24,62,,28.94,
1253.932,30.75,24,62,,28.89,
1253.932,30.75,24,62,,28.89,
1253.932,30.75,24,62,,28.89,
1253.932,30.75,24,62,,28.89,
1254.082,31.81,24,62,,28.83,
1254.082,31.81,24,62,,28.83,
1254.082,31.81,24,62,,28.83,
1254.082,31.81,24,62,,28.83,
1254.232,32.95,24,62,20.19,28.78,22.16
1254.232,32.95,24,62,20.19,28.78,22.16
1254.232,32.95,24,62,20.19,28.78,22.16
1254.232,32.95,24,62,20.19,28.78,22.16
1254.232,32.95,24,62,20.19,28.78,22.16
1254.232,32.95,24,62,20.19,28.78,22.16
1254.382,34.57,24,62,,28.69,
1254.382,34.57,24,62,,28.69,
1254.382,34.57,24,62,,28.69,
1254.382,34.57,24,62,,28.69,
1254.532,35.81,24,62,,28.63,
1254.532,35.81,24,62,,28.63,
1254.532,35.81,24,62,,28.63,
1254.532,35.81,24,62,,28.63,
1254.682,37.09,24,62,,28.56,
1254.682,37.09,24,62,,28.56,
1254.682,37.09,24,62,,28.56,
1254.682,37.09,24,62,,28.56,
1254.832,38.79,24,62,20.14,28.46,22.17
1254.832,38.79,24,62,20.14,28.46,22.17
1254.832,38.79,24,62,20.14,28.46,22.17
1254.832,38.79,24,62,20.14,28.46,22.17
1254.832,38.79,24,62,20.14,28.46,22.17
1254.832,38.79,24,62,20.14,28.46,22.17
1254.982,40.06,24,62,,28.38,
1254.982,40.06,24,62,,28.38,
1254.982,40.06,24,62,,28.38,
1254.982,40.06,24,62,,28.38,
1255.132,41.35,24,62,,28.3,
1255.132,41.35,24,62,,28.3,
1255.132,41.35,24,62,,28.3,
1255.132,41.35,24,62,,28.3,
1255.282,43.03,24,62,,28.2,
1255.282,43.03,24,62,,28.2,
1255.282,43.03,24,62,,28.2,
1255.282,43.03,24,62,,28.2,
1255.432,44.27,24,62,20.21,28.12,22.17
1255.432,44.27,24,62,20.21,28.12,22.17
1255.432,44.27,24,62,20.21,28.12,22.17
1255.432,44.27,24,62,20.21,28.12,22.17
1255.432,44.27,24,62,20.21,28.12,22.17
1255.432,44.27,24,62,20.21,28.12,22.17
1255.582,45.52,24,62,,28.05,
1255.582,45.52,24,62,,28.05,
1255.582,45.52,24,62,,28.05,
1255.582,45.52,24,62,,28.05,
1255.732,47.14,24,62,,27.96,
1255.732,47.14,24,62,,27.96,
1255.732,47.14,24,62,,27.96,
1255.732,47.14,24,62,,27.96,
1255.882,48.34,24,62,,27.89,
1255.882,48.34,24,62,,27.89,
1255.882,48.34,24,62,,27.89,
1255.882,48.34,24,62,,27.89,
1256.032,49.54,24,62,20.28,27.83,22.33
1256.032,49.54,24,62,20.28,27.83,22.33
1256.032,49.54,24,62,20.28,27.83,22.33
1256.032,49.54,24,62,20.28,27.83,22.33
1256.032,49.54,24,62,20.28,27.83,22.33
1256.032,49.54,24,62,20.28,27.83,22.33
1256.182,51.08,24,62,,27.74,
1256.182,51.08,24,62,,27.74,
1256.182,51.08,24,62,,27.74,
1256.182,51.08,24,62,,27.74,
1256.332,52.23,24,62,,27.67,
1256.332,52.23,24,62,,27.67,
1256.332,52.23,24,62,,27.67,
1256.332,52.23,24,62,,27.67,
1256.482,53.37,24,62,,27.6,
1256.482,53.37,24,62,,27.6,
1256.482,53.37,24,62,,27.6,
1256.482,53.37,24,62,,27.6,
1256.632,54.86,24,62,20.32,27.52,22.38
1256.632,54.86,24,62,20.32,27.52,22.38
1256.632,54.86,24,62,20.32,27.52,22.38
1256.632,54.86,24,62,20.32,27.52,22.38
1256.632,54.86,24,62,20.32,27.52,22.38
1256.632,54.86,24,62,20.32,27.52,22.38
1256.782,55.95,24,62,,27.46,
1256.782,55.95,24,62,,27.46,
1256.782,55.95,24,62,,27.46,
1256.782,55.95,24,62,,27.46,
1256.932,57.04,24,62,,27.41,
