consumableId,415,445,480,515,555,590,630,680,NIR,CLR,DARK
03f649d3-0fb5-4f82-a7e7-1ef203459579,30,19.2,30.9,30.6,30.6,30.2,31,30.6,30.4,30,null
04253c41-edfe-4b1c-899e-f0addd248ff3,30.9,20.4,31,31,31,30.9,30.2,30.9,31.2,31.2,null
05b9771e-d498-4a12-9b58-93abab8d020c,33,34.2,32.7,32.4,32.7,32.3,31.2,32.7,32.1,31,null
0bcf09e8-2abc-47bf-a732-c51ec02518f2,31.2,31.2,31.8,31.7,31.5,30.9,31.4,32,30.8,31.5,null
126244a2-341a-439d-86b3-fc7a89197ba7,30.7,25,32.1,32,32.1,31.8,32.5,32.5,30.7,24.8,null
14e4acd7-6a79-40ad-8f02-6ecce7b6e63b,30.8,13.8,31.6,31.4,31.5,31,31.2,31,29.8,21,null
1702b695-af70-4f5f-ba3d-72f86008a229,31.9,23.9,32.9,32.9,32.9,32.7,32.5,32.1,32.9,32.5,null
1d442680-947c-49d6-819d-da83bc717e25,32.2,21,32.3,32.1,32.3,32.1,21.6,32,32,20.9,null
1f62e832-6c40-4a54-8413-6f4f134de352,31.6,16.2,32.8,32.2,32.2,32,32,33.8,31.2,32.8,null
1fa3dab9-dfcf-4ecd-ae90-3c637cecc629,30.9,28.5,32.7,33.7,33,32.3,31.4,30.2,31.6,30.4,null
211f97ac-8c39-4e54-869b-572a11f91dea,30.9,29.2,31,31,31.2,31,31.7,31,30.7,31.2,null
2438c0c5-227c-4ed4-890b-a75da183d343,null,18.7,30.9,30.8,30.8,30.6,29.7,30.8,29.9,25.8,null
327f8d0e-207a-4d8d-b775-c329b9740e0b,30,19.5,30.9,30.9,30.8,30.5,30.2,30.8,31,29.6,null
370d78cd-eda4-48a5-bf65-d1cfd3689492,33.8,22.7,33.1,32.8,33,32.3,32.9,24.8,25.2,23.7,null
493e0288-8d0e-4f6f-a7da-6d1f334d78e7,31.2,11.7,31.4,31.2,31.2,30.7,31.5,30.8,31.7,31.2,null
4ddaaa5d-1e1a-4262-a50b-15a2d485df55,30.8,24,31.9,31.8,31.8,31.4,31.9,31,30.9,30.9,null
518fe108-0973-4370-805d-32b76b018387,31.9,19.4,32.3,32.2,32.2,32.7,30.2,33.6,31,29.7,null
523ca906-8a4a-4ac7-b269-27d29fc0148a,31.8,33.1,32,31.9,31.9,31.9,32.1,32.1,31.5,31.9,null
52b510de-a47a-46da-9153-790d64e90ac1,31.2,26.9,31.2,31.8,31.8,31.2,31.4,30.8,30.2,29.9,null
53052f32-13d3-44f1-9e68-a4c89c5238d7,32.8,24.9,33.8,33.7,33.7,33.7,25.9,26,34.9,27.3,null
59799041-5fa8-41b8-9a24-c8af9795ed6e,29.9,23,31,31.2,31.2,30.8,31.6,29.8,30.2,21.7,null
5a481eef-2c5e-47c1-b7bb-fc80f36fc250,31.8,28.4,31.4,31.7,31.5,30.7,30.7,30.4,30.5,28.1,null
60fded9e-c28d-46b4-acf3-9d2e8f65ebb1,32.5,17.3,33,33.1,33.1,32.9,30,31.5,33.1,31.9,null
649ca710-98a3-4a63-8674-dd37cdb05078,31.7,19,31.2,31.2,31.2,30.9,30.5,null,29.2,29.1,null
6813ef38-b5e1-4ece-9b0b-f29b4b0ababe,29.7,24.1,30.5,30.5,30.5,30,29.9,30.2,29.7,30.9,null
6fd99e6c-f81c-4f60-971b-2e20b78b2692,28.7,20.5,32.2,34.1,33.9,33.7,30.4,30.8,33.8,22.1,null
70b801f3-82bb-48c6-8d8b-dc91be6ad534,30,25.2,31.2,31.4,31.4,31,29.8,31.2,30.2,30,null
7178d64f-938b-4391-be28-324d1acbafc9,28.5,6.1,29.5,30.5,30.2,29.4,34.1,28.7,30.4,27.5,null
71b99c09-2a47-4e41-91f0-a8b43225b8d6,23.2,20.7,22.2,30.8,30.8,30.2,8.6,21.8,20,19.4,null
74e2f338-994b-4491-afcf-1edc0635caf8,32,33.6,31.9,31.5,31.7,31.8,31.4,32.1,31.8,30.4,null
82fcfc63-96d5-47e8-b904-3b4c707a7344,31.9,31,31.8,31.5,31.5,31.4,30.9,31.8,32.7,31.8,null
83a1ad6c-0240-4c15-8c1c-21343cc28b55,31.4,30,31.2,31.2,31.2,31.2,31.2,31,32,31.2,null
84729d16-ffd0-4e23-83f4-1d5b2dab2f1a,30.7,20.2,30.9,30.9,30.9,30,30.2,30.8,31.6,23.7,null
85ee79c6-5bef-4c3b-978a-e5613f918ff5,30.7,17.8,31.7,31.7,31.4,31,29.5,31,30.9,28.5,null
8667674a-1d2e-4e35-95e5-0d2729987edd,31.5,13.3,32.7,32.9,32.9,32.9,32.8,32.4,32.7,31.8,null
87e41688-98ea-4a31-9041-c93ec9dabbf4,29.2,28.3,29.9,29.8,30,29.5,29.1,29.4,30.2,29.5,null
8af4a1d1-c450-44db-a8d7-0ef58ee2c01c,34,21.9,33.8,33.1,33.1,32.9,34.6,34.8,33.8,32.8,null
93c062d6-9723-41c0-8a0e-7ad3ee9a4dec,30.6,18.2,31.8,31.4,31.8,31,31.2,31.4,30.2,33.5,null
959584ee-1848-4314-9238-60e493772361,30.4,20.6,31.7,31.7,31.4,31.8,31,31,31,26,null
95aa9155-9c15-4b60-aaac-0a1ef5428e65,31.4,34,31.4,31,31.2,31.2,31.6,32.1,31.2,27.4,null
96239bec-a039-4689-bd57-1e2ff5885902,29.1,25.6,30,30.8,30.5,30,28.2,29.3,30.8,29.7,null
96ff4b86-f467-4294-b846-81ee11e70f15,31.2,19.4,31.4,31.2,31.2,31,31.2,31.2,30.8,19.9,null
a2172f61-fa8b-4b1c-bb4f-f3995e37c944,31,27.9,31,30.9,31,30.9,30.8,30.9,31.2,31.8,null
a63c8f1f-171a-430c-88f2-982f908939f1,32.3,31.8,33.5,33.7,33.3,33,31.5,32.3,31.5,33.6,null
a911f8a1-0397-45cc-8fa7-fb740d6f30f5,29.3,19.6,30.2,30.2,30.2,29.6,28.5,30,28.5,25.5,null
acd04ff1-8361-4707-9449-a7354f0c85bd,30,27.3,30.9,31.5,31,30.8,29.7,28.5,30.4,28.5,null
adc2b8c7-d515-4d68-8f07-d792b890e56a,29.3,25.6,30.4,30.5,30.4,30.2,29.4,28.9,30.2,27.7,null
b1494efa-6f26-4240-8d90-49dcae63de8d,30.2,24.6,null,33,32.9,32.7,32.5,26.6,33.9,32.8,null
b1cdf860-aff3-4aa2-b099-1725cba9b301,30,27.9,30.9,30.9,30.8,30.2,29.5,30.2,29.7,27.7,null
b4c80a7d-7675-46c7-8912-e8d3b7782c7f,31,27,31.2,31.4,31.2,30.8,29.7,29.7,31.2,29.5,null
bb80a39d-55d3-4780-934e-023d53b577fe,32.7,18.6,32.2,32,32,31.9,32.2,32.4,32.1,32.5,null
bfb26223-878f-425c-898a-f060e372c3af,31.2,15.8,32.1,31.9,32,31.9,30.8,32.1,31.7,31.2,null
c1e15e14-f5d2-48bf-b217-ee8c8cdc70f2,31.7,29.8,31.8,31.7,31.8,31.8,31.8,32,31.7,30.2,null
c2f666db-c914-4eef-af64-818e7ed64f5d,25.7,22.5,32,32.2,32.2,27.9,25.2,29.8,26.8,25.7,null
c57f4c85-1425-4438-a8da-729dfd6eae71,30,31.4,31.8,31.4,31.7,31.2,30.5,31.5,31.7,26,null
c679a438-40aa-4ee3-be53-551e8808ca19,34.6,14.6,34.8,33.7,33.9,34.1,36,35.9,30.8,34.9,null
cb3322c3-cffa-45f5-b0fc-d2ec3dddf2fd,30.5,17.7,29.8,29.6,29.6,29.9,30.2,30,30.2,18.6,null
cffe8ce7-23d8-4481-9e91-197b8d456bbf,28.5,27.2,31.2,32,31.7,29.5,27.1,29.2,35.6,null,null
d3892558-7610-4ef6-8809-cb215a4b62a9,32,30,32.1,32,32.2,31.9,32.2,30.9,32.4,32,null
de8782f1-5780-4426-9045-00e282efc464,32,25.7,32.3,32.2,32.1,31.9,31.7,31.5,32.5,32.3,null
e1dcebad-ffc5-4ebd-8a10-af3c1b889f20,32.5,14.9,32,31.7,31.8,31.9,32.8,32.5,32,33.8,null
e749b28a-c047-43c4-af60-55be1f297656,36.2,15.8,36.6,35,35.6,32.9,17.5,14.8,14.1,16,null
e76b1282-fff1-4ce7-83df-afbf9160b56b,27.3,26.6,28.7,30.4,30.2,28.7,27.5,28.1,28.5,27.1,null
eec251a8-fafd-4e36-9a5c-7cdda8e44a13,31.9,21.5,32.3,32.3,32.3,32.2,32.5,32.5,33,31.6,null
f4a8f608-2e6b-4022-8cbe-d52674e6d0d8,34.7,13,33.7,33.1,33.1,33.6,33.8,34,33.7,34.4,null
f4f7fcec-086f-4eb4-a069-e2c4d9324418,32.2,31.2,31.4,31.2,31.7,31,31.4,31,31.6,24.9,null
f72ffa45-df44-4eda-9a36-d15f49e8c0c2,30.9,29.1,31,31,31,31,30.2,30.4,29.3,29.2,null
fb910b18-dd9b-4c9b-a80e-45afc2fd763f,30.4,18.4,31.2,31.2,31.2,31,31.2,31,29.3,30.5,null
