Text,1: 12-13 0.5uM+,2: 12-13 0.2uM+,3: 14-15 0.5uM+,4: 14-15 0.2uM+,5: 12-13 0.5uM-,6: 12-13 0.2uM-,7: 14-15 0.5uM-,8: 14-15 0.2uM-
1,4.33966588973999,4.33661413192749,4.26794862747192,4.17029047012329,3.35240721702576,3.22270536422729,3.8117036819458,3.22423124313354
2,4.58533620834351,4.46021223068237,4.31830310821533,4.23132658004761,3.40123605728149,3.18913555145264,3.92156863212585,3.27611207962036
3,4.69520092010498,4.53955888748169,4.40222787857056,4.29541444778442,3.45464253425598,3.18150615692139,4.0054931640625,3.31425952911377
4,4.80048847198486,4.59601736068726,4.46936750411987,4.3595027923584,3.50499725341797,3.10978865623474,4.03753709793091,3.3310444355011
5,4.82642841339111,4.60822439193726,4.46326398849487,4.3595027923584,3.49431610107422,3.1342031955719,4.01312255859375,3.35088109970093
6,4.95613050460815,4.7409782409668,4.5716028213501,4.46936750411987,3.56145572662354,3.10368514060974,4.10925436019897,3.38292527198791
7,4.9729151725769,4.72724485397339,4.5685510635376,4.48004865646362,3.55687808990479,3.067063331604,4.11230659484863,3.39513230323791
8,5.06599521636963,4.85847234725952,4.65247583389282,4.5624475479126,3.6240177154541,3.10521101951599,4.18860149383545,3.42412447929382
9,5.00953674316406,4.86152458190918,4.64332056045532,4.55786991119385,3.60265517234802,3.09758138656616,4.15503168106079,3.4332799911499
10,5.09956502914429,4.9408712387085,4.77149629592895,4.63874244689941,3.68200206756592,3.15709161758423,4.22827482223511,3.47753119468689
11,5.08735799789429,4.91950845718384,4.76081466674805,4.66010522842407,3.67742419242859,3.17692828178406,4.20996427536011,3.47295331954956
12,5.11482429504395,5.04158067703247,4.80506610870361,4.67689037322998,3.68657970428467,3.17235064506531,4.21759366989136,3.48516058921814
13,5.12703132629395,5.04310655593872,4.80811786651611,4.68451976776123,3.69268321990967,3.16624712944031,4.23285245895386,3.5217821598053
14,5.19569683074951,5.07057285308838,4.84473943710327,4.71198606491089,3.71099424362183,3.18303203582764,4.24811172485352,3.55230021476746
15,5.24452590942383,5.11177253723145,4.88441276550293,4.75776290893555,3.73388266563416,3.20897221565247,4.25574111938477,3.55840396881103
16,5.27809572219849,5.1575493812561,4.97138929367065,4.77149629592895,3.75371932983398,3.23033499717712,4.28778505325317,3.54619669914246
17,5.30861377716064,5.18501567840576,4.97444105148315,4.81269550323486,3.76287484169006,3.25017166137695,4.30304431915283,3.55687808990479
18,5.3421835899353,5.23231840133667,5.00648498535156,4.84626531600952,3.77203011512756,3.24711990356445,4.26337051391602,3.58281826972961
19,5.3574423789978,5.22926664352417,5.02021837234497,4.85999870300293,3.78118562698364,3.27458620071411,4.29999256134033,3.59044790267944
20,5.37880516052246,5.25825881958008,5.02327013015747,4.87067985534668,3.79797053337097,3.28679323196411,4.30762195587158,3.60875868797302
21,5.38490867614746,5.29945850372314,5.05378818511963,4.91340494155884,3.81017780303955,3.30510425567627,4.33356237411499,3.6179141998291
22,5.39559030532837,5.30861377716064,5.05531406402588,4.91645669937134,3.79797053337097,3.28068971633911,4.39154672622681,3.63469910621643
23,5.39711618423462,5.32082080841064,5.05989170074463,4.93324184417725,3.80254817008972,3.28984522819519,4.39765024185181,3.64232850074768
24,5.43068599700928,5.34981298446655,5.09346151351929,4.950026512146,3.79644465446472,3.27458620071411,4.42053842544556,3.64385437965393
25,5.44899654388428,5.37575340270996,5.14991998672485,4.97138929367065,3.78271150588989,3.29289698600769,4.42511653900146,3.65606164932251
26,5.43984127044678,5.38643455505371,5.21553373336792,5.00495910644531,3.76897835731506,3.28984522819519,4.43122005462646,3.65911340713501
27,5.47493696212769,5.40932321548462,5.38948631286621,5.02174425125122,3.79034113883972,3.28984522819519,4.42664241790771,3.66369104385376
28,5.49172210693359,5.40932321548462,5.69008922576904,4.98664855957031,3.76745247840881,3.26543068885803,4.43427181243897,3.67132067680359
29,5.53444719314575,5.42153024673462,6.35233068466186,4.98817443847656,3.76592659950256,3.26695656776428,4.44953060150146,3.67132067680359
30,5.61684608459473,5.44289302825928,7.55016422271729,5.02784776687622,3.75524520874023,3.26390480995178,4.46326398849487,3.67132067680359
31,5.69771862030029,5.46272993087769,9.69405651092529,5.04310655593872,3.75829720497131,3.26695656776428,4.52124834060669,3.66216516494751
32,5.85488653182983,5.45967817306519,13.2524604797363,5.03852891921997,3.74914169311523,3.26085305213928,4.57312870025635,3.67132067680359
33,6.14938592910767,5.45204830169678,18.4313716888428,5.03852891921997,3.74761581420898,3.23338675498962,4.67994213104248,3.64232850074768
34,6.67429637908936,5.44289302825928,24.4602127075195,5.06141757965088,3.76134896278381,3.2257571220398,4.91493082046509,3.65148401260376
35,7.50591278076172,5.43984127044678,30.0602722167969,5.09346151351929,3.77965974807739,3.20897221565247,5.26894044876099,3.65453577041626
36,8.69764232635498,5.44594478607178,33.9345397949219,5.17891216278076,3.85137701034546,3.20134282112122,5.95407056808472,3.64995813369751
37,10.4509038925171,5.43526363372803,36.1699867248535,5.31929492950439,3.97955298423767,3.17998027801514,7.11985969543457,3.63927674293518
38,12.3262376785278,5.44289302825928,37.3357734680176,5.50087738037109,4.21606779098511,3.17692828178406,8.99214172363281,3.61333632469177
39,14.1405353546143,5.42916011810303,37.6073837280273,5.78316926956177,4.60212087631226,3.16166925430298,11.5358209609985,3.61333632469177
40,15.4146642684937,5.42763423919678,37.6546897888184,6.21805143356323,5.22163724899292,3.16166925430298,14.807354927063,3.59807729721069

