Text,1: ACTB+,2: ACTB-,3: FAM+,4: FAM-,5: CF640+,6: CF640-
1,5.98001050949097,5.49629974365234,8.00335693359375,7.18089580535889,1.00404369831085,0.999465942382813
2,6.08529806137085,5.59853506088257,8.23529434204102,7.42198848724365,1.0086213350296,1.00099182128906
3,6.0929274559021,5.63210487365723,8.33142566680908,7.49675750732422,1.01319909095764,1.00099182128906
4,6.12954902648926,5.69008922576904,8.46875762939453,7.66308069229126,1.0116730928421,1.00404369831085
5,6.12191963195801,5.74197006225586,8.5709924697876,7.83398199081421,1.01472496986389,1.0086213350296
6,6.14633417129517,5.77401399612427,8.65033912658691,7.93316555023193,1.01625084877014,1.0055695772171
7,6.16922235488892,5.80605792999268,8.7434196472168,8.02777099609375,1.01625084877014,1.0055695772171
8,6.17532634735107,5.82284259796143,8.80445575714111,8.07507419586182,1.01930260658264,1.01014721393585
9,6.16159296035767,5.85793828964233,8.88990592956543,8.1712064743042,1.01777672767639,1.0116730928421
10,6.18905925750732,5.86556816101074,8.9433126449585,8.22308731079102,1.01930260658264,1.0116730928421
11,6.18600749969482,5.88082695007324,9.00282287597656,8.32989978790283,1.02388036251068,1.0116730928421
12,6.21042203903198,5.90676736831665,9.07148838043213,8.3955135345459,1.02082860469818,1.0086213350296
13,6.22110319137573,5.9143967628479,9.12947273254394,8.43671321868897,1.02540624141693,1.0116730928421
14,6.20279216766357,5.89150857925415,9.17677593231201,8.42755794525146,1.02082860469818,1.01472496986389
15,6.19668865203857,5.92202663421631,9.21492290496826,8.5343713760376,1.02845811843872,1.01777672767639
16,6.22873258590698,5.93118190765381,9.25001907348633,8.59540748596191,1.02693212032318,1.01319909095764
17,6.22720670700073,5.94338893890381,9.3064775466919,8.63965797424316,1.02845811843872,1.01777672767639
18,6.22262907028198,5.94491481781006,9.31258106231689,8.67475414276123,1.02845811843872,1.01625084877014
19,6.2745099067688,5.93728542327881,9.38429832458496,8.7342643737793,1.03150987625122,1.01625084877014
20,6.2867169380188,5.95254421234131,9.41786861419678,8.74189376831055,1.03303575515747,1.01930260658264
21,6.34927892684937,5.95254421234131,9.42854976654053,8.82581806182861,1.03303575515747,1.01930260658264
22,6.42710018157959,5.92965602874756,9.49874114990234,8.84412956237793,1.03303575515747,1.02082860469818
23,6.59952688217163,5.94033718109131,9.53841495513916,8.909743309021,1.03456163406372,1.02082860469818
24,6.86198234558105,5.93881130218506,9.60250282287598,8.92957973480225,1.03456163406372,1.02235448360443
25,7.29381227493286,5.95254421234131,9.62844276428223,8.9250020980835,1.03456163406372,1.01930260658264
26,8.023193359375,5.93575954437256,9.73678207397461,9.01502990722656,1.03913938999176,1.02235448360443
27,9.11268806457519,5.95101833343506,9.81002521514893,9.03028869628906,1.03608763217926,1.02540624141693
28,10.7499809265137,5.94491481781006,9.94125270843506,9.06538486480713,1.03913938999176,1.02388036251068
29,12.930495262146,5.94949245452881,10.0343332290649,9.1065845489502,1.04066526889801,1.02388036251068
30,15.4741744995117,5.92507839202881,10.2189674377441,9.13557624816895,1.03913938999176,1.02845811843872
31,18.4847793579102,5.92507839202881,10.337986946106,9.1462574005127,1.04066526889801,1.02693212032318
32,21.3992519378662,5.94491481781006,10.5012588500977,9.18287944793701,1.04524302482605,1.02998399734497
33,24.0817890167236,5.93118190765381,10.615701675415,9.20271587371826,1.0437171459198,1.02998399734497
34,26.4103145599365,5.93118190765381,10.7728691101074,9.22407913208008,1.04219114780426,1.02693212032318
35,28.2825965881348,5.92660427093506,10.9102010726929,9.28664112091064,1.04829478263855,1.02998399734497
36,29.6559085845947,5.93118190765381,11.0109100341797,9.27748489379883,1.04524302482605,1.02998399734497
37,30.4798965454102,5.93423366546631,11.1238269805908,9.31715869903564,1.0467689037323,1.02998399734497
38,31.0246429443359,5.9143967628479,11.2535285949707,9.36903953552246,1.04829478263855,1.03303575515747
39,31.3618679046631,5.9143967628479,11.3420305252075,9.40566062927246,1.04524302482605,1.03303575515747
40,31.6304264068604,5.8991379737854,11.4579992294312,9.41023921966553,1.04829478263855,1.03456163406372
41,31.7509727478027,5.88693046569824,11.581597328186,9.42549800872803,1.0498206615448,1.03303575515747
42,31.9874877929687,5.9052414894104,11.7143507003784,9.46669673919678,1.0498206615448,1.03761351108551
43,32.243839263916,5.92660427093506,11.8059053421021,9.48500823974609,1.0498206615448,1.03761351108551
44,32.3216590881348,5.91897439956665,11.9157705307007,9.51094818115234,1.04829478263855,1.03456163406372
45,32.401008605957,5.94796657562256,11.9935913085938,9.55977725982666,1.05287253856659,1.03456163406372

