Text,1: ACTB+,2: ACTB-,3: FAM+,4: FAM-,5: CF640+,6: CF640-
1,0.941481649875641,0.936903953552246,4.90730142593384,4.60364675521851,0.967422008514404,0.999465942382813
2,0.94758528470993,0.946059346199036,4.67078638076782,4.3839168548584,0.971999704837799,1.00404369831085
3,0.95521479845047,0.94911116361618,4.49683380126953,4.1962308883667,0.971999704837799,1.00099182128906
4,0.959792494773865,0.95674067735672,4.39459848403931,4.10315084457397,0.975051522254944,1.01014721393585
5,0.952162981033325,0.953688859939575,4.30304431915283,4.04516649246216,0.982681035995483,1.0116730928421
6,0.962844252586365,0.962844252586365,4.21454191207886,3.97192335128784,0.982681035995483,1.01014721393585
7,0.962844252586365,0.96437019109726,4.17029047012329,3.91546511650085,0.982681035995483,1.0086213350296
8,0.959792494773865,0.962844252586365,4.11535835266113,3.84374761581421,0.988784611225128,1.01777672767639
9,0.961318373680115,0.961318373680115,4.07568454742432,3.8086519241333,0.988784611225128,1.02082860469818
10,0.96437019109726,0.96589607000351,4.03753709793091,3.76287484169006,0.990310549736023,1.01930260658264
11,0.962844252586365,0.962844252586365,4.00244140625,3.74456405639648,0.994888246059418,1.02388036251068
12,0.968947887420654,0.967422008514404,3.98260474205017,3.71862363815308,0.990310549736023,1.02082860469818
13,0.967422008514404,0.970473766326904,3.97344923019409,3.69115734100342,0.993362307548523,1.02540624141693
14,0.975051522254944,0.970473766326904,3.94140529632568,3.63317322731018,0.990310549736023,1.02235448360443
15,0.962844252586365,0.971999704837799,3.91546511650085,3.63622498512268,0.996414124965668,1.02845811843872
16,0.973525583744049,0.971999704837799,3.8910505771637,3.61944007873535,0.991836428642273,1.02235448360443
17,0.968947887420654,0.971999704837799,3.88036918640137,3.60112905502319,0.999465942382813,1.02998399734497
18,0.973525583744049,0.973525583744049,3.85137701034546,3.57518887519836,0.993362307548523,1.02235448360443
19,0.976577401161194,0.979629218578339,3.85595488548279,3.56908512115479,0.994888246059418,1.02388036251068
20,0.971999704837799,0.976577401161194,3.84069585800171,3.53551530838013,0.999465942382813,1.02693212032318
21,0.970473766326904,0.975051522254944,3.82848858833313,3.54467082023621,0.994888246059418,1.02693212032318
22,0.973525583744049,0.976577401161194,3.84069585800171,3.5217821598053,1.00099182128906,1.02540624141693
23,0.976577401161194,0.979629218578339,3.85748076438904,3.52483415603638,1.0055695772171,1.02693212032318
24,0.978103280067444,0.975051522254944,3.8971540927887,3.50499725341797,1.01472496986389,1.03456163406372
25,0.982681035995483,0.975051522254944,3.97039747238159,3.48058295249939,1.02388036251068,1.02388036251068
26,0.987258732318878,0.975051522254944,4.13214302062988,3.49279022216797,1.04524302482605,1.02845811843872
27,1.00404369831085,0.978103280067444,4.36102867126465,3.47905707359314,1.07118332386017,1.03303575515747
28,1.01777672767639,0.973525583744049,4.71046018600464,3.47447919845581,1.11390864849091,1.03456163406372
29,1.04219114780426,0.978103280067444,5.12092781066895,3.47142744064331,1.16273748874664,1.03456163406372
30,1.06050205230713,0.981155097484589,5.62447547912598,3.45769429206848,1.21156632900238,1.02693212032318
31,1.09102010726929,0.971999704837799,6.0990309715271,3.44701313972473,1.27412831783295,1.03456163406372
32,1.12153816223145,0.979629218578339,6.61020851135254,3.4363317489624,1.32906079292297,1.02998399734497
33,1.15205609798431,0.979629218578339,7.08323812484741,3.42870211601257,1.38704514503479,1.03608763217926
34,1.17494463920593,0.981155097484589,7.59288930892944,3.42107272148132,1.43739986419678,1.03303575515747
35,1.18715190887451,0.978103280067444,8.09185886383057,3.4332799911499,1.49080646038055,1.03303575515747
36,1.20546269416809,0.982681035995483,8.54810428619385,3.41191720962524,1.54116117954254,1.03608763217926
37,1.21614408493042,0.985732793807983,9.03181552886963,3.41649508476257,1.59761953353882,1.03761351108551
38,1.22377359867096,0.985732793807983,9.50789642333984,3.41344308853149,1.6449226140976,1.04066526889801
39,1.22224760055542,0.979629218578339,9.95956325531006,3.42259860038757,1.68917369842529,1.03456163406372
40,1.22682535648346,0.984206914901733,10.4325933456421,3.40276193618774,1.73647665977478,1.04066526889801
41,1.22682535648346,0.981155097484589,10.9102010726929,3.39818406105041,1.78683149814606,1.03456163406372
42,1.22529947757721,0.984206914901733,11.4076452255249,3.40276193618774,1.82803082466126,1.03608763217926
43,1.2314031124115,0.981155097484589,11.8577861785889,3.39513230323791,1.86923015117645,1.04219114780426
44,1.2314031124115,0.984206914901733,12.3186082839966,3.39208054542542,1.9058518409729,1.03456163406372
45,1.23598074913025,0.984206914901733,12.7367057800293,3.39971017837524,1.95010304450989,1.04219114780426

