timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Thermocouple TempC,Stage1 Output
1042.684,51.3,51.3,70,70,,100
1042.834,52.43,52.43,70,70,,100
1042.834,52.43,52.43,70,70,,100
1042.834,52.43,52.43,70,70,,100
1042.834,52.43,52.43,70,70,,100
1042.834,52.43,52.43,70,70,,100
1042.984,53.54,53.54,70,70,,100
1042.984,53.54,53.54,70,70,,100
1042.984,53.54,53.54,70,70,,100
1042.984,53.54,53.54,70,70,,100
1042.984,53.54,53.54,70,70,,100
1043.134,55,55,70,70,24.95,100
1043.134,55,55,70,70,24.95,100
1043.134,55,55,70,70,24.95,100
1043.134,55,55,70,70,24.95,100
1043.134,55,55,70,70,24.95,100
1043.134,55,55,70,70,24.95,100
1043.284,56.08,56.08,70,70,,100
1043.284,56.08,56.08,70,70,,100
1043.284,56.08,56.08,70,70,,100
1043.284,56.08,56.08,70,70,,100
1043.284,56.08,56.08,70,70,,100
1043.434,57.14,57.14,70,70,,100
1043.434,57.14,57.14,70,70,,100
1043.434,57.14,57.14,70,70,,100
1043.434,57.14,57.14,70,70,,100
1043.434,57.14,57.14,70,70,,100
1043.584,58.53,58.53,70,70,,100
1043.584,58.53,58.53,70,70,,100
1043.584,58.53,58.53,70,70,,100
1043.584,58.53,58.53,70,70,,100
1043.584,58.53,58.53,70,70,,100
1043.734,59.57,59.57,70,70,24.91,100
1043.734,59.57,59.57,70,70,24.91,100
1043.734,59.57,59.57,70,70,24.91,100
1043.734,59.57,59.57,70,70,24.91,100
1043.734,59.57,59.57,70,70,24.91,100
1043.734,59.57,59.57,70,70,24.91,100
1043.884,60.57,60.57,70,70,,100
1043.884,60.57,60.57,70,70,,100
1043.884,60.57,60.57,70,70,,100
1043.884,60.57,60.57,70,70,,100
1043.884,60.57,60.57,70,70,,100
1044.034,61.89,61.89,70,70,,100
1044.034,61.89,61.89,70,70,,100
1044.034,61.89,61.89,70,70,,100
1044.034,61.89,61.89,70,70,,100
1044.034,61.89,61.89,70,70,,100
1044.184,62.87,62.87,70,70,,100
1044.184,62.87,62.87,70,70,,100
1044.184,62.87,62.87,70,70,,100
1044.184,62.87,62.87,70,70,,100
1044.184,62.87,62.87,70,70,,100
1044.334,63.83,63.83,70,70,24.94,100
1044.334,63.83,63.83,70,70,24.94,100
1044.334,63.83,63.83,70,70,24.94,100
1044.334,63.83,63.83,70,70,24.94,100
1044.334,63.83,63.83,70,70,24.94,100
1044.334,63.83,63.83,70,70,24.94,100
1044.486,65.08,65.08,70,70,,54.6
1044.486,65.08,65.08,70,70,,54.6
1044.486,65.08,65.08,70,70,,54.6
1044.486,65.08,65.08,70,70,,54.6
1044.486,65.08,65.08,70,70,,54.6
1044.636,66.01,66.01,70,70,,55.2
1044.636,66.01,66.01,70,70,,55.2
1044.636,66.01,66.01,70,70,,55.2
1044.636,66.01,66.01,70,70,,55.2
1044.636,66.01,66.01,70,70,,55.2
1044.786,66.88,66.88,70,70,24.95,55.8
1044.786,66.88,66.88,70,70,24.95,55.8
1044.786,66.88,66.88,70,70,24.95,55.8
1044.786,66.88,66.88,70,70,24.95,55.8
1044.786,66.88,66.88,70,70,24.95,55.8
1044.786,66.88,66.88,70,70,24.95,55.8
1044.936,67.86,67.86,70,70,,56.9
1044.936,67.86,67.86,70,70,,56.9
1044.936,67.86,67.86,70,70,,56.9
1044.936,67.86,67.86,70,70,,56.9
1044.936,67.86,67.86,70,70,,56.9
1045.086,68.43,68.43,70,70,,58.9
1045.086,68.43,68.43,70,70,,58.9
1045.086,68.43,68.43,70,70,,58.9
1045.086,68.43,68.43,70,70,,58.9
1045.086,68.43,68.43,70,70,,58.9
1045.236,68.83,68.83,70,70,,61.1
1045.236,68.83,68.83,70,70,,61.1
1045.236,68.83,68.83,70,70,,61.1
1045.236,68.83,68.83,70,70,,61.1
1045.236,68.83,68.83,70,70,,61.1
1045.386,69.23,69.23,70,70,26.87,62.2
1045.386,69.23,69.23,70,70,26.87,62.2
1045.386,69.23,69.23,70,70,26.87,62.2
1045.386,69.23,69.23,70,70,26.87,62.2
1045.386,69.23,69.23,70,70,26.87,62.2
1045.386,69.23,69.23,70,70,26.87,62.2
1045.536,69.44,69.44,70,70,,63.1
1045.536,69.44,69.44,70,70,,63.1
1045.536,69.44,69.44,70,70,,63.1
1045.536,69.44,69.44,70,70,,63.1
1045.536,69.44,69.44,70,70,,63.1
1045.686,69.6,69.6,70,70,,63.9
1045.686,69.6,69.6,70,70,,63.9
1045.686,69.6,69.6,70,70,,63.9
1045.686,69.6,69.6,70,70,,63.9
1045.686,69.6,69.6,70,70,,63.9
1045.837,69.8,69.8,70,70,,63.2
1045.837,69.8,69.8,70,70,,63.2
1045.837,69.8,69.8,70,70,,63.2
1045.837,69.8,69.8,70,70,,63.2
1045.837,69.8,69.8,70,70,,63.2
1045.987,69.94,69.94,70,70,30.39,62.4
1045.987,69.94,69.94,70,70,30.39,62.4
1045.987,69.94,69.94,70,70,30.39,62.4
1045.987,69.94,69.94,70,70,30.39,62.4
1045.987,69.94,69.94,70,70,30.39,62.4
1045.987,69.94,69.94,70,70,30.39,62.4
1046.137,70.09,70.09,70,70,,61.2
1046.137,70.09,70.09,70,70,,61.2
1046.137,70.09,70.09,70,70,,61.2
1046.137,70.09,70.09,70,70,,61.2
1046.137,70.09,70.09,70,70,,61.2
1046.287,70.28,70.28,70,70,,59.9
1046.287,70.28,70.28,70,70,,59.9
1046.287,70.28,70.28,70,70,,59.9
1046.287,70.28,70.28,70,70,,59.9
1046.287,70.28,70.28,70,70,,59.9
1046.437,70.41,70.41,70,70,,58.5
1046.437,70.41,70.41,70,70,,58.5
1046.437,70.41,70.41,70,70,,58.5
1046.437,70.41,70.41,70,70,,58.5
1046.437,70.41,70.41,70,70,,58.5
1046.587,70.53,70.53,70,70,29.46,57.6
1046.587,70.53,70.53,70,70,29.46,57.6
1046.587,70.53,70.53,70,70,29.46,57.6
1046.587,70.53,70.53,70,70,29.46,57.6
1046.587,70.53,70.53,70,70,29.46,57.6
1046.587,70.53,70.53,70,70,29.46,57.6
1046.737,70.67,70.67,70,70,,55.9
1046.737,70.67,70.67,70,70,,55.9
1046.737,70.67,70.67,70,70,,55.9
1046.737,70.67,70.67,70,70,,55.9
1046.737,70.67,70.67,70,70,,55.9
1046.887,70.75,70.75,70,70,,54.8
1046.887,70.75,70.75,70,70,,54.8
1046.887,70.75,70.75,70,70,,54.8
1046.887,70.75,70.75,70,70,,54.8
1046.887,70.75,70.75,70,70,,54.8
1047.037,70.82,70.82,70,70,,53.6
1047.037,70.82,70.82,70,70,,53.6
1047.037,70.82,70.82,70,70,,53.6
1047.037,70.82,70.82,70,70,,53.6
1047.037,70.82,70.82,70,70,,53.6
1047.187,70.91,70.91,70,70,28.79,52.2
1047.187,70.91,70.91,70,70,28.79,52.2
1047.187,70.91,70.91,70,70,28.79,52.2
1047.187,70.91,70.91,70,70,28.79,52.2
1047.187,70.91,70.91,70,70,28.79,52.2
1047.187,70.91,70.91,70,70,28.79,52.2
1047.337,70.93,70.93,70,70,,51.5
1047.337,70.93,70.93,70,70,,51.5
1047.337,70.93,70.93,70,70,,51.5
1047.337,70.93,70.93,70,70,,51.5
1047.337,70.93,70.93,70,70,,51.5
1047.487,70.95,70.95,70,70,,50.5
1047.487,70.95,70.95,70,70,,50.5
1047.487,70.95,70.95,70,70,,50.5
1047.487,70.95,70.95,70,70,,50.5
1047.487,70.95,70.95,70,70,,50.5
1047.637,70.93,70.93,70,70,,50.2
1047.637,70.93,70.93,70,70,,50.2
1047.637,70.93,70.93,70,70,,50.2
1047.637,70.93,70.93,70,70,,50.2
1047.637,70.93,70.93,70,70,,50.2
1047.787,70.89,70.89,70,70,29.71,49.8
1047.787,70.89,70.89,70,70,29.71,49.8
1047.787,70.89,70.89,70,70,29.71,49.8
1047.787,70.89,70.89,70,70,29.71,49.8
1047.787,70.89,70.89,70,70,29.71,49.8
1047.787,70.89,70.89,70,70,29.71,49.8
1047.937,70.85,70.85,70,70,,49.1
1047.937,70.85,70.85,70,70,,49.1
1047.937,70.85,70.85,70,70,,49.1
1047.937,70.85,70.85,70,70,,49.1
1047.937,70.85,70.85,70,70,,49.1
1048.087,70.76,70.76,70,70,,49.3
1048.087,70.76,70.76,70,70,,49.3
1048.087,70.76,70.76,70,70,,49.3
1048.087,70.76,70.76,70,70,,49.3
1048.087,70.76,70.76,70,70,,49.3
1048.237,70.69,70.69,70,70,,49
1048.237,70.69,70.69,70,70,,49
1048.237,70.69,70.69,70,70,,49
1048.237,70.69,70.69,70,70,,49
1048.237,70.69,70.69,70,70,,49
1048.387,70.61,70.61,70,70,29.84,48.9
1048.387,70.61,70.61,70,70,29.84,48.9
1048.387,70.61,70.61,70,70,29.84,48.9
1048.387,70.61,70.61,70,70,29.84,48.9
1048.387,70.61,70.61,70,70,29.84,48.9
1048.387,70.61,70.61,70,70,29.84,48.9
1048.538,70.49,70.49,70,70,,49.1
1048.538,70.49,70.49,70,70,,49.1
1048.538,70.49,70.49,70,70,,49.1
1048.538,70.49,70.49,70,70,,49.1
1048.538,70.49,70.49,70,70,,49.1
1048.688,70.4,70.4,70,70,,49.2
1048.688,70.4,70.4,70,70,,49.2
1048.688,70.4,70.4,70,70,,49.2
1048.688,70.4,70.4,70,70,,49.2
1048.688,70.4,70.4,70,70,,49.2
1048.838,70.31,70.31,70,70,,49.1
1048.838,70.31,70.31,70,70,,49.1
1048.838,70.31,70.31,70,70,,49.1
1048.838,70.31,70.31,70,70,,49.1
1048.838,70.31,70.31,70,70,,49.1
1048.988,70.18,70.18,70,70,30.89,50
1048.988,70.18,70.18,70,70,30.89,50
1048.988,70.18,70.18,70,70,30.89,50
1048.988,70.18,70.18,70,70,30.89,50
1048.988,70.18,70.18,70,70,30.89,50
1048.988,70.18,70.18,70,70,30.89,50
1049.138,70.1,70.1,70,70,,49.9
1049.138,70.1,70.1,70,70,,49.9
1049.138,70.1,70.1,70,70,,49.9
1049.138,70.1,70.1,70,70,,49.9
1049.138,70.1,70.1,70,70,,49.9
1049.288,70,70,70,70,,50.7
1049.288,70,70,70,70,,50.7
1049.288,70,70,70,70,,50.7
1049.288,70,70,70,70,,50.7
1049.288,70,70,70,70,,50.7
1049.438,69.88,69.88,70,70,,50.7
1049.438,69.88,69.88,70,70,,50.7
1049.438,69.88,69.88,70,70,,50.7
1049.438,69.88,69.88,70,70,,50.7
1049.438,69.88,69.88,70,70,,50.7
1049.588,69.79,69.79,70,70,33.16,51.5
1049.588,69.79,69.79,70,70,33.16,51.5
1049.588,69.79,69.79,70,70,33.16,51.5
1049.588,69.79,69.79,70,70,33.16,51.5
1049.588,69.79,69.79,70,70,33.16,51.5
1049.588,69.79,69.79,70,70,33.16,51.5
1049.738,69.72,69.72,70,70,,51.8
1049.738,69.72,69.72,70,70,,51.8
1049.738,69.72,69.72,70,70,,51.8
1049.738,69.72,69.72,70,70,,51.8
1049.738,69.72,69.72,70,70,,51.8
1049.888,69.63,69.63,70,70,,52.6
1049.888,69.63,69.63,70,70,,52.6
1049.888,69.63,69.63,70,70,,52.6
1049.888,69.63,69.63,70,70,,52.6
1049.888,69.63,69.63,70,70,,52.6
1050.038,69.56,69.56,70,70,,53.1
1050.038,69.56,69.56,70,70,,53.1
1050.038,69.56,69.56,70,70,,53.1
1050.038,69.56,69.56,70,70,,53.1
1050.038,69.56,69.56,70,70,,53.1
1050.188,69.52,69.52,70,70,33.47,53.5
1050.188,69.52,69.52,70,70,33.47,53.5
1050.188,69.52,69.52,70,70,33.47,53.5
1050.188,69.52,69.52,70,70,33.47,53.5
1050.188,69.52,69.52,70,70,33.47,53.5
1050.188,69.52,69.52,70,70,33.47,53.5
1050.338,69.46,69.46,70,70,,54.3
1050.338,69.46,69.46,70,70,,54.3
1050.338,69.46,69.46,70,70,,54.3
1050.338,69.46,69.46,70,70,,54.3
1050.338,69.46,69.46,70,70,,54.3
1050.488,69.43,69.43,70,70,,54.9
1050.488,69.43,69.43,70,70,,54.9
1050.488,69.43,69.43,70,70,,54.9
1050.488,69.43,69.43,70,70,,54.9
1050.488,69.43,69.43,70,70,,54.9
1050.638,69.41,69.41,70,70,,55.6
1050.638,69.41,69.41,70,70,,55.6
1050.638,69.41,69.41,70,70,,55.6
1050.638,69.41,69.41,70,70,,55.6
1050.638,69.41,69.41,70,70,,55.6
1050.788,69.41,69.41,70,70,34.07,55.9
1050.788,69.41,69.41,70,70,34.07,55.9
1050.788,69.41,69.41,70,70,34.07,55.9
1050.788,69.41,69.41,70,70,34.07,55.9
1050.788,69.41,69.41,70,70,34.07,55.9
1050.788,69.41,69.41,70,70,34.07,55.9
1050.938,69.41,69.41,70,70,,56.5
1050.938,69.41,69.41,70,70,,56.5
1050.938,69.41,69.41,70,70,,56.5
1050.938,69.41,69.41,70,70,,56.5
1050.938,69.41,69.41,70,70,,56.5
1051.088,69.42,69.42,70,70,,57.1
1051.088,69.42,69.42,70,70,,57.1
1051.088,69.42,69.42,70,70,,57.1
1051.088,69.42,69.42,70,70,,57.1
1051.088,69.42,69.42,70,70,,57.1
1051.238,69.46,69.46,70,70,,57.1
1051.238,69.46,69.46,70,70,,57.1
1051.238,69.46,69.46,70,70,,57.1
1051.238,69.46,69.46,70,70,,57.1
1051.238,69.46,69.46,70,70,,57.1
1051.388,69.49,69.49,70,70,34.1,57.4
1051.388,69.49,69.49,70,70,34.1,57.4
1051.388,69.49,69.49,70,70,34.1,57.4
1051.388,69.49,69.49,70,70,34.1,57.4
1051.388,69.49,69.49,70,70,34.1,57.4
1051.388,69.49,69.49,70,70,34.1,57.4
1051.538,69.54,69.54,70,70,,57.5
1051.538,69.54,69.54,70,70,,57.5
1051.538,69.54,69.54,70,70,,57.5
1051.538,69.54,69.54,70,70,,57.5
1051.538,69.54,69.54,70,70,,57.5
1051.689,69.62,69.62,70,70,,57.6
1051.689,69.62,69.62,70,70,,57.6
1051.689,69.62,69.62,70,70,,57.6
1051.689,69.62,69.62,70,70,,57.6
1051.689,69.62,69.62,70,70,,57.6
1051.839,69.68,69.68,70,70,,57.5
1051.839,69.68,69.68,70,70,,57.5
1051.839,69.68,69.68,70,70,,57.5
1051.839,69.68,69.68,70,70,,57.5
1051.839,69.68,69.68,70,70,,57.5
1051.989,69.75,69.75,70,70,34.57,57.7
1051.989,69.75,69.75,70,70,34.57,57.7
1051.989,69.75,69.75,70,70,34.57,57.7
1051.989,69.75,69.75,70,70,34.57,57.7
1051.989,69.75,69.75,70,70,34.57,57.7
1051.989,69.75,69.75,70,70,34.57,57.7
1052.139,69.84,69.84,70,70,,57.4
1052.139,69.84,69.84,70,70,,57.4
1052.139,69.84,69.84,70,70,,57.4
1052.139,69.84,69.84,70,70,,57.4
1052.139,69.84,69.84,70,70,,57.4
1052.289,69.92,69.92,70,70,,56.9
1052.289,69.92,69.92,70,70,,56.9
1052.289,69.92,69.92,70,70,,56.9
1052.289,69.92,69.92,70,70,,56.9
1052.289,69.92,69.92,70,70,,56.9
1052.439,70,70,70,70,,56.5
1052.439,70,70,70,70,,56.5
1052.439,70,70,70,70,,56.5
1052.439,70,70,70,70,,56.5
1052.439,70,70,70,70,,56.5
1052.589,70.11,70.11,70,70,34.85,55.7
1052.589,70.11,70.11,70,70,34.85,55.7
1052.589,70.11,70.11,70,70,34.85,55.7
1052.589,70.11,70.11,70,70,34.85,55.7
1052.589,70.11,70.11,70,70,34.85,55.7
1052.589,70.11,70.11,70,70,34.85,55.7
1052.739,70.19,70.19,70,70,,55.4
1052.739,70.19,70.19,70,70,,55.4
1052.739,70.19,70.19,70,70,,55.4
1052.739,70.19,70.19,70,70,,55.4
1052.739,70.19,70.19,70,70,,55.4
1052.889,70.25,70.25,70,70,,54.8
1052.889,70.25,70.25,70,70,,54.8
1052.889,70.25,70.25,70,70,,54.8
1052.889,70.25,70.25,70,70,,54.8
1052.889,70.25,70.25,70,70,,54.8
1053.039,70.34,70.34,70,70,,53.7
1053.039,70.34,70.34,70,70,,53.7
1053.039,70.34,70.34,70,70,,53.7
1053.039,70.34,70.34,70,70,,53.7
1053.039,70.34,70.34,70,70,,53.7
1053.189,70.4,70.4,70,70,35.48,53.4
1053.189,70.4,70.4,70,70,35.48,53.4
1053.189,70.4,70.4,70,70,35.48,53.4
1053.189,70.4,70.4,70,70,35.48,53.4
1053.189,70.4,70.4,70,70,35.48,53.4
1053.189,70.4,70.4,70,70,35.48,53.4
1053.339,70.45,70.45,70,70,,52.6
1053.339,70.45,70.45,70,70,,52.6
1053.339,70.45,70.45,70,70,,52.6
1053.339,70.45,70.45,70,70,,52.6
1053.339,70.45,70.45,70,70,,52.6
1053.489,70.52,70.52,70,70,,51.6
1053.489,70.52,70.52,70,70,,51.6
1053.489,70.52,70.52,70,70,,51.6
1053.489,70.52,70.52,70,70,,51.6
1053.489,70.52,70.52,70,70,,51.6
1053.639,70.55,70.55,70,70,,51.4
1053.639,70.55,70.55,70,70,,51.4
1053.639,70.55,70.55,70,70,,51.4
1053.639,70.55,70.55,70,70,,51.4
1053.639,70.55,70.55,70,70,,51.4
1053.789,70.58,70.58,70,70,35.76,50.7
1053.789,70.58,70.58,70,70,35.76,50.7
1053.789,70.58,70.58,70,70,35.76,50.7
1053.789,70.58,70.58,70,70,35.76,50.7
1053.789,70.58,70.58,70,70,35.76,50.7
1053.789,70.58,70.58,70,70,35.76,50.7
1053.939,70.59,70.59,70,70,,50
1053.939,70.59,70.59,70,70,,50
1053.939,70.59,70.59,70,70,,50
1053.939,70.59,70.59,70,70,,50
1053.939,70.59,70.59,70,70,,50
1054.089,70.6,70.6,70,70,,49.7
1054.089,70.6,70.6,70,70,,49.7
1054.089,70.6,70.6,70,70,,49.7
1054.089,70.6,70.6,70,70,,49.7
1054.089,70.6,70.6,70,70,,49.7
1054.239,70.6,70.6,70,70,,49.4
1054.239,70.6,70.6,70,70,,49.4
1054.239,70.6,70.6,70,70,,49.4
1054.239,70.6,70.6,70,70,,49.4
1054.239,70.6,70.6,70,70,,49.4
1054.389,70.57,70.57,70,70,36.08,49.1
1054.389,70.57,70.57,70,70,36.08,49.1
1054.389,70.57,70.57,70,70,36.08,49.1
1054.389,70.57,70.57,70,70,36.08,49.1
1054.389,70.57,70.57,70,70,36.08,49.1
1054.389,70.57,70.57,70,70,36.08,49.1
1054.539,70.54,70.54,70,70,,48.7
1054.539,70.54,70.54,70,70,,48.7
1054.539,70.54,70.54,70,70,,48.7
1054.539,70.54,70.54,70,70,,48.7
1054.539,70.54,70.54,70,70,,48.7
1054.689,70.51,70.51,70,70,,48.6
1054.689,70.51,70.51,70,70,,48.6
1054.689,70.51,70.51,70,70,,48.6
1054.689,70.51,70.51,70,70,,48.6
1054.689,70.51,70.51,70,70,,48.6
1054.839,70.44,70.44,70,70,,48.9
1054.839,70.44,70.44,70,70,,48.9
1054.839,70.44,70.44,70,70,,48.9
1054.839,70.44,70.44,70,70,,48.9
1054.839,70.44,70.44,70,70,,48.9
1054.989,70.39,70.39,70,70,37.3,48.7
1054.989,70.39,70.39,70,70,37.3,48.7
1054.989,70.39,70.39,70,70,37.3,48.7
1054.989,70.39,70.39,70,70,37.3,48.7
1054.989,70.39,70.39,70,70,37.3,48.7
1054.989,70.39,70.39,70,70,37.3,48.7
1055.139,70.34,70.34,70,70,,48.7
1055.139,70.34,70.34,70,70,,48.7
1055.139,70.34,70.34,70,70,,48.7
1055.139,70.34,70.34,70,70,,48.7
1055.139,70.34,70.34,70,70,,48.7
1055.289,70.26,70.26,70,70,,48.7
1055.289,70.26,70.26,70,70,,48.7
1055.289,70.26,70.26,70,70,,48.7
1055.289,70.26,70.26,70,70,,48.7
1055.289,70.26,70.26,70,70,,48.7
1055.439,70.2,70.2,70,70,,48.8
1055.439,70.2,70.2,70,70,,48.8
1055.439,70.2,70.2,70,70,,48.8
1055.439,70.2,70.2,70,70,,48.8
1055.439,70.2,70.2,70,70,,48.8
1055.589,70.15,70.15,70,70,37.61,48.7
1055.589,70.15,70.15,70,70,37.61,48.7
1055.589,70.15,70.15,70,70,37.61,48.7
1055.589,70.15,70.15,70,70,37.61,48.7
1055.589,70.15,70.15,70,70,37.61,48.7
1055.589,70.15,70.15,70,70,37.61,48.7
1055.739,70.07,70.07,70,70,,49.1
1055.739,70.07,70.07,70,70,,49.1
1055.739,70.07,70.07,70,70,,49.1
1055.739,70.07,70.07,70,70,,49.1
1055.739,70.07,70.07,70,70,,49.1
1055.889,70.01,70.01,70,70,,49.6
1055.889,70.01,70.01,70,70,,49.6
1055.889,70.01,70.01,70,70,,49.6
1055.889,70.01,70.01,70,70,,49.6
1055.889,70.01,70.01,70,70,,49.6
1056.039,69.95,69.95,70,70,,49.8
1056.039,69.95,69.95,70,70,,49.8
1056.039,69.95,69.95,70,70,,49.8
1056.039,69.95,69.95,70,70,,49.8
1056.039,69.95,69.95,70,70,,49.8
1056.189,69.88,69.88,70,70,37.48,50
1056.189,69.88,69.88,70,70,37.48,50
1056.189,69.88,69.88,70,70,37.48,50
1056.189,69.88,69.88,70,70,37.48,50
1056.189,69.88,69.88,70,70,37.48,50
1056.189,69.88,69.88,70,70,37.48,50
1056.339,69.84,69.84,70,70,,50.4
1056.339,69.84,69.84,70,70,,50.4
1056.339,69.84,69.84,70,70,,50.4
1056.339,69.84,69.84,70,70,,50.4
1056.339,69.84,69.84,70,70,,50.4
1056.489,69.78,69.78,70,70,,50.9
1056.489,69.78,69.78,70,70,,50.9
1056.489,69.78,69.78,70,70,,50.9
1056.489,69.78,69.78,70,70,,50.9
1056.489,69.78,69.78,70,70,,50.9
1056.639,69.72,69.72,70,70,,51
1056.639,69.72,69.72,70,70,,51
1056.639,69.72,69.72,70,70,,51
1056.639,69.72,69.72,70,70,,51
1056.639,69.72,69.72,70,70,,51
1056.789,69.69,69.69,70,70,37.89,51.5
1056.789,69.69,69.69,70,70,37.89,51.5
1056.789,69.69,69.69,70,70,37.89,51.5
1056.789,69.69,69.69,70,70,37.89,51.5
1056.789,69.69,69.69,70,70,37.89,51.5
1056.789,69.69,69.69,70,70,37.89,51.5
1056.939,69.66,69.66,70,70,,51.8
1056.939,69.66,69.66,70,70,,51.8
1056.939,69.66,69.66,70,70,,51.8
1056.939,69.66,69.66,70,70,,51.8
1056.939,69.66,69.66,70,70,,51.8
1057.089,69.64,69.64,70,70,,52
1057.089,69.64,69.64,70,70,,52
1057.089,69.64,69.64,70,70,,52
1057.089,69.64,69.64,70,70,,52
1057.089,69.64,69.64,70,70,,52
1057.239,69.61,69.61,70,70,,52.7
