,channel,metric,mean diff,sig diff mean,std diff,sig diff std,config 0 std of means,config 0 std of stds,config 1 std of means,config 1 std of stds
0,415,cq,0.7152272727272724,False,-1.0975855039188207,False,1.013045486157851,1.974189811433696,0.2512633368854481,0.35888296176303797
1,415,fmax,-7.445454545454549,True,-1.739991976397067,True,1.1243363515447489,1.1184468223623285,1.1565122831846726,0.8852351109700994
2,415,mean pcr,-39.9420202020202,True,-6.135749405839334,True,3.7010544305051036,2.1674279320295327,3.605875082232105,3.9629060639609697
3,415,melt range,-4.81590909090909,True,-0.734521000810223,True,0.8383375915198907,0.6266403281508353,0.41323657002970765,0.4141024990122077
4,415,melt start,-39.33863636363637,True,-6.777951631001477,True,4.421360622259412,1.8614074744753324,3.688044678921204,3.746877062222261
5,415,melt stop,-34.522727272727266,True,-6.872542918749065,True,4.571778321921721,1.6474251929887618,3.4474688283310195,3.269786953705209
6,415,pcr min,-38.040909090909096,True,-6.103464837831444,True,3.633362397841644,2.1788025240682156,3.559749735840734,3.5863680871532306
7,415,pcr start,-40.26363636363636,True,-5.780894063323448,True,3.380351588149394,2.4546010183512794,3.367074410024914,3.5176374548268714
8,415,pcr stop,-45.59772727272728,True,-6.07789610986995,True,3.995286479038364,2.6856851341176933,4.063598230449512,4.555328464025333
9,415,reverse cq,0.6494300144300151,False,0.115324003069178,False,1.1110623313443,0.46128031534664754,1.68442425154973,0.7316648337566649
10,445,cq,2.392318181818183,True,-1.9529621548577731,True,1.3269439194213368,1.2211761351979515,0.9489849775435368,0.9685301784774927
11,445,fmax,-10.165909090909096,False,-138.02039770283844,True,44.83027312463925,59.410383988218626,12.091784828162403,10.998185951282306
12,445,mean pcr,-1135.2232828282827,True,-515.5873023278673,True,347.23117541529535,174.2127813329107,120.72491221767913,123.90665322351923
13,445,melt range,-45.06753246753246,True,-45.24973981337058,True,18.741442124141937,40.93574848747109,4.43408652286941,6.3904992433856345
14,445,melt start,-1108.7704545454546,True,-509.40838553032387,True,344.6818084711015,162.33738654023594,122.86204931205172,120.87251739526062
