,channel,metric,mean diff,sig diff mean,std diff,sig diff std,config 0 mean CI len,config 0 std CI len,config 1 mean CI len,config 1 std CI len
0,415,cq,0.20666666666667055,False,0.45899250006203407,False,2.3325753874065285,1.2429723808671658,1.5410781849419948,1.467254041466853
1,415,fmax,-1.2692307692307665,False,2.4304537069796526,False,3.8187724062007167,1.0655385092671281,2.306548120159814,6.725580082285887
2,415,mean pcr,-9.85201465201466,False,1.8480273069380906,False,23.071034283928483,2.603625358268549,5.4435987986387175,4.094080385358206
3,415,melt range,-1.914285714285711,False,0.8031110340197722,False,6.308863034287242,2.241841139880721,6.484545590331365,3.2417472300995556
4,415,melt start,-11.585714285714289,False,2.6326437549390844,False,26.04392025125358,3.865782396631105,9.507800572038235,6.547933484762993
5,415,melt stop,-9.67142857142857,False,1.9842534484602936,False,21.92426535621219,2.201567412289867,6.418413170459303,4.409931282875487
6,415,pcr min,-9.599999999999994,False,1.9553074772872678,False,22.81694004758873,2.240087304246165,5.236126895946285,4.8913305048478435
7,415,pcr start,-11.626373626373628,True,0.5104109859852688,False,23.908456674144162,2.985764375097901,4.369410366753343,3.940394273205616
8,415,pcr stop,-10.154945054945053,False,1.9828289762142326,False,23.129270252198374,2.641169567728408,8.541298043443064,5.252246808808483
9,415,reverse cq,1.5695970695970693,True,-0.027755522858880166,False,1.3282363577541645,1.1840165534383322,2.7893220784930897,1.5530287825349003
10,445,cq,2.1396703296703343,False,1.9673343582941785,True,5.666914667505907,1.4437600821631413,5.2595273541496255,1.982031692800188
11,445,fmax,29.325274725274724,False,-20.940968800304383,True,25.6967280432214,26.71152459103132,26.787205305728058,15.99794861503814
12,445,mean pcr,-244.49455433455444,False,55.633484812378384,True,744.7528881721599,75.92492062984397,55.539776839865,39.009703934492734
13,445,melt range,9.198901098901118,False,-0.4861832652116078,False,47.84501133242367,15.144981658789128,39.219832555590955,10.52376521991949
14,445,melt start,-237.48131868131884,False,75.37865455979511,True,748.9792055219638,85.56985719321369,73.61218798296568,47.36141390395517
15,445,melt stop,-246.68021978021977,False,57.63667693310943,True,711.380686938875,102.15427641048994,58.36447013768259,53.68855258688457
16,445,pcr min,-234.99010989010986,False,54.06571602438888,True,726.9812030582832,79.29514669313016,55.86989329305197,39.64158359914167
17,445,pcr start,-275.856043956044,False,39.401471799858456,True,805.1042315560512,78.98928766469061,53.42413554876066,27.073873124347884
18,445,pcr stop,-237.14505494505494,False,68.15671555526654,True,730.8876809128849,84.39414661388764,67.49109160399763,46.61576094692681
19,445,reverse cq,1.4268131868131864,False,-0.2256150184565775,False,3.41812965471484,2.796617193040606,3.585477026339909,3.2000371149354354
20,480,cq,0.33274725274725725,False,0.5215607668488105,False,2.4765016746959603,1.403337094524395,0.7887774297377632,0.7504888853565128
21,480,fmax,-59.13406593406603,False,66.58158404543752,True,194.08645104486936,55.41762181874907,75.70922708493731,92.8145171972073
22,480,mean pcr,-347.2790231990232,True,85.27531172801827,True,308.7900112176667,52.907757454047584,53.720117751104226,40.600353542035634
