,channel,metric,mean diff,sig diff mean,std diff,sig diff std,config 0 mean CI len,config 0 std CI len,config 1 mean CI len,config 1 std CI len
23,480,melt range,-122.66703296703304,False,59.53485755780895,False,244.38797822925835,111.666193536288,290.4196551227633,175.60720773955882
24,480,melt start,-468.9769230769234,True,120.76173070498737,True,408.49227373202666,134.55504317707073,285.9452853890034,209.76685950105605
25,480,melt stop,-346.3098901098902,True,62.135961537827306,True,283.26876425505407,57.243727695428085,37.8583376250707,77.9828130028825
26,480,pcr min,-339.4846153846154,True,71.61846433057681,True,303.7849534840848,59.800737699356404,28.451512908882933,37.83264826758602
27,480,pcr start,-370.18131868131877,True,51.11842326856346,True,342.39744838686124,76.9282473975806,18.815740018241968,53.088400738471435
28,480,pcr stop,-397.10879120879144,True,114.09854438367393,True,351.89212517464694,80.81700823758774,232.75497029861208,175.69396799157346
29,480,reverse cq,1.590576090576091,True,1.1788500982186525,True,1.3788556056184138,0.9285532398343204,2.6203062043307526,2.2391083211877754
30,515,cq,0.19395604395603883,False,0.9819300440159919,True,1.9496765191321401,0.18211445321265396,0.7879303443710697,0.5982039892597779
31,515,fmax,-26.982417582417554,False,42.025389621785735,True,132.9518974716094,43.60419575295455,46.92079631654849,59.420460254217176
32,515,mean pcr,-20.264957264957275,False,17.590329919658412,True,55.29554201688154,11.604056191972749,36.83254102495715,23.410082216010153
33,515,melt range,-65.98131868131861,False,46.68417400001678,False,210.9170146265228,78.29388424536349,156.94581672044478,125.27271018625403
34,515,melt start,-77.86043956043954,False,49.1813722651504,False,220.90156177604945,80.08250572192475,159.0946510071392,126.07932452621094
35,515,melt stop,-11.87912087912089,True,1.7570503216324385,True,15.803006445307894,1.334838635234619,3.525415806069603,2.4275542147606455
36,515,pcr min,-19.471428571428532,False,10.536825370678567,True,42.83924215477555,7.297671811313258,19.798437444880108,18.87978075905977
37,515,pcr start,-40.51868131868133,True,1.0195201098418138,False,65.0821215901558,14.885457176396333,35.84153471551741,18.85326981764941
38,515,pcr stop,-44.08021978021975,False,39.634356134167376,False,160.55123897513704,50.53165541530849,136.12575456404215,101.37936089600407
39,515,reverse cq,1.729413919413921,True,1.5213640353536961,True,1.5976650779858534,1.5646444339358005,2.4117862451172236,2.35210030697548
40,555,cq,0.2319780219780263,False,0.9449023225491939,True,1.9217901464097338,0.25239158643991266,0.6854462341160534,0.6633341000333526
41,555,fmax,-13.8175824175824,False,11.304940301751472,True,44.8779714206031,13.506585849035826,14.357952462342922,17.52732377189153
42,555,mean pcr,2.6287423687423654,False,6.526977115872182,True,28.951993442860868,3.9910552936195245,11.843609162893813,6.907098504999382
43,555,melt range,-31.502197802197884,False,11.199712172677756,False,70.9547470610496,23.98256769753874,47.366843662269844,35.307249587510256
44,555,melt start,-25.46923076923065,False,13.327239625976688,False,83.31944793732339,25.130288824269,48.66530125707084,36.515524042051155
45,555,melt stop,6.032967032967029,False,3.333115695982926,True,17.116517514859297,1.6176129995273012,5.002034981369917,4.523711211171873
46,555,pcr min,4.205494505494499,False,6.318234599651169,True,26.295223517373273,3.7130214272348905,6.6517412394229325,5.274912514664205
47,555,pcr start,-2.4571428571428413,False,1.1263878574185107,False,34.054440017519596,6.0625018356711,9.270720114477996,8.06255750514457
48,555,pcr stop,-9.298901098901126,False,10.280374621933639,False,59.00868039280792,15.791627776138878,42.48552319245488,31.61153397927176
49,555,reverse cq,1.6333333333333337,True,0.9440299789606854,False,0.8664064205310424,1.288204684420224,3.1449809296698774,2.7863966782309637
50,590,cq,0.8439560439560445,False,1.120343745127327,True,2.0891167192598026,0.5047066209626951,1.0901682497923382,0.5731984995850223
51,590,fmax,-1.8582417582417534,False,3.853940582556607,False,15.146562530168168,5.146174298169161,5.9117137254613255,8.706021918988796
52,590,mean pcr,30.69240537240536,True,7.816087165197063,True,35.78593877248545,3.1921520342128353,8.151781616416827,6.302881682324056
53,590,melt range,-8.235164835164824,False,4.65524654515842,False,28.748713950134317,9.846446092242251,18.560039571801326,14.151905939934657
54,590,melt start,24.281318681318652,False,12.021139824540114,True,53.24399079618888,11.529604916675167,23.698259806017404,18.31307171142518
55,590,melt stop,32.51648351648352,True,8.25950746631399,True,30.83526715750422,2.7361361302573366,10.187808042783928,7.553339596751329
56,590,pcr min,28.460439560439568,True,8.617622882619992,True,34.66820329160569,3.3634379358847997,6.628833994803898,4.424778079026133
57,590,pcr start,22.76923076923076,True,7.173834648632529,True,37.717382770183605,4.181618317671903,4.084144459969423,3.948118172442424
58,590,pcr stop,28.5010989010989,True,9.743391366271808,True,42.43700145503804,7.13507255757866,19.51837070833227,14.374612673871468
59,590,reverse cq,3.724908424908423,True,1.7084317046077633,True,0.7912047657265155,0.875011072125436,2.3208016043090254,1.4270458966399246
60,630,cq,0.08450549450549971,False,0.5683655859047989,False,1.986226593544167,3.8369675383617414,2.821095504806493,3.8365782543122844
61,630,fmax,-6.4967032967032985,True,10.083553325422184,False,8.620487974825526,2.00465415071195,10.681659967303247,29.702628719494754
62,630,mean pcr,-3.7509157509157376,False,8.289789165853094,True,70.50612703402781,6.1259702282462385,4.3696816474077025,10.27168731552429
63,630,melt range,-6.551648351648353,False,-0.13097643256866398,False,11.23257924026592,2.7100459846011873,11.637459207924252,5.1805759014687
64,630,melt start,-10.276923076923111,False,9.519167340719928,True,75.06285455131052,8.12603815549651,14.500652318665288,11.029045992886282
65,630,melt stop,-3.7252747252747156,False,7.13638989833148,True,67.42711965362884,7.337967251170561,7.096461749552191,10.570666210436542
66,630,pcr min,-4.685714285714312,False,7.9951734220548225,True,69.09235336297708,6.580592999278423,5.643952965743665,9.957811166263532
67,630,pcr start,-8.52087912087913,False,7.348722450540755,True,74.43750171370039,6.800099848107145,5.429529838329131,12.656586437025807
68,630,pcr stop,-6.425274725274676,False,9.140706091777314,True,70.87567664380134,5.182728206357318,12.381952118333288,8.992909427159752
69,630,reverse cq,1.9500732600732595,True,0.7165727179220363,False,1.6276154199653927,1.7808890605274508,4.15947533796265,2.180887456067793
70,680,cq,1.2621245421245462,True,0.6626461752747113,False,1.4688778902123758,3.32641036322459,2.0709707118594487,3.4742515619716237
71,680,fmax,-1.6681318681318729,False,3.569359993550499,False,7.135767697907426,3.669771136301816,4.25672673847172,12.847585938709273
72,680,mean pcr,14.242735042735049,False,12.389318523094305,True,41.035498743517394,5.955563996548548,9.238613434181019,13.63421070507674
73,680,melt range,-3.083516483516483,False,2.323995210132992,False,11.176867218547052,4.251295528994312,10.13999054681716,5.628801322689117
74,680,melt start,10.787912087912076,False,13.646661320474534,True,47.07250014164123,7.931395575083958,17.883671788581466,17.161573893032852
75,680,melt stop,13.87142857142858,False,12.389370852466959,True,39.441032534172926,7.45792454431719,10.536885956780168,15.112561750594253
76,680,pcr min,12.752747252747255,False,12.727534698099653,True,40.63069174802779,5.731613111794153,8.576409213900291,12.556109697567344
77,680,pcr start,9.342857142857127,False,11.748812949341543,True,43.327729944483856,6.653136879770841,6.909986792115831,12.30538159100677
78,680,pcr stop,13.19230769230768,False,12.907266261204157,True,41.880707577337006,6.201202793180283,14.23077588719687,15.782192637233301
79,680,reverse cq,2.918095238095235,True,0.18587431097869178,False,1.5516312338650913,1.272878913971331,3.0649810850971875,1.75985263728023
80,NIR,cq,0.5963736263736195,False,-0.7186495543221056,False,1.6048131130029901,3.1553482614022785,1.2529687746418148,0.8292287061548098
81,NIR,fmax,1.1395604395604373,False,1.7603348743527212,True,4.314316909483114,1.4993771317643816,2.060160025439558,2.108298516619271
82,NIR,mean pcr,-1.093479853479856,False,1.3463033689227588,True,6.466325336203916,2.2755078308005947,4.093085393223561,1.309369519149639
83,NIR,melt range,2.1450549450549516,False,1.6972930005507054,False,8.618219946934119,3.3966540834234427,6.237245961499653,4.819863090990422
84,NIR,melt start,0.3175824175824289,False,3.069437661175294,False,11.195337808651317,3.419771788893595,8.112687579136406,6.531935821778006
85,NIR,melt stop,-1.8274725274725245,False,0.6645349987627802,False,5.5737257928122546,2.5981332430521906,3.637295733850186,1.8095662749910821
86,NIR,pcr min,-1.2461538461538453,False,1.1998043176067874,True,5.59573464794714,2.065337333463825,3.74286304904426,1.0181094888306053
87,NIR,pcr start,-1.8604395604395556,False,0.5852266795659582,False,7.159930681205587,2.2366733995806074,3.5064221077025906,1.4191180514199893
88,NIR,pcr stop,-0.14945054945054892,False,2.847286074517192,True,8.670047120030873,1.9488498015378504,6.873380185119487,4.738478060079846
89,NIR,reverse cq,0.5109890109890127,False,0.20320835911338264,False,2.599607744257895,2.0787149387600645,2.1569332834172847,1.414219641874535
90,CLR,cq,1.5136630036630017,True,-0.8259049320326861,False,2.533864130390036,1.4541415467085752,2.2142946100262577,3.5810983090278565
91,CLR,fmax,37.66923076923081,False,-18.441872398819925,False,150.53152964714673,121.28227239755338,19.595011833648755,222.22529241286122
92,CLR,mean pcr,-592.4743345543345,True,4.715127508433511,False,758.3169654974199,244.87911110591847,302.51943227507945,125.99962227125877
93,CLR,melt range,107.08131868131863,False,-16.723116923730487,False,207.40083482227715,178.9701244282005,190.42297973145855,124.65174180986975
94,CLR,melt start,-495.4252747252749,True,101.613019303854,False,731.270516158168,124.60483068315739,437.8949061036676,266.08038969378026
95,CLR,melt stop,-602.5065934065933,True,-86.85788751962019,False,705.4520592694371,337.79911693138274,322.2156818035678,137.18105993638278
96,CLR,pcr min,-568.5703296703298,True,26.55730800800822,False,705.6452215666568,182.0983224378363,298.5310730885999,104.12395201047795
97,CLR,pcr start,-658.278021978022,True,0.9376872959090861,False,800.0465917811857,245.52533200703192,249.11695186799852,128.54027311613683
98,CLR,pcr stop,-525.5560439560443,True,84.03079951879087,False,745.1779565875711,138.23163383261746,393.096502326453,225.33321738601933
99,CLR,reverse cq,2.121831501831502,True,0.9460248319038018,True,2.2950648386516246,1.1827948878453771,1.4457833432950515,1.147580444365916
