,channel,metric,mean diff,sig diff mean,std diff,sig diff std,config 0 std of means,config 0 std of stds,config 1 std of means,config 1 std of stds
0,415,cq,0.5176190476190463,False,-1.2778208437117586,False,1.1734148013035997,2.3225552419314224,0.4036584047307223,0.3326700784445481
1,415,fmax,-6.415476190476191,True,-1.637012997433124,True,0.9119809119019271,0.9489066744353598,0.9168104401783144,0.8348363804501411
2,415,mean pcr,-38.50582010582011,True,-5.362519469858093,True,2.897086435292368,1.703148926001422,3.808277465137844,3.2525229863804466
3,415,melt range,-4.646428571428574,True,-0.8342349301381087,True,0.9132248309352603,0.6296832196550158,0.4636809247747852,0.37441728567398364
4,415,melt start,-37.28095238095237,True,-5.590295279272082,True,3.3856125662839203,1.3308591150984257,3.479612226551334,3.07737663786773
5,415,melt stop,-32.63452380952381,True,-5.461329580251725,True,3.544566839775017,1.7296436491495442,3.2887559247958515,2.944913569910673
6,415,pcr min,-36.958333333333336,True,-5.440092731934266,True,2.897892443180888,1.8906914152207333,3.7618414702331004,3.1394938585781733
7,415,pcr start,-39.51190476190475,True,-5.331407237015519,True,2.9700589219744447,1.8480435765080252,3.7895260085681577,2.877299807993216
8,415,pcr stop,-43.421428571428564,True,-5.394054803163852,True,2.980540630318532,1.7110964428221596,3.912620213971133,3.5004655275662233
9,415,reverse cq,0.7292857142857141,False,-0.31086769295853767,False,1.0467149778702696,0.8619203642438126,1.5959105903041366,1.2393542139600524
10,445,cq,2.239880952380947,True,-1.884769159898359,True,1.2043042491371494,1.1259839048204638,1.0471283076795141,1.2868667041166548
11,445,fmax,34.655952380952385,False,-85.52273439007638,True,31.185814900694965,23.303130467158326,24.529080281952236,15.723975903219515
12,445,mean pcr,-1086.4996296296295,True,-423.66869757633253,True,391.33394717388813,299.2306554429972,134.49061621644816,111.59398121904486
13,445,melt range,-40.07023809523809,True,-36.891213617932756,False,24.994924484782906,44.05151338973017,3.290946489717805,7.106541856888505
14,445,melt start,-1047.032142857143,True,-410.8687268214114,True,371.86001237161867,275.33112090270527,134.18380089813147,104.85750109846008
15,445,melt stop,-1006.9619047619049,True,-403.2639908036857,True,355.9542088542014,261.55082503191426,131.85574393271565,98.44358654747019
16,445,pcr min,-1066.1714285714284,True,-422.7991941694038,True,380.04431156116516,295.74340544062966,131.08943258987236,106.7789827205165
17,445,pcr start,-1142.447619047619,True,-452.7662545051771,True,407.64022174296423,331.8441756795208,130.8882907235253,106.09138315952603
18,445,pcr stop,-1083.7714285714287,True,-415.7368220485071,True,383.63440281798273,286.0837559919518,136.70122745145596,109.16719862060349
19,445,reverse cq,3.1252380952380934,True,2.4659881135622825,True,0.9074026624584782,1.1312862038920877,1.2412593268746417,0.4114945127821101
20,480,cq,0.2016666666666609,False,-0.0508895106025361,False,0.175857955202951,0.21422747288510285,0.19305560041761935,0.062273259132458916
21,480,fmax,-383.447619047619,True,-57.3603911312928,True,43.36521224037834,32.10672021714388,41.0856321885839,30.806484459773774
22,480,mean pcr,-763.8398412698415,True,-76.66050473878988,True,70.41062108456532,42.79467634539856,47.686295864117085,13.646512183971137
23,480,melt range,-216.670238095238,True,-19.714289257957276,False,36.788095623337675,21.86401508391897,19.143402547904365,16.68336292721148
24,480,melt start,-765.8571428571429,True,-79.33529353819735,True,50.881069562224404,49.36965688429736,35.64830082964426,16.208314836528785
25,480,melt stop,-549.1869047619048,True,-103.61426824945178,True,52.683155974840645,39.74577647586408,17.23651194715185,10.431424106935783
26,480,pcr min,-697.3107142857143,True,-95.48809298986146,True,71.0075427151861,41.87883974324528,42.86874307293207,6.58768737682071
27,480,pcr start,-753.5119047619046,True,-109.72145100097536,True,74.77156828279978,42.62572927790492,50.625410275205475,8.254026317329883
