,channel,metric,mean diff,sig diff mean,std diff,sig diff std,config 0 std of means,config 0 std of stds,config 1 std of means,config 1 std of stds
0,415,cq,0.20666666666667055,False,0.45899250006203407,False,1.0941571447946274,0.5830495848712178,0.7228841202068053,0.688254922592113
1,415,fmax,-1.2692307692307665,False,2.4304537069796526,False,1.7912977797621206,0.49981946103988967,1.0819483559292276,3.1548140050056226
2,415,mean pcr,-9.85201465201466,False,1.8480273069380906,False,10.82208838173025,1.2213004147683344,2.55346624640001,1.9204383829085239
3,415,melt range,-1.914285714285711,False,0.8031110340197722,False,2.959341679486323,1.051595808623491,3.041750301711038,1.5206286204431423
4,415,melt start,-11.585714285714289,False,2.6326437549390844,False,12.216600404522815,1.8133490785899469,4.459889263748369,3.071484096365781
5,415,melt stop,-9.67142857142857,False,1.9842534484602936,False,10.28416561084637,1.0327043348349239,3.0107291136730265,2.0685967310048627
6,415,pcr min,-9.599999999999994,False,1.9553074772872678,False,10.702898654511445,1.0507731249062975,2.4561459771814227,2.2944099677659984
7,415,pcr start,-11.626373626373628,True,0.5104109859852688,False,11.214903849308437,1.4005529859075312,2.0495893067955375,1.848347783575557
8,415,pcr stop,-10.154945054945053,False,1.9828289762142326,False,10.849405527024054,1.2389115347552617,4.0065252898189945,2.4637074553342226
9,415,reverse cq,1.5695970695970693,True,-0.027755522858880166,False,0.623044943652844,0.5553947703015337,1.3084064497096166,0.728489869033377
10,445,cq,2.1396703296703343,False,1.9673343582941785,True,2.658218553564978,0.677234449868935,2.4671225907017726,0.92972520828059
11,445,fmax,29.325274725274724,False,-20.940968800304383,True,31.113736879875376,12.529758153767476,12.565258225986216,7.504267546380735
12,445,mean pcr,-244.49455433455444,False,55.633484812378384,True,349.3463482893138,35.61462357170552,26.052424276500485,18.298549537429967
13,445,melt range,9.198901098901118,False,-0.4861832652116078,False,22.442987812863986,7.104160482535199,18.39711601178349,4.9364547734162025
14,445,melt start,-237.48131868131884,False,75.37865455979511,True,351.32881597264065,40.13884015603438,34.52977419738578,22.216143448296023
15,445,melt stop,-246.68021978021977,False,57.63667693310943,True,333.6922208325711,47.91820749259352,27.377422546801625,25.184057811711675
16,445,pcr min,-234.99010989010986,False,54.06571602438888,True,341.0100619907567,37.19551864014644,26.207274266695414,18.594949668143332
17,445,pcr start,-275.856043956044,False,39.401471799858456,True,377.65576710507963,37.05204724664985,25.060025897017418,12.69972746698868
18,445,pcr stop,-237.14505494505494,False,68.15671555526654,True,342.84250036709864,39.587341526011315,31.658509511500952,21.866374898531408
19,445,reverse cq,1.4268131868131864,False,-0.2256150184565775,False,1.603365534821541,1.311828419154787,1.6818643148887324,1.501063370478051
20,480,cq,0.33274725274725725,False,0.5215607668488105,False,1.161669636100035,0.6582729616453727,0.3699972421298203,0.3520369718531505
21,480,fmax,-59.13406593406603,False,66.58158404543752,True,91.04146355359163,25.995124182429294,35.513446720350636,43.5371425422183
22,480,mean pcr,-347.2790231990232,True,85.27531172801827,True,144.84624970285628,24.817804880369405,25.198864299915254,19.04468646503124
23,480,melt range,-122.66703296703304,False,59.53485755780895,False,114.63674611553023,52.38002773646477,136.22914069871467,82.37327807840121
24,480,melt start,-468.9769230769234,True,120.76173070498737,True,191.61427420969474,63.1166575173515,134.13031738133,98.39678035846904
25,480,melt stop,-346.3098901098902,True,62.135961537827306,True,132.87482324479936,26.85170819806591,17.758470241158793,36.579933269876506
26,480,pcr min,-339.4846153846154,True,71.61846433057681,True,142.49849292342927,28.05114242866551,13.345946415083734,17.74641995794448
27,480,pcr start,-370.18131868131877,True,51.11842326856346,True,160.6107208944157,36.08526094420362,8.826028297609525,24.90254046549932
28,480,pcr stop,-397.10879120879144,True,114.09854438367393,True,165.06445409461986,37.90938867892272,109.17997125136543,82.4139753052255
29,480,reverse cq,1.590576090576091,True,1.1788500982186525,True,0.6467892616345139,0.4355628406147849,1.2291250137067946,1.0503139066046072
30,515,cq,0.19395604395603883,False,0.9819300440159919,True,0.9145481449234537,0.08542567636990332,0.3695998939835518,0.280603650551664
31,515,fmax,-26.982417582417554,False,42.025389621785735,True,62.364658959342364,20.453719345450548,22.00945993273374,27.872763077734447
32,515,mean pcr,-20.264957264957275,False,17.590329919658412,True,25.937859371967175,5.443194273417276,17.277292790183388,10.98112792202458
33,515,melt range,-65.98131868131861,False,46.68417400001678,False,98.9362915163702,36.725849592383526,73.61965132506732,58.762529879248774
34,515,melt start,-77.86043956043954,False,49.1813722651504,False,103.61981156900191,37.56485054321175,74.62761977078632,59.14089400326489
35,515,melt stop,-11.87912087912089,True,1.7570503216324385,True,7.41282468499083,0.6261419192602162,1.653690986112889,1.1387095151552118
36,515,pcr min,-19.471428571428532,False,10.536825370678567,True,20.09489731148641,3.4231689984488063,9.286988923505081,8.856068327398978
37,515,pcr start,-40.51868131868133,True,1.0195201098418138,False,30.528517415008984,6.982423552534011,16.812434659610535,8.843632658174318
38,515,pcr stop,-44.08021978021975,False,39.634356134167376,False,75.31087148509796,23.703230390522776,63.853441886998766,47.55471255418141
39,515,reverse cq,1.729413919413921,True,1.5213640353536961,True,0.7494277224671843,0.7339385023510209,1.1313131254233293,1.1033158328109918
40,555,cq,0.2319780219780263,False,0.9449023225491939,True,0.9014672926940424,0.1183910535454654,0.3215269690659485,0.31115467858227575
41,555,fmax,-13.8175824175824,False,11.304940301751472,True,21.051218039446805,6.335626916194038,6.734983296193092,8.221662046887348
42,555,mean pcr,2.6287423687423654,False,6.526977115872182,True,13.580710253817168,1.8721116960937694,5.555563029473431,3.239960097258893
43,555,melt range,-31.502197802197884,False,11.199712172677756,False,33.28323014685584,11.249667615655719,22.218690422291605,16.56181386796422
44,555,melt start,-25.46923076923065,False,13.327239625976688,False,39.083225242433656,11.788037041065756,22.827766837242535,17.128587458411246
45,555,melt stop,6.032967032967029,False,3.333115695982926,True,8.0289623366508,0.7587848309217349,2.3463388763026076,2.1219682628112273
46,555,pcr min,4.205494505494499,False,6.318234599651169,True,12.334480952186837,1.7416924423187135,3.1201779122482147,2.474339413528476
47,555,pcr start,-2.4571428571428413,False,1.1263878574185107,False,15.974149885280928,2.843779341342245,4.348680306502564,3.7819591800545713
48,555,pcr stop,-9.298901098901126,False,10.280374621933639,False,27.67960667221118,7.4074872145550374,19.92897593035461,14.828239184927229
49,555,reverse cq,1.6333333333333337,True,0.9440299789606854,False,0.40641120558765437,0.6042670119157195,1.4752377878200669,1.3070342121324439
50,590,cq,0.8439560439560445,False,1.120343745127327,True,0.9799563165371101,0.23674619835780777,0.5113727024551891,0.26887415390412267
51,590,fmax,-1.8582417582417534,False,3.853940582556607,False,7.104902032722052,2.4139512948221458,2.773048127668783,4.083793448575916
52,590,mean pcr,30.69240537240536,True,7.816087165197063,True,16.78635588907287,1.497364661550359,3.8238121462496095,2.956535965672574
53,590,melt range,-8.235164835164824,False,4.65524654515842,False,13.485356547112621,4.618740041941606,8.706085134395762,6.638331639886392
54,590,melt start,24.281318681318652,False,12.021139824540114,True,24.97552416164464,5.4082709027748,11.116305361852879,8.590238225256572
55,590,melt stop,32.51648351648352,True,8.25950746631399,True,14.464110379534864,1.2834581519701265,4.778865034755445,3.5430968411419914
56,590,pcr min,28.460439560439568,True,8.617622882619992,True,16.26205203634517,1.5777109149356974,3.109432653808637,2.0755610195647285
57,590,pcr start,22.76923076923076,True,7.173834648632529,True,17.69235158004249,1.9615004015676827,1.915777670198881,1.8519708859975645
58,590,pcr stop,28.5010989010989,True,9.743391366271808,True,19.906215505993156,3.346897450625525,9.155616097371542,6.74279821594924
59,590,reverse cq,3.724908424908423,True,1.7084317046077633,True,0.37113584928020543,0.41044744856239573,1.0886343355568422,0.6693942121606977
60,630,cq,0.08450549450549971,False,0.5683655859047989,False,0.93169293916102,1.7998326952730832,1.323310628842738,1.7996500911324547
61,630,fmax,-6.4967032967032985,True,10.083553325422184,False,4.0436714543913,0.9403368798649724,5.010519546159758,13.932815894431435
62,630,mean pcr,-3.7509157509157376,False,8.289789165853094,True,33.07279287202477,2.8735508958136013,2.0497165582738077,4.8182108608601615
63,630,melt range,-6.551648351648353,False,-0.13097643256866398,False,5.2689430303359215,1.271219868297697,5.458862855345369,2.4300882909706107
64,630,melt start,-10.276923076923111,False,9.519167340719928,True,35.210248320125245,3.811736484365413,6.801920497108115,5.173470293194817
65,630,melt stop,-3.7252747252747156,False,7.13638989833148,True,31.628501749719554,3.442070656959201,3.3287860139291916,4.958454942906641
66,630,pcr min,-4.685714285714312,False,7.9951734220548225,True,32.409624353804844,3.0868039189728065,2.6474477505395155,4.670978821480666
67,630,pcr start,-8.52087912087913,False,7.348722450540755,True,34.9169097729628,3.189769502968074,2.5468668226361784,5.936911858690131
68,630,pcr stop,-6.425274725274676,False,9.140706091777314,True,33.24614004359867,2.4310978873953917,5.808087254081188,4.218365740863793
69,630,reverse cq,1.9500732600732595,True,0.7165727179220363,False,0.7634767349204928,0.8353738533738102,1.9511136421142783,1.0230038458489799
70,680,cq,1.2621245421245462,True,0.6626461752747113,False,0.6890166324672038,1.560342137317918,0.9714444443147632,1.6296910230077062
71,680,fmax,-1.6681318681318729,False,3.569359993550499,False,3.347223524870095,1.7214047315358758,1.996732023960702,6.0265053057218845
72,680,mean pcr,14.242735042735049,False,12.389318523094305,True,19.24880301097221,2.793617275260029,4.333619805636333,6.395492783271465
73,680,melt range,-3.083516483516483,False,2.323995210132992,False,5.24280980997196,1.9941843692582368,4.756434953763979,2.640340465350356
74,680,melt start,10.787912087912076,False,13.646661320474534,True,22.08062068707167,3.7204341533927603,8.388816656594614,8.050097241170205
75,680,melt stop,13.87142857142858,False,12.389370852466959,True,18.5008758037716,3.498339847689426,4.942609407499447,7.08895305370931
76,680,pcr min,12.752747252747255,False,12.727534698099653,True,19.058917415518746,2.688567096834909,4.022995127503683,5.8897805449681
77,680,pcr start,9.342857142857127,False,11.748812949341543,True,20.324035631362335,3.1208325748440995,3.2413149259181195,5.7721697913456405
78,680,pcr stop,13.19230769230768,False,12.907266261204157,True,19.645270919087928,2.9088407513476313,6.675327707311456,7.403061409197836
79,680,reverse cq,2.918095238095235,True,0.18587431097869178,False,0.7278343112878369,0.5970780475947066,1.4377117117094074,0.8255061539540449
80,NIR,cq,0.5963736263736195,False,-0.7186495543221056,False,0.752780700307671,1.4801008632639323,0.5877386619015953,0.3889719999647585
