timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,dataQStg1Slug,Stage1 P Term,Stage1 I Term,Stage1 D Term,Stage1 FF Term,Stage1 Output,Stage1 Actual TEC Temp Rate,Stage1 Prior Target TEC Ramp Rate,PCR Temp,PCR Modeled TempC,PCR Expected TempC,PCR Target TempC,PCR Controlled Ramp Target,dataQPcrPeltierTop,dataQPcrPeltierBottom,dataQPcrHeatsink,dataQPcrSlug,pcrModeledTempC,rawTECModel,pcrPTerm,pcrITerm,pcrDTerm,pcrFFTerm,pidOutput,Stage1 Error Time Ms,PCR Error Time Ms,Stage1 Target Rate,Stage1 TEC Rate,Stage1 Heatsink Rate,PCR Target Rate,PCR TEC Rate,PCR Heatsink Rate,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,Clear,Nir,QDotRatio,FluorTemp,qDotPredictedTempC
7155.986,37.35,37.35,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,,-0.100098,,,,,,,,,,,,,,,,,,
7155.986,37.35,37.35,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,,-0.100098,,,,,,,,,,,,,,,,,,
7155.986,37.35,37.35,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,,-0.100098,,,,,,,,,,,,,,,,,,
7155.986,37.35,37.35,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,,-0.100098,,,,,,,,,,,,,,,,,,
7155.986,37.35,37.35,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,,-0.100098,,,,,,,,,,,,,,,,,,
7155.986,37.35,37.35,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,,-0.100098,,,,,,,,,,,,,,,,,,
7155.986,37.35,37.35,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,100.0,,-0.100098,,,,,,,,,,,,,,,,,,
7156.136,37.44,37.44,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,250.0,,-0.09613,,,,,,,,,,,,,,,,,,
7156.136,37.44,37.44,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,250.0,,-0.09613,,,,,,,,,,,,,,,,,,
7156.136,37.44,37.44,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,250.0,,-0.09613,,,,,,,,,,,,,,,,,,
7156.136,37.44,37.44,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,250.0,,-0.09613,,,,,,,,,,,,,,,,,,
7156.136,37.44,37.44,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,250.0,,-0.09613,,,,,,,,,,,,,,,,,,
7156.136,37.44,37.44,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,250.0,,-0.09613,,,,,,,,,,,,,,,,,,
7156.136,37.44,37.44,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,250.0,,-0.09613,,,,,,,,,,,,,,,,,,
7156.286,37.99,37.99,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,400.0,,-0.073624,,,,,,,,,,,,,,,,,,
7156.286,37.99,37.99,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,400.0,,-0.073624,,,,,,,,,,,,,,,,,,
7156.286,37.99,37.99,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,400.0,,-0.073624,,,,,,,,,,,,,,,,,,
7156.286,37.99,37.99,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,400.0,,-0.073624,,,,,,,,,,,,,,,,,,
7156.286,37.99,37.99,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,400.0,,-0.073624,,,,,,,,,,,,,,,,,,
7156.286,37.99,37.99,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,400.0,,-0.073624,,,,,,,,,,,,,,,,,,
7156.286,37.99,37.99,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,400.0,,-0.073624,,,,,,,,,,,,,,,,,,
7156.436,39.06,39.06,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,550.0,,-0.031128,,,,,,,,,,,,,,,,,,
7156.436,39.06,39.06,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,550.0,,-0.031128,,,,,,,,,,,,,,,,,,
7156.436,39.06,39.06,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,550.0,,-0.031128,,,,,,,,,,,,,,,,,,
7156.436,39.06,39.06,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,550.0,,-0.031128,,,,,,,,,,,,,,,,,,
7156.436,39.06,39.06,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,550.0,,-0.031128,,,,,,,,,,,,,,,,,,
7156.436,39.06,39.06,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,550.0,,-0.031128,,,,,,,,,,,,,,,,,,
7156.436,39.06,39.06,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,550.0,,-0.031128,,,,,,,,,,,,,,,,,,
7156.586,40.33,40.33,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,700.0,,0.019379,,,,,,,,,,,,,,,,,,
7156.586,40.33,40.33,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,700.0,,0.019379,,,,,,,,,,,,,,,,,,
7156.586,40.33,40.33,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,700.0,,0.019379,,,,,,,,,,,,,,,,,,
7156.586,40.33,40.33,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,700.0,,0.019379,,,,,,,,,,,,,,,,,,
7156.586,40.33,40.33,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,700.0,,0.019379,,,,,,,,,,,,,,,,,,
7156.586,40.33,40.33,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,700.0,,0.019379,,,,,,,,,,,,,,,,,,
7156.586,40.33,40.33,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,700.0,,0.019379,,,,,,,,,,,,,,,,,,
7156.736,41.75,41.75,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,850.0,,0.075531,,,,,,,,,,,,,,,,,,
7156.736,41.75,41.75,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,850.0,,0.075531,,,,,,,,,,,,,,,,,,
7156.736,41.75,41.75,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,850.0,,0.075531,,,,,,,,,,,,,,,,,,
7156.736,41.75,41.75,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,850.0,,0.075531,,,,,,,,,,,,,,,,,,
7156.736,41.75,41.75,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,850.0,,0.075531,,,,,,,,,,,,,,,,,,
7156.736,41.75,41.75,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,850.0,,0.075531,,,,,,,,,,,,,,,,,,
7156.736,41.75,41.75,115.0,115.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,850.0,,0.075531,,,,,,,,,,,,,,,,,,
7156.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,18000.0,2545.0,267.0,566.0,391.0,983.0,751.0,186.0,18000.0,0.3977619532044761,29.39,29.39
7156.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,18000.0,2545.0,267.0,566.0,391.0,983.0,751.0,186.0,18000.0,0.3977619532044761,29.39,29.39
7156.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,18000.0,2545.0,267.0,566.0,391.0,983.0,751.0,186.0,18000.0,0.3977619532044761,29.39,29.39
7156.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.0,18000.0,2545.0,267.0,566.0,391.0,983.0,751.0,186.0,18000.0,0.3977619532044761,29.39,29.39
