timeSinceBoot,Stage1 TempC,Stage1 Modeled TempC,Stage1 Expected TempC,Stage1 Target TempC,Stage1 Controlled Ramp Target,dataQStg1Heatsink,dataQStg1PeltierTop,dataQStage1PeltierBottom,dataQLiquidStg1,liquid2,dataQStg1Slug
350.001,25.34,25.34,0,90,,,,,28.52,20.85,
350.001,25.34,25.34,0,90,,,,,28.52,20.85,
350.001,25.34,25.34,0,90,,,,,28.52,20.85,
350.001,25.34,25.34,0,90,,,,,28.52,20.85,
350.152,25.38,25.38,0,90,,,,,28.52,20.85,
350.152,25.38,25.38,0,90,,,,,28.52,20.85,
350.152,25.38,25.38,0,90,,,,,28.52,20.85,
350.152,25.38,25.38,0,90,,,,,28.52,20.85,
350.302,25.85,25.85,0,90,,,,,28.52,20.85,
350.302,25.85,25.85,0,90,,,,,28.52,20.85,
350.302,25.85,25.85,0,90,,,,,28.52,20.85,
350.302,25.85,25.85,0,90,,,,,28.52,20.85,
350.454,26.79,26.79,0,90,,,,,28.52,20.85,
350.454,26.79,26.79,0,90,,,,,28.52,20.85,
350.454,26.79,26.79,0,90,,,,,28.52,20.85,
350.454,26.79,26.79,0,90,,,,,28.52,20.85,
350.602,28.13,28.13,0,90,,,,,28.52,20.85,
350.602,28.13,28.13,0,90,,,,,28.52,20.85,
350.602,28.13,28.13,0,90,,,,,28.52,20.85,
350.602,28.13,28.13,0,90,,,,,28.52,20.85,
350.719,,,,,,,,,28.52,20.85,
350.719,,,,,,,,,28.52,20.85,
350.775,29.77,29.77,0,90,,,,,,,
350.775,29.77,29.77,0,90,,,,,,,
350.775,29.77,29.77,0,90,,,,,,,
350.775,29.77,29.77,0,90,,,,,,,
350.925,31.55,31.55,0,90,,,,,,,
350.925,31.55,31.55,0,90,,,,,,,
350.925,31.55,31.55,0,90,,,,,,,
350.925,31.55,31.55,0,90,,,,,,,
351.084,33.19,33.19,0,90,,,,,,,
351.084,33.19,33.19,0,90,,,,,,,
351.084,33.19,33.19,0,90,,,,,,,
351.084,33.19,33.19,0,90,,,,,,,
351.234,35.06,35.06,0,90,,,,,,,
351.234,35.06,35.06,0,90,,,,,,,
351.234,35.06,35.06,0,90,,,,,,,
351.234,35.06,35.06,0,90,,,,,,,
351.384,36.73,36.73,0,90,,,,,,,
351.384,36.73,36.73,0,90,,,,,,,
351.384,36.73,36.73,0,90,,,,,,,
351.384,36.73,36.73,0,90,,,,,,,
351.534,38.41,38.41,0,90,,,,,,,
351.534,38.41,38.41,0,90,,,,,,,
351.534,38.41,38.41,0,90,,,,,,,
351.534,38.41,38.41,0,90,,,,,,,
351.684,40.04,40.04,0,90,,,,,28.51,20.76,
351.684,40.04,40.04,0,90,,,,,28.51,20.76,
351.684,40.04,40.04,0,90,,,,,28.51,20.76,
351.684,40.04,40.04,0,90,,,,,28.51,20.76,
351.684,40.04,40.04,0,90,,,,,28.51,20.76,
351.684,40.04,40.04,0,90,,,,,28.51,20.76,
351.834,41.66,41.66,0,90,,,,,,,
351.834,41.66,41.66,0,90,,,,,,,
351.834,41.66,41.66,0,90,,,,,,,
351.834,41.66,41.66,0,90,,,,,,,
351.984,43.25,43.25,0,90,,,,,,,
351.984,43.25,43.25,0,90,,,,,,,
351.984,43.25,43.25,0,90,,,,,,,
351.984,43.25,43.25,0,90,,,,,,,
352.134,44.85,44.85,0,90,,,,,,,
352.134,44.85,44.85,0,90,,,,,,,
352.134,44.85,44.85,0,90,,,,,,,
352.134,44.85,44.85,0,90,,,,,,,
352.284,46.38,46.38,0,90,,,,,,,
352.284,46.38,46.38,0,90,,,,,,,
352.284,46.38,46.38,0,90,,,,,,,
352.284,46.38,46.38,0,90,,,,,,,
352.434,47.89,47.89,0,90,,,,,,,
352.434,47.89,47.89,0,90,,,,,,,
352.434,47.89,47.89,0,90,,,,,,,
352.434,47.89,47.89,0,90,,,,,,,
352.584,49.38,49.38,0,90,,,,,,,
352.584,49.38,49.38,0,90,,,,,,,
352.584,49.38,49.38,0,90,,,,,,,
352.584,49.38,49.38,0,90,,,,,,,
352.734,50.83,50.83,0,90,,,,,28.59,20.76,
352.734,50.83,50.83,0,90,,,,,28.59,20.76,
352.734,50.83,50.83,0,90,,,,,28.59,20.76,
352.734,50.83,50.83,0,90,,,,,28.59,20.76,
352.734,50.83,50.83,0,90,,,,,28.59,20.76,
352.734,50.83,50.83,0,90,,,,,28.59,20.76,
352.884,52.24,52.24,0,90,,,,,,,
352.884,52.24,52.24,0,90,,,,,,,
352.884,52.24,52.24,0,90,,,,,,,
352.884,52.24,52.24,0,90,,,,,,,
353.034,53.65,53.65,0,90,,,,,,,
353.034,53.65,53.65,0,90,,,,,,,
353.034,53.65,53.65,0,90,,,,,,,
353.034,53.65,53.65,0,90,,,,,,,
353.184,54.91,54.91,0,90,,,,,,,
353.184,54.91,54.91,0,90,,,,,,,
353.184,54.91,54.91,0,90,,,,,,,
353.184,54.91,54.91,0,90,,,,,,,
353.333,56.27,56.27,0,90,,,,,,,
353.333,56.27,56.27,0,90,,,,,,,
353.333,56.27,56.27,0,90,,,,,,,
353.333,56.27,56.27,0,90,,,,,,,
353.483,57.61,57.61,0,90,,,,,,,
353.483,57.61,57.61,0,90,,,,,,,
353.483,57.61,57.61,0,90,,,,,,,
353.483,57.61,57.61,0,90,,,,,,,
353.634,58.92,58.92,0,90,,,,,28.53,20.71,
353.634,58.92,58.92,0,90,,,,,28.53,20.71,
353.634,58.92,58.92,0,90,,,,,28.53,20.71,
353.634,58.92,58.92,0,90,,,,,28.53,20.71,
353.634,58.92,58.92,0,90,,,,,28.53,20.71,
353.634,58.92,58.92,0,90,,,,,28.53,20.71,
353.783,60.21,60.21,0,90,,,,,,,
353.783,60.21,60.21,0,90,,,,,,,
353.783,60.21,60.21,0,90,,,,,,,
353.783,60.21,60.21,0,90,,,,,,,
353.933,61.47,61.47,0,90,,,,,,,
353.933,61.47,61.47,0,90,,,,,,,
353.933,61.47,61.47,0,90,,,,,,,
353.933,61.47,61.47,0,90,,,,,,,
354.084,62.69,62.69,0,90,,,,,,,
354.084,62.69,62.69,0,90,,,,,,,
354.084,62.69,62.69,0,90,,,,,,,
354.084,62.69,62.69,0,90,,,,,,,
354.234,63.92,63.92,0,90,,,,,,,
354.234,63.92,63.92,0,90,,,,,,,
354.234,63.92,63.92,0,90,,,,,,,
354.234,63.92,63.92,0,90,,,,,,,
354.384,65.13,65.13,0,90,,,,,,,
354.384,65.13,65.13,0,90,,,,,,,
354.384,65.13,65.13,0,90,,,,,,,
354.384,65.13,65.13,0,90,,,,,,,
354.534,66.31,66.31,0,90,,,,,,,
354.534,66.31,66.31,0,90,,,,,,,
354.534,66.31,66.31,0,90,,,,,,,
354.534,66.31,66.31,0,90,,,,,,,
354.683,67.46,67.46,0,90,,,,,28.54,20.69,
354.683,67.46,67.46,0,90,,,,,28.54,20.69,
354.683,67.46,67.46,0,90,,,,,28.54,20.69,
354.683,67.46,67.46,0,90,,,,,28.54,20.69,
354.683,67.46,67.46,0,90,,,,,28.54,20.69,
354.683,67.46,67.46,0,90,,,,,28.54,20.69,
354.833,68.58,68.58,0,90,,,,,,,
354.833,68.58,68.58,0,90,,,,,,,
354.833,68.58,68.58,0,90,,,,,,,
354.833,68.58,68.58,0,90,,,,,,,
354.984,69.69,69.69,0,90,,,,,,,
354.984,69.69,69.69,0,90,,,,,,,
354.984,69.69,69.69,0,90,,,,,,,
354.984,69.69,69.69,0,90,,,,,,,
355.134,70.79,70.79,0,90,,,,,,,
355.134,70.79,70.79,0,90,,,,,,,
355.134,70.79,70.79,0,90,,,,,,,
355.134,70.79,70.79,0,90,,,,,,,
355.284,71.87,71.87,0,90,,,,,,,
355.284,71.87,71.87,0,90,,,,,,,
355.284,71.87,71.87,0,90,,,,,,,
355.284,71.87,71.87,0,90,,,,,,,
355.434,72.98,72.98,0,90,,,,,,,
355.434,72.98,72.98,0,90,,,,,,,
355.434,72.98,72.98,0,90,,,,,,,
355.434,72.98,72.98,0,90,,,,,,,
355.584,74.03,74.03,0,90,,,,,,,
355.584,74.03,74.03,0,90,,,,,,,
355.584,74.03,74.03,0,90,,,,,,,
355.584,74.03,74.03,0,90,,,,,,,
355.734,75.05,75.05,0,90,,,,,28.4,20.71,
355.734,75.05,75.05,0,90,,,,,28.4,20.71,
