consumableId,consumable/lot,numericValue,instrument
e1ae92a4-685e-421e-9b2b-882905e32949,TKM-1636,1.213,AdvBuild28
7477c3d8-3d26-4c35-bf67-2c0d8eeeeac5,TKM-1636,1.215,AdvBuild28
8669553a-2282-4e35-9900-6494a1efe5bd,TKM-1636,1.216,AdvBuild20
ddcf545f-acf0-4008-ab6a-f40e51d1394c,TKM-1636,1.216,AdvBuild28
7617a401-0d4f-4768-b0a1-dbf5a65b09fd,TKM-1636,1.22,AdvBuild08
7ba13a1f-34f5-4744-89a4-bfbf28919d27,TKM-1636,1.22,AdvBuild25
34c63bd8-2013-469b-a6b7-efb861baff77,TKM-1636,1.221,AdvBuild20
f7d5fe18-fcf0-43e2-8139-2ce221cb87f0,TKM-1636,1.221,AdvBuild20
fba27113-2b30-4832-a5b4-1139e8e5a8cf,TKM-1636,1.221,AdvBuild20
d8672843-e8d3-422e-a83b-c35926aa5539,TKM-1636,1.222,AdvBuild08
3953e652-8035-41e9-a6c3-cd05a7c60e65,TKM-1636,1.223,AdvBuild20
2a370188-3ec6-4773-9bf7-cf9ae470a10a,TKM-1636,1.224,AdvBuild20
49447de6-d24b-4972-ad6e-24816b551b39,TKM-1636,1.224,AdvBuild25
39e2f1a4-4035-4dd7-829c-cd946d794613,TKM-1636,1.226,AdvBuild28
e2830b92-fa99-4e52-8d52-b2526b512463,TKM-1636,1.227,AdvBuild08
59a7283a-bb44-425a-a0b9-b8f0cece23bc,TKM-1636,1.23,AdvBuild23
656cb7d4-dee3-4050-869f-55d58e947bd9,TKM-1636,1.23,AdvBuild25
8008f80e-b2c3-446a-aed2-fea0c71b409f,TKM-1636,1.23,AdvBuild13
bb0c2312-0ac7-4c96-943f-695e8a0b5830,TKM-1636,1.23,AdvBuild20
1a7dbc90-e5bd-40b6-8781-437dfdef5e29,TKM-1636,1.231,AdvBuild13
7212fb09-6d7a-4b85-9650-3a5f068a9e7d,TKM-1636,1.233,AdvBuild25
1cf7a8c4-3e01-42af-bd2c-1ae78584ffa2,TKM-1636,1.234,AdvBuild28
41526933-384e-4109-b1b3-3bfd5865497d,TKM-1636,1.239,AdvBuild25
97184162-1126-4add-b7d2-168162a166ee,TKM-1636,1.24,AdvBuild08
9f5227d2-b009-4107-b913-597afb1549b5,TKM-1636,1.241,AdvBuild20
d75628e7-5b32-4961-bded-f607ba4c0eec,TKM-1636,1.244,AdvBuild20
c570dc3d-6fdd-4a38-98bc-56db41fdebae,TKM-1636,1.247,AdvBuild20
d14cf99b-6fc5-49b1-be94-d2847631aa25,TKM-1636,1.247,AdvBuild08
8424fb14-0a3d-478d-9950-b8ccf1cdeb18,TKM-1636,1.25,AdvBuild23
817e43da-efc2-4e6e-8c84-9ae9390fa3ec,TKM-1636,1.253,AdvBuild08
a4f03e38-6e05-490b-8fe6-37c1b53ffb17,TKM-1636,1.254,AdvBuild23
5ca6a143-fd6e-47b0-ba92-0f359737cb93,TKM-1636,1.256,AdvBuild25
910a378c-82ad-49b4-9543-975c73ae3d6c,TKM-1636,1.26,AdvBuild13
aa64da99-8e14-4a35-b754-276f796e9558,TKM-1636,1.26,AdvBuild13
4b2bfeda-4055-4a09-bb0f-2efa0912f9eb,TKM-1636,1.261,AdvBuild13
c2cabb88-6897-45b5-b2fe-5040012e6489,TKM-1636,1.263,AdvBuild23
2c9b5893-d5f4-4020-b4ed-f5771f1864e0,TKM-1636,1.265,AdvBuild28
dd411a08-85fb-4678-afb7-3fc00c235246,TKM-1636,1.269,AdvBuild25
7cadac6c-017c-4872-b6b3-b7be2f58063f,TKM-1636,1.27,AdvBuild23
f76a4809-24f0-4a23-96f3-f011b033ae0f,TKM-1636,1.271,AdvBuild25
99e047e3-dbd0-43ab-9cc5-93a20f78c50a,TKM-1636,1.272,AdvBuild25
3619c4bd-58db-474f-88f5-d269edb59e2a,TKM-1636,1.276,AdvBuild23
5ed34ced-fb05-4e10-883b-49370c64e784,TKM-1636,1.276,AdvBuild08
ccb5f818-123d-48f9-9976-610ad75bafeb,TKM-1636,1.276,AdvBuild20
e0c71309-abfa-46ed-af4a-3c66d9053f05,TKM-1636,1.277,AdvBuild23
ab9cf57a-5748-40da-ba95-6874bb217e95,TKM-1636,1.279,AdvBuild25
08e79a59-cc42-4bc2-891a-da99ee50ef32,TKM-1636,1.28,AdvBuild25
e82ef4f3-8da9-4c28-a530-8f514a154d69,TKM-1636,1.287,AdvBuild25
8cc59651-2eb1-4511-88df-581c259adcaa,TKM-1636,1.292,AdvBuild08
53c4eb2a-e49f-4988-8ebb-e7bad9db3ace,TKM-1636,1.334,AdvBuild23
a57a9e52-a6ac-4c99-9216-38fac5783c4f,TKM-1648,0.992,107
30c9b8d6-219f-447d-805f-a5f9d74ef5b2,TKM-1648,0.993,113
66b1cf64-4c9b-43d6-89b9-73a423cb8d40,TKM-1648,1.003,104
17e6ab66-e56d-4e01-9019-81a0a05f37b4,TKM-1648,1.015,100
41380cc8-94f9-473b-8b0e-6608ecb73c7d,TKM-1648,1.04,113
5db37d03-124e-4546-a7df-36fce978c1de,TKM-1648,1.042,107
927a3ce9-bbe8-4ff9-95d4-ab39837772e8,TKM-1648,1.045,101
512c6053-7942-49f1-943b-14394795d7aa,TKM-1648,1.046,106
746e2bb3-4acd-40e9-81a5-b24ebf1270e5,TKM-1648,1.052,108
06118ae0-4f89-4127-a7a1-62f7aab86123,TKM-1648,1.054,101
a2e8a3ab-e9e8-44d3-be1f-ae53d2617e19,TKM-1648,1.065,114
63c59ce1-1736-4694-8b23-946957beae3e,TKM-1648,1.068,AdvBuild27
91c0b425-9fb0-401a-a0bc-d6c1ccedb24b,TKM-1648,1.068,114
dc5fb556-92c9-4e22-92e9-9cb834748ac0,TKM-1648,1.073,108
fcd16e45-1bff-4134-9acd-a0302801cdc9,TKM-1648,1.094,107
dcb3d00a-d617-40df-920d-f80ca4713f6b,TKM-1648,1.103,230
7b8e853a-1c14-4788-8589-eab10f393e74,TKM-1648,1.121,106
e6ecbc6f-36a1-44cd-ad2a-38891fef9216,TKM-1648,1.127,108
8bd77afe-efa0-4bbf-93e3-c8064775a07a,TKM-1648,1.129,106
4a7c0c88-51b5-4dac-ab16-67123d922c4b,TKM-1648,1.136,230
36112c11-780e-44cd-9a27-7e9fa931c161,TKM-1648,1.139,AdvBuild03
7785cb99-347b-4043-abdb-614dd280c1bb,TKM-1651,1.017,AdvBuild13
6d1ccd90-8164-437c-ba94-eb58b1f4d952,TKM-1651,1.053,AdvBuild05
c0368206-6466-4bed-b450-a378bc71f810,TKM-1651,1.056,AdvBuild13
458964e1-28e6-4c1d-a0ac-2c25631ea3ed,TKM-1651,1.06,AdvBuild09 (New)
51774085-5146-4c3f-8d60-80d5355b1286,TKM-1651,1.072,AdvBuild09 (New)
fb35a762-c5f1-431c-8511-eabb453eb678,TKM-1651,1.101,AdvBuild09 (New)
bb0298a6-69bd-4e33-a881-227645fb3327,TKM-1651,1.111,AdvBuild05
99d0c81d-7a49-413a-aad1-132224e8e451,TKM-1651,1.128,AdvBuild09 (New)
f36db0d2-330d-46d5-a1f0-dc34c24d0fae,TKM-1651,1.13,AdvBuild09 (New)
3b15d354-2291-466e-9f53-24d6ec6c0318,TKM-1651,1.146,AdvBuild05
0b1cf9f9-49e4-4ecf-b2ef-8dfe83f9d123,TKM-1651,1.161,AdvBuild09 (New)
a181fd10-76df-44aa-a713-2dba4416f589,TKM-1651,1.165,AdvBuild09 (New)
3d0af6df-530e-46c4-b5a4-d351c1059cb3,TKM-1651,1.179,AdvBuild09 (New)
ee3b982d-ed02-4e73-b761-ab68d4982ef6,TKM-1651,1.193,AdvBuild08
fc691a36-3500-4dcf-a1f7-5f91b5337936,TKM-1651,1.194,AdvBuild08
b8689d22-c859-4904-80c4-35c21ab0472f,TKM-1651,1.198,AdvBuild08
641f19b5-cfee-40b0-a154-613c83a2d087,TKM-1651,1.201,AdvBuild25
788dea39-1b3c-45ca-ad28-33b06ce9451d,TKM-1651,1.207,AdvBuild13
bb7fe67d-e108-4645-8324-3ce42a972c4c,TKM-1651,1.208,AdvBuild08
3982ebe7-7d99-4e15-bcb7-fa602bc8aa87,TKM-1651,1.21,AdvBuild25
b6989053-d8af-489f-900d-563358f3b4a2,TKM-1651,1.21,AdvBuild08
c59b357e-fc10-4b14-b139-2d1f3803f3ea,TKM-1651,1.213,AdvBuild25
3691eea0-463a-4d21-98b0-1b6e510068ba,TKM-1651,1.22,AdvBuild09 (New)
bd225900-2ab6-46a8-9a30-1fd922b7d8e2,TKM-1651,1.22,AdvBuild25
5fd49fe3-7ba5-4479-b4ad-f1c468616c73,TKM-1651,1.221,AdvBuild13
70f58b9a-3d60-4cf4-83cc-8c7f17bd3c79,TKM-1651,1.222,AdvBuild13
5847d6ed-ed77-4213-af6d-20f1a82f2ad6,TKM-1651,1.223,AdvBuild05
e4ad613e-2ef1-4d7e-a9d4-ec9e8e81246f,TKM-1651,1.224,AdvBuild09 (New)
67a76329-a340-4b2f-911d-0437adc4bd47,TKM-1651,1.226,AdvBuild13
1f2595a7-9600-4139-9b1c-e2afb755873a,TKM-1651,1.227,AdvBuild25
cb103430-d925-42b6-b53a-61fcb1b81112,TKM-1651,1.227,AdvBuild25
d7e04380-b805-41d1-b97b-c3c43a380440,TKM-1651,1.229,AdvBuild08
848d185f-a4ad-4521-a682-8d6c59b4d9f1,TKM-1651,1.234,AdvBuild13
1fc7c522-855b-4061-9c4d-45b57657ccd3,TKM-1651,1.235,AdvBuild08
e9f9575f-dc1d-42ff-adf6-0736f73ed7e2,TKM-1651,1.235,AdvBuild13
aeded249-ba9e-4d78-9169-3dc5c1bed1ed,TKM-1651,1.239,AdvBuild13
47f88a0c-55a1-4399-96f7-8c93504304ed,TKM-1651,1.24,AdvBuild05
d1518cf6-ddf5-4446-a9db-55ded6fc9a08,TKM-1651,1.242,AdvBuild05
ffa85c1b-d478-498f-ad18-7a2a4123594d,TKM-1651,1.244,AdvBuild05
fe47993e-5604-44ed-9844-eabc96a4750b,TKM-1651,1.245,AdvBuild13
2670a605-8b2c-4434-8eae-af3a2cd09896,TKM-1651,1.246,AdvBuild05
9feb147c-6fc5-4d73-9a9f-34b04e35ccea,TKM-1651,1.247,AdvBuild13
7a7fdd1b-b21e-45ce-89e1-d1e613c98c06,TKM-1651,1.249,AdvBuild25
645f5571-9713-43c1-8671-4c80b75f9339,TKM-1651,1.25,AdvBuild25
530c6383-31be-46fd-9691-cae922a1bd9c,TKM-1651,1.251,AdvBuild25
8cfac38e-753e-403f-84b9-d4c96677ddde,TKM-1651,1.251,AdvBuild08
e818ee39-24a2-40b6-9c1b-7d8da3b59e87,TKM-1651,1.252,AdvBuild25
3e880b17-ab64-4bed-b983-e15b0545b1e2,TKM-1651,1.254,AdvBuild25
c3408576-aca3-4ce7-842b-39f7ec67a47c,TKM-1651,1.254,AdvBuild25
da423153-8d76-44f3-84c8-346fb189de64,TKM-1651,1.255,AdvBuild25
755e6644-906d-4b69-9273-3e948c431161,TKM-1651,1.256,AdvBuild25
1bb276e9-a1da-400f-b236-187c3ac55d00,TKM-1651,1.259,AdvBuild05
5a0657c7-863f-4e0d-952d-6149a1299222,TKM-1651,1.267,AdvBuild25
6ed5bdc9-d0a6-4cc2-b2f6-1948a408854d,TKM-1651,1.267,AdvBuild13
a517d5b2-e061-40ec-a961-568995f43fec,TKM-1651,1.27,AdvBuild25
f35ad380-59a1-44f0-bba4-8a7aa3614aaa,TKM-1651,1.273,AdvBuild13
f42301fc-1455-4f4e-b2f7-1e2ab16bd9b8,TKM-1651,1.283,AdvBuild25
8fe66836-d3cd-41f1-b0fa-2e70d6f512f6,TKM-1651,1.285,AdvBuild08
e8338abd-e80e-4604-8e51-397a074e7db2,TKM-1651,1.308,AdvBuild08
9eca83c0-6fcf-4ce1-9ef2-b7c303b8bc49,TKM-1651,1.344,AdvBuild13
39fa5c44-067c-4bf5-906f-7232f3ec18e3,TKM-1652,0.8,Beta07
bcf64af5-e3db-46b6-ac01-d3b0ab95ed6c,TKM-1652,0.9,Beta07
d87d80bb-6f0a-4d4e-9bfa-9bd7291c74ee,TKM-1652,0.9,Beta07
d7cb0f93-e504-4409-b34d-b2d62ae2a616,TKM-1652,0.908,Beta07
1173f06c-c7cd-48a1-8ec6-635ce8fdd499,TKM-1652,0.922,Beta07
60215c9d-6eab-48d9-a8f7-a060710a4440,TKM-1652,1,Beta07
a4030c6a-8d6a-4aba-bb47-3ff9a5719c38,TKM-1652,1,Beta07
c27b5613-284d-4b7b-b75e-d798a7b8d4fc,TKM-1652,1,Beta07
ef9a4600-49cb-4b91-ac7f-55956cd5c2da,TKM-1652,1,Beta01
55f47d80-ca2b-48af-aa58-494dc3497eac,TKM-1652,1.1,Beta07
899b75b7-5ddf-4ab0-bc38-34043f566a2b,TKM-1652,1.1,Beta07
e7747df6-9563-4e08-8c3a-5e1ae0b23c65,TKM-1652,1.1,Beta07
3c62c869-a581-4db1-bf25-c3fff673985c,TKM-1652,1.2,Beta07
1a7ae6e9-dfa5-4ee1-b82f-4a5cbf884c6b,TKM-1653,0.982,101
d3c21dbd-b4a5-4c57-85cf-c0827cbc13fa,TKM-1657,0.513,230
27c69fbb-b70f-4bf2-a191-d5d9f6642c73,TKM-1657,0.571,100
625cabfd-5562-4980-bbfd-9047a051ba14,TKM-1657,0.767,AdvBuild14 (New)
7b25d4e9-06b7-4166-a659-7efac68001b6,TKM-1657,0.931,225
dadc465f-a8b2-49b0-995c-c834238bcadc,TKM-1657,0.951,225
857101ff-43bc-4f4c-a484-2fd4ace28c55,TKM-1657,0.959,226
7f8a7a1c-21bf-4e4f-993f-8201c97312f0,TKM-1657,0.964,113
1bd4268b-63d4-41ce-b72c-638a61777070,TKM-1657,0.97,225
d41b6271-772d-4264-965f-d9c6c3c6f887,TKM-1657,0.97,225
a08791b0-ca64-4bba-ae15-dae0bf0d570f,TKM-1657,0.978,225
b1d78e39-7c22-48d6-8653-877c83f7fb99,TKM-1657,0.978,AdvBuild04
66893875-69ee-49f2-83e2-8c0c07105928,TKM-1657,0.983,AdvBuild14 (New)
47800837-f012-4d5d-abe2-9e69e7f84da5,TKM-1657,0.989,AdvBuild14 (New)
5feb7d55-7b73-498b-9b05-870108a31103,TKM-1657,0.995,AdvBuild14 (New)
52025475-fc6e-4a13-9130-c402a0642e2e,TKM-1657,0.996,100
3609b85a-c65a-4086-a327-5d4c1a64a0b6,TKM-1657,0.997,104
e502fb51-8db7-46e2-a7a0-73fcc51c57c8,TKM-1657,0.999,100
cdc49662-e417-4aba-8c57-be36abee04d5,TKM-1657,1,225
e8bc0a4f-a405-4927-83a4-c2f9d8e03d73,TKM-1657,1.002,217
092ddfa6-92b3-4147-b2e7-e78febcc9370,TKM-1657,1.005,113
d1f73942-79e4-4d5a-864b-517474b865fe,TKM-1657,1.009,225
9a25d53d-1383-4041-b032-9d712ded6204,TKM-1657,1.011,AdvBuild04
c60d1223-318c-4ce1-8005-dca128aa075f,TKM-1657,1.011,100
a9f0397d-0cf7-419a-a5cf-74f50f53b1bf,TKM-1657,1.012,217
00bf385e-e485-4128-b15f-33294f6daf9a,TKM-1657,1.014,104
1d434452-a046-48dd-85b1-a2d7606c2002,TKM-1657,1.014,AdvBuild14 (New)
ed74c89c-ddda-40d7-a1c8-1c5194b40d9c,TKM-1657,1.016,AdvBuild04
d1a72ece-7677-4c51-8819-86277f007a62,TKM-1657,1.02,226
101dc428-2661-4842-8f88-3f015f82d04d,TKM-1657,1.022,107
2931eada-ff73-4647-9701-76a4c643dde4,TKM-1657,1.022,226
58dffa8c-edb2-4c13-ba2a-1e77521ffb22,TKM-1657,1.022,AdvBuild14 (New)
93016d43-1159-48ad-b4c2-58b2d65b8c72,TKM-1657,1.023,217
18a7fc15-b6ef-4ed3-8610-b300ab4688dd,TKM-1657,1.027,107
a06a23fb-ddec-4f92-a0ac-a7f6a6b84818,TKM-1657,1.029,113
064b473f-fd09-478e-9ae2-f35c089682fb,TKM-1657,1.031,203
e7dd13de-9e38-4b44-a708-7f3a9ac82feb,TKM-1657,1.031,203
71467624-31d0-4f60-b06e-ffb0824d6fb2,TKM-1657,1.032,226
3657e228-5770-43c0-b1e5-15a97d90300c,TKM-1657,1.033,113
60e1f1ca-2635-4eaf-bda6-8afdc0ec370d,TKM-1657,1.033,113
43c96aaa-11ee-4e30-bad8-2e5dae451dc2,TKM-1657,1.035,AdvBuild04
0ec490f9-f9cf-4582-b2c7-3e5734504c26,TKM-1657,1.036,100
67886a5b-658f-4b42-888c-a27a36edc58f,TKM-1657,1.036,203
9676a567-c321-4711-8c0f-0ac1be5161c6,TKM-1657,1.036,217
782bba5a-7b6a-4fe3-a8b6-07b4dd98bcf8,TKM-1657,1.037,217
ba6ddf06-9b85-45b5-826f-4bb45107cf55,TKM-1657,1.042,104
dfe85993-c002-467c-b15e-a8be0df7033f,TKM-1657,1.044,100
e9d46fa5-afb2-4eed-81ba-50a00c577381,TKM-1657,1.044,AdvBuild14 (New)
3c010f49-9934-4d3e-ae1a-fda6a94a5b15,TKM-1657,1.045,AdvBuild27
c0ef5adc-a43d-4ce2-97d1-d4ac64f7eced,TKM-1657,1.046,106
c3932d97-a592-496a-8b5b-feaf7b423ddf,TKM-1657,1.047,104
38ffc1c1-387e-4e87-802c-a5fbed70189c,TKM-1657,1.049,106
c3772c18-1367-4ac6-b810-02cc5d9eb3cc,TKM-1657,1.049,AdvBuild04
54c70826-efed-4a44-b12f-7b6056d4d954,TKM-1657,1.052,203
b6b315bd-3614-48b1-933f-b95cb87872b5,TKM-1657,1.052,AdvBuild04
1b66f5f7-286b-4021-96d1-7b66ff1bc70c,TKM-1657,1.054,114
f7fd42ac-2f72-4824-8460-6fdbb5a69fc8,TKM-1657,1.054,AdvBuild03
51939077-7dc4-4f09-b712-ddef70827fb7,TKM-1657,1.059,203
7ee0aec9-11c4-423e-b15e-c133c331d5f8,TKM-1657,1.059,101
cef5b5f1-21ac-44d8-9fb7-fbf398655b41,TKM-1657,1.059,225
0e414b5f-e65d-4b75-a2aa-9332c15944de,TKM-1657,1.06,107
495f9d9d-6e58-4365-8012-d23fd496d495,TKM-1657,1.06,107
52acde96-9c6c-4d29-82ae-fa015476f9b6,TKM-1657,1.06,225
6b41784b-b31e-40af-b2f3-0b29b1d08d17,TKM-1657,1.061,113
c4d220c8-22c5-4dad-9551-1539bb2dd3f0,TKM-1657,1.062,104
948dcde9-3fff-48c4-acfd-867de645b0a8,TKM-1657,1.063,AdvBuild27
73be7262-69c3-4693-9b7f-cc6f4c1a8733,TKM-1657,1.065,225
86e13341-6d7b-4936-bc31-0b633bd1a31c,TKM-1657,1.066,113
a719f38a-6366-4f3b-972b-9617b529f621,TKM-1657,1.066,226
7d49ff1f-3c09-466f-a5ad-11940443bf84,TKM-1657,1.067,203
4c5b622d-66f0-4f14-8330-3fad1034f757,TKM-1657,1.068,217
4abe6898-6c23-4ae5-95a5-b309685aa205,TKM-1657,1.07,AdvBuild27
c27559d4-03fa-4e10-bab2-eda84a3d5318,TKM-1657,1.073,114
cd1f907e-b2e0-4cd7-b5ff-405f6dae1a23,TKM-1657,1.075,108
1bec88c1-b5c6-4da9-afea-abb26e48b350,TKM-1657,1.077,101
d49474a3-50d5-474f-9801-a4fc31f18318,TKM-1657,1.077,114
bd12dda3-400b-482d-b0a9-c3847b14ef33,TKM-1657,1.08,106
54e7380c-3d8d-41c7-87e3-59753bb29e44,TKM-1657,1.082,230
07ef9382-77a5-429a-990d-010c858f6c49,TKM-1657,1.083,108
a57df28b-09d4-4d13-91fc-ea5d43e2efc1,TKM-1657,1.084,114
73edb619-7ba2-4e6e-a4d6-83ae266239d4,TKM-1657,1.086,AdvBuild04
f15805d5-2692-499a-b363-c3c398045917,TKM-1657,1.093,230
21ed68a5-8fb4-4891-ab42-b611da4e1438,TKM-1657,1.095,108
d7a29188-a608-4498-8399-1a30449ca52d,TKM-1657,1.096,104
25c7f8a5-cc96-40f4-932d-4617c114dc3c,TKM-1657,1.097,114
df9fa2e8-3d2e-45b1-9c29-97d902fb667c,TKM-1657,1.099,106
770055df-6a72-4644-bf84-6f98ec8dacb6,TKM-1657,1.1,101
ab212eb5-4683-45f9-a30b-9ecbd2325bce,TKM-1657,1.102,101
75b30456-ddbe-4517-beb0-2f8685cd31d4,TKM-1657,1.103,216
e4fc36a3-be98-4967-82fe-2d225b513141,TKM-1657,1.104,108
5d060a50-54bf-4cea-a820-ecf2c7d1dd3f,TKM-1657,1.106,103
8975ec77-60bf-4669-bf58-f9bc6b80d97b,TKM-1657,1.108,108
26081775-95dc-4a19-b700-a99fc286467f,TKM-1657,1.113,216
40c2924b-88ab-4027-aa7b-0e4a0b22dae3,TKM-1657,1.113,106
bed9e9a8-963e-434e-8a73-a4a5be84755c,TKM-1657,1.116,217
c4fe817f-74a5-4767-812e-75cc06d40815,TKM-1657,1.118,AdvBuild27
f87b2873-6087-4438-ae38-ee1aa6fb6da4,TKM-1657,1.121,AdvBuild04
360d311f-1725-4889-b639-1d2e547d1138,TKM-1657,1.123,101
3e60d2e0-4be6-4b95-82b0-43126bb7b2c7,TKM-1657,1.123,114
b6ba3061-45bc-455b-b82b-44e0d0c6ac79,TKM-1657,1.123,108
b9adcdc2-ff6c-4bd2-9ceb-e7083ae87f7c,TKM-1657,1.124,108
f06c38c6-94ef-438c-a71b-4defedffc02e,TKM-1657,1.124,203
32d165f6-67cc-442b-bd16-5972e4e8b26b,TKM-1657,1.126,101
a281eb4c-c846-41f8-acee-f260ca6749e3,TKM-1657,1.127,216
a358f086-1094-4616-a1c0-5794ad1d2085,TKM-1657,1.127,AdvBuild03
7e25599e-fc0d-48a2-b1c0-5edcb9aba8fd,TKM-1657,1.128,103
863047b3-3ab7-4211-9eb9-4a3231cc8bd8,TKM-1657,1.13,107
c69546b9-0b61-4669-aa87-a780a64cacb1,TKM-1657,1.13,226
31c545c3-9dab-4232-8e80-1af393385115,TKM-1657,1.132,216
36d16b14-0a77-4585-bac0-3b23dfc75566,TKM-1657,1.132,AdvBuild03
e4030fc6-ab0e-4618-bff4-e6efa09da76b,TKM-1657,1.132,114
f34743ad-627d-48e5-b3d7-e2d3979396a7,TKM-1657,1.132,AdvBuild27
e96bc9fc-b34c-434f-8aa6-fdee561ebd24,TKM-1657,1.134,216
51cd8111-e83b-4a92-84d3-d5ef3e1a8064,TKM-1657,1.136,103
6745f435-bee0-474f-8376-21f9ab724d28,TKM-1657,1.138,114
75a20c0b-e836-47af-92bf-08a61579fedf,TKM-1657,1.138,107
b406425c-e1d5-4f14-a9a7-e6da86dd590a,TKM-1657,1.138,106
824aff6a-fc52-4906-81c3-22ededa4dd12,TKM-1657,1.145,106
b239d34e-2cc0-4e73-8159-58e9b0252389,TKM-1657,1.155,AdvBuild06
737fc148-a729-440b-9d6b-e243c6fccb32,TKM-1657,1.164,AdvBuild06
bba226f4-cd91-4ccf-849c-09c5d88899a1,TKM-1657,1.169,103
2821f2b1-bb1f-4ff6-8734-3416b97805f5,TKM-1657,1.172,AdvBuild03
770ed617-217f-483c-9b2d-bdf4536e8342,TKM-1657,1.172,107
dce6c657-370b-4895-a2c3-280e3e656b33,TKM-1657,1.176,AdvBuild06
b0020d6d-97bb-4516-a186-7a6f2b60b701,TKM-1657,1.182,103
b91c2b57-dffc-4d3f-9851-c89cf4027308,TKM-1657,1.206,AdvBuild06
9af739b4-bfd0-401b-a178-f7ad3378088a,TKM-1657,1.215,103
9eddfe7d-57ae-44c1-ab0f-7ddb3cfd0ce1,TKM-1657,1.256,217
fc3f09f4-21b9-49ef-a75d-c4bf79d5a7ad,TKM-1657,1.631,AdvBuild03
57dd1d92-8d38-4549-bf6e-013cb9e69536,TKM-1657,1.653,AdvBuild03
37dbfb31-eb02-48cd-8a0f-14bf7ebbf428,TKM-1662,0.923,103
5da49225-6458-46db-a713-f1aa4dcbe695,TKM-1662,0.935,113
f946430c-2f7a-476f-b2e9-a8d74a8201dd,TKM-1662,0.957,100
313d9aea-201c-4af2-a952-6c090b2bc1c8,TKM-1662,0.966,104
12571ac5-dfac-44b8-881b-67174d3dd50d,TKM-1662,0.987,107
9adb0341-8982-4818-be77-d93fd7a4ad1a,TKM-1662,0.992,107
38faa97a-3241-4742-bbd8-bb0c094625aa,TKM-1662,0.994,107
29063b64-6122-4eda-8ae5-5f2009d2d04a,TKM-1662,1.006,106
c4461b57-0917-471b-8f2d-fa55aada9043,TKM-1662,1.011,108
215b59c3-6d0c-4d84-b688-ec77cbe5879f,TKM-1662,1.02,101
19065605-2552-469c-b4cf-6af7c132d2ae,TKM-1662,1.031,200
329d7884-e1ce-4882-99aa-39cc7d7d880c,TKM-1662,1.036,106
ff3996d6-cf1a-44cb-a5a3-b56b4367580f,TKM-1662,1.037,114
3a670446-335a-4716-8f98-07b6d7362447,TKM-1662,1.049,108
d5ab2026-97b0-4f71-9630-63730196e9ea,TKM-1662,1.063,106
d8d4791a-ffe3-42de-b955-fb8d4eb8c3a8,TKM-1662,1.065,114
68d30bbb-a966-4b81-9d72-62f6989cfaa4,TKM-1664,1.12,AdvBuild09 (New)
e178067d-b614-4a5e-a87f-fa3b5ddb299a,TKM-1664,1.139,AdvBuild09 (New)
73257b4d-dd74-431f-906c-e5c60da7b7c1,TKM-1664,1.141,AdvBuild25
377e316a-3ced-416d-8ca5-7f3116e45589,TKM-1664,1.142,AdvBuild09 (New)
dd1cc031-a05e-42f3-874f-8450ccee571d,TKM-1664,1.155,AdvBuild05
96e2e0aa-7ed2-4497-8655-5eaee6e42bae,TKM-1664,1.161,AdvBuild09 (New)
753623af-abec-41be-8778-e5a31881037e,TKM-1664,1.163,AdvBuild09 (New)
86fed40f-405b-4a61-9136-edcf3995b2c3,TKM-1664,1.165,AdvBuild09 (New)
2a7f3a51-a7bd-407b-84b3-32d718f7558e,TKM-1664,1.17,AdvBuild09 (New)
f85e1861-9778-4b2e-ac2a-f5b9d703b632,TKM-1664,1.171,AdvBuild09 (New)
408d6e07-1d61-486b-943a-2b7a08a5ec88,TKM-1664,1.182,AdvBuild09 (New)
e77bbf34-7631-49b7-8075-f2f646e66253,TKM-1664,1.182,AdvBuild05
ebac2bd0-272c-4e12-852d-0d2255f710bb,TKM-1664,1.189,AdvBuild09 (New)
955b26f8-561a-460c-a3c2-7c0326658ef6,TKM-1664,1.191,AdvBuild09 (New)
633f6b15-7963-4575-80f4-f783f74395ce,TKM-1664,1.192,AdvBuild09 (New)
2ec04025-0211-4a74-8040-20c2d49ee861,TKM-1664,1.193,AdvBuild09 (New)
0fe94e9c-fa6e-41a7-87ac-d853cf51e7f9,TKM-1664,1.196,AdvBuild09 (New)
f88a5237-d519-47b3-80ce-a850a01c8f3c,TKM-1664,1.196,AdvBuild08
fc91f56e-4c51-475e-a5b5-b5fe6ada0609,TKM-1664,1.198,AdvBuild09 (New)
a034bb14-80e4-4d41-b0cf-15a75eb42926,TKM-1664,1.205,AdvBuild08
ff2fea08-c7df-4d08-ad18-0d49baa167ec,TKM-1664,1.205,AdvBuild09 (New)
dc99ed06-5929-45e0-aa9f-fb9a29949a82,TKM-1664,1.206,AdvBuild09 (New)
335f9e0a-acf7-4e2d-a946-c251980ca04b,TKM-1664,1.213,AdvBuild05
de80f7fd-e52d-4625-9482-c140154a9791,TKM-1664,1.215,AdvBuild08
eb9e1476-c721-48b8-8c83-144a013ddd59,TKM-1664,1.215,AdvBuild09 (New)
3e246fde-706d-4c6b-be5f-8045955c34fc,TKM-1664,1.218,AdvBuild13
777a01bf-2e74-4c80-b78b-a68cfa6d3a0d,TKM-1664,1.22,AdvBuild09 (New)
dcf27f42-a110-4c3a-abc9-ece414a8d089,TKM-1664,1.221,AdvBuild09 (New)
